,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
836,J1040.4+0615,bcu,J1040.5+0617,bll,J1040.5+0617,bll,J1040.5+0617,bll,J1040.5+0617,bll
837,J1040.8+1342,bcu,J1041.0+1342,bll,J1041.0+1342,bll,J1041.0+1342,bll,J1041.0+1342,bll
838,J1040.9-1205,bcu,J1041.1-1201,bcu,J1041.1-1201,bcu,J1041.1-1201,bcu,J1041.1-1201,bcu
839,J1041.8+3901,bll,J1041.7+3902,bll,J1041.7+3902,bll,J1041.7+3902,bll,J1041.7+3902,bll
840,J1042.0-0557,bcu,J1041.9-0557,bll,J1041.9-0557,bll,J1041.9-0557,bll,J1041.9-0557,bll
841,J1042.1-4126,bcu,J1042.1-4128,bcu,J1042.1-4128,bll,J1042.1-4128,bll,J1042.1-4128,bll
842,J1043.1+2407,fsrq,J1043.2+2408,fsrq,J1043.2+2408,fsrq,J1043.2+2408,fsrq,J1043.2+2408,fsrq
843,J1044.4+8058,fsrq,J1044.6+8053,fsrq,J1044.6+8053,fsrq,J1044.6+8053,fsrq,J1044.6+8053,fsrq
844,J1044.5-5737,PSR,J1044.4-5737,PSR,J1044.4-5737,PSR,J1044.4-5737,PSR,J1044.4-5737,PSR
845,J1045.1-5941,BIN,J1045.1-5940,BIN,J1045.1-5940,BIN,J1045.1-5940,BIN,J1045.1-5940,BIN
846,J1045.7-2926,fsrq,J1045.8-2928,fsrq,J1045.8-2928,fsrq,J1045.8-2928,fsrq,J1045.8-2928,fsrq
847,J1046.9-2531,bll,J1046.8-2534,bll,J1046.8-2534,bll,J1046.8-2534,bll,J1046.8-2534,bll
848,J1047.6+7240,bll,J1047.7+7238,bll,J1047.7+7238,bll,J1047.7+7238,bll,J1047.7+7238,bll
849,J1047.8-6216,bcu,J1047.8-6216,bcu,J1047.8-6216,bcu,J1047.8-6216,bcu,J1047.8-6216,bcu
850,J1048.2-5832,PSR,J1048.2-5832,PSR,J1048.2-5832,PSR,J1048.2-5832,PSR,J1048.2-5832,PSR
851,J1048.4+7144,FSRQ,J1048.4+7143,FSRQ,J1048.4+7143,FSRQ,J1048.4+7143,FSRQ,J1048.4+7143,FSRQ
852,J1048.6+2338,bll,J1048.6+2340,PSR,J1048.6+2340,PSR,J1048.6+2340,MSP,J1048.6+2340,MSP
853,J1049.8+1425,bcu,J1049.8+1429,bcu,J1049.8+1429,bcu,J1049.8+1429,bcu,J1049.8+1429,bcu
854,J1051.4+3941,bll,J1051.4+3942,bll,J1051.4+3942,bll,J1051.4+3942,bll,J1051.4+3942,bll
855,J1051.5-6517,bcu,J1051.2-6517,bcu,J1051.2-6517,bcu,J1051.2-6517,bcu,J1051.2-6517,bcu
856,J1051.8+0105,bll,J1051.9+0103,bll,J1051.9+0103,bll,J1051.9+0103,bll,J1051.9+0103,bll
857,J1052.8-3741,bcu,J1052.9-3743,bll,J1052.9-3743,bll,J1052.9-3743,bll,J1052.9-3743,bll
858,J1053.7+4929,bll,J1053.7+4930,bll,J1053.7+4930,bll,J1053.7+4930,bll,J1053.7+4930,bll
859,J1054.5+2210,bll,J1054.5+2211,bll,J1054.5+2211,bll,J1054.5+2211,bll,J1054.5+2211,bll
860,J1055.8-6025,PSR,J1055.7-6028,PSR,J1055.7-6028,PSR,J1055.7-6028,PSR,J1055.7-6028,PSR
861,J1057.3-2341,fsrq,J1057.3-2341,fsrq,J1057.3-2341,fsrq,J1057.3-2341,fsrq,J1057.3-2341,fsrq
862,J1057.6-2754,bll,J1057.8-2754,bll,J1057.8-2754,bll,J1057.8-2754,bll,J1057.8-2754,bll
863,J1057.9-5227,PSR,J1057.9-5227,PSR,J1057.9-5227,PSR,J1057.9-5227,PSR,J1057.9-5227,PSR
864,J1058.1+7010,fsrq,J1056.8+7012,fsrq,J1056.8+7012,fsrq,J1056.8+7012,fsrq,J1056.8+7012,fsrq
865,J1058.4+8112,fsrq,J1058.5+8115,fsrq,J1058.5+8115,fsrq,J1058.5+8115,fsrq,J1058.5+8115,fsrq
866,J1058.5+0133,BLL,J1058.4+0133,BLL,J1058.4+0133,BLL,J1058.4+0133,BLL,J1058.4+0133,BLL
867,J1058.5-8003,bll,J1058.6-8003,bll,J1058.6-8003,bll,J1058.6-8003,bll,J1058.6-8003,bll
868,J1058.6+5627,BLL,J1058.6+5627,BLL,J1058.6+5627,BLL,J1058.6+5627,BLL,J1058.6+5627,BLL
869,J1059.2-1133,bll,J1059.2-1134,bll,J1059.2-1134,bll,J1059.2-1134,bll,J1059.2-1134,bll
870,J1059.9+2056,fsrq,J1059.5+2057,fsrq,J1059.5+2057,fsrq,J1059.5+2057,fsrq,J1059.5+2057,fsrq
871,J1100.5+4020,bll,J1100.3+4020,bll,J1100.3+4020,bll,J1100.3+4020,bll,J1100.3+4020,bll
872,J1101.5+4106,bll,J1101.4+4108,bll,J1101.4+4108,bll,J1101.4+4108,bll,J1101.4+4108,bll
873,J1101.9-6053,spp,J1102.0-6054,spp,J1102.0-6054,bcu,J1102.0-6054,bcu,J1102.0-6054,bcu
874,J1103.1+1155,fsrq,J1103.0+1157,fsrq,J1103.0+1157,fsrq,J1103.0+1157,fsrq,J1103.0+1157,fsrq
875,J1103.5-2329,bll,J1103.6-2329,bll,J1103.6-2329,bll,J1103.6-2329,bll,J1103.6-2329,bll
876,J1103.9-5357,bll,J1103.9-5357,bll,J1103.9-5357,bll,J1103.9-5357,bll,J1103.9-5357,bll
877,J1104.3+0730,bll,J1104.4+0730,bll,J1104.4+0730,bll,J1104.4+0730,bll,J1104.4+0730,bll
878,J1104.4+3812,BLL,J1104.4+3812,BLL,J1104.4+3812,BLL,J1104.4+3812,BLL,J1104.4+3812,BLL
879,J1105.2-6113,PSR,J1105.4-6108,PSR,J1105.4-6108,PSR,J1105.4-6108,PSR,J1105.4-6108,PSR
880,J1105.9+2814,fsrq,J1106.0+2813,fsrq,J1106.0+2813,fsrq,J1106.0+2813,fsrq,J1106.0+2813,fsrq
881,J1106.4-3643,bcu,J1106.5-3646,bll,J1106.5-3646,bll,J1106.5-3646,bll,J1106.5-3646,bll
882,J1107.4-4447,fsrq,J1107.0-4449,fsrq,J1107.0-4449,fsrq,J1107.0-4449,fsrq,J1107.0-4449,fsrq
883,J1107.5+0223,bll,J1107.6+0222,bll,J1107.6+0222,bll,J1107.6+0222,bll,J1107.6+0222,bll
884,J1107.8+1502,bll,J1107.8+1501,bll,J1107.8+1501,bll,J1107.8+1501,bll,J1107.8+1501,bll
885,J1109.4+2411,bll,J1109.3+2411,bll,J1109.3+2411,bll,J1109.3+2411,bll,J1109.3+2411,bll
886,J1109.4-4815,bcu,J1109.7-4814,bcu,J1109.7-4814,bcu,J1109.7-4814,bcu,J1109.7-4814,bcu
887,J1109.6+3734,bll,J1109.6+3735,bll,J1109.6+3735,bll,J1109.6+3735,bll,J1109.6+3735,bll
888,J1110.0+7134,bll,J1110.2+7135,bll,J1110.2+7135,bll,J1110.2+7135,bll,J1110.2+7135,bll
889,J1110.4-1835,bll,J1110.5-1836,bll,J1110.5-1836,bll,J1110.5-1836,bll,J1110.5-1836,bll
890,J1111.9-6038,spp,J1111.8-6039,PSR,J1111.8-6039,PSR,J1111.8-6039,PSR,J1111.8-6039,PSR
891,J1112.4+3449,fsrq,J1112.5+3448,fsrq,J1112.5+3448,fsrq,J1112.5+3448,fsrq,J1112.5+3448,fsrq
892,J1112.6+1749,bll,J1112.4+1751,bll,J1112.4+1751,bll,J1112.4+1751,bll,J1112.4+1751,bll
893,J1117.0+2014,bll,J1117.0+2013,bll,J1117.0+2013,bll,J1117.0+2013,bll,J1117.0+2013,bll
894,J1117.3+2546,bll,J1117.6+2550,bll,J1117.6+2550,bll,J1117.6+2550,bll,J1117.6+2550,bll
895,J1117.7-4632,fsrq,J1118.2-4634,fsrq,J1118.2-4634,fsrq,J1118.2-4634,fsrq,J1118.2-4634,fsrq
896,J1117.9+5355,bll,J1118.0+5356,bll,J1118.0+5356,bll,J1118.0+5356,bll,J1118.0+5356,bll
897,J1118.2-0411,agn,J1118.2-0415,agn,J1118.2-0415,agn,J1118.2-0415,agn,J1118.2-0415,agn
898,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.0-6127e,SPP
899,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.1-6127,PSR,J1119.1-6127,PSR
900,J1119.7-3046,bll,J1119.6-3047,bll,J1119.6-3047,bll,J1119.6-3047,bll,J1119.6-3047,bll
901,J1120.8+4212,bll,J1120.8+4212,bll,J1120.8+4212,bll,J1120.8+4212,bll,J1120.8+4212,bll
902,J1121.4-0554,fsrq,J1121.4-0553,fsrq,J1121.4-0553,fsrq,J1121.4-0553,fsrq,J1121.4-0553,fsrq
903,J1123.6+7231,bll,J1123.8+7230,bll,J1123.8+7230,bll,J1123.8+7230,bll,J1123.8+7230,bll
904,J1123.9-3653,PSR,J1124.0-3653,PSR,J1124.0-3653,PSR,J1124.0-3653,MSP,J1124.0-3653,MSP
905,J1124.1+2337,fsrq,J1124.0+2336,fsrq,J1124.0+2336,fsrq,J1124.0+2336,fsrq,J1124.0+2336,fsrq
906,J1124.5-5915,PSR,J1124.7-5915,PSR,J1124.7-5915,PSR,J1124.7-5915,PSR,J1124.7-5915,PSR
907,J1124.9+4932,bll,J1124.9+4934,bll,J1124.9+4934,bll,J1124.9+4934,bll,J1124.9+4934,bll
908,J1125.0-2101,bcu,J1125.1-2101,bll,J1125.1-2101,bll,J1125.1-2101,bll,J1125.1-2101,bll
909,J1125.3-5824,PSR,J1125.6-5825,PSR,J1125.6-5825,PSR,J1125.6-5825,MSP,J1125.6-5825,MSP
910,J1125.5-3558,bll,J1125.5-3557,bll,J1125.5-3557,bll,J1125.5-3557,bll,J1125.5-3557,bll
911,J1125.6-6012,psr,J1126.4-6011,PSR,J1126.4-6011,PSR,J1126.4-6011,MSP,J1126.4-6011,MSP
912,J1125.8-0745,bll,J1125.9-0742,bll,J1125.9-0742,bll,J1125.9-0742,bll,J1125.9-0742,bll
913,J1125.9+2007,fsrq,J1125.9+2005,fsrq,J1125.9+2005,fsrq,J1125.9+2005,fsrq,J1125.9+2005,fsrq
914,J1126.7-3834,bcu,J1126.8-3829,bcu,J1126.8-3829,bcu,J1126.8-3829,bcu,J1126.8-3829,bcu
915,J1127.0-1857,fsrq,J1127.0-1857,fsrq,J1127.0-1857,fsrq,J1127.0-1857,fsrq,J1127.0-1857,fsrq
916,J1127.8+3618,fsrq,J1127.8+3618,fsrq,J1127.8+3618,fsrq,J1127.8+3618,fsrq,J1127.8+3618,fsrq
917,J1128.0+5921,fsrq,J1128.0+5924,fsrq,J1128.0+5924,fsrq,J1128.0+5924,fsrq,J1128.0+5924,fsrq
918,J1129.0+3705,bll,J1129.1+3703,bll,J1129.1+3703,bll,J1129.1+3703,bll,J1129.1+3703,bll
919,J1129.4-4215,bcu,J1129.8-4217,bll,J1129.8-4217,bll,J1129.8-4217,bll,J1129.8-4217,bll
920,J1129.9-1446,fsrq,J1129.8-1447,fsrq,J1129.8-1447,fsrq,J1129.8-1447,fsrq,J1129.8-1447,fsrq
921,J1131.1+5810,bll,J1131.4+5809,bll,J1131.4+5809,bll,J1131.4+5809,bll,J1131.4+5809,bll
922,J1131.4+3819,fsrq,J1131.0+3815,fsrq,J1131.0+3815,fsrq,J1131.0+3815,fsrq,J1131.0+3815,fsrq
923,J1131.9-0503,bcu,J1131.4-0504,bcu,J1131.4-0504,bcu,J1131.4-0504,bcu,J1131.4-0504,bcu
924,J1132.7+0034,bll,J1132.7+0034,bll,J1132.7+0034,bll,J1132.7+0034,bll,J1132.7+0034,bll
925,J1132.8+1015,fsrq,J1130.8+1016,bll,J1130.8+1016,bll,J1130.8+1016,bll,J1130.8+1016,bll
926,J1135.2-6054,PSR,J1135.2-6055,PSR,J1135.2-6055,PSR,J1135.2-6055,PSR,J1135.2-6055,PSR
927,J1136.1-7411,bcu,J1136.8-7413,bcu,J1136.8-7413,bcu,J1136.8-7413,bcu,J1136.8-7413,bcu
928,J1136.1+7523,PSR,J1137.6+7527,PSR,J1137.6+7527,PSR,J1137.6+7527,MSP,J1137.6+7527,MSP
929,J1136.4+3405,fsrq,J1136.2+3407,fsrq,J1136.2+3407,fsrq,J1136.2+3407,fsrq,J1136.2+3407,fsrq
930,J1136.6+7009,bll,J1136.4+7009,bll,J1136.4+7009,bll,J1136.4+7009,bll,J1136.4+7009,bll
931,J1136.6+6736,bll,J1136.4+6736,bll,J1136.4+6736,bll,J1136.4+6736,bll,J1136.4+6736,bll
932,J1136.6-6826,bcu,J1136.0-6824,bcu,J1136.0-6824,bcu,J1136.0-6824,bcu,J1136.0-6824,bcu
933,J1136.9+2551,bll,J1136.8+2550,bll,J1136.8+2550,bll,J1136.8+2550,bll,J1136.8+2550,bll
934,J1138.2+4905,bcu,J1138.4+4857,fsrq,J1138.4+4857,fsrq,J1138.4+4857,fsrq,J1138.4+4857,fsrq
935,J1140.4+1529,bll,J1140.5+1528,bll,J1140.5+1528,bll,J1140.5+1528,bll,J1140.5+1528,bll
936,J1141.2+6805,bcu,J1141.4+6805,bcu,J1141.4+6805,bcu,J1141.4+6805,bcu,J1141.4+6805,bcu
937,J1141.6-1406,bcu,J1141.5-1408,bll,J1141.5-1408,bll,J1141.5-1408,bll,J1141.5-1408,bll
938,J1142.0+1546,bll,J1142.0+1548,bll,J1142.0+1548,bll,J1142.0+1548,bll,J1142.0+1548,bll
939,J1142.9+0120,PSR,J1142.8+0120,PSR,J1142.8+0120,PSR,J1142.8+0120,MSP,J1142.8+0120,MSP
940,J1143.0+6123,bll,J1143.1+6122,bll,J1143.1+6122,bll,J1143.1+6122,bll,J1143.1+6122,bll
941,J1145.1+1935,rdg,J1144.9+1937,rdg,J1144.9+1937,rdg,J1144.9+1937,rdg,J1144.9+1937,rdg
942,J1145.8+4425,fsrq,J1145.5+4423,fsrq,J1145.5+4423,fsrq,J1145.5+4423,fsrq,J1145.5+4423,fsrq
943,J1146.8+3958,fsrq,J1146.9+3958,fsrq,J1146.9+3958,fsrq,J1146.9+3958,fsrq,J1146.9+3958,fsrq
944,J1147.0-3811,fsrq,J1147.0-3812,bll,J1147.0-3812,bll,J1147.0-3812,bll,J1147.0-3812,bll
945,J1147.8-0725,fsrq,J1147.8-0724,fsrq,J1147.8-0724,fsrq,J1147.8-0724,fsrq,J1147.8-0724,fsrq
946,J1149.5+2443,bll,J1149.4+2441,bll,J1149.4+2441,bll,J1149.4+2441,bll,J1149.4+2441,bll
947,J1150.3+2417,bll,J1150.4+2418,bll,J1150.4+2418,bll,J1150.4+2418,bll,J1150.4+2418,bll
948,J1150.5+4155,bll,J1150.6+4154,bll,J1150.6+4154,bll,J1150.6+4154,bll,J1150.6+4154,bll
949,J1151.4-1346,bll,J1151.5-1347,bll,J1151.5-1347,bll,J1151.5-1347,bll,J1151.5-1347,bll
950,J1151.4+5858,bll,J1151.5+5859,bll,J1151.5+5859,bll,J1151.5+5859,bll,J1151.5+5859,bll
951,J1152.3-0841,fsrq,J1152.3-0839,fsrq,J1152.3-0839,fsrq,J1152.3-0839,fsrq,J1152.3-0839,fsrq
952,J1153.4+4932,FSRQ,J1153.4+4931,FSRQ,J1153.4+4931,FSRQ,J1153.4+4931,FSRQ,J1153.4+4931,FSRQ
953,J1153.4+4033,fsrq,J1154.0+4037,fsrq,J1154.0+4037,fsrq,J1154.0+4037,fsrq,J1154.0+4037,fsrq
954,J1153.7-2555,bcu,J1153.6-2553,bcu,J1153.6-2553,bcu,J1153.6-2553,bcu,J1153.6-2553,bcu
955,J1154.0-3243,bcu,J1154.1-3243,bll,J1154.1-3243,bll,J1154.1-3243,bll,J1154.1-3243,bll
956,J1154.2-0010,bll,J1154.0-0010,bll,J1154.0-0010,bll,J1154.0-0010,bll,J1154.0-0010,bll
957,J1154.3+6023,fsrq,J1154.0+6018,fsrq,J1154.0+6018,fsrq,J1154.0+6018,fsrq,J1154.0+6018,fsrq
958,J1155.4-3417,bcu,J1155.5-3418,bcu,J1155.5-3418,bll,J1155.5-3418,bll,J1155.5-3418,bll
959,J1155.9+6136,bll,J1155.8+6137,bll,J1155.8+6137,bll,J1155.8+6137,bll,J1155.8+6137,bll
960,J1156.7-2250,bcu,J1156.6-2248,bcu,J1156.6-2248,bll,J1156.6-2248,bll,J1156.6-2248,bll
961,J1158.8+0941,bll,J1159.0+0939,bll,J1159.0+0939,bll,J1159.0+0939,bll,J1159.0+0939,bll
962,J1158.9+0818,bcu,J1158.9+0818,bcu,J1158.9+0818,bcu,J1158.9+0818,bcu,J1158.9+0818,bcu
963,J1159.2-2141,fsrq,J1159.3-2142,fsrq,J1159.3-2142,fsrq,J1159.3-2142,fsrq,J1159.3-2142,fsrq
964,J1159.3-2226,bcu,J1159.2-2227,bcu,J1159.2-2227,bcu,J1159.2-2227,bcu,J1159.2-2227,bcu
965,J1159.5+2914,fsrq,J1159.5+2914,fsrq,J1159.5+2914,fsrq,J1159.5+2914,fsrq,J1159.5+2914,fsrq
966,J1159.6-0723,bcu,J1159.5-0723,bll,J1159.5-0723,bll,J1159.5-0723,bll,J1159.5-0723,bll
967,J1200.8+1228,bcu,J1200.6+1229,bll,J1200.6+1229,bll,J1200.6+1229,bll,J1200.6+1229,bll
968,J1200.9+2010,bcu,J1200.7+2008,bcu,J1200.7+2008,bcu,J1200.7+2008,bcu,J1200.7+2008,bcu
969,J1203.1+6029,bll,J1203.1+6031,bll,J1203.1+6031,bll,J1203.1+6031,bll,J1203.1+6031,bll
970,J1203.2+3847,bll,J1202.5+3852,bll,J1202.5+3852,bll,J1202.5+3852,bll,J1202.5+3852,bll
971,J1203.5-3925,bcu,J1203.4-3925,bll,J1203.4-3925,bll,J1203.4-3925,bll,J1203.4-3925,bll
972,J1204.0+1144,bll,J1204.0+1146,bll,J1204.0+1146,bll,J1204.0+1146,bll,J1204.0+1146,bll
973,J1204.3-0708,bll,J1204.2-0709,bll,J1204.2-0709,bll,J1204.2-0709,bll,J1204.2-0709,bll
974,J1205.8-2636,fsrq,J1205.7-2635,fsrq,J1205.7-2635,fsrq,J1205.7-2635,fsrq,J1205.7-2635,fsrq
975,J1207.2-5052,psr,J1207.4-5050,PSR,J1207.4-5050,PSR,J1207.4-5050,MSP,J1207.4-5050,MSP
976,J1207.6-2232,bcu,J1207.7-2229,bll,J1207.7-2229,bll,J1207.7-2229,bll,J1207.7-2229,bll
977,J1208.2-7810c,bcu,J1208.2-7810,bcu,J1208.2-7810,bcu,J1208.2-7810,bcu,J1208.2-7810,bcu
978,J1208.7+5442,fsrq,J1208.9+5441,fsrq,J1208.9+5441,fsrq,J1208.9+5441,fsrq,J1208.9+5441,fsrq
979,J1209.4+4119,bll,J1209.4+4118,bll,J1209.4+4118,bll,J1209.4+4118,bll,J1209.4+4118,bll
980,J1209.8+1810,fsrq,J1209.8+1810,fsrq,J1209.8+1810,fsrq,J1209.8+1810,fsrq,J1209.8+1810,fsrq
981,J1212.6+5135,bll,J1213.0+5129,bll,J1213.0+5129,bll,J1213.0+5129,bll,J1213.0+5129,bll
982,J1213.1-2619,bll,J1213.3-2618,bll,J1213.3-2618,bll,J1213.3-2618,bll,J1213.3-2618,bll
983,J1213.7+1306,fsrq,J1213.6+1306,fsrq,J1213.6+1306,fsrq,J1213.6+1306,fsrq,J1213.6+1306,fsrq
984,J1215.0+5002,bll,J1215.1+5002,bll,J1215.1+5002,bll,J1215.1+5002,bll,J1215.1+5002,bll
985,J1215.1+1658,fsrq,J1215.0+1656,fsrq,J1215.0+1656,fsrq,J1215.0+1656,fsrq,J1215.0+1656,fsrq
986,J1217.8+3007,bll,J1217.9+3007,BLL,J1217.9+3007,BLL,J1217.9+3007,BLL,J1217.9+3007,BLL
987,J1218.0-0029,bll,J1218.0-0028,bll,J1218.0-0028,bll,J1218.0-0028,bll,J1218.0-0028,bll
988,J1218.4-0121,bll,J1218.5-0119,bll,J1218.5-0119,bll,J1218.5-0119,bll,J1218.5-0119,bll
989,J1218.8-4827,bcu,J1219.0-4827,bcu,J1219.0-4827,bll,J1219.0-4827,bll,J1219.0-4827,bll
990,J1219.7-0314,bll,J1219.7-0313,bll,J1219.7-0313,bll,J1219.7-0313,bll,J1219.7-0313,bll
991,J1220.2+3434,bll,J1220.1+3432,bll,J1220.1+3432,bll,J1220.1+3432,bll,J1220.1+3432,bll
992,J1220.2+7105,fsrq,J1220.1+7105,fsrq,J1220.1+7105,fsrq,J1220.1+7105,fsrq,J1220.1+7105,fsrq
993,J1221.3+3010,bll,J1221.3+3010,bll,J1221.3+3010,bll,J1221.3+3010,bll,J1221.3+3010,bll
994,J1221.4+2814,bll,J1221.5+2814,bll,J1221.5+2814,bll,J1221.5+2814,bll,J1221.5+2814,bll
995,J1222.4+0414,fsrq,J1222.5+0414,fsrq,J1222.5+0414,fsrq,J1222.5+0414,fsrq,J1222.5+0414,fsrq
996,J1222.7+8041,bll,J1223.8+8039,bll,J1223.8+8039,bll,J1223.8+8039,bll,J1223.8+8039,bll
997,J1223.3-3028,bcu,J1223.6-3032,bcu,J1223.6-3032,bll,J1223.6-3032,bll,J1223.6-3032,bll
998,J1224.5+4957,fsrq,J1223.9+5000,fsrq,J1223.9+5000,fsrq,J1223.9+5000,fsrq,J1223.9+5000,fsrq
999,J1224.5+2436,bll,J1224.4+2436,bll,J1224.4+2436,bll,J1224.4+2436,bll,J1224.4+2436,bll
1000,J1224.6+4332,bll,J1224.9+4334,bll,J1224.9+4334,bll,J1224.9+4334,bll,J1224.9+4334,bll
1001,J1224.6-8312,bcu,J1224.7-8313,bcu,J1224.7-8313,bcu,J1224.7-8313,bcu,J1224.7-8313,bcu
1002,J1224.9+2122,FSRQ,J1224.9+2122,FSRQ,J1224.9+2122,FSRQ,J1224.9+2122,FSRQ,J1224.9+2122,FSRQ
1003,J1225.7-7314,bcu,J1225.6-7313,bcu,J1225.6-7313,bcu,J1225.6-7313,bcu,J1225.6-7313,bcu
1004,J1226.8+0638,bll,J1226.7+0637,bll,J1226.7+0637,bll,J1226.7+0637,bll,J1226.7+0637,bll
1005,J1226.9-1329,bll,J1226.8-1329,bll,J1226.8-1329,bll,J1226.8-1329,bll,J1226.8-1329,bll
1006,J1227.9-4854,psr,J1228.0-4853,PSR,J1228.0-4853,PSR,J1228.0-4853,MSP,J1228.0-4853,MSP
1007,J1228.7+4857,fsrq,J1228.7+4858,fsrq,J1228.7+4858,fsrq,J1228.7+4858,fsrq,J1228.7+4858,fsrq
1008,J1229.1+0202,FSRQ,J1229.0+0202,FSRQ,J1229.0+0202,FSRQ,J1229.0+0202,FSRQ,J1229.0+0202,FSRQ
1009,J1229.8-5305,bcu,J1229.7-5304,bcu,J1229.7-5304,bll,J1229.7-5304,bll,J1229.7-5304,bll
1010,J1230.3+2519,bll,J1230.2+2517,bll,J1230.2+2517,bll,J1230.2+2517,bll,J1230.2+2517,bll
1011,J1230.9+1224,rdg,J1230.8+1223,rdg,J1230.8+1223,rdg,J1230.8+1223,rdg,J1230.8+1223,rdg
1012,J1231.2-1411,PSR,J1231.1-1412,PSR,J1231.1-1412,PSR,J1231.1-1412,MSP,J1231.1-1412,MSP
1013,J1231.5+6414,bll,J1231.6+6415,bll,J1231.6+6415,bll,J1231.6+6415,bll,J1231.6+6415,bll
1014,J1231.7+2847,bll,J1231.7+2847,bll,J1231.7+2847,bll,J1231.7+2847,bll,J1231.7+2847,bll
1015,J1231.8+1421,bll,J1231.5+1421,bll,J1231.5+1421,bll,J1231.5+1421,bll,J1231.5+1421,bll
1016,J1233.7-0145,bll,J1233.7-0144,bll,J1233.7-0144,bll,J1233.7-0144,bll,J1233.7-0144,bll
1017,J1233.9-5736,bcu,J1234.0-5735,bcu,J1234.0-5735,bcu,J1234.0-5735,bcu,J1234.0-5735,bcu
1018,J1236.6+3901,bll,J1236.3+3858,bll,J1236.3+3858,bll,J1236.3+3858,bll,J1236.3+3858,bll
1019,J1237.9+6258,bll,J1237.8+6256,bll,J1237.8+6256,bll,J1237.8+6256,bll,J1237.8+6256,bll
1020,J1238.2-1958,bcu,J1238.3-1959,bll,J1238.3-1959,bll,J1238.3-1959,bll,J1238.3-1959,bll
1021,J1238.3-4543,bcu,J1238.1-4541,bcu,J1238.1-4541,bll,J1238.1-4541,bll,J1238.1-4541,bll
1022,J1239.4+0727,bcu,J1239.4+0728,bcu,J1239.4+0728,bll,J1239.4+0728,bll,J1239.4+0728,bll
1023,J1239.5+0443,fsrq,J1239.5+0443,fsrq,J1239.5+0443,fsrq,J1239.5+0443,fsrq,J1239.5+0443,fsrq
1024,J1241.6-1456,bll,J1241.8-1456,bll,J1241.8-1456,bll,J1241.8-1456,bll,J1241.8-1456,bll
1025,J1241.9+0639,bll,J1241.9+0636,bll,J1241.9+0636,bll,J1241.9+0636,bll,J1241.9+0636,bll
1026,J1243.1+3627,bll,J1243.2+3627,bll,J1243.2+3627,bll,J1243.2+3627,bll,J1243.2+3627,bll
1027,J1243.9-0217,bcu,J1243.9-0218,bcu,J1243.9-0218,bcu,J1243.9-0218,bcu,J1243.9-0218,bcu
1028,J1244.1+1615,bll,J1244.5+1616,bll,J1244.5+1616,bll,J1244.5+1616,bll,J1244.5+1616,bll
1029,J1244.3-4955,bcu,J1244.2-4956,bcu,J1244.2-4956,bcu,J1244.2-4956,bcu,J1244.2-4956,bcu
1030,J1244.8+5707,bll,J1245.1+5709,bll,J1245.1+5709,bll,J1245.1+5709,bll,J1245.1+5709,bll
1031,J1246.7-2547,fsrq,J1246.7-2548,fsrq,J1246.7-2548,fsrq,J1246.7-2548,fsrq,J1246.7-2548,fsrq
1032,J1247.0+4421,bll,J1247.0+4421,bll,J1247.0+4421,bll,J1247.0+4421,bll,J1247.0+4421,bll
1033,J1248.0+5130,bll,J1248.7+5127,bll,J1248.7+5127,bll,J1248.7+5127,bll,J1248.7+5127,bll
1034,J1248.2+5820,bll,J1248.3+5820,bll,J1248.3+5820,bll,J1248.3+5820,bll,J1248.3+5820,bll
1035,J1249.7+3705,bll,J1249.8+3707,bll,J1249.8+3707,bll,J1249.8+3707,bll,J1249.8+3707,bll
1036,J1250.5+0217,bll,J1250.6+0217,bll,J1250.6+0217,bll,J1250.6+0217,bll,J1250.6+0217,bll
1037,J1251.0-0203,bcu,J1251.3-0201,bcu,J1251.3-0201,bcu,J1251.3-0201,bcu,J1251.3-0201,bcu
1038,J1251.3+1041,bll,J1251.2+1039,bll,J1251.2+1039,bll,J1251.2+1039,bll,J1251.2+1039,bll
1039,J1253.2+5300,bll,J1253.2+5301,bll,J1253.2+5301,bll,J1253.2+5301,bll,J1253.2+5301,bll
1040,J1253.7+0327,bll,J1253.8+0327,bll,J1253.8+0327,bll,J1253.8+0327,bll,J1253.8+0327,bll
1041,J1254.1-2203,bcu,J1254.2-2205,bcu,J1254.2-2205,bcu,J1254.2-2205,bcu,J1254.2-2205,bcu
1042,J1254.1+6240,bll,J1253.8+6242,bll,J1253.8+6242,bll,J1253.8+6242,bll,J1253.8+6242,bll
1043,J1254.5+2210,bll,J1254.5+2210,bll,J1254.5+2210,bll,J1254.5+2210,bll,J1254.5+2210,bll
1044,J1254.9-4423,bll,J1254.9-4426,bll,J1254.9-4426,bll,J1254.9-4426,bll,J1254.9-4426,bll
1045,J1256.1-0547,FSRQ,J1256.1-0547,FSRQ,J1256.1-0547,FSRQ,J1256.1-0547,FSRQ,J1256.1-0547,FSRQ
1046,J1256.1-5919,bcu,J1256.1-5919,bcu,J1256.1-5919,bcu,J1256.1-5919,bcu,J1256.1-5919,bcu
