,3FGL,CLASS1-3FGL,3FGL-BSL,3FGL-1FGL,3FGL-2FGL
2607,J2017.6-4110,bcu,,,
2608,J2017.6-1616,psr,,J2017.9-1621,J2017.5-1618
2609,J2017.9+3627,,,,J2018.0+3626
2610,J2018.5+3851,bcu,,,J2018.2+3850c
2611,J2018.6+4213,,,,
2612,J2021.0+4031e,SNR,,J2020.0+4049,J2019.1+4040
2613,J2021.1+3651,PSR,J2020.8+3649,J2021.0+3651,J2021.0+3651
2614,J2021.5+4026,PSR,J2021.5+4026,J2021.5+4026,J2021.5+4026
2615,J2021.9+0630,bll,,,J2021.5+0632
2616,J2022.2+3840,spp,,,J2022.8+3843c
2617,J2022.2-7220,,,,
2618,J2022.2-4515,bll,,J2022.5-4532,J2022.3-4518
2619,J2022.5+7612,bll,,,J2022.5+7614
2620,J2023.2+3154,bcu,,,
2621,J2023.5+4126,,,,
2622,J2023.6-1139,fsrq,,J2023.7-1141,J2023.4-1137
2623,J2024.4-0848,bcu,,,
2624,J2024.4-3254,fsrq,,,
2625,J2024.6+0309,,,,
2626,J2024.6+3747,,,,
2627,J2024.8-2331,,,,
2628,J2025.1-2858,,,,
2629,J2025.2+3340,bcu,,,J2025.1+3341
2630,J2025.6-0736,fsrq,J2025.6-0736,J2025.6-0735,J2025.6-0736
2631,J2026.3+7644,bcu,,,
2632,J2026.3+1430,,,,
2633,J2026.4+4709,,,,
2634,J2026.8+4003,,,,
2635,J2026.8+2813,,,,
2636,J2028.3+3332,PSR,,,J2028.3+3332
2637,J2028.5+4040c,,,,
2638,J2028.6+4110e,SFR,,,
2639,J2028.7+1012,,,,
2640,J2029.4+4923,bll,,J2029.2+4924,J2029.4+4924
2641,J2029.5-4232,,,,
2642,J2030.0+3642,PSR,,J2030.0+3641,J2030.0+3640
2643,J2030.2-0622,fsrq,,J2030.3-0617,J2030.3-0622
2644,J2030.5-1439,,,,
2645,J2030.8+4416,PSR,,J2030.9+4411,J2030.7+4417
2646,J2031.0+1937,bcu,,,J2031.0+1938
2647,J2031.8+1223,bll,,J2031.5+1219,J2031.7+1223
2648,J2032.2+4126,PSR,J2032.2+4122,J2032.2+4127,J2032.2+4126
2649,J2032.5+4032,,,,
2650,J2032.5+3921,,,J2032.8+3928,
2651,J2033.3+4348c,,,,
2652,J2033.6+6309,bcu,,,
2653,J2034.3+1155,fsrq,,,
2654,J2034.4+3833c,,,,
2655,J2034.6+4302,,,,
2656,J2034.6-4202,,,J2034.6-4202,J2034.7-4201
2657,J2035.0+3634,,,J2034.7+3639,J2034.9+3632
2658,J2035.3+1055,fsrq,,J2035.4+1100,J2035.4+1058
2659,J2035.6+3146,,,,
2660,J2035.8+4902,,,,
2661,J2036.4+6551,bll,,J2038.1+6552,J2036.6+6551
2662,J2036.6-3325,bcu,,J2037.0-3329,
2663,J2036.8+4234c,,,,
2664,J2036.8-2830,fsrq,,,
2665,J2037.4+4132c,,,,
2666,J2038.4+4212,,,,
2667,J2038.8+5113,fsrq,,,
2668,J2038.8-3613,,,,
2669,J2039.0-1047,bll,,J2039.0-1047,J2039.1-1046
2670,J2039.4+4111,,,,J2040.1+4105c
2671,J2039.5+5217,bll,,,J2039.6+5218
2672,J2039.6-5618,,,J2039.4-5621,J2039.8-5620
2673,J2039.7+1237,,,,
2674,J2040.0-5734,bcu,,,
2675,J2040.2-7115,bcu,,,J2040.2-7109
2676,J2041.1+4736,,,,J2041.2+4735
2677,J2041.7-3732,bll,,,
2678,J2041.9-7318,bcu,,J2043.0-7317,J2042.8-7317
2679,J2042.1+2428,bll,,J2042.2+2427,J2042.1+2428
2680,J2042.1+0247,PSR,,,
2681,J2042.3-5416,,,,
2682,J2042.4+4209,,,,
2683,J2043.1+4350,,,,
2684,J2043.2+1711,PSR,,J2043.2+1709,J2043.2+1711
2685,J2043.6+0001,,,,
2686,J2043.8+2741,PSR,,J2043.7+2740,J2043.7+2743
2687,J2043.8-4801,,,,J2044.4-4757
2688,J2044.0+1035,,,,
2689,J2045.2+5026e,SNR,,J2046.0+4954,J2046.0+4954
2690,J2045.6-6838,,,,
2691,J2046.7-1011,bcu,,,
2692,J2046.7-4259,,,,J2046.2-4259
2693,J2047.1+1054,PSR,,J2047.6+1055,J2046.7+1055
2694,J2047.9-3119,,,,
2695,J2048.8+4436,,,,
2696,J2049.0-6801,bcu,,,
2697,J2049.7+1002,bcu,,J2049.7+1003,J2049.8+1001
2698,J2050.2+0409,bll,,J2050.1+0407,J2050.0+0408
2699,J2051.0+3040e,SNR,,J2046.4+3041,J2051.0+3040e
2700,J2051.3-0828,PSR,,,
2701,J2051.8-5535,bcu,,,
2702,J2052.7+1217,psr,,,J2053.2+1212c
2703,J2053.1+6027,,,,
2704,J2053.4-4052,,,,
2705,J2053.9+2922,,,,
2706,J2054.3+6907,,,,
2707,J2054.8-4908,,,,
2708,J2055.0+0016,bll,,,
2709,J2055.2-0019,bll,,,J2055.4-0023
2710,J2055.6+1609,,,,
2711,J2055.8+2539,PSR,J2055.5+2540,J2055.8+2539,J2055.8+2539
2712,J2056.2-4714,fsrq,J2056.1-4715,J2056.3-4714,J2056.2-4715
2713,J2056.3-5925,,,,
2714,J2056.7+4938,bcu,,J2056.7+4938,J2056.7+4939
2715,J2058.0+4347,,,,
2716,J2058.3+3729,,,,
2717,J2059.9+2029,,,,
2718,J2100.6-7844,,,,
2719,J2102.3+4547,NOV,,,J2102.2+4546
2720,J2102.8+4704,,,,J2103.4+4706
2721,J2103.7-1113,,,,J2103.5-1112
2722,J2103.9-6233,bcu,,J2103.9-6237,J2103.6-6236
2723,J2103.9-3546,bcu,,,
2724,J2104.2-0211,bcu,,,
2725,J2104.7+2113,,,J2104.6+2119,
2726,J2106.1+2505,bcu,,,
2727,J2107.1+2248,,,,
2728,J2107.7-4822,bcu,,,
2729,J2108.0+3654,bcu,,,J2107.8+3652
2730,J2108.1+5202,,,J2107.5+5202c,J2107.9+5207c
2731,J2108.6-8619,bcu,,,
2732,J2108.6-0250,bll,,J2108.5-0249,J2108.7-0246
2733,J2109.1-6638,bcu,,J2108.6-6646,J2108.9-6636
2734,J2109.4+1437,,,,
2735,J2110.0+0442,,,,
2736,J2110.0+0812,fsrq,,J2110.0+0811,J2109.9+0807
2737,J2110.3-1013,fsrq,,,
2738,J2110.3+3540,bcu,,,
2739,J2110.4+5946,,,,
2740,J2111.4+4605,PSR,J2110.8+4608,J2111.3+4607,J2111.3+4605
2741,J2112.5-3044,,,J2112.5-3044,J2112.5-3042
2742,J2112.7+0819,bcu,,,J2112.5+0818
2743,J2114.0+5239,,,,
2744,J2114.7+3130,bcu,,,
2745,J2114.9+5448,psr,,,J2114.1+5440
2746,J2115.2+1215,,,,J2115.4+1213
2747,J2115.4+2933,fsrq,,J2115.5+2937,J2115.3+2932
2748,J2116.1+3339,bll,,J2116.1+3338,J2116.2+3339
2749,J2116.2+4422,,,,
2750,J2116.9+1343,,,,
2751,J2117.6+3725,,,J2116.8+3729,J2117.5+3730
2752,J2118.0-3241,bcu,,J2118.3-3237,
2753,J2118.3+5751,,,,
2754,J2118.4+0013,fsrq,,J2117.8+0016,
2755,J2119.2-3313,bcu,,,
2756,J2120.4-1256,,,J2120.2-1259,J2120.6-1301
2757,J2121.0+1901,fsrq,,J2120.9+1901,J2121.0+1901
2758,J2121.5-8253,,,,
2759,J2123.6+0533,fsrq,,,
2760,J2124.7-3358,PSR,J2124.7-3358,J2124.7-3358,J2124.6-3357
2761,J2125.8+5832,,,,
2762,J2126.5-4605,FSRQ,,J2126.1-4603,
2763,J2126.5-3926,bcu,,,
2764,J2127.1-5615,,,,
2765,J2127.5-6001,,,,
2766,J2127.7+3612,bll,,,J2127.8+3614
2767,J2129.6-0427,PSR,,J2129.8-0427,J2129.8-0428
2768,J2130.4-4237,,,,
2769,J2130.8-2745,bll,,,
2770,J2131.1-6625,,,,
2771,J2131.5-0915,bll,,J2131.7-0914,J2131.6-0914
2772,J2131.5+2605,,,,J2132.5+2605
2773,J2131.8-2516,bll,,,
2774,J2132.4-5420,bcu,,,J2131.0-5417
2775,J2133.0-6433,,,J2134.3-6429,J2133.5-6431
2776,J2133.3+2533,bcu,,J2133.4+2532,
2777,J2133.6+2821,,,,
2778,J2133.8+6648,bcu,,,J2133.9+6645
2779,J2134.1-0152,bll,,J2134.0-0203,J2133.8-0154
2780,J2134.5-2131,,,J2134.5-2130,J2134.6-2130
2781,J2135.3-5008,fsrq,,J2135.8-4957,J2135.6-4959
2782,J2135.6+5742,,,,
2783,J2138.2-4939,,,,
2784,J2139.4-4235,bll,J2139.4-4238,J2139.3-4235,J2139.3-4236
2785,J2139.5+3919,,,,
2786,J2140.0+4715,PSR,,J2139.9+4715,J2139.8+4714
2787,J2141.6-6412,bcu,,,
2788,J2141.7-3734,fsrq,,,J2141.7-3739
2789,J2142.2-2546,bcu,,,
2790,J2142.6-2029,,,,
2791,J2142.7+1957,,,,
2792,J2143.1-3928,bll,,J2143.1-3927,J2143.2-3929
2793,J2143.5+1744,fsrq,J2143.2+1741,J2143.4+1742,J2143.5+1743
2794,J2144.2+3132,bcu,,,
2795,J2144.6-5640,,,,
2796,J2144.6+6606,,,,
2797,J2144.9-3356,fsrq,,J2145.4-3358,J2144.8-3356
2798,J2145.5+1007,,,,
2799,J2145.7+0717,bll,,,
2800,J2146.6-1344,bll,,J2146.6-1345,J2146.6-1345
2801,J2146.7-1527,fsrq,,,J2146.5-1530
2802,J2147.2+0929,FSRQ,J2147.1+0931,J2147.2+0929,J2147.3+0930
2803,J2147.2+4730c,,,,
2804,J2147.3-7536,FSRQ,,,J2147.4-7534
2805,J2149.6+1915,bcu,,,
2806,J2149.7+0323,bll,,J2149.7+0327,J2149.6+0326
2807,J2150.2-1411,bll,,J2150.3-1410,J2150.2-1412
2808,J2150.5-1754,,,,
2809,J2151.6+4154,,,,
2810,J2151.6-2744,fsrq,,,J2150.8-2738
2811,J2151.8-3025,fsrq,,,J2151.5-3021
2812,J2152.4+1735,bll,,J2152.5+1734,J2152.4+1735
2813,J2152.9-0045,bll,,,
2814,J2153.9+6626,,,,
2815,J2154.0-1137,fsrq,,,J2154.0-1138
2816,J2156.0+1818,bcu,,,
2817,J2156.9-0855,bll,,,
2818,J2157.5+3126,fsrq,J2157.5+3125,J2157.4+3129,J2157.4+3129
2819,J2158.0-1501,fsrq,,J2157.9-1503,J2157.9-1501
2820,J2158.8-3013,bll,J2158.8-3014,J2158.8-3013,J2158.8-3013
2821,J2159.2-2841,bcu,,,
2822,J2159.8+1025,bll,,,J2159.9+1023
2823,J2200.0-6930,,,,J2200.1-6931
2824,J2200.2+2139,bll,,,
2825,J2200.9-2412,bcu,,,
2826,J2201.7+5047,fsrq,,,
2827,J2202.4-8339,fsrq,,J2201.6-8327,J2201.9-8335
2828,J2202.7+4217,BLL,J2202.4+4217,J2202.8+4216,J2202.8+4216
2829,J2203.4+1725,fsrq,J2203.2+1731,J2203.5+1726,J2203.4+1726
2830,J2203.7+3143,fsrq,,,
2831,J2204.4+0439,bll,,J2204.6+0442,J2204.6+0442
2832,J2205.9-4704,,,,
2833,J2206.5+6451,,,J2207.5+6440,J2206.6+6500
2834,J2206.9-0031,bll,,J2207.1-0021,J2206.6-0029
2835,J2207.8-5345,fsrq,J2207.0-5347,J2207.8-5344,J2208.1-5345
2836,J2209.0+3652,,,,
2837,J2209.8-0450,,,,
2838,J2210.1+5925,,,,J2210.1+5913
2839,J2210.1+6043,,,,
2840,J2210.2+6509,,,,
2841,J2212.0+2355,fsrq,,J2212.1+2358,J2211.9+2355
2842,J2212.3-7039,bcu,,,
2843,J2212.5+0703,,,J2212.9+0654,J2212.6+0702
2844,J2212.6+2801,bcu,,,
2845,J2213.1-2532,fsrq,,J2213.1-2529,J2213.1-2527
2846,J2213.6-4755,bcu,,,J2213.7-4754
2847,J2214.6+3000,PSR,J2214.8+3002,J2214.8+3002,J2214.7+3000
2848,J2215.5+6122,,,,
2849,J2215.6+5134,PSR,,J2216.1+5139,J2215.7+5135
2850,J2217.0+2421,bll,,J2217.1+2423,J2217.1+2422
2851,J2217.2+6346,,,,
2852,J2217.8+3207,,,,
2853,J2219.2+1806,fsrq,,J2219.3+1804,J2219.1+1805
2854,J2220.3+2812,bcu,,,
2855,J2220.6-6833,,,,
2856,J2221.6-5225,bll,,J2222.5-5218,J2221.6-5223
2857,J2221.6+6507,,,,
2858,J2221.7+6318,,,,J2221.0+6307
2859,J2222.3-3500,fsrq,,,J2222.0-3503
2860,J2223.3+0103,,,J2223.3+0103,J2223.4+0104
2861,J2224.4+0351,,,,
2862,J2224.6-1122,bll,,,
2863,J2225.8+6045,spp,,,
2864,J2225.8-0454,fsrq,,J2225.8-0457,J2225.6-0454
2865,J2227.8+0040,bll,,,J2227.8+0051
2866,J2228.5-1636,,,J2228.5-1633,J2228.6-1633
2867,J2229.0+6114,PSR,J2229.0+6114,J2229.0+6114,J2229.0+6114
2868,J2229.1+2255,,,,
2869,J2229.7-0833,FSRQ,J2229.8-0829,J2229.7-0832,J2229.7-0832
2870,J2230.5-7817,bcu,,,
2871,J2230.6-4419,fsrq,,,
2872,J2232.5+1143,FSRQ,J2232.4+1141,J2232.5+1144,J2232.4+1143
2873,J2232.9-2021,bcu,,,
2874,J2233.1+6542,,,,
2875,J2233.5-1235,bcu,,,
2876,J2234.1-2655,bcu,,,
2877,J2234.8+0945,PSR,,J2234.8+0944,J2234.7+0945
2878,J2235.3-4835,fsrq,,J2235.7-4817,J2234.9-4831
2879,J2235.6-2319,bcu,,,
2880,J2236.0-3629,bll,,,J2236.1-3628
2881,J2236.0-1706,fsrq,,,
2882,J2236.2-5049,bcu,,,
2883,J2236.3+2829,bll,,J2236.2+2828,J2236.4+2828
2884,J2236.5-1432,BLL,,J2236.4-1432,J2236.5-1431
2885,J2237.1-3921,fsrq,,J2237.2-3919,J2237.2-3920
2886,J2237.5-8326,,,,
2887,J2237.9+6320,,,,J2237.2+6316
2888,J2238.4+5903,PSR,,J2238.4+5903,J2238.4+5902
2889,J2240.9+5831,PSR,,,J2239.8+5825
2890,J2240.9+4121,bll,,,
2891,J2241.6-5237,PSR,J2241.7-5239,J2241.9-5236,J2241.7-5236
2892,J2243.2-3933,bcu,,,
2893,J2243.4-2541,bll,,J2243.1-2541,J2243.2-2540
2894,J2243.6-1230,bll,,,
2895,J2243.9+2021,bll,,J2244.0+2021,J2243.9+2021
2896,J2244.1+4057,bll,,J2243.4+4104,J2244.1+4059
2897,J2244.6+2503,,,,
2898,J2246.2+1547,bcu,,J2246.3+1549,J2246.3+1549
2899,J2246.7-5205,bcu,,,J2246.8-5203
2900,J2247.2-0004,,,J2247.3+0000,J2247.2-0002
2901,J2247.8+4413,bll,,,J2247.8+4412
2902,J2248.6-3235,fsrq,,,
2903,J2249.3-5943,,,,
2904,J2250.1+3825,bll,,J2250.1+3825,J2250.0+3825
2905,J2250.3+1747,,,,
2906,J2250.3-4206,bcu,,,J2250.2-4205
2907,J2250.6+3308,,,,
2908,J2250.7-2806,bcu,,J2250.8-2809,J2250.8-2808
2909,J2251.5-4928,bcu,,J2251.2-4928,J2251.1-4927
2910,J2251.9+4031,bll,,J2251.7+4030,J2251.9+4032
2911,J2253.1-1237,,,,
2912,J2254.0+1608,FSRQ,J2254.0+1609,J2253.9+1608,J2253.9+1609
2913,J2254.0+1403,bll,,,J2254.1+1401
2914,J2254.1+6229,,,,
2915,J2254.6+4253,,,,
2916,J2255.1+2411,bll,,,J2255.2+2408
2917,J2256.7-1022,PSR,,J2256.9-1024,J2256.9-1023
2918,J2256.7-2011,bll,,J2256.3-2009,J2256.4-2009
2919,J2258.0-2759,fsrq,,J2258.0-2757,J2258.0-2759
2920,J2258.1-8248,bcu,,J2259.9-8255,J2259.0-8254
2921,J2258.2-3645,,,J2257.9-3643,J2257.9-3646
