,4FGLDR4,CLASS1-4FGLDR4,4FGLDR4-3FGL
1755,J0659.2-1758c,,
1756,J0659.6-2742,fsrq,
1757,J0659.6-6742,bcu,
1758,J0659.7+1416,PSR,J0659.5+1414
1759,J0659.9-2900,,
1760,J0659.9+1709,fsrq,J0700.0+1709
1761,J0700.1-6311,bcu,J0700.3-6310
1762,J0700.2-5118,,
1763,J0700.2+1304,bll,J0700.2+1304
1764,J0700.4-4308,,
1765,J0700.5-6610,bll,J0700.6-6610
1766,J0700.6+3558,,J0700.6+3557
1767,J0700.8+1551,,
1768,J0701.3-0403,,
1769,J0701.3-0327c,,
1770,J0701.5+2511,bcu,
1771,J0701.5-2842,,
1772,J0701.5-4634,fsrq,J0701.4-4634
1773,J0702.7-1951,bll,J0702.7-1952
1774,J0703.2+6809,bcu,
1775,J0703.2-3914,bll,J0703.4-3914
1776,J0703.3-1042,bcu,J0704.1-1043
1777,J0703.3-0050,bll,
1778,J0704.0-1153c,,
1779,J0704.3-4829,,J0704.3-4828
1780,J0704.6-1055c,,J0704.1-1043
1781,J0704.7+4508,bcu,
1782,J0704.8+4907,bcu,
1783,J0704.9-1007c,,
1784,J0705.0+1331,,
1785,J0705.7-4848,bcu,J0706.1-4849
1786,J0705.8-0004,,J0705.7-0006
1787,J0705.9+5309,bcu,
1788,J0706.1+0246,bcu,
1789,J0706.3-3250,,
1790,J0706.5+3744,bll,J0706.5+3744
1791,J0706.8-4351,,
1792,J0706.8+7742,bll,J0707.0+7741
1793,J0706.9+6109,bll,J0707.2+6101
1794,J0708.6+1747,,J0708.7+1747
1795,J0708.8-3121,,J0707.5-3111
1796,J0708.9+4839,rdg,
1797,J0709.0+4304,bcu,
1798,J0709.1+2241,bll,J0708.9+2239
1799,J0709.1-1034c,,
1800,J0709.2-1527,bll,
1801,J0709.3+0540,bcu,
1802,J0709.7-3009,unk,
1803,J0709.7-0255,fsrq,J0709.7-0256
1804,J0710.4+5908,bll,J0710.3+5908
1805,J0710.8-3851,fsrq,
1806,J0710.9+4733,bll,J0710.5+4732
1807,J0711.3-0942,unk,
1808,J0712.0-6431,,J0712.2-6436
1809,J0712.4+5724,bll,
1810,J0712.5+3311,bcu,
1811,J0712.7+5033,bll,J0712.6+5033
1812,J0712.8-5637,,
1813,J0713.0+5738,bcu,
1814,J0713.5+2537,bcu,
1815,J0713.5-2555,,
1816,J0713.8-4820c,,
1817,J0713.8+1935,fsrq,J0713.9+1933
1818,J0714.4+1110,bcu,
1819,J0715.3-6828,bcu,
1820,J0715.6-4528,bll,J0716.0-4525
1821,J0715.7-1128,,
1822,J0716.0-0826,,
1823,J0716.9-2219,,
1824,J0717.3+2437,,
1825,J0717.7-5519,bcu,
1826,J0718.0+4536,fsrq,
1827,J0718.2-1324,bcu,
1828,J0718.6-4319,bll,J0718.7-4319
1829,J0718.8-5004,,J0718.9-5004
1830,J0718.8+4618,,
1831,J0719.1-7055,bll,
1832,J0719.3+3307,fsrq,J0719.3+3307
1833,J0719.6-3927,bcu,
1834,J0719.7-4012,bll,J0720.0-4010
1835,J0720.0-3507,bcu,
1836,J0720.0-6237,bcu,
1837,J0721.3-0222,bll,J0721.5-0221
1838,J0721.3+0405,fsrq,J0721.4+0404
1839,J0721.9+7120,BLL,J0721.9+7120
1840,J0722.4-2650,,J0722.2-2648
1841,J0722.7+3606,bcu,
1842,J0722.7-2309c,,
1843,J0723.0-0732,bll,J0723.2-0728
1844,J0723.1-3048,,
1845,J0723.4+5841,bll,
1846,J0723.5+2900,fsrq,J0724.1+2857
1847,J0723.7+2050,bll,J0723.7+2050
1848,J0723.9+5702,,
1849,J0724.5+7015,,
1850,J0724.8+3016,,
1851,J0725.2+1425,FSRQ,J0725.2+1425
1852,J0725.3-2550c,,
1853,J0725.5+0216,bcu,
1854,J0725.5-0504,bcu,
1855,J0725.6-5008,,J0725.4-5007
1856,J0725.6-3530,bcu,J0725.8-3532
1857,J0725.7-0549,,J0725.7-0550
1858,J0725.8-0054,bcu,J0725.8-0054
1859,J0726.1+8114,bcu,
1860,J0726.4-4727,fsrq,J0726.6-4727
1861,J0727.1+3734,bll,
1862,J0727.3+2152,,
1863,J0727.4+5325,bcu,
1864,J0728.0-4740,fsrq,
1865,J0728.2+4827,bll,J0728.0+4828
1866,J0728.5+6128,bcu,
1867,J0729.1-3131,bcu,J0729.5-3127
1868,J0729.1+5703,fsrq,
1869,J0729.3-1445,PSR,J0729.7-1448
1870,J0730.1+6852,bcu,
1871,J0730.3-1141,fsrq,J0730.2-1141
1872,J0730.4+3308,bll,J0730.5+3307
1873,J0730.5-0535,bll,J0730.5-0537
1874,J0730.5-1831c,unk,
1875,J0730.5+6720,,J0730.3+6720
1876,J0730.7-6602,bll,J0730.5-6606
1877,J0731.0+6607,,
1878,J0731.2-1403,bll,
1879,J0731.5-1910c,,J0731.7-1914c
1880,J0731.8-3009,bcu,J0731.8-3010
1881,J0731.9+2805,bll,
1882,J0732.7-4638,bcu,J0732.2-4638
1883,J0733.0+4915,bcu,
1884,J0733.1+5910,bcu,J0733.3+5904
1885,J0733.3-7615,,
1886,J0733.4+5152,bcu,J0733.5+5153
1887,J0733.5+3517,bll,
1888,J0733.5-5445,bcu,
1889,J0733.6+3649,bcu,
1890,J0733.7+0205c,bcu,
1891,J0733.7+4110,bll,J0733.8+4108
1892,J0733.8+0455,fsrq,
1893,J0734.0+5021,fsrq,J0733.8+5021
1894,J0734.3-4448,,
1895,J0734.4-7711,bcu,J0734.3-7709
1896,J0734.7-1559,PSR,J0734.7-1558
1897,J0735.0-7255,,
1898,J0736.9-3231,,J0737.2-3233
1899,J0737.3-8247,bll,J0737.8-8245
1900,J0737.4+6535,,
1901,J0737.7-8047,,
1902,J0737.9-3041,MSP,
1903,J0738.1+1742,bll,J0738.1+1741
1904,J0738.4+1539,bcu,
1905,J0738.6+1311,,J0739.8+1312
1906,J0738.9-6736,fsrq,
1907,J0739.2+0137,fsrq,J0739.4+0137
1908,J0739.6-4530,,
1909,J0739.6+7505,,
1910,J0739.7+1743,bcu,
1911,J0739.8-6722,bll,
1912,J0740.0-0753,bcu,
1913,J0740.4+7300,bcu,
1914,J0740.9+3203,bll,
1915,J0741.0+6618,MSP,J0740.8+6621
1916,J0741.0+3226,bll,
1917,J0741.0-5226,,J0740.6-5230
1918,J0741.2-5140,bcu,
1919,J0741.4-8132,bcu,J0742.4-8133c
1920,J0741.4-4709,fsrq,
1921,J0741.9-4157,,
1922,J0742.1+4902,fsrq,
1923,J0742.6+5443,fsrq,J0742.6+5444
1924,J0742.8-2822,PSR,J0742.7-2824
1925,J0742.9-5242,bcu,
1926,J0743.0-5622,fsrq,J0742.6-5623
1927,J0743.1+1713,bll,
1928,J0743.2+4034,,
1929,J0743.3-4912c,bcu,J0742.1-4849c
1930,J0743.6-3805,bcu,J0744.1-3804
1931,J0744.0-2525,PSR,J0744.1-2523
1932,J0744.0+5033,,
1933,J0744.1-6211,bcu,
1934,J0744.1+7434,bll,J0744.3+7434
1935,J0744.2-6918,bll,
1936,J0744.4-1403,,
1937,J0744.9-4028,,J0744.8-4028
1938,J0745.4-2447,bcu,
1939,J0745.6+0107c,,
1940,J0746.0-0039,fsrq,
1941,J0746.3-0225,bll,J0746.4-0225
1942,J0746.4+2546,fsrq,J0746.4+2540
1943,J0746.5+2730,fsrq,
1944,J0746.5-0710,bcu,J0746.6-0706
1945,J0746.5-4113,,
1946,J0746.6-4754,bll,J0746.6-4756
1947,J0747.2-0736,,J0747.4-0734
1948,J0747.2+4529,bcu,
1949,J0747.3-3310,bll,J0747.2-3311
1950,J0747.5+0905,bll,J0747.4+0904
1951,J0747.5-4927,bll,J0747.5-4927
1952,J0747.6+7209,bcu,
1953,J0747.8+7410,,
1954,J0748.0-1638,bcu,J0748.0-1639
1955,J0748.3+8511,bcu,J0746.9+8511
1956,J0748.3+4928,bll,J0748.8+4929
1957,J0748.6+2400,fsrq,J0748.3+2401
1958,J0748.8-1501,,
1959,J0749.0-3904,bcu,
1960,J0749.0-2956,bcu,
1961,J0749.2+2314,bll,
1962,J0749.3+4453,bcu,J0749.0+4459
1963,J0749.4+1058,bll,J0749.4+1059
1964,J0749.5+1026,fsrq,
1965,J0749.6+1324,bcu,J0749.5+1320
1966,J0749.7+7450,bll,
1967,J0749.8-4420,,
1968,J0749.9+3112,bcu,
1969,J0749.9+1823,fsrq,
1970,J0750.0+8238,bcu,
1971,J0750.5-7519,,
1972,J0750.8+1229,fsrq,J0750.6+1232
1973,J0751.0+7908,bcu,J0748.5+7910
1974,J0751.0-5131,bcu,
1975,J0751.2+1808,MSP,J0751.2+1806
1976,J0751.2-0029,,
1977,J0751.4-0421,bcu,
1978,J0751.4+2655,bcu,
1979,J0751.6-5029c,,
1980,J0751.9+3314,fsrq,
1981,J0752.0-2931,,
1982,J0752.3-1631,bcu,J0752.6-1629
1983,J0753.0+5353,bll,J0753.1+5353
1984,J0753.1-2624c,,
1985,J0753.2+4319,,
1986,J0753.4+4650,,J0753.1+4649
1987,J0753.7-4545,unk,
1988,J0753.8-4700,,
1989,J0753.9+0923,bcu,
1990,J0754.0+0451,bcu,
1991,J0754.4-1148,bll,J0754.4-1148
1992,J0754.5+3911,bll,
1993,J0754.7+4823,bll,J0754.8+4824
1994,J0754.9-3953,,
1995,J0755.6+1855,,
1996,J0755.9-0515,,
1997,J0756.3-6431,bll,J0756.3-6433
1998,J0756.6-7723,bcu,
1999,J0757.1-3729,bll,
2000,J0757.1+0956,bll,J0757.0+0956
2001,J0757.9+7304,,
2002,J0757.9-1514,,
2003,J0758.1+1134,fsrq,J0758.1+1130
2004,J0758.7+3746,rdg,J0758.7+3747
2005,J0758.8-1450,,J0758.6-1451
2006,J0758.9+2703,bll,J0758.9+2705
2007,J0759.6+1321,bll,
2008,J0759.9+0005,,
2009,J0800.1-5531,,
2010,J0800.3+5611,bcu,
2011,J0800.4-2257,bcu,
2012,J0800.5+3715,,
2013,J0800.7-1059,,
2014,J0800.9+0733,,
2015,J0800.9-0825,,
2016,J0800.9+4401,bll,J0800.9+4401
2017,J0801.0-0618,,
2018,J0801.1+1335,bll,
2019,J0801.1+6444,bll,
2020,J0801.3+6631,bcu,
2021,J0802.0+1006,bll,J0802.0+1005
2022,J0802.1-5612,PSR,J0802.3-5610
2023,J0802.3-0942,bcu,J0802.3-0941
2024,J0803.0+2439,bll,
2025,J0803.2-2522,,
2026,J0803.2-0337,fsrq,J0803.3-0339
2027,J0803.5-5145c,,
2028,J0803.5+2046,bcu,
2029,J0804.0-3629,bll,J0804.0-3629
2030,J0804.5+0414,bcu,J0804.4+0418
2031,J0804.9-0624,bcu,J0805.0-0622
2032,J0805.0+6746,bcu,
2033,J0805.1+7744,bcu,J0807.1+7744
2034,J0805.2-0110,fsrq,J0805.2-0112
2035,J0805.3-7425,,
2036,J0805.4+6147,fsrq,J0805.4+6144
2037,J0805.4+7534,bll,J0805.4+7534
2038,J0805.8-2331,bcu,
2039,J0805.9+3834,bll,
2040,J0806.1-0458,bcu,
2041,J0806.5+4503,fsrq,
2042,J0806.5+5930,bll,J0806.6+5933
2043,J0806.8+5659,,
2044,J0806.9-2151,bcu,
2045,J0807.0-6102,bcu,
2046,J0807.1-0541,bll,J0807.1-0541
2047,J0807.2+3312,,
2048,J0807.2-7630,bcu,
2049,J0807.3-1954,bcu,
2050,J0807.7-1206,bcu,
2051,J0808.2-0751,fsrq,J0808.2-0751
2052,J0808.3-5121,,
2053,J0808.5+4950,fsrq,J0807.9+4946
2054,J0809.3+4053,fsrq,J0809.5+4045
2055,J0809.3+3121,bll,
2056,J0809.5-4714,bin,
2057,J0809.5+5341,fsrq,J0809.5+5342
2058,J0809.6+3455,bll,J0809.6+3456
2059,J0809.8+0507,,
2060,J0809.8+5218,BLL,J0809.8+5218
2061,J0809.9-7028,bcu,
2062,J0810.0-0505,,
2063,J0810.5+6139,bcu,
2064,J0810.9-4926,bcu,
2065,J0811.0-7529,bll,J0811.2-7529
2066,J0811.0-5636,,
2067,J0811.4+0146,bll,J0811.3+0146
2068,J0811.9+7847,bcu,
2069,J0812.0+0237,bll,J0812.0+0237
2070,J0812.3+1143,bll,
2071,J0812.5+0711,bcu,
2072,J0812.6+2821,bcu,
2073,J0812.8+6507,bll,J0813.3+6509
2074,J0812.9+5555,bll,J0812.9+5555
2075,J0813.1-5049,,
2076,J0813.4+2531,fsrq,
2077,J0813.7-0356,bcu,J0813.5-0356
2078,J0813.9+0124,,
2079,J0814.2-1013,bll,J0814.1-1012
2080,J0814.4+6926,bcu,
2081,J0814.4+2941,bll,J0814.5+2943
2082,J0814.5-2642,bcu,
2083,J0814.6+6430,bll,J0814.7+6428
2084,J0815.5+6554,,
2085,J0815.6+3641,fsrq,
2086,J0815.9+2951,bcu,
2087,J0816.0-2342,unk,
2088,J0816.1+4909,bll,
2089,J0816.3+5739,bll,J0816.7+5739
2090,J0816.4-1311,bll,J0816.4-1311
2091,J0816.4-0007,bcu,
2092,J0816.7-2420,bcu,J0816.7-2421
2093,J0816.9+2050,bll,J0816.5+2049
2094,J0817.1+1955,bcu,
2095,J0817.7-5258c,,
2096,J0817.8+3243,bll,J0817.9+3238
2097,J0817.8-0934,bll,J0817.8-0935
2098,J0818.2+4222,bll,J0818.2+4223
2099,J0818.4+2816,bll,
2100,J0818.7+3153,bll,
2101,J0818.8+3229,fsrq,
2102,J0819.0+2746,bll,J0818.8+2751
2103,J0819.4-0756,bll,J0819.6-0803
2104,J0819.4+4035,bll,
2105,J0819.5-3439,unk,
2106,J0820.1-2801,bcu,
2107,J0820.3+3639,bll,J0820.4+3640
2108,J0820.6-0318,bcu,
2109,J0820.7-5758,bcu,
2110,J0820.9+2353,bll,
2111,J0820.9-1258,bll,J0820.9-1258
2112,J0821.0-0651,,
2113,J0821.1+1007,bcu,
2114,J0821.5-1436,,
2115,J0822.1-4253e,SNR,
2116,J0822.4-2630,bcu,
2117,J0822.8-4207,,J0823.3-4205c
2118,J0822.9+0538,bcu,
2119,J0823.1-6330,bll,
2120,J0823.1+4042,fsrq,J0822.9+4041
2121,J0823.3+2224,bll,
2122,J0823.7-4838,bcu,J0823.6-4838
2123,J0824.1-6004,,
2124,J0824.4+2440,fsrq,J0824.1+2434
2125,J0824.7-1035,bcu,
2126,J0824.7+5552,fsrq,J0824.9+5551
2127,J0824.9+3915,fsrq,J0824.9+3916
2128,J0825.6-5216c,,
2129,J0825.8+0309,bll,J0826.0+0307
2130,J0825.9-3218,bcu,J0825.8-3217
2131,J0825.9-2230,bll,J0825.9-2230
2132,J0826.0-0157,,J0825.4-0213
2133,J0826.1-5053,,J0826.3-5056
2134,J0826.2-2344,,
2135,J0826.4-6404,bll,J0826.3-6400
2136,J0827.0-0708,bll,J0827.2-0711
2137,J0827.0-4111c,,
2138,J0827.6-0059,,
2139,J0827.6-3735,bcu,J0827.9-3738
2140,J0827.8+5221,fsrq,J0828.5+5217
2141,J0828.0+5659,,
2142,J0828.0+2307,bll,
2143,J0828.3+4152,bll,
2144,J0828.4-4444,,
2145,J0828.6-0747,bcu,
2146,J0828.7-2422,bll,J0828.8-2420
2147,J0829.0+1755,bll,
2148,J0829.3+3729,,
2149,J0829.4+0857,fsrq,J0829.3+0901
2150,J0829.4+4019,bcu,
2151,J0829.6-1140,bcu,J0829.6-1137
2152,J0829.7+5105,bll,
2153,J0829.7-5856,bcu,J0830.3-5855
2154,J0830.0+5231,bll,
2155,J0830.1-5454c,,
2156,J0830.1-0946,bcu,
2157,J0830.5-4451,spp,J0830.5-4452
2158,J0830.8+2410,FSRQ,J0830.7+2408
2159,J0831.4+2631,bcu,J0830.8+2629
2160,J0831.5+1747,bll,
2161,J0831.8+0429,bll,J0831.9+0430
2162,J0832.2-4322c,,J0832.8-4321
2163,J0832.2+2753,bcu,
2164,J0832.4+4912,bll,J0832.6+4914
2165,J0833.0+3300,bll,
2166,J0833.3-4342c,,
2167,J0833.4-0458,fsrq,
2168,J0833.8-4400,spp,
2169,J0833.9+4223,fsrq,J0834.1+4223
2170,J0834.3-4542e,PWN,
2171,J0834.6+4402,bll,J0834.7+4403
2172,J0835.0+6243,bcu,
2173,J0835.2-2243,fsrq,
2174,J0835.3-4510,PSR,J0835.3-4510
2175,J0835.7+0936,bll,J0835.4+0930
2176,J0835.8+1517,bll,
2177,J0835.9-2120,bcu,
2178,J0836.0-8015,bcu,
2179,J0836.0-5458,,
2180,J0836.2+2141,bcu,J0836.3+2143
2181,J0836.5-2026,fsrq,J0836.5-2020
2182,J0836.6-6036,,
2183,J0836.9+5833,bll,
2184,J0837.3+1458,bll,
2185,J0837.4+2454,fsrq,
2186,J0837.8-4048c,,J0838.9-4056c
2187,J0838.4-3952,,
2188,J0838.5+4013,,
2189,J0838.7-3359,,
2190,J0838.7-2827,bin,J0838.8-2829
2191,J0838.9-2502,,
2192,J0839.4+1803,bll,J0839.6+1803
2193,J0839.6-8341,,
2194,J0839.7+3540,bll,J0839.6+3538
2195,J0839.8+0105,fsrq,J0839.5+0102
2196,J0840.1-0225,bcu,
2197,J0840.5-4122c,,J0839.6-4133
2198,J0840.6-3130,,
2199,J0840.8+1317,ssrq,J0840.8+1315
2200,J0840.9-7044,bcu,
2201,J0841.0-2744,bcu,
2202,J0841.3-3554,bll,J0841.3-3554
2203,J0841.3+7053,FSRQ,J0841.4+7053
2204,J0842.3-6053,bcu,J0842.0-6055
2205,J0842.5+0251,bll,J0842.2+0251
2206,J0842.7+6656,bll,
2207,J0843.0-0853,bcu,
2208,J0843.1+5034,bll,
2209,J0843.3+6712,msp,J0843.4+6713
2210,J0843.7-6933,,
2211,J0843.9-4224c,,
2212,J0844.1-4330,,J0845.5-4327c
2213,J0844.2+5312,bll,J0843.9+5311
2214,J0844.5+3035,,
2215,J0844.9-4117,,
2216,J0844.9-5458,bll,J0845.1-5458
2217,J0845.1-2716,unk,
2218,J0845.4+0442,bcu,
2219,J0845.7-5556,fsrq,
2220,J0845.9+6822,,
2221,J0846.5-2609,bcu,
2222,J0846.6-4747,,
2223,J0846.9+4608,fsrq,
2224,J0847.0-2336,bll,J0846.9-2336
2225,J0847.1-5954,,
2226,J0847.2+1134,bll,J0847.1+1134
2227,J0847.8-4138,,
2228,J0847.9-0702,bll,J0848.1-0703
2229,J0848.0-0524,fsrq,
2230,J0848.2-4527,,J0848.2-4524
2231,J0848.7+0508,bll,J0848.6+0504
2232,J0848.7-6942,bcu,
2233,J0848.7+7017,bll,J0848.5+7018
2234,J0848.8-4328,,J0848.7-4324
2235,J0848.9+0205,bll,
2236,J0849.0-2702,,
2237,J0849.1+6607,bll,J0849.1+6607
2238,J0849.2-4410c,,
2239,J0849.4-2911,bcu,J0849.5-2912
2240,J0849.5+0456,bll,J0849.3+0458
2241,J0849.5+2710,,
2242,J0849.6-5836,,
2243,J0849.8-3541,bcu,J0849.9-3540
2244,J0850.0+4855,bll,J0850.0+4855
2245,J0850.0+5108,NLSY1,J0849.9+5108
2246,J0850.1-1212,fsrq,J0850.2-1214
2247,J0850.3-4448,,
2248,J0850.4-2558,,
2249,J0850.5+3455,bll,J0850.2+3500
2250,J0850.8-4239,,J0851.4-4244
2251,J0851.1-1806,,
2252,J0851.2-4737,,
2253,J0851.5+5528,bll,J0851.8+5531
2254,J0851.9-4620e,SNR,
2255,J0851.9-5229,bcu,
2256,J0851.9+4845,bcu,
2257,J0852.2-7208,,
2258,J0852.2+2834,fsrq,
2259,J0852.5-5755,bcu,J0852.6-5756
2260,J0852.5-2515,,
2261,J0852.5-3123,unk,
2262,J0852.9-3824,bcu,
2263,J0853.1-3657,bcu,J0853.0-3654
2264,J0853.1-4407,,J0854.4-4404
2265,J0853.2-4218c,,
2266,J0853.6-4306,,
2267,J0853.9-5501,,
2268,J0854.0+2753,bll,
2269,J0854.3+4408,bll,J0854.2+4408
2270,J0854.8-4504,,J0854.8-4503
2271,J0854.8+2006,BLL,J0854.8+2006
2272,J0854.9-4426,,
2273,J0855.0+0720,,
2274,J0855.0-6026,,
2275,J0855.4-0714,bcu,J0855.2-0718
2276,J0855.9+7144,fsrq,J0855.4+7142
2277,J0856.0-4724c,,
2278,J0856.2-0810,,
2279,J0856.4-5309,bcu,
2280,J0856.6-1105,bll,J0856.7-1105
2281,J0856.8+2056,bll,J0856.5+2057
2282,J0856.8+8559,bcu,
2283,J0857.0-4353c,,J0857.7-4345
2284,J0857.4+6615,,
2285,J0857.7+0137,bll,
2286,J0857.7-4256c,,J0857.6-4258
2287,J0857.9-1949,fsrq,J0858.1-1951
2288,J0858.0-3130,bll,J0858.1-3130
2289,J0858.1+1405,ssrq,
2290,J0858.3-5355,unk,
2291,J0858.4-4615c,,
2292,J0859.2-4729,,J0859.3-4732
2293,J0859.2+0047,bll,
2294,J0859.3-4342,,
2295,J0859.4+6218,bll,J0859.1+6219
2296,J0859.4+8345,bll,
2297,J0859.8+0053,,
2298,J0859.8-4530c,,
2299,J0900.1-4402c,,
2300,J0900.2-4608,,
2301,J0900.2-2549,,
2302,J0900.5-4434c,,J0900.5-4441c
2303,J0900.6-7408,bcu,
2304,J0900.7-1243,bcu,
2305,J0901.1-4456c,,
2306,J0901.2+6742,bll,J0900.0+6754
2307,J0901.3-4848c,,
2308,J0901.4+4542,bll,
2309,J0901.5+6711,bcu,
2310,J0902.4+6440,bcu,
2311,J0902.4+2051,bll,J0902.4+2050
2312,J0902.5-4727,,J0902.5-4731c
2313,J0902.5-4801,bcu,
2314,J0902.8-4633,,
2315,J0903.1+4652,fsrq,J0903.1+4649
2316,J0903.5+2847,bll,
2317,J0903.5+4057,,
2318,J0903.6-5025,,
2319,J0903.9-2735,,
2320,J0904.0+2724,fsrq,
2321,J0904.5-3513,bcu,J0904.8-3516
2322,J0904.6+5200,,
2323,J0904.6+4238,fsrq,J0904.3+4240
2324,J0904.7-4908c,unk,J0905.6-4917
2325,J0904.9-5734,bcu,J0904.8-5734
2326,J0905.6+1358,bll,J0905.5+1358
2327,J0906.0-6627,,
2328,J0906.1-1011,,
2329,J0906.2-5337,,
2330,J0906.2-1707,bcu,
2331,J0906.3-0905,bll,J0906.3-0906
2332,J0906.7+4950,fsrq,
2333,J0906.8-2122,,
2334,J0907.1+0856,bll,
2335,J0907.6-0606,,
2336,J0907.8-1002,bcu,
2337,J0908.5-8751,bcu,
2338,J0908.7-4911,PSR,J0908.4-4916
2339,J0908.9+2311,bll,J0909.0+2310
2340,J0909.1+6647,bcu,
2341,J0909.1+0121,fsrq,J0909.1+0121
2342,J0909.6+0159,bll,J0909.6+0157
2343,J0909.7-0230,fsrq,J0909.8-0229
2344,J0909.7+3104,bll,
2345,J0910.0+4257,css,
2346,J0910.1-1816,,
2347,J0910.3-4816c,,
2348,J0910.6+3329,bll,J0910.5+3329
2349,J0910.6+2247,fsrq,J0910.9+2248
2350,J0910.8+3859,bll,J0910.7+3858
2351,J0910.9+6055,,
2352,J0911.0-5047,bcu,J0910.4-5050
2353,J0911.6-4738c,,
2354,J0911.7+3349,bll,J0911.8+3351
2355,J0912.0-1539,,
2356,J0912.1-6449,glc,J0912.2-6452
2357,J0912.2+4127,fsrq,J0912.2+4126
2358,J0912.2+3004,bcu,
2359,J0912.2-2751,bcu,J0912.6-2757
2360,J0912.2+2800,bll,J0912.4+2800
2361,J0912.4-3257,,
2362,J0912.5+1556,bll,J0912.7+1556
2363,J0912.9-2102,bll,J0912.9-2104
2364,J0913.3+8133,bll,
2365,J0913.7+1540,,
2366,J0913.9+1732,bcu,
2367,J0914.1-0202,bcu,
2368,J0914.4+0249,fsrq,
2369,J0914.5+6845,,
2370,J0914.8+5846,bll,J0915.0+5844
2371,J0915.1-3738,bcu,
2372,J0915.4-3027,bcu,
2373,J0915.9+2933,bll,J0915.8+2933
2374,J0916.2-5823,,
2375,J0916.4+1204,,
2376,J0916.7+3856,fsrq,J0916.3+3857
2377,J0916.7+5238,bll,
2378,J0916.9+7756,,
2379,J0917.1-2131,fsrq,
2380,J0917.3-0342,bll,J0917.3-0344
2381,J0917.9-4755,,
2382,J0918.5+3516,,
2383,J0918.9-0625,bcu,
2384,J0918.9-4904c,,J0918.2-4859
2385,J0919.3+6607,,J0919.4+6604
2386,J0919.3-2202,bcu,J0919.5-2200
2387,J0919.5-6203,,
2388,J0920.2-3835,bcu,
2389,J0920.3-0443,bcu,
2390,J0920.9+4441,fsrq,J0920.9+4442
2391,J0920.9-2256,bll,J0921.0-2258
2392,J0921.2-8211,bcu,
2393,J0921.6+6216,fsrq,J0921.8+6215
2394,J0921.7-6317,lmb,
2395,J0921.7+2336,bll,J0921.9+2335
2396,J0922.3+0644,PSR,
2397,J0922.4-0528,fsrq,J0922.4-0529
2398,J0922.6+4454,bcu,
2399,J0922.6+0434,bcu,J0922.7+0435
2400,J0922.6-2116,bcu,
2401,J0922.7-3959,fsrq,J0922.8-3959
2402,J0923.5+3852,bcu,J0923.1+3853
2403,J0923.5+4210,bcu,
2404,J0923.5+4125,fsrq,J0923.3+4127
2405,J0924.0+2816,fsrq,J0924.0+2816
2406,J0924.0+0534,bll,J0924.2+0534
2407,J0924.1-5202c,,J0923.8-5154
2408,J0925.7+5959,bll,J0925.6+5959
2409,J0925.7+3126,bll,J0925.7+3129
2410,J0926.1-5336,,
2411,J0926.4+5412,bll,J0926.3+5409
2412,J0927.2+2454,bll,
2413,J0928.1-2035,fsrq,J0927.9-2037
2414,J0928.2-3048,bcu,
2415,J0928.3+7444,bcu,
2416,J0928.3-2713,,
2417,J0928.4-5256,,J0928.3-5255
2418,J0928.4-0415,bcu,
2419,J0928.5+3916,,
2420,J0928.5+4048,bll,J0928.5+4048
2421,J0928.7-2541,,
2422,J0928.7-3529,bll,J0928.9-3530
2423,J0929.2+7302,bcu,J0928.7+7300
2424,J0929.3+5014,bll,J0929.4+5013
2425,J0929.3-4110,,
2426,J0929.3-2414,bll,
2427,J0929.6+4621,bll,
2428,J0930.1-5059c,,
2429,J0930.3+8612,bll,J0930.2+8612
2430,J0930.5+4951,bll,J0930.0+4951
2431,J0930.5+5132,bll,J0930.7+5133
2432,J0930.7+3502,bll,
2433,J0930.9-3030,,
2434,J0930.9-1015,bcu,
2435,J0930.9+0033,fsrq,
2436,J0931.2-8533,bcu,
2437,J0931.2-1906,MSP,J0930.9-1904
2438,J0931.4-3559,,
2439,J0931.9+6737,rdg,J0931.8+6739
2440,J0932.1+3634,,
2441,J0932.6+5306,fsrq,
2442,J0932.7+1041,bll,
2443,J0932.8+3337,bcu,
2444,J0933.5-0013,bcu,
2445,J0933.5-5240,bcu,
2446,J0933.8-6232,,J0933.9-6232
2447,J0934.3+3926,bll,J0934.1+3933
2448,J0934.5-1720,bll,
2449,J0934.5+7223,,
2450,J0935.3-1736,bll,J0935.1-1736
2451,J0935.3+0901,bin,J0935.2+0903
2452,J0935.4-6911,bcu,
2453,J0935.5+1152,,
2454,J0936.3-2111,bll,J0936.3-2114
2455,J0936.5+1847,bll,
2456,J0937.0-2044,bcu,
2457,J0937.1+5008,fsrq,J0937.7+5008
2458,J0937.6-3358,,
2459,J0937.9-1434,bll,J0937.9-1435
2460,J0938.8+5155,,
2461,J0938.9-6403,bcu,J0937.8-6407
2462,J0939.3-1732,bcu,J0939.2-1732
2463,J0940.0-2828,bcu,J0939.9-2831
2464,J0940.3-7610,lmb,J0940.6-7609
2465,J0940.4+6148,bll,J0941.4+6148
2466,J0940.5-5253,,
2467,J0940.7-6105,bcu,J0940.7-6102
2468,J0940.9-1335,fsrq,J0940.9-1337
2469,J0941.1-5429,PSR,
2470,J0941.7+4125,bcu,
2471,J0941.9+2724,bll,J0941.6+2727
2472,J0942.1-5215,,
2473,J0942.3+2842,bll,
2474,J0942.3-3530,,
2475,J0942.3-0800,bll,J0942.1-0756
