,3FGL,CLASS1-3FGL,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL,4FGLDR4,CLASS1-4FGLDR4,4FGLDR4-3FGL,status
2716,J2021.5+4026,PSR,J2021.5+4026,PSR,J2021.5+4026,J2021.5+4026,PSR,J2021.5+4026,J2021.5+4026,PSR,J2021.5+4026,J2021.5+4026,PSR,J2021.5+4026,2
2717,J2021.9+0630,bll,J2021.9+0629,bll,J2021.9+0630,J2021.9+0629,bll,J2021.9+0630,J2021.9+0629,bll,J2021.9+0630,J2021.9+0629,bll,J2021.9+0630,2
2718,J2022.2+3840,spp,J2022.3+3840,PSR,J2022.2+3840,J2022.3+3840,PSR,J2022.2+3840,J2022.3+3840,PSR,J2022.2+3840,J2022.3+3840,PSR,J2022.2+3840,3
2720,J2022.2-4515,bll,J2022.3-4513,bll,J2022.2-4515,J2022.3-4513,bll,J2022.2-4515,J2022.3-4513,bll,J2022.2-4515,J2022.3-4513,bll,J2022.2-4515,2
2721,J2022.5+7612,bll,J2022.5+7612,bll,J2022.5+7612,J2022.5+7612,bll,J2022.5+7612,J2022.5+7612,bll,J2022.5+7612,J2022.5+7612,bll,J2022.5+7612,2
2722,J2023.2+3154,bcu,J2023.2+3153,bcu,J2023.2+3154,J2023.2+3153,bcu,J2023.2+3154,J2023.2+3153,bcu,J2023.2+3154,J2023.2+3153,bcu,J2023.2+3154,2
2724,J2023.6-1139,fsrq,J2023.6-1139,fsrq,J2023.6-1139,J2023.6-1139,fsrq,J2023.6-1139,J2023.6-1139,fsrq,J2023.6-1139,J2023.6-1139,fsrq,J2023.6-1139,2
2725,J2024.4-0848,bcu,J2024.4-0847,bll,J2024.4-0848,J2024.4-0847,bll,J2024.4-0848,J2024.4-0847,bll,J2024.4-0848,J2024.4-0847,bll,J2024.4-0848,3
2726,J2024.4-3254,fsrq,J2024.6-3252,fsrq,J2024.4-3254,J2024.6-3252,fsrq,J2024.4-3254,J2024.6-3252,fsrq,J2024.4-3254,J2024.6-3252,fsrq,J2024.4-3254,2
2731,J2025.2+3340,bcu,J2025.3+3341,bcu,J2025.2+3340,J2025.3+3341,bll,J2025.2+3340,J2025.3+3341,bll,J2025.2+3340,J2025.3+3341,bll,J2025.2+3340,3
2732,J2025.6-0736,fsrq,J2025.6-0735,fsrq,J2025.6-0736,J2025.6-0735,fsrq,J2025.6-0736,J2025.6-0735,fsrq,J2025.6-0736,J2025.6-0735,fsrq,J2025.6-0736,2
2733,J2026.3+7644,bcu,J2026.1+7645,bcu,J2026.3+7644,J2026.1+7645,bcu,J2026.3+7644,J2026.1+7645,bcu,J2026.3+7644,J2026.1+7645,bcu,J2026.3+7644,2
2738,J2028.3+3332,PSR,J2028.3+3331,PSR,J2028.3+3332,J2028.3+3331,PSR,J2028.3+3332,J2028.3+3331,PSR,J2028.3+3332,J2028.3+3331,PSR,J2028.3+3332,2
2740,J2028.6+4110e,SFR,J2028.6+4110e,SFR,J2028.6+4110e,J2028.6+4110e,SFR,J2028.6+4110e,J2028.6+4110e,SFR,J2028.6+4110e,J2028.6+4110e,SFR,J2028.6+4110e,2
2742,J2029.4+4923,bll,J2029.5+4925,bll,J2029.4+4923,J2029.5+4925,bll,J2029.4+4923,J2029.5+4925,bll,J2029.4+4923,J2029.5+4925,bll,J2029.4+4923,2
2744,J2030.0+3642,PSR,J2030.0+3641,PSR,J2030.0+3642,J2030.0+3641,PSR,J2030.0+3642,J2030.0+3641,PSR,J2030.0+3642,J2030.0+3641,PSR,J2030.0+3642,2
2745,J2030.2-0622,fsrq,J2030.2-0620,fsrq,J2030.2-0622,J2030.2-0620,fsrq,J2030.2-0622,J2030.2-0620,fsrq,J2030.2-0622,J2030.2-0620,fsrq,J2030.2-0622,2
2747,J2030.8+4416,PSR,J2030.9+4416,PSR,J2030.8+4416,J2030.9+4416,PSR,J2030.8+4416,J2030.9+4416,PSR,J2030.8+4416,J2030.9+4416,PSR,J2030.8+4416,2
2748,J2031.0+1937,bcu,J2030.9+1935,bll,J2031.0+1937,J2030.9+1935,bll,J2031.0+1937,J2030.9+1935,bll,J2031.0+1937,J2030.9+1935,bll,J2031.0+1937,3
2749,J2031.8+1223,bll,J2032.0+1219,bll,J2031.8+1223,J2032.0+1219,bll,J2031.8+1223,J2032.0+1219,bll,J2031.8+1223,J2032.0+1219,bll,J2031.8+1223,2
2750,J2032.2+4126,PSR,J2032.2+4127,PSR,J2032.2+4126,J2032.2+4127,PSR,J2032.2+4126,J2032.2+4127,PSR,J2032.2+4126,J2032.2+4127,PSR,J2032.2+4126,2
2754,J2033.6+6309,bcu,J2033.7+6308,bcu,J2033.6+6309,J2033.7+6308,bcu,J2033.6+6309,J2033.7+6308,bcu,J2033.6+6309,J2033.7+6308,bcu,J2033.6+6309,2
2755,J2034.3+1155,fsrq,J2034.6+1154,fsrq,J2034.3+1155,J2034.6+1154,fsrq,J2034.3+1155,J2034.6+1154,fsrq,J2034.3+1155,J2034.6+1154,fsrq,J2034.3+1155,2
2760,J2035.3+1055,fsrq,J2035.4+1056,fsrq,J2035.3+1055,J2035.4+1056,fsrq,J2035.3+1055,J2035.4+1056,fsrq,J2035.3+1055,J2035.4+1056,fsrq,J2035.3+1055,2
2763,J2036.4+6551,bll,J2036.4+6553,bll,J2036.4+6551,J2036.4+6553,bll,J2036.4+6551,J2036.4+6553,bll,J2036.4+6551,J2036.4+6553,bll,J2036.4+6551,2
2764,J2036.6-3325,bcu,J2036.9-3329,bll,J2036.6-3325,J2036.9-3329,bll,J2036.6-3325,J2036.9-3329,bll,J2036.6-3325,J2036.9-3329,bll,J2036.6-3325,3
2769,J2038.8+5113,fsrq,J2038.7+5117,fsrq,J2038.8+5113,J2038.7+5117,fsrq,J2038.8+5113,J2038.7+5117,fsrq,J2038.8+5113,J2038.7+5117,fsrq,J2038.8+5113,2
2771,J2039.0-1047,bll,J2039.0-1046,bll,J2039.0-1047,J2039.0-1046,bll,J2039.0-1047,J2039.0-1046,bll,J2039.0-1047,J2039.0-1046,bll,J2039.0-1047,2
2773,J2039.5+5217,bll,J2039.5+5218,bll,J2039.5+5217,J2039.5+5218,bll,J2039.5+5217,J2039.5+5218,bll,J2039.5+5217,J2039.5+5218,bll,J2039.5+5217,2
2776,J2040.0-5734,bcu,J2040.0-5737,bcu,J2040.0-5734,J2040.0-5737,bcu,J2040.0-5734,J2040.0-5737,bcu,J2040.0-5734,J2040.0-5737,bcu,J2040.0-5734,2
2777,J2040.2-7115,bcu,J2040.2-7115,bll,J2040.2-7115,J2040.2-7115,bll,J2040.2-7115,J2040.2-7115,bll,J2040.2-7115,J2040.2-7115,bll,J2040.2-7115,3
2779,J2041.7-3732,bll,J2041.9-3735,bll,J2041.7-3732,J2041.9-3735,bll,J2041.7-3732,J2041.9-3735,bll,J2041.7-3732,J2041.9-3735,bll,J2041.7-3732,2
2780,J2041.9-7318,bcu,J2041.8-7319,bcu,J2041.9-7318,J2041.8-7319,bll,J2041.9-7318,J2041.8-7319,bll,J2041.9-7318,J2041.8-7319,bll,J2041.9-7318,3
2781,J2042.1+2428,bll,J2042.1+2427,bll,J2042.1+2428,J2042.1+2427,bll,J2042.1+2428,J2042.1+2427,bll,J2042.1+2428,J2042.1+2427,bll,J2042.1+2428,2
2782,J2042.1+0247,PSR,J2042.2+0245,PSR,J2042.1+0247,J2042.2+0245,PSR,J2042.1+0247,J2042.2+0245,MSP,J2042.1+0247,J2042.2+0245,MSP,J2042.1+0247,3
2786,J2043.2+1711,PSR,J2043.3+1711,PSR,J2043.2+1711,J2043.3+1711,PSR,J2043.2+1711,J2043.3+1711,MSP,J2043.2+1711,J2043.3+1711,MSP,J2043.2+1711,3
2788,J2043.8+2741,PSR,J2043.7+2741,PSR,J2043.8+2741,J2043.7+2741,PSR,J2043.8+2741,J2043.7+2741,PSR,J2043.8+2741,J2043.7+2741,PSR,J2043.8+2741,2
2793,J2046.7-1011,bcu,J2046.6-1012,bcu,J2046.7-1011,J2046.6-1012,bll,J2046.7-1011,J2046.6-1012,bll,J2046.7-1011,J2046.6-1012,bll,J2046.7-1011,3
2795,J2047.1+1054,PSR,J2047.3+1051,PSR,J2047.1+1054,J2047.3+1051,PSR,J2047.1+1054,J2047.3+1051,MSP,J2047.1+1054,J2047.3+1051,MSP,J2047.1+1054,3
2798,J2049.0-6801,bcu,J2048.6-6804,bll,J2049.0-6801,J2048.6-6804,bll,J2049.0-6801,J2048.6-6804,bll,J2049.0-6801,J2048.6-6804,bll,J2049.0-6801,3
2799,J2049.7+1002,bcu,J2049.9+1002,bcu,J2049.7+1002,J2049.9+1002,bll,J2049.7+1002,J2049.9+1002,bll,J2049.7+1002,J2049.9+1002,bll,J2049.7+1002,3
2800,J2050.2+0409,bll,J2050.0+0408,bll,J2050.2+0409,J2050.0+0408,bll,J2050.2+0409,J2050.0+0408,bll,J2050.2+0409,J2050.0+0408,bll,J2050.2+0409,2
2802,J2051.3-0828,PSR,J2051.0-0826,PSR,J2051.3-0828,J2051.0-0826,PSR,J2051.3-0828,J2051.0-0826,MSP,J2051.3-0828,J2051.0-0826,MSP,J2051.3-0828,3
2803,J2051.8-5535,bcu,J2052.2-5533,bcu,J2051.8-5535,J2052.2-5533,bcu,J2051.8-5535,J2052.2-5533,bcu,J2051.8-5535,J2052.2-5533,bcu,J2051.8-5535,2
2804,J2052.7+1217,psr,J2052.7+1218,PSR,J2052.7+1217,J2052.7+1218,PSR,J2052.7+1217,J2052.7+1218,MSP,J2052.7+1217,J2052.7+1218,MSP,J2052.7+1217,3
2810,J2055.0+0016,bll,J2054.8+0015,bll,J2055.0+0016,J2054.8+0015,bll,J2055.0+0016,J2054.8+0015,bll,J2055.0+0016,J2054.8+0015,bll,J2055.0+0016,2
2811,J2055.2-0019,bll,J2055.4-0020,bll,J2055.2-0019,J2055.4-0020,bll,J2055.2-0019,J2055.4-0020,bll,J2055.2-0019,J2055.4-0020,bll,J2055.2-0019,2
2813,J2055.8+2539,PSR,J2055.8+2540,PSR,J2055.8+2539,J2055.8+2540,PSR,J2055.8+2539,J2055.8+2540,PSR,J2055.8+2539,J2055.8+2540,PSR,J2055.8+2539,2
2814,J2056.2-4714,fsrq,J2056.2-4714,fsrq,J2056.2-4714,J2056.2-4714,fsrq,J2056.2-4714,J2056.2-4714,fsrq,J2056.2-4714,J2056.2-4714,fsrq,J2056.2-4714,2
2816,J2056.7+4938,bcu,J2056.7+4939,bcu,J2056.7+4938,J2056.7+4939,bcu,J2056.7+4938,J2056.7+4939,bcu,J2056.7+4938,J2056.7+4939,bcu,J2056.7+4938,2
2825,J2103.9-6233,bcu,J2103.8-6233,bll,J2103.9-6233,J2103.8-6233,bll,J2103.9-6233,J2103.8-6233,bll,J2103.9-6233,J2103.8-6233,bll,J2103.9-6233,3
2826,J2103.9-3546,bcu,J2104.0-3546,bcu,J2103.9-3546,J2104.0-3546,bcu,J2103.9-3546,J2104.0-3546,bcu,J2103.9-3546,J2104.0-3546,bcu,J2103.9-3546,2
2827,J2104.2-0211,bcu,J2104.3-0212,bll,J2104.2-0211,J2104.3-0212,bll,J2104.2-0211,J2104.3-0212,bll,J2104.2-0211,J2104.3-0212,bll,J2104.2-0211,3
2829,J2106.1+2505,bcu,J2106.9+2455,bcu,J2106.1+2505,J2106.9+2455,bcu,J2106.1+2505,J2106.9+2455,bcu,J2106.1+2505,J2106.9+2455,bcu,J2106.1+2505,2
2832,J2108.0+3654,bcu,J2108.0+3655,bll,J2108.0+3654,J2108.0+3655,bll,J2108.0+3654,J2108.0+3655,bll,J2108.0+3654,J2108.0+3655,bll,J2108.0+3654,3
2834,J2108.6-8619,bcu,J2109.8-8618,bcu,J2108.6-8619,J2109.8-8618,bcu,J2108.6-8619,J2109.8-8618,bcu,J2108.6-8619,J2109.8-8618,bcu,J2108.6-8619,2
2835,J2108.6-0250,bll,J2108.7-0250,bll,J2108.6-0250,J2108.7-0250,bll,J2108.6-0250,J2108.7-0250,bll,J2108.6-0250,J2108.7-0250,bll,J2108.6-0250,2
2836,J2109.1-6638,bcu,J2108.9-6638,bll,J2109.1-6638,J2108.9-6638,bll,J2109.1-6638,J2108.9-6638,bll,J2109.1-6638,J2108.9-6638,bll,J2109.1-6638,3
2839,J2110.0+0812,fsrq,J2110.3+0808,fsrq,J2110.0+0812,J2110.3+0808,fsrq,J2110.0+0812,J2110.3+0808,fsrq,J2110.0+0812,J2110.3+0808,fsrq,J2110.0+0812,2
2840,J2110.3-1013,fsrq,J2110.2-1021,fsrq,J2110.3-1013,J2110.2-1021c,fsrq,J2110.3-1013,J2110.2-1021c,fsrq,J2110.3-1013,J2110.2-1021c,fsrq,J2110.3-1013,2
2843,J2111.4+4605,PSR,J2111.4+4606,PSR,J2111.4+4605,J2111.4+4606,PSR,J2111.4+4605,J2111.4+4606,PSR,J2111.4+4605,J2111.4+4606,PSR,J2111.4+4605,2
2845,J2112.7+0819,bcu,J2112.7+0819,bll,J2112.7+0819,J2112.7+0819,bll,J2112.7+0819,J2112.7+0819,bll,J2112.7+0819,J2112.7+0819,bll,J2112.7+0819,3
2847,J2114.7+3130,bcu,J2114.7+3130,bcu,J2114.7+3130,J2114.7+3130,bcu,J2114.7+3130,J2114.7+3130,bcu,J2114.7+3130,J2114.7+3130,bcu,J2114.7+3130,2
2848,J2114.9+5448,psr,J2115.1+5449,PSR,J2114.9+5448,J2115.1+5449,PSR,J2114.9+5448,J2115.1+5449,MSP,J2114.9+5448,J2115.1+5449,MSP,J2114.9+5448,3
2850,J2115.4+2933,fsrq,J2115.4+2932,fsrq,J2115.4+2933,J2115.4+2932,fsrq,J2115.4+2933,J2115.4+2932,fsrq,J2115.4+2933,J2115.4+2932,fsrq,J2115.4+2933,2
2851,J2116.1+3339,bll,J2116.2+3339,bll,J2116.1+3339,J2116.2+3339,bll,J2116.1+3339,J2116.2+3339,bll,J2116.1+3339,J2116.2+3339,bll,J2116.1+3339,2
2855,J2118.0-3241,bcu,J2117.8-3243,bll,J2118.0-3241,J2117.8-3243,bll,J2118.0-3241,J2117.8-3243,bll,J2118.0-3241,J2117.8-3243,bll,J2118.0-3241,3
2857,J2118.4+0013,fsrq,J2118.0+0019,fsrq,J2118.4+0013,J2118.0+0019,fsrq,J2118.4+0013,J2118.0+0019,fsrq,J2118.4+0013,J2118.0+0019,fsrq,J2118.4+0013,2
2858,J2119.2-3313,bcu,J2119.0-3317,bcu,J2119.2-3313,J2119.0-3317,bcu,J2119.2-3313,J2119.0-3317,bcu,J2119.2-3313,J2119.0-3317,bcu,J2119.2-3313,2
2860,J2121.0+1901,fsrq,J2121.0+1901,fsrq,J2121.0+1901,J2121.0+1901,fsrq,J2121.0+1901,J2121.0+1901,fsrq,J2121.0+1901,J2121.0+1901,fsrq,J2121.0+1901,2
2862,J2123.6+0533,fsrq,J2123.6+0535,fsrq,J2123.6+0533,J2123.6+0535,fsrq,J2123.6+0533,J2123.6+0535,fsrq,J2123.6+0533,J2123.6+0535,fsrq,J2123.6+0533,2
2863,J2124.7-3358,PSR,J2124.7-3358,PSR,J2124.7-3358,J2124.7-3358,PSR,J2124.7-3358,J2124.7-3358,MSP,J2124.7-3358,J2124.7-3358,MSP,J2124.7-3358,3
2865,J2126.5-4605,FSRQ,J2126.3-4605,FSRQ,J2126.5-4605,J2126.3-4605,FSRQ,J2126.5-4605,J2126.3-4605,FSRQ,J2126.5-4605,J2126.3-4605,FSRQ,J2126.5-4605,2
2866,J2126.5-3926,bcu,J2126.1-3922,bcu,J2126.5-3926,J2126.1-3922,bll,J2126.5-3926,J2126.1-3922,bll,J2126.5-3926,J2126.1-3922,bll,J2126.5-3926,3
2869,J2127.7+3612,bll,J2127.7+3612,bll,J2127.7+3612,J2127.7+3612,bll,J2127.7+3612,J2127.7+3612,bll,J2127.7+3612,J2127.7+3612,bll,J2127.7+3612,2
2870,J2129.6-0427,PSR,J2129.8-0428,PSR,J2129.6-0427,J2129.8-0428,PSR,J2129.6-0427,J2129.8-0428,MSP,J2129.6-0427,J2129.8-0428,MSP,J2129.6-0427,3
2872,J2130.8-2745,bll,J2131.0-2746,bll,J2130.8-2745,J2131.0-2746,bll,J2130.8-2745,J2131.0-2746,bll,J2130.8-2745,J2131.0-2746,bll,J2130.8-2745,2
2874,J2131.5-0915,bll,J2131.5-0916,bll,J2131.5-0915,J2131.5-0916,bll,J2131.5-0915,J2131.5-0916,bll,J2131.5-0915,J2131.5-0916,bll,J2131.5-0915,2
2879,J2131.8-2516,bll,J2131.7-2515,bll,J2131.8-2516,J2131.7-2515,bll,J2131.8-2516,J2131.7-2515,bll,J2131.8-2516,J2131.7-2515,bll,J2131.8-2516,2
2880,J2132.4-5420,bcu,J2132.0-5418,bcu,J2132.4-5420,J2132.0-5418,bcu,J2132.4-5420,J2132.0-5418,bcu,J2132.4-5420,J2132.0-5418,bcu,J2132.4-5420,2
2882,J2133.3+2533,bcu,J2133.1+2529c,bll,J2133.3+2533,J2133.1+2529c,bll,J2133.3+2533,J2133.1+2529c,bll,J2133.3+2533,J2133.1+2529c,bll,J2133.3+2533,3
2884,J2133.8+6648,bcu,J2133.9+6646,bll,J2133.8+6648,J2133.9+6646,bll,J2133.8+6648,J2133.9+6646,bll,J2133.8+6648,J2133.9+6646,bll,J2133.8+6648,3
2885,J2134.1-0152,bll,J2134.2-0154,bll,J2134.1-0152,J2134.2-0154,bll,J2134.1-0152,J2134.2-0154,bll,J2134.1-0152,J2134.2-0154,bll,J2134.1-0152,2
2887,J2135.3-5008,fsrq,J2135.3-5006,fsrq,J2135.3-5008,J2135.3-5006,fsrq,J2135.3-5008,J2135.3-5006,fsrq,J2135.3-5008,J2135.3-5006,fsrq,J2135.3-5008,2
2890,J2139.4-4235,bll,J2139.4-4235,bll,J2139.4-4235,J2139.4-4235,bll,J2139.4-4235,J2139.4-4235,bll,J2139.4-4235,J2139.4-4235,bll,J2139.4-4235,2
2892,J2140.0+4715,PSR,J2140.0+4716,PSR,J2140.0+4715,J2140.0+4716,PSR,J2140.0+4715,J2140.0+4716,PSR,J2140.0+4715,J2140.0+4716,PSR,J2140.0+4715,2
2893,J2141.6-6412,bcu,J2141.7-6410,bcu,J2141.6-6412,J2141.7-6410,bcu,J2141.6-6412,J2141.7-6410,bcu,J2141.6-6412,J2141.7-6410,bcu,J2141.6-6412,2
2894,J2141.7-3734,fsrq,J2141.8-3727,fsrq,J2141.7-3734,J2141.8-3727,fsrq,J2141.7-3734,J2141.8-3727,fsrq,J2141.7-3734,J2141.8-3727,fsrq,J2141.7-3734,2
2895,J2142.2-2546,bcu,J2142.5-2552,bcu,J2142.2-2546,J2142.5-2552,bcu,J2142.2-2546,J2142.5-2552,bcu,J2142.2-2546,J2142.5-2552,bcu,J2142.2-2546,2
2898,J2143.1-3928,bll,J2143.1-3929,bll,J2143.1-3928,J2143.1-3929,bll,J2143.1-3928,J2143.1-3929,bll,J2143.1-3928,J2143.1-3929,bll,J2143.1-3928,2
2899,J2143.5+1744,fsrq,J2143.5+1743,fsrq,J2143.5+1744,J2143.5+1743,fsrq,J2143.5+1744,J2143.5+1743,fsrq,J2143.5+1744,J2143.5+1743,fsrq,J2143.5+1744,2
2900,J2144.2+3132,bcu,J2144.2+3132,bll,J2144.2+3132,J2144.2+3132,bll,J2144.2+3132,J2144.2+3132,bll,J2144.2+3132,J2144.2+3132,bll,J2144.2+3132,3
2903,J2144.9-3356,fsrq,J2145.0-3356,fsrq,J2144.9-3356,J2145.0-3356,fsrq,J2144.9-3356,J2145.0-3356,fsrq,J2144.9-3356,J2145.0-3356,fsrq,J2144.9-3356,2
2905,J2145.7+0717,bll,J2145.7+0718,bll,J2145.7+0717,J2145.7+0718,bll,J2145.7+0717,J2145.7+0718,bll,J2145.7+0717,J2145.7+0718,bll,J2145.7+0717,2
2906,J2146.6-1344,bll,J2146.5-1344,bll,J2146.6-1344,J2146.5-1344,bll,J2146.6-1344,J2146.5-1344,bll,J2146.6-1344,J2146.5-1344,bll,J2146.6-1344,2
2907,J2146.7-1527,fsrq,J2146.4-1528,fsrq,J2146.7-1527,J2146.4-1528,fsrq,J2146.7-1527,J2146.4-1528,fsrq,J2146.7-1527,J2146.4-1528,fsrq,J2146.7-1527,2
2908,J2147.2+0929,FSRQ,J2147.1+0931,FSRQ,J2147.2+0929,J2147.1+0931,FSRQ,J2147.2+0929,J2147.1+0931,FSRQ,J2147.2+0929,J2147.1+0931,FSRQ,J2147.2+0929,2
2910,J2147.3-7536,FSRQ,J2147.3-7536,FSRQ,J2147.3-7536,J2147.3-7536,FSRQ,J2147.3-7536,J2147.3-7536,FSRQ,J2147.3-7536,J2147.3-7536,FSRQ,J2147.3-7536,2
2911,J2149.6+1915,bcu,J2149.7+1917,bcu,J2149.6+1915,J2149.7+1917,bcu,J2149.6+1915,J2149.7+1917,bcu,J2149.6+1915,J2149.7+1917,bcu,J2149.6+1915,2
2912,J2149.7+0323,bll,J2149.6+0323,bll,J2149.7+0323,J2149.6+0323,bll,J2149.7+0323,J2149.6+0323,bll,J2149.7+0323,J2149.6+0323,bll,J2149.7+0323,2
2913,J2150.2-1411,bll,J2150.1-1410,bll,J2150.2-1411,J2150.1-1410,bll,J2150.2-1411,J2150.1-1410,bll,J2150.2-1411,J2150.1-1410,bll,J2150.2-1411,2
2917,J2151.8-3025,fsrq,J2151.8-3027,fsrq,J2151.8-3025,J2151.8-3027,fsrq,J2151.8-3025,J2151.8-3027,fsrq,J2151.8-3025,J2151.8-3027,fsrq,J2151.8-3025,2
2918,J2152.4+1735,bll,J2152.5+1737,bll,J2152.4+1735,J2152.5+1737,bll,J2152.4+1735,J2152.5+1737,bll,J2152.4+1735,J2152.5+1737,bll,J2152.4+1735,2
2919,J2152.9-0045,bll,J2153.1-0041,bll,J2152.9-0045,J2153.1-0041,bll,J2152.9-0045,J2153.1-0041,bll,J2152.9-0045,J2153.1-0041,bll,J2152.9-0045,2
2921,J2154.0-1137,fsrq,J2153.8-1137,fsrq,J2154.0-1137,J2153.8-1137,fsrq,J2154.0-1137,J2153.8-1137,fsrq,J2154.0-1137,J2153.8-1137,fsrq,J2154.0-1137,2
2922,J2156.0+1818,bcu,J2156.0+1818,bll,J2156.0+1818,J2156.0+1818,bll,J2156.0+1818,J2156.0+1818,bll,J2156.0+1818,J2156.0+1818,bll,J2156.0+1818,3
2923,J2156.9-0855,bll,J2156.9-0854,bll,J2156.9-0855,J2156.9-0854,bll,J2156.9-0855,J2156.9-0854,bll,J2156.9-0855,J2156.9-0854,bll,J2156.9-0855,2
2924,J2157.5+3126,fsrq,J2157.5+3127,fsrq,J2157.5+3126,J2157.5+3127,fsrq,J2157.5+3126,J2157.5+3127,fsrq,J2157.5+3126,J2157.5+3127,fsrq,J2157.5+3126,2
2925,J2158.0-1501,fsrq,J2158.1-1501,fsrq,J2158.0-1501,J2158.1-1501,fsrq,J2158.0-1501,J2158.1-1501,fsrq,J2158.0-1501,J2158.1-1501,fsrq,J2158.0-1501,2
2926,J2158.8-3013,bll,J2158.8-3013,bll,J2158.8-3013,J2158.8-3013,bll,J2158.8-3013,J2158.8-3013,bll,J2158.8-3013,J2158.8-3013,bll,J2158.8-3013,2
2927,J2159.2-2841,bcu,J2159.1-2840,bcu,J2159.2-2841,J2159.1-2840,bll,J2159.2-2841,J2159.1-2840,bll,J2159.2-2841,J2159.1-2840,bll,J2159.2-2841,3
2928,J2159.8+1025,bll,J2200.3+1029,bll,J2159.8+1025,J2200.3+1029,bll,J2159.8+1025,J2200.3+1029,bll,J2159.8+1025,J2200.3+1029,bll,J2159.8+1025,2
2930,J2200.2+2139,bll,J2200.1+2138,bll,J2200.2+2139,J2200.1+2138,bll,J2200.2+2139,J2200.1+2138,bll,J2200.2+2139,J2200.1+2138,bll,J2200.2+2139,2
2931,J2200.9-2412,bcu,J2200.7-2414,bcu,J2200.9-2412,J2200.7-2414,bcu,J2200.9-2412,J2200.7-2414,bcu,J2200.9-2412,J2200.7-2414,bcu,J2200.9-2412,2
2932,J2201.7+5047,fsrq,J2201.8+5048,fsrq,J2201.7+5047,J2201.8+5048,fsrq,J2201.7+5047,J2201.8+5048,fsrq,J2201.7+5047,J2201.8+5048,fsrq,J2201.7+5047,2
2933,J2202.4-8339,fsrq,J2201.5-8339,fsrq,J2202.4-8339,J2201.5-8339,fsrq,J2202.4-8339,J2201.5-8339,fsrq,J2202.4-8339,J2201.5-8339,fsrq,J2202.4-8339,2
2934,J2202.7+4217,BLL,J2202.7+4216,BLL,J2202.7+4217,J2202.7+4216,BLL,J2202.7+4217,J2202.7+4216,BLL,J2202.7+4217,J2202.7+4216,BLL,J2202.7+4217,2
2935,J2203.4+1725,fsrq,J2203.4+1725,fsrq,J2203.4+1725,J2203.4+1725,fsrq,J2203.4+1725,J2203.4+1725,fsrq,J2203.4+1725,J2203.4+1725,fsrq,J2203.4+1725,2
2937,J2204.4+0439,bll,J2204.3+0438,bll,J2204.4+0439,J2204.3+0438,bll,J2204.4+0439,J2204.3+0438,bll,J2204.4+0439,J2204.3+0438,bll,J2204.4+0439,2
2940,J2206.9-0031,bll,J2206.8-0032,bll,J2206.9-0031,J2206.8-0032,bll,J2206.9-0031,J2206.8-0032,bll,J2206.9-0031,J2206.8-0032,bll,J2206.9-0031,2
2941,J2207.8-5345,fsrq,J2207.5-5346,fsrq,J2207.8-5345,J2207.5-5346,fsrq,J2207.8-5345,J2207.5-5346,fsrq,J2207.8-5345,J2207.5-5346,fsrq,J2207.8-5345,2
2947,J2212.0+2355,fsrq,J2212.0+2356,fsrq,J2212.0+2355,J2212.0+2356,fsrq,J2212.0+2355,J2212.0+2356,fsrq,J2212.0+2355,J2212.0+2356,fsrq,J2212.0+2355,2
2948,J2212.3-7039,bcu,J2211.4-7040,bcu,J2212.3-7039,J2211.4-7040,bll,J2212.3-7039,J2211.4-7040,bll,J2212.3-7039,J2211.4-7040,bll,J2212.3-7039,3
2950,J2212.6+2801,bcu,J2212.6+2800,bll,J2212.6+2801,J2212.6+2800,bll,J2212.6+2801,J2212.6+2800,bll,J2212.6+2801,J2212.6+2800,bll,J2212.6+2801,3
2951,J2213.1-2532,fsrq,J2212.9-2526,fsrq,J2213.1-2532,J2212.9-2526,fsrq,J2213.1-2532,J2212.9-2526,fsrq,J2213.1-2532,J2212.9-2526,fsrq,J2213.1-2532,2
2952,J2213.6-4755,bcu,J2213.5-4754,bcu,J2213.6-4755,J2213.5-4754,bll,J2213.6-4755,J2213.5-4754,bll,J2213.6-4755,J2213.5-4754,bll,J2213.6-4755,3
2953,J2214.6+3000,PSR,J2214.6+3000,PSR,J2214.6+3000,J2214.6+3000,PSR,J2214.6+3000,J2214.6+3000,MSP,J2214.6+3000,J2214.6+3000,MSP,J2214.6+3000,3
2955,J2215.6+5134,PSR,J2215.6+5135,PSR,J2215.6+5134,J2215.6+5135,PSR,J2215.6+5134,J2215.6+5135,MSP,J2215.6+5134,J2215.6+5135,MSP,J2215.6+5134,3
2956,J2217.0+2421,bll,J2216.9+2421,bll,J2217.0+2421,J2216.9+2421,bll,J2217.0+2421,J2216.9+2421,bll,J2217.0+2421,J2216.9+2421,bll,J2217.0+2421,2
2959,J2219.2+1806,fsrq,J2219.2+1806,fsrq,J2219.2+1806,J2219.2+1806,fsrq,J2219.2+1806,J2219.2+1806,fsrq,J2219.2+1806,J2219.2+1806,fsrq,J2219.2+1806,2
2960,J2220.3+2812,bcu,J2220.5+2813,bll,J2220.3+2812,J2220.5+2813,bll,J2220.3+2812,J2220.5+2813,bll,J2220.3+2812,J2220.5+2813,bll,J2220.3+2812,3
