,3FGL,4FGLDR1,4FGLDR2,4FGLDR3,4FGLDR4,status
2177,J1709.6+4318,J1709.7+4318,J1709.7+4318,J1709.7+4318,J1709.7+4318,2
2178,J1709.7-4429,J1709.7-4429,J1709.7-4429,J1709.7-4429,J1709.7-4429,2
2181,J1711.5-5029,J1711.6-5027,J1711.6-5027,J1711.6-5027,J1711.6-5027,2
2182,J1711.6+8846,J1713.7+8844,J1713.7+8844,J1713.7+8844,J1713.7+8844,2
2183,J1712.6+2932,J1712.7+2932,J1712.7+2932,J1712.7+2932,J1712.7+2932,2
2184,J1713.5-3945e,J1713.5-3945e,J1713.5-3945e,J1713.5-3945e,J1713.5-3945e,2
2185,J1714.0+0748,J1713.8+0747,J1713.8+0747,J1713.8+0747,J1713.8+0747,3
2186,J1714.1-2029,J1714.0-2029,J1714.0-2029,J1714.0-2029,J1714.0-2029,2
2190,J1715.7+6837,J1716.1+6836,J1716.1+6836,J1716.1+6836,J1716.1+6836,2
2191,J1716.6-2812,J1716.7-2808,J1716.7-2808,J1716.7-2808,J1716.7-2808,2
2192,J1716.7-8112,J1717.5-8114,J1717.5-8114,J1717.5-8114,J1717.5-8114,3
2193,J1717.4-5157,J1717.6-5154,J1717.6-5154,J1717.6-5154,J1717.6-5154,2
2196,J1717.8-3342,J1717.5-3342,J1717.5-3342,J1717.5-3342,J1717.5-3342,2
2197,J1718.0-3726,J1718.0-3726,J1718.0-3726,J1718.0-3726,J1718.0-3726,2
2198,J1718.1-3056,J1718.0-3055,J1718.0-3055,J1718.0-3055,J1718.0-3055,2
2199,J1718.1-3825,J1718.2-3825,J1718.2-3825,J1718.2-3825,J1718.2-3825,2
2200,J1719.2+1744,J1719.2+1745,J1719.2+1745,J1719.2+1745,J1719.2+1745,2
2202,J1719.3+1206,J1719.3+1205,J1719.3+1205,J1719.3+1205,J1719.3+1205,2
2207,J1722.7+6104,J1722.6+6104,J1722.6+6104,J1722.6+6104,J1722.6+6104,2
2209,J1722.7+1014,J1722.7+1014,J1722.7+1014,J1722.7+1014,J1722.7+1014,2
2210,J1722.9-4529,J1722.6-4529,J1722.6-4529,J1722.6-4529,J1722.6-4529,2
2213,J1723.7-7713,J1723.6-7714,J1723.6-7714,J1723.6-7714,J1723.6-7714,2
2214,J1723.9+4004,J1724.2+4005,J1724.2+4005,J1724.2+4005,J1724.2+4005,2
2216,J1725.0+1152,J1725.0+1152,J1725.0+1152,J1725.0+1152,J1725.0+1152,2
2218,J1725.3+5853,J1725.5+5851,J1725.5+5851,J1725.5+5851,J1725.5+5851,2
2221,J1727.1+4531,J1727.4+4530,J1727.4+4530,J1727.4+4530,J1727.4+4530,2
2225,J1728.0-4606,J1728.0-4606,J1728.0-4606,J1728.0-4606,J1728.0-4606,2
2226,J1728.0+1217,J1728.0+1216,J1728.0+1216,J1728.0+1216,J1728.0+1216,2
2228,J1728.3+5013,J1728.3+5013,J1728.3+5013,J1728.3+5013,J1728.3+5013,2
2229,J1728.5+0428,J1728.4+0427,J1728.4+0427,J1728.4+0427,J1728.4+0427,2
2234,J1730.5+0023,J1730.6+0024,J1730.6+0024,J1730.6+0024,J1730.6+0024,2
2235,J1730.6+3711,J1730.8+3715,J1730.8+3715,J1730.8+3715,J1730.8+3715,2
2237,J1731.8-3001,J1731.6-3002,J1731.6-3002,J1731.6-3002,J1731.6-3002,2
2240,J1732.5-3130,J1732.5-3131,J1732.5-3131,J1732.5-3131,J1732.5-3131,2
2241,J1732.5-5048,J1732.7-5050,J1732.7-5050,J1732.7-5050,J1732.7-5050,3
2243,J1733.0-1305,J1733.0-1305,J1733.0-1305,J1733.0-1305,J1733.0-1305,2
2247,J1734.3+3858,J1734.3+3858,J1734.3+3858,J1734.3+3858,J1734.3+3858,2
2249,J1735.4-1118,J1735.4-1118,J1735.4-1118,J1735.4-1118,J1735.4-1118,2
2251,J1736.0+2033,J1736.0+2033,J1736.0+2033,J1736.0+2033,J1736.0+2033,3
2252,J1736.2-4444,J1736.2-4443,J1736.2-4443,J1736.2-4443,J1736.2-4443,2
2253,J1736.4+0634,J1736.6+0628,J1736.6+0628,J1736.6+0628,J1736.6+0628,2
2257,J1739.0+8716,J1738.0+8717,J1738.0+8717,J1738.0+8717,J1738.0+8717,2
2258,J1739.4+4955,J1739.5+4955,J1739.5+4955,J1739.5+4955,J1739.5+4955,2
2260,J1740.3+5211,J1740.5+5211,J1740.5+5211,J1740.5+5211,J1740.5+5211,2
2261,J1740.3+4736,J1740.0+4737,J1740.0+4737,J1740.0+4737,J1740.0+4737,2
2262,J1740.4+5347,J1740.6+5346,J1740.6+5346,J1740.6+5346,J1740.6+5346,3
2268,J1741.1-3053,J1740.3-3058c,J1740.3-3058c,J1740.3-3058c,J1741.4-3046c,3
2269,J1741.1-3053,J1740.3-3058c,J1740.3-3058c,J1741.4-3046c,J1741.4-3046c,3
2270,J1741.1-3053,J1740.3-3058c,J1741.4-3046c,J1740.3-3058c,J1741.4-3046c,3
2271,J1741.1-3053,J1740.3-3058c,J1741.4-3046c,J1741.4-3046c,J1741.4-3046c,3
2272,J1741.1-3053,J1741.4-3046c,J1740.3-3058c,J1740.3-3058c,J1741.4-3046c,3
2273,J1741.1-3053,J1741.4-3046c,J1740.3-3058c,J1741.4-3046c,J1741.4-3046c,3
2274,J1741.1-3053,J1741.4-3046c,J1741.4-3046c,J1740.3-3058c,J1741.4-3046c,3
2275,J1741.1-3053,J1741.4-3046c,J1741.4-3046c,J1741.4-3046c,J1741.4-3046c,3
2277,J1741.5+1351,J1741.4+1354,J1741.4+1354,J1741.4+1354,J1741.4+1354,3
2278,J1741.9-2539,J1741.8-2537,J1741.8-2537,J1741.8-2537,J1741.8-2537,2
2279,J1741.9-2054,J1741.9-2054,J1741.9-2054,J1741.9-2054,J1741.9-2054,2
2280,J1742.2+5947,J1742.5+5944,J1742.5+5944,J1742.5+5944,J1742.5+5944,2
2283,J1743.9+1934,J1744.0+1935,J1744.0+1935,J1744.0+1935,J1744.0+1935,2
2286,J1744.3-0353,J1744.2-0353,J1744.2-0353,J1744.2-0353,J1744.2-0353,2
2287,J1744.5-1133,J1744.4-1135,J1744.4-1135,J1744.4-1135,J1744.4-1135,3
2292,J1744.9-1725,J1744.9-1727,J1744.9-1727,J1744.9-1727,J1744.9-1727,2
2295,J1745.4-0754,J1745.4-0753,J1745.4-0753,J1745.4-0753,J1745.4-0753,2
2297,J1745.5+1017,J1745.5+1017,J1745.5+1017,J1745.5+1017,J1745.5+1017,3
2298,J1745.6-2859c,J1745.6-2859,J1745.6-2859,J1745.6-2859,J1745.6-2859,3
2299,J1745.7+3952,J1745.6+3950,J1745.6+3950,J1745.6+3950,J1745.6+3950,2
2300,J1746.3-2851c,J1746.4-2852,J1746.4-2852,J1746.4-2852,J1746.4-2852,2
2302,J1746.8-3240,J1746.8-3239,J1746.8-3239,J1746.8-3239,J1746.8-3239,2
2306,J1747.2-2958,J1747.2-2957,J1747.2-2957,J1747.2-2957,J1747.2-2957,2
2308,J1747.6-4037,J1747.7-4037,J1747.7-4037,J1747.7-4037,J1747.7-4037,3
2310,J1748.0-2447,J1748.0-2446,J1748.0-2446,J1748.0-2446,J1748.0-2446,2
2311,J1748.0+3405,J1748.0+3403,J1748.0+3403,J1748.0+3403,J1748.0+3403,2
2316,J1748.6+7005,J1748.6+7005,J1748.6+7005,J1748.6+7005,J1748.6+7005,2
2317,J1748.9-2021,J1748.9-2021,J1748.9-2021,J1748.9-2021,J1748.9-2021,2
2318,J1749.1+4322,J1749.0+4321,J1749.0+4321,J1749.0+4321,J1749.0+4321,2
2322,J1750.2-3704,J1750.3-3702,J1750.3-3702,J1750.3-3702,J1750.3-3702,2
2324,J1751.5+0939,J1751.5+0938,J1751.5+0938,J1751.5+0938,J1751.5+0938,2
2325,J1753.5-5010,J1753.6-5014,J1753.6-5014,J1753.6-5014,J1753.6-5014,2
2330,J1754.1+3212,J1754.2+3212,J1754.2+3212,J1754.2+3212,J1754.2+3212,2
2331,J1754.3-6424,J1754.5-6425,J1754.5-6425,J1754.5-6425,J1754.5-6425,2
2332,J1756.3+5523,J1756.3+5522,J1756.3+5522,J1756.3+5522,J1756.3+5522,2
2333,J1756.9+7032,J1757.0+7032,J1757.0+7032,J1757.0+7032,J1757.0+7032,2
2334,J1757.1+1533,J1756.9+1531,J1756.9+1531,J1756.9+1531,J1756.9+1531,2
2341,J1759.1-4822,J1759.1-4822,J1759.1-4822,J1759.1-4822,J1759.1-4822,2
2345,J1800.5+7827,J1800.6+7828,J1800.6+7828,J1800.6+7828,J1800.6+7828,2
2347,J1801.3-2326e,J1801.3-2326e,J1801.3-2326e,J1801.3-2326e,J1801.3-2326e,2
2349,J1801.5+4403,J1801.5+4404,J1801.5+4404,J1801.5+4404,J1801.5+4404,2
2352,J1802.6-3940,J1802.6-3940,J1802.6-3940,J1802.6-3940,J1802.6-3940,2
2353,J1803.1-2147,J1803.1-2148,J1803.1-2148,J1803.1-2148,J1803.1-2148,2
2359,J1805.6-2136e,J1804.7-2144e,J1804.7-2144e,J1804.7-2144e,J1805.6-2136e,3
2360,J1805.6-2136e,J1804.7-2144e,J1804.7-2144e,J1805.6-2136e,J1805.6-2136e,3
2361,J1805.6-2136e,J1804.7-2144e,J1805.6-2136e,J1804.7-2144e,J1805.6-2136e,3
2362,J1805.6-2136e,J1804.7-2144e,J1805.6-2136e,J1805.6-2136e,J1805.6-2136e,3
2363,J1805.6-2136e,J1805.6-2136e,J1804.7-2144e,J1804.7-2144e,J1805.6-2136e,3
2364,J1805.6-2136e,J1805.6-2136e,J1804.7-2144e,J1805.6-2136e,J1805.6-2136e,3
2365,J1805.6-2136e,J1805.6-2136e,J1805.6-2136e,J1804.7-2144e,J1805.6-2136e,3
2366,J1805.6-2136e,J1805.6-2136e,J1805.6-2136e,J1805.6-2136e,J1805.6-2136e,2
2367,J1805.9+0614,J1805.6+0615,J1805.6+0615,J1805.6+0615,J1805.6+0615,3
2371,J1806.7+6949,J1806.8+6949,J1806.8+6949,J1806.8+6949,J1806.8+6949,2
2373,J1807.5-4343,J1807.8-4340,J1807.8-4340,J1807.8-4340,J1807.8-4340,2
2374,J1807.8+6427,J1807.2+6429,J1807.2+6429,J1807.2+6429,J1807.2+6429,3
2375,J1807.8-5011,J1808.1-5013,J1808.1-5013,J1808.1-5013,J1808.1-5013,2
2376,J1808.0+4652,J1807.9+4650,J1807.9+4650,J1807.9+4650,J1807.9+4650,2
2380,J1808.5-1952,J1808.8-1949c,J1808.8-1949c,J1808.8-1949c,J1808.8-1949c,2
2384,J1809.4+2040,J1809.3+2042,J1809.3+2042,J1809.3+2042,J1809.3+2042,2
2385,J1809.7+2909,J1809.7+2910,J1809.7+2910,J1809.7+2910,J1809.7+2910,2
2386,J1809.8-2332,J1809.8-2332,J1809.8-2332,J1809.8-2332,J1809.8-2332,2
2388,J1810.5+1743,J1810.5+1744,J1810.5+1744,J1810.5+1744,J1810.5+1744,3
2391,J1810.8+1609,J1811.0+1608,J1811.0+1608,J1811.0+1608,J1811.0+1608,2
2392,J1811.2+0340,J1811.3+0340,J1811.3+0340,J1811.3+0340,J1811.3+0340,2
2393,J1811.3-1927c,J1811.5-1925,J1811.5-1925,J1811.5-1925,J1811.5-1925,3
2394,J1813.4-1246,J1813.4-1246,J1813.4-1246,J1813.4-1246,J1813.4-1246,2
2395,J1813.6+0614,J1813.6+0614,J1813.6+0614,J1813.6+0614,J1813.6+0614,2
2396,J1813.6+3143,J1813.5+3144,J1813.5+3144,J1813.5+3144,J1813.5+3144,2
2406,J1816.5+4512,J1816.5+4510,J1816.5+4510,J1816.5+4510,J1816.5+4510,3
2407,J1816.9-4944,J1816.9-4942,J1816.9-4942,J1816.9-4942,J1816.9-4942,3
2408,J1817.2-1739,J1817.1-1742,J1817.1-1742,J1817.1-1742,J1817.1-1742,3
2412,J1818.6+0903,J1818.6+0903,J1818.6+0903,J1818.6+0903,J1818.6+0903,2
2414,J1819.1+2134,J1819.1+2133,J1819.1+2133,J1819.1+2133,J1819.1+2133,3
2418,J1820.3+3625,J1820.3+3624,J1820.3+3624,J1820.3+3624,J1820.3+3624,3
2426,J1823.4+6857,J1823.5+6858,J1823.5+6858,J1823.5+6858,J1823.5+6858,2
2427,J1823.6-3453,J1823.6-3453,J1823.6-3453,J1823.6-3453,J1823.6-3453,2
2428,J1823.7-3019,J1823.5-3020,J1823.5-3020,J1823.5-3020,J1823.5-3020,3
2429,J1824.0+1017,J1824.1+1013,J1824.1+1013,J1824.1+1013,J1824.1+1013,3
2431,J1824.2+5649,J1824.1+5651,J1824.1+5651,J1824.1+5651,J1824.1+5651,2
2433,J1824.4+4310,J1824.5+4311,J1824.5+4311,J1824.5+4311,J1824.5+4311,2
2435,J1824.6-2451,J1824.6-2452,J1824.6-2452,J1824.6-2452,J1824.6-2452,3
2436,J1825.2-5230,J1825.1-5231,J1825.1-5231,J1825.1-5231,J1825.1-5231,2
2437,J1826.1-1256,J1826.1-1256,J1826.1-1256,J1826.1-1256,J1826.1-1256,2
2438,J1826.2-1450,J1826.2-1450,J1826.2-1450,J1826.2-1450,J1826.2-1450,2
2442,J1828.4-1121,J1828.0-1133,J1828.0-1133,J1828.0-1133,J1828.0-1133,2
2443,J1828.9-2417,J1829.0-2417,J1829.0-2417,J1829.0-2417,J1829.0-2417,3
2448,J1829.4+5402,J1829.3+5402,J1829.3+5402,J1829.3+5402,J1829.3+5402,2
2449,J1829.6+4844,J1829.5+4845,J1829.5+4845,J1829.5+4845,J1829.5+4845,3
2451,J1829.8+1328,J1830.0+1324,J1830.0+1324,J1830.0+1324,J1830.0+1324,2
2453,J1830.0-4439,J1830.2-4443,J1830.2-4443,J1830.2-4443,J1830.2-4443,2
2454,J1830.1+0617,J1830.1+0617,J1830.1+0617,J1830.1+0617,J1830.1+0617,2
2457,J1831.0-2714,J1830.7-2713,J1830.7-2713,J1830.7-2713,J1830.7-2713,2
2461,J1832.4-5659,J1832.6-5658,J1832.6-5658,J1832.6-5658,J1832.6-5658,2
2462,J1833.5-1033,J1833.5-1033,J1833.5-1033,J1833.5-1033,J1833.5-1033,2
2463,J1833.6-2103,J1833.6-2103,J1833.6-2103,J1833.6-2103,J1833.6-2103,3
2464,J1833.9-0711,J1834.1-0706e,J1834.1-0706e,J1834.1-0706e,J1834.1-0706e,3
2468,J1835.4+1349,J1835.5+1349,J1835.5+1349,J1835.5+1349,J1835.5+1349,3
2469,J1835.7-3258,J1835.7-3258,J1835.7-3258,J1835.7-3258,J1835.7-3258,3
2470,J1836.2+5925,J1836.2+5925,J1836.2+5925,J1836.2+5925,J1836.2+5925,2
2471,J1836.3+3137,J1836.4+3137,J1836.4+3137,J1836.4+3137,J1836.4+3137,2
2475,J1837.9-0607,J1837.8-0604,J1837.8-0604,J1837.8-0604,J1837.8-0604,2
2478,J1838.8+4802,J1838.8+4802,J1838.8+4802,J1838.8+4802,J1838.8+4802,2
2480,J1838.9-0537,J1838.9-0537,J1838.9-0537,J1838.9-0537,J1838.9-0537,2
2483,J1840.1-0412,J1840.0-0411,J1840.0-0411,J1840.0-0411,J1840.0-0411,2
2485,J1840.9-0532e,J1840.9-0532e,J1840.9-0532e,J1840.9-0532e,J1840.9-0532e,2
2486,J1841.2+2910,J1841.3+2909,J1841.3+2909,J1841.3+2909,J1841.3+2909,3
2487,J1841.7+3218,J1841.8+3218,J1841.8+3218,J1841.8+3218,J1841.8+3218,2
2489,J1842.3-5841,J1842.4-5840,J1842.4-5840,J1842.4-5840,J1842.4-5840,3
2490,J1842.8+6810,J1842.3+6810,J1842.3+6810,J1842.3+6810,J1842.3+6810,2
2492,J1843.6-1114,J1843.7-1114,J1843.7-1114,J1843.7-1114,J1843.7-1114,3
2494,J1844.1+5709,J1844.9+5709,J1844.9+5709,J1844.9+5709,J1844.9+5709,2
2495,J1844.3+1547,J1844.4+1547,J1844.4+1547,J1844.4+1547,J1844.4+1547,3
2499,J1846.3+0919,J1846.3+0919,J1846.3+0919,J1846.3+0919,J1846.3+0919,2
2500,J1848.1-4230,J1848.1-4230,J1848.1-4230,J1848.1-4230,J1848.1-4230,2
2501,J1848.4+3216,J1848.4+3217,J1848.4+3217,J1848.4+3217,J1848.4+3217,2
2504,J1848.9+4247,J1848.9+4247,J1848.9+4247,J1848.9+4247,J1848.9+4247,2
2505,J1849.2+6705,J1849.2+6705,J1849.2+6705,J1849.2+6705,J1849.2+6705,2
2506,J1849.3-1645,J1849.2-1647,J1849.2-1647,J1849.2-1647,J1849.2-1647,3
2507,J1849.4-0057,J1849.4-0056,J1849.4-0056,J1849.4-0056,J1849.4-0056,2
2508,J1849.4-4312,J1849.4-4313,J1849.4-4313,J1849.4-4313,J1849.4-4313,2
2509,J1849.5+2751,J1849.4+2745,J1849.4+2745,J1849.4+2745,J1849.4+2745,2
2513,J1852.4+4856,J1852.4+4856,J1852.4+4856,J1852.4+4856,J1852.4+4856,2
2516,J1855.1-6008,J1854.6-6007,J1854.6-6007,J1854.6-6007,J1854.6-6007,3
2517,J1855.1-2243,J1855.1-2243,J1855.1-2243,J1855.1-2243,J1855.1-2243,2
2535,J1855.9+0121e,J1855.9+0121e,J1855.9+0121e,J1855.9+0121e,J1855.9+0121e,2
2545,J1858.2-2215,J1858.3-2216,J1858.3-2216,J1858.3-2216,J1858.3-2216,3
2546,J1858.4-2509,J1858.3-2511,J1858.3-2511,J1858.3-2511,J1858.3-2511,2
2552,J1902.0-5107,J1902.0-5105,J1902.0-5105,J1902.0-5105,J1902.0-5105,3
2555,J1902.9-6745,J1902.9-6748,J1902.9-6748,J1902.9-6748,J1902.9-6748,2
2556,J1903.2+5541,J1903.2+5540,J1903.2+5540,J1903.2+5540,J1903.2+5540,2
2557,J1903.6-7052,J1903.4-7053,J1903.4-7053,J1903.4-7053,J1903.4-7053,3
2559,J1904.5+3627,J1904.1+3627,J1904.1+3627,J1904.1+3627,J1904.1+3627,3
2563,J1907.9+0602,J1907.9+0602,J1907.9+0602,J1907.9+0602,J1907.9+0602,2
2566,J1910.7-6000,J1910.8-6001,J1910.8-6001,J1910.8-6001,J1910.8-6001,2
2567,J1910.8+2855,J1910.8+2856,J1910.8+2856,J1910.8+2856,J1910.8+2856,3
2568,J1910.9+0906,J1911.0+0905,J1911.0+0905,J1911.0+0905,J1911.0+0905,2
2570,J1911.2-2006,J1911.2-2006,J1911.2-2006,J1911.2-2006,J1911.2-2006,2
2571,J1911.4-1908,J1911.4-1908,J1911.4-1908,J1911.4-1908,J1911.4-1908,3
2573,J1912.0-0804,J1912.1-0803,J1912.1-0803,J1912.1-0803,J1912.1-0803,2
2574,J1912.6-1223,J1912.4-1222,J1912.4-1222,J1912.4-1222,J1912.4-1222,2
2576,J1912.9-8008,J1913.0-8009,J1913.0-8009,J1913.0-8009,J1913.0-8009,2
2578,J1913.5-3631,J1913.4-3629,J1913.4-3629,J1913.4-3629,J1913.4-3629,2
2579,J1913.9+4441,J1913.9+4439,J1913.9+4439,J1913.9+4439,J1913.9+4439,3
2581,J1915.9+1112,J1916.3+1108,J1916.3+1108,J1916.3+1108,J1916.3+1108,2
2583,J1917.7-1921,J1917.7-1921,J1917.7-1921,J1917.7-1921,J1917.7-1921,2
2584,J1918.0+3750,J1918.1+3752,J1918.1+3752,J1918.1+3752,J1918.1+3752,2
2585,J1918.2-4110,J1918.2-4111,J1918.2-4111,J1918.2-4111,J1918.2-4111,2
2588,J1921.2+0136,J1921.4+0136,J1921.4+0136,J1921.4+0136,J1921.4+0136,3
2590,J1921.2-1232,J1921.3-1231,J1921.3-1231,J1921.3-1231,J1921.3-1231,2
2592,J1921.9-1607,J1921.8-1607,J1921.8-1607,J1921.8-1607,J1921.8-1607,2
2594,J1923.2+1408e,J1923.2+1408e,J1923.2+1408e,J1923.2+1408e,J1923.2+1408e,2
2596,J1923.5-2104,J1923.5-2104,J1923.5-2104,J1923.5-2104,J1923.5-2104,2
2598,J1924.8-2914,J1924.8-2914,J1924.8-2914,J1924.8-2914,J1924.8-2914,2
2599,J1924.9+2817,J1925.0+2815,J1925.0+2815,J1925.0+2815,J1925.0+2815,2
2602,J1925.7+1228,J1925.7+1227,J1925.7+1227,J1925.7+1227,J1925.7+1227,2
2604,J1926.8+6154,J1926.8+6154,J1926.8+6154,J1926.8+6154,J1926.8+6154,2
2605,J1927.7+6118,J1927.5+6117,J1927.5+6117,J1927.5+6117,J1927.5+6117,2
2609,J1931.1+0937,J1931.1+0937,J1931.1+0937,J1931.1+0937,J1931.1+0937,2
2610,J1932.2+1916,J1932.3+1916,J1932.3+1916,J1932.3+1916,J1932.3+1916,2
2611,J1932.6-4537,J1933.2-4539,J1933.2-4539,J1933.2-4539,J1933.2-4539,2
2612,J1933.4+0727,J1933.3+0726,J1933.3+0726,J1933.3+0726,J1933.3+0726,3
2615,J1935.5+8355,J1937.0+8354,J1937.0+8354,J1937.0+8354,J1937.0+8354,2
2617,J1936.9-4719,J1936.9-4720,J1936.9-4720,J1936.9-4720,J1936.9-4720,2
2618,J1937.0-3956,J1937.2-3958,J1937.2-3958,J1937.2-3958,J1937.2-3958,2
2619,J1939.6-4925,J1939.8-4928,J1939.8-4928,J1939.8-4928,J1939.8-4928,2
2620,J1941.2-6210,J1941.3-6210,J1941.3-6210,J1941.3-6210,J1941.3-6210,3
2621,J1941.8+7218,J1941.7+7218,J1941.7+7218,J1941.7+7218,J1941.7+7218,2
2622,J1942.7+1033,J1942.7+1033,J1942.7+1033,J1942.7+1033,J1942.7+1033,3
2623,J1943.2-3510,J1942.8-3512,J1942.8-3512,J1942.8-3512,J1942.8-3512,2
2627,J1944.1-4523,J1944.4-4523,J1944.4-4523,J1944.4-4523,J1944.4-4523,3
2630,J1945.9-3115,J1946.0-3112,J1946.0-3112,J1946.0-3112,J1946.0-3112,2
2635,J1949.0+1312,J1949.0+1314,J1949.0+1314,J1949.0+1314,J1949.0+1314,2
2645,J1952.9+3253,J1952.9+3252,J1952.9+3252,J1952.9+3252,J1952.9+3252,2
2648,J1954.2+2836,J1954.3+2836,J1954.3+2836,J1954.3+2836,J1954.3+2836,2
2649,J1954.8-1122,J1954.6-1122,J1954.6-1122,J1954.6-1122,J1954.6-1122,3
2650,J1954.9-5640,J1954.9-5640,J1954.9-5640,J1954.9-5640,J1954.9-5640,3
2651,J1955.0-1605,J1955.1-1604,J1955.1-1604,J1955.1-1604,J1955.1-1604,3
2652,J1955.1+1357,J1955.2+1358,J1955.2+1358,J1955.2+1358,J1955.2+1358,2
2654,J1955.9+0212,J1955.7+0214,J1955.7+0214,J1955.7+0214,J1955.7+0214,3
2655,J1955.9+0212,J1955.7+0214,J1955.7+0214,J1956.1+0234,J1955.7+0214,3
2656,J1955.9+0212,J1955.7+0214,J1956.1+0234,J1955.7+0214,J1955.7+0214,3
2657,J1955.9+0212,J1955.7+0214,J1956.1+0234,J1956.1+0234,J1955.7+0214,3
2658,J1955.9+0212,J1956.1+0234,J1955.7+0214,J1955.7+0214,J1955.7+0214,3
2659,J1955.9+0212,J1956.1+0234,J1955.7+0214,J1956.1+0234,J1955.7+0214,3
2660,J1955.9+0212,J1956.1+0234,J1956.1+0234,J1955.7+0214,J1955.7+0214,3
2661,J1955.9+0212,J1956.1+0234,J1956.1+0234,J1956.1+0234,J1955.7+0214,3
2662,J1957.0-3234,J1957.1-3231,J1957.1-3231,J1957.1-3231,J1957.1-3231,2
2663,J1957.7+5034,J1957.6+5033,J1957.6+5033,J1957.6+5033,J1957.6+5033,2
2665,J1958.0-3847,J1958.0-3845,J1958.0-3845,J1958.0-3845,J1958.0-3845,2
2669,J1958.2-3011,J1958.3-3010,J1958.3-3010,J1958.3-3010,J1958.3-3010,2
2670,J1958.6+2845,J1958.7+2846,J1958.7+2846,J1958.7+2846,J1958.7+2846,2
2672,J1959.1-4245,J1959.1-4247,J1959.1-4247,J1959.1-4247,J1959.1-4247,2
2673,J1959.5+2047,J1959.5+2048,J1959.5+2048,J1959.5+2048,J1959.5+2048,3
2674,J1959.8-4725,J1959.7-4725,J1959.7-4725,J1959.7-4725,J1959.7-4725,3
2675,J2000.0+6509,J2000.0+6508,J2000.0+6508,J2000.0+6508,J2000.0+6508,2
2676,J2000.1+4212,J2000.0+4214,J2000.0+4214,J2000.0+4214,J2000.0+4214,2
2677,J2000.4-2926,J2000.3-2930,J2000.3-2930,J2000.3-2930,J2000.3-2930,2
2678,J2001.0-1750,J2000.9-1748,J2000.9-1748,J2000.9-1748,J2000.9-1748,2
2679,J2001.1+4352,J2001.2+4353,J2001.2+4353,J2001.2+4353,J2001.2+4353,2
2680,J2001.8+7041,J2001.7+7040,J2001.7+7040,J2001.7+7040,J2001.7+7040,2
2681,J2002.7+6303,J2002.6+6302,J2002.6+6302,J2002.6+6302,J2002.6+6302,3
2683,J2004.8+7003,J2005.1+7003,J2005.1+7003,J2005.1+7003,J2005.1+7003,2
2684,J2005.2+7752,J2005.5+7752,J2005.5+7752,J2005.5+7752,J2005.5+7752,2
2686,J2006.0-2311,J2005.9-2309,J2005.9-2309,J2005.9-2309,J2005.9-2309,2
2689,J2007.3+6605,J2007.2+6607,J2007.2+6607,J2007.2+6607,J2007.2+6607,2
2690,J2007.7-7728,J2007.3-7728,J2007.3-7728,J2007.3-7728,J2007.3-7728,2
2691,J2007.8-4429,J2007.9-4432,J2007.9-4432,J2007.9-4432,J2007.9-4432,2
2693,J2009.3-4849,J2009.4-4849,J2009.4-4849,J2009.4-4849,J2009.4-4849,2
2695,J2010.3+7228,J2010.0+7229,J2010.0+7229,J2010.0+7229,J2010.0+7229,2
2697,J2012.0+4629,J2012.0+4629,J2012.0+4629,J2012.0+4629,J2012.0+4629,2
2698,J2012.1-1643,J2012.2-1646,J2012.2-1646,J2012.2-1646,J2012.2-1646,2
2699,J2014.3-0047,J2014.3-0047,J2014.3-0047,J2014.3-0047,J2014.3-0047,2
2701,J2014.5+0648,J2014.5+0648,J2014.5+0648,J2014.5+0648,J2014.5+0648,3
2703,J2014.9+1623,J2015.0+1621,J2015.0+1621,J2015.0+1621,J2015.0+1621,2
2704,J2015.2-0138,J2015.2-0137,J2015.2-0137,J2015.2-0137,J2015.2-0137,2
2706,J2015.6+3709,J2015.5+3710,J2015.5+3710,J2015.5+3710,J2015.5+3710,2
2707,J2016.4-0905,J2016.3-0903,J2016.3-0903,J2016.3-0903,J2016.3-0903,2
2708,J2017.3+0602,J2017.4+0602,J2017.4+0602,J2017.4+0602,J2017.4+0602,3
2709,J2017.6-4110,J2017.5-4113,J2017.5-4113,J2017.5-4113,J2017.5-4113,2
2710,J2017.6-1616,J2017.7-1612,J2017.7-1612,J2017.7-1612,J2017.7-1612,3
2712,J2018.5+3851,J2018.5+3852,J2018.5+3852,J2018.5+3852,J2018.5+3852,2
2714,J2021.0+4031e,J2021.0+4031e,J2021.0+4031e,J2021.0+4031e,J2021.0+4031e,2
2715,J2021.1+3651,J2021.1+3651,J2021.1+3651,J2021.1+3651,J2021.1+3651,2
2716,J2021.5+4026,J2021.5+4026,J2021.5+4026,J2021.5+4026,J2021.5+4026,2
2717,J2021.9+0630,J2021.9+0629,J2021.9+0629,J2021.9+0629,J2021.9+0629,2
2718,J2022.2+3840,J2022.3+3840,J2022.3+3840,J2022.3+3840,J2022.3+3840,3
2720,J2022.2-4515,J2022.3-4513,J2022.3-4513,J2022.3-4513,J2022.3-4513,2
2721,J2022.5+7612,J2022.5+7612,J2022.5+7612,J2022.5+7612,J2022.5+7612,2
2722,J2023.2+3154,J2023.2+3153,J2023.2+3153,J2023.2+3153,J2023.2+3153,2
2724,J2023.6-1139,J2023.6-1139,J2023.6-1139,J2023.6-1139,J2023.6-1139,2
