,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
1522,J1933.3+0726,"[1.8400028944015503, 1.77360200881958, 1.6622344255447388, 17.55371856689453, -33.20385873291131, -32.94328505392444, -27.73921502803752, -33.03576603689267, -23.287737191650272, 0.05722838267683983, 0.2420354187488556, 1.8767478466033936, 24.671709060668945, 0.999971444527367, -0.763182926562742, -0.4168796959532505, -0.3136253215725875, -0.48038194205439944, -0.39805080894059863]",[1],J1933.4+0727,bcu,J1933.3+0726,bll,bll,J1933.3+0726,bll,J1933.3+0726,bll
1523,J1936.9-4720,"[1.7838455438613892, 1.7444133758544922, 1.6442219018936157, 45.89347457885742, -33.40800115424367, -33.15844957173153, -28.04126116058393, -33.25286261294473, -23.706590379376777, 0.034468285739421844, 0.5069655776023865, 1.1657482385635376, 22.968175888061523, 0.9837773151431009, -0.12045912290049596, -0.533604840636762, -0.3202363034801409, -0.46547911467235664, -0.27901130921036826]",[1],J1936.9-4719,bll,J1936.9-4720,bll,bll,J1936.9-4720,bll,J1936.9-4720,bll
1524,J1937.0+8354,"[2.082486391067505, 1.969926357269287, 1.96048104763031, 10.242242813110352, -33.37838832622764, -32.95005082577393, -28.79753278651195, -33.19073553113554, -24.30559098594916, 0.1384129375219345, 0.0, 1.3169571161270142, 7.894957542419434, 0.9891773699766927, -0.5257889657214537, -0.2821790382279501, -0.4756031075424824, -0.6376932968958586, -0.7465371374392308]",[1],J1935.5+8355,bcu,J1937.0+8354,bcu,bcu,J1937.0+8354,bcu,J1937.0+8354,bcu
1525,J1937.2-3958,"[2.6610827445983887, 2.6132850646972656, 2.4570324420928955, 55.93678283691406, -28.814343633771216, -28.55456342113495, -27.997023749298922, -28.645134972132528, -23.65823261346456, 0.07200183719396591, 0.41286540031433105, 1.6768635511398315, 18.40506935119629, -0.1761215922433128, -0.6367183959623992, -0.776412328940862, -0.7175488440630392, -0.9463512992709795, -0.9908650094243241]",[1],J1937.0-3956,fsrq,J1937.2-3958,fsrq,fsrq,J1937.2-3958,fsrq,J1937.2-3958,fsrq
1526,J1939.8-4928,"[2.0996878147125244, 2.061955690383911, 1.9095581769943237, 17.731264114379883, -32.58897521683924, -32.38594523027006, -28.51368407153939, -32.43324027800204, -24.017562009748588, 0.03945763409137726, 0.4234168231487274, 0.7032082676887512, 10.035491943359375, 0.995127301413706, -0.6616129688333822, -0.7231912651314059, -0.2578023505003791, -0.6491757469752002, -0.5811780813039179]",[1],J1939.6-4925,bcu,J1939.8-4928,bcu,bcu,J1939.8-4928,bcu,J1939.8-4928,bcu
1527,J1941.3-6210,"[2.427847385406494, 2.3503973484039307, 2.260289192199707, 1214.6031494140625, -28.39208415587352, -28.204802763291113, -27.739365506622832, -28.293416236499766, -23.20613079112998, 0.06669124960899353, 0.7057669162750244, 4.933146953582764, 72.71684265136719, -0.1600400442777769, -0.5877141182679074, -0.7051140178960884, -0.6713136308330827, -0.7674777155284996, -0.8963424814894578]",[1],J1941.2-6210,bcu,J1941.3-6210,fsrq,bll,J1941.3-6210,bll,J1941.3-6210,bll
1528,J1941.7+7218,"[2.7703537940979004, 2.685753583908081, 2.157153367996216, 81.9540786743164, -29.440663755956578, -29.174936481515136, -28.11330615286547, -28.84692494035586, -24.125521703713954, 0.19686421751976013, 1.1884204149246216, 1.8868799209594727, 6.543281078338623, 0.9604662750082525, -0.7318183017416595, -0.7753148817880774, -0.8884323795866538, -0.3245265151163774, -0.9999226896135526]",[1],J1941.8+7218,bcu,J1941.7+7218,bcu,bcu,J1941.7+7218,bcu,J1941.7+7218,bcu
1529,J1942.7+1033,"[1.867952585220337, 1.8338466882705688, 1.7611287832260132, 53.5057373046875, -32.313194872395016, -32.100750939046335, -27.36178280833894, -32.19929316501438, -22.95765463736974, 0.02954288199543953, 0.27836379408836365, 1.8200737237930298, 47.52394485473633, 0.5078303866801567, -0.3036867986706198, -0.49429557980099803, -0.3809445393319917, -0.4823988220938482, -0.37243360542848547]",[1],J1942.7+1033,bcu,J1942.7+1033,bll,bll,J1942.7+1033,bll,J1942.7+1033,bll
1530,J1942.8-3512,"[2.203817844390869, 2.1692841053009033, 1.980901837348938, 15.72071647644043, -32.402811070658906, -32.19123205515798, -28.217997736928833, -32.286690162941944, -23.8108114777587, 0.03722057864069939, 0.5224360823631287, 0.48218417167663574, 5.860363483428955, 0.7202535149495735, -0.49010145099664854, -0.700495663872435, -0.47495389290118173, -0.35306491111212457, -0.8910202895731032]",[1],J1943.2-3510,bll,J1942.8-3512,bll,bll,J1942.8-3512,bll,J1942.8-3512,bll
1531,J1944.4-4523,"[1.6794651746749878, 1.5381364822387695, 1.2355237007141113, 14.320720672607422, -34.63434934464084, -34.235050986445316, -28.379124956946452, -34.31104266798204, -24.047786282791527, 0.13001267611980438, 0.22161616384983063, 2.0875160694122314, 11.604602813720703, 0.8194594557802228, 0.9939566862794449, -0.49219525976694817, -0.19202467223546357, -0.20282415161774023, -0.3057220721704644]",[1],J1944.1-4523,bcu,J1944.4-4523,bcu,bcu,J1944.4-4523,bll,J1944.4-4523,bll
1532,J1946.0-3112,"[2.2081973552703857, 2.19793963432312, 2.0905652046203613, 15.919135093688965, -31.293327785171066, -31.13312049071751, -28.03898803438359, -31.182290522266978, -23.536783335633185, 0.00942685455083847, 0.19645966589450836, 0.27587348222732544, 17.284488677978516, 0.1288706623344862, -0.7970581122619014, -0.5446571405622804, -0.3989496312036651, -0.788376873126964, -0.5072756591221218]",[1],J1945.9-3115,bll,J1946.0-3112,bll,bll,J1946.0-3112,bll,J1946.0-3112,bll
1533,J1949.0+1314,"[2.4092414379119873, 2.367072105407715, 2.1675782203674316, 13.144667625427246, -31.024226693382477, -30.769965074786306, -27.59680166926754, -30.797687792883245, -23.39048207037108, 0.11723478883504868, 0.24539078772068024, 2.112419366836548, 12.103367805480957, 0.9051420742590436, -0.624894071326846, -0.6080167961353379, -0.7276956177021469, -0.6534428755418854, -0.7701466941988996]",[1],J1949.0+1312,bcu,J1949.0+1314,bcu,bcu,J1949.0+1314,bcu,J1949.0+1314,bcu
1534,J1952.9+3252,"[2.2813923358917236, 2.1724648475646973, 1.4572620391845703, 6.008659362792969, -29.258511434538217, -28.814537298303957, -26.64181913678665, -28.83891706130009, -21.960266669752674, 0.2782866656780243, 0.0, 28.641984939575195, 118.25804901123047, 0.833076294057175, -0.25907103240110946, -0.5555912384264046, -0.6760769616487596, -0.9143831314997958, -0.8913676905292792]",[0],J1952.9+3253,PSR,J1952.9+3252,PSR,PSR,J1952.9+3252,PSR,J1952.9+3252,PSR
1535,J1954.3+2836,"[2.3184220790863037, 2.1931753158569336, 1.4251105785369873, 10.586597442626953, -29.776426898075492, -29.370456508702258, -26.481087380534554, -29.37674505325317, -21.96208673604011, 0.3240312933921814, 0.021363720297813416, 20.78879165649414, 79.6915512084961, 0.9989575423042637, -0.22459971988338306, -0.5028928298350859, -0.6830336243865532, -0.8877888284389269, -0.9197971807479318]",[0],J1954.2+2836,PSR,J1954.3+2836,PSR,PSR,J1954.3+2836,PSR,J1954.3+2836,PSR
1536,J1954.6-1122,"[2.442946434020996, 2.4186551570892334, 2.3408541679382324, 174.95083618164062, -29.77315139536845, -29.540318567547573, -27.834540907058575, -29.62786460456153, -23.385046395695124, 0.05990610271692276, 0.6895482540130615, 2.0864899158477783, 24.320077896118164, -0.14864009257772914, -0.6295870995669227, -0.7376410691898391, -0.5987372874462761, -0.7310596885151854, -0.8053396477724248]",[1],J1954.8-1122,fsrq,J1954.6-1122,bll,bll,J1954.6-1122,bll,J1954.6-1122,bll
1537,J1954.9-5640,"[1.9058297872543335, 1.9477978944778442, 1.9246697425842285, 9.577678680419922, -33.40984178784698, -33.330792428747536, -28.37819276293956, -33.375265247122876, -23.909306363489026, -0.03597835823893547, 0.1561957597732544, 1.0880292654037476, 15.245231628417969, 0.9953015356039533, -0.3366078396365424, -0.682337916225109, -0.4120485616899312, -0.36406453191703037, -0.2773008812078394]",[1],J1954.9-5640,bcu,J1954.9-5640,bcu,bll,J1954.9-5640,bll,J1954.9-5640,bll
1538,J1955.1-1604,"[2.029345989227295, 2.0275022983551025, 1.9603363275527954, 22.516464233398438, -32.80621810390552, -32.684820262115196, -28.008993797053705, -32.71887107797028, -23.498836758983206, 0.0019311403157189488, 0.3755715489387512, 0.0722385048866272, 16.43118667602539, 0.9823310011742821, -0.7285472325678095, -0.571440952079769, -0.5237329679171435, -0.498790428883373, -0.20234371473553453]",[1],J1955.0-1605,bcu,J1955.1-1604,bll,bll,J1955.1-1604,bll,J1955.1-1604,bll
1539,J1955.2+1358,"[2.408720016479492, 2.2768242359161377, 1.907339096069336, 177.6868896484375, -30.164043943164646, -29.85034349381515, -27.712239169785406, -29.901654049190444, -23.28595005544405, 0.182890385389328, 1.0487538576126099, 3.644406318664551, 16.803483963012695, 0.05702987821039244, -0.6421260471881718, -0.6294653577187562, -0.7175753746063496, -0.8003096636272036, -0.5620784634369458]",[1],J1955.1+1357,fsrq,J1955.2+1358,fsrq,fsrq,J1955.2+1358,fsrq,J1955.2+1358,fsrq
1540,J1955.7+0214,"[1.8433493375778198, 1.8085705041885376, 1.564564824104309, 7.533488750457764, -33.962158550324936, -33.68414601872916, -28.141612438911366, -33.72270265382357, -23.64497713755277, 0.09084570407867432, 0.0, 1.7845615148544312, 10.604915618896484, -0.3943889088639145, 0.9994698142040876, -0.2580855659771679, -0.5920120327612735, -0.38865700403333464, -0.37569841345917143]",[1],J1955.9+0212,bcu,J1955.7+0214,bll,bll,J1955.7+0214,bll,J1955.7+0214,bll
1541,J1955.7+0214,"[1.8433493375778198, 1.8085705041885376, 1.564564824104309, 7.533488750457764, -33.962158550324936, -33.68414601872916, -28.141612438911366, -33.72270265382357, -23.64497713755277, 0.09084570407867432, 0.0, 1.7845615148544312, 10.604915618896484, -0.3943889088639145, 0.9994698142040876, -0.2580855659771679, -0.5920120327612735, -0.38865700403333464, -0.37569841345917143]",[1],J1955.9+0212,bcu,J1955.7+0214,bll,bll,J1956.1+0234,bcu,J1955.7+0214,bll
1542,J1955.7+0214,"[1.8433493375778198, 1.8085705041885376, 1.564564824104309, 7.533488750457764, -33.962158550324936, -33.68414601872916, -28.141612438911366, -33.72270265382357, -23.64497713755277, 0.09084570407867432, 0.0, 1.7845615148544312, 10.604915618896484, -0.3943889088639145, 0.9994698142040876, -0.2580855659771679, -0.5920120327612735, -0.38865700403333464, -0.37569841345917143]",[1],J1955.9+0212,bcu,J1956.1+0234,bcu,bll,J1955.7+0214,bll,J1955.7+0214,bll
1543,J1955.7+0214,"[1.8433493375778198, 1.8085705041885376, 1.564564824104309, 7.533488750457764, -33.962158550324936, -33.68414601872916, -28.141612438911366, -33.72270265382357, -23.64497713755277, 0.09084570407867432, 0.0, 1.7845615148544312, 10.604915618896484, -0.3943889088639145, 0.9994698142040876, -0.2580855659771679, -0.5920120327612735, -0.38865700403333464, -0.37569841345917143]",[1],J1955.9+0212,bcu,J1956.1+0234,bcu,bll,J1956.1+0234,bcu,J1955.7+0214,bll
1544,J1956.1+0234,"[2.0312843322753906, 1.9850631952285767, 1.1201008558273315, 13.722074508666992, -32.899323676993646, -32.40497260904396, -28.22058842573686, -32.37750140012191, -23.717658054178717, 0.34474748373031616, 0.183194100856781, 2.784595489501953, 4.459344863891602, -0.850547745613319, 0.9987232009602784, 0.4957534067713401, -0.37847087878930114, -0.7714460161129693, -0.5319708496871147]",[1],J1955.9+0212,bcu,J1955.7+0214,bll,bcu,J1955.7+0214,bll,J1955.7+0214,bll
1545,J1956.1+0234,"[2.0312843322753906, 1.9850631952285767, 1.1201008558273315, 13.722074508666992, -32.899323676993646, -32.40497260904396, -28.22058842573686, -32.37750140012191, -23.717658054178717, 0.34474748373031616, 0.183194100856781, 2.784595489501953, 4.459344863891602, -0.850547745613319, 0.9987232009602784, 0.4957534067713401, -0.37847087878930114, -0.7714460161129693, -0.5319708496871147]",[1],J1955.9+0212,bcu,J1955.7+0214,bll,bcu,J1956.1+0234,bcu,J1955.7+0214,bll
1546,J1956.1+0234,"[2.0312843322753906, 1.9850631952285767, 1.1201008558273315, 13.722074508666992, -32.899323676993646, -32.40497260904396, -28.22058842573686, -32.37750140012191, -23.717658054178717, 0.34474748373031616, 0.183194100856781, 2.784595489501953, 4.459344863891602, -0.850547745613319, 0.9987232009602784, 0.4957534067713401, -0.37847087878930114, -0.7714460161129693, -0.5319708496871147]",[1],J1955.9+0212,bcu,J1956.1+0234,bcu,bcu,J1955.7+0214,bll,J1955.7+0214,bll
1547,J1956.1+0234,"[2.0312843322753906, 1.9850631952285767, 1.1201008558273315, 13.722074508666992, -32.899323676993646, -32.40497260904396, -28.22058842573686, -32.37750140012191, -23.717658054178717, 0.34474748373031616, 0.183194100856781, 2.784595489501953, 4.459344863891602, -0.850547745613319, 0.9987232009602784, 0.4957534067713401, -0.37847087878930114, -0.7714460161129693, -0.5319708496871147]",[1],J1955.9+0212,bcu,J1956.1+0234,bcu,bcu,J1956.1+0234,bcu,J1955.7+0214,bll
1548,J1957.1-3231,"[2.5789976119995117, 2.573678731918335, 2.558480978012085, 24.566572189331055, -29.6510089235471, -29.436323799053184, -28.028307045857197, -29.54843614616272, -23.738064153258726, 0.007821050472557545, 0.4842647612094879, 0.1296311765909195, 8.562365531921387, -0.8135529799103327, -0.19900971333882053, -0.8169006793436425, -0.7109535932823804, -0.46016741242639325, -0.9969829240236943]",[1],J1957.0-3234,fsrq,J1957.1-3231,fsrq,fsrq,J1957.1-3231,fsrq,J1957.1-3231,fsrq
1549,J1957.6+5033,"[2.41194486618042, 2.090120315551758, 0.3839761018753052, 6.266619682312012, -29.350809873446156, -28.743632361773226, -27.811489541749946, -28.78411590226498, -23.002409168341376, 0.6767661571502686, 0.0, 21.64162826538086, 63.83013916015625, 0.9645396138471397, -0.22551926861050145, -0.6158804442483452, -0.9160367647508213, -0.9641717946558684, -0.9999147713582752]",[0],J1957.7+5034,PSR,J1957.6+5033,PSR,PSR,J1957.6+5033,PSR,J1957.6+5033,PSR
1550,J1958.0-3845,"[2.3396666049957275, 2.1776297092437744, 1.845150351524353, 248.64126586914062, -29.11693512847943, -28.795649009550953, -27.668453406798164, -28.86554684025467, -23.060778038481292, 0.1779787689447403, 0.37951841950416565, 9.409631729125977, 57.60072708129883, -0.24574528819752317, -0.44863836007838653, -0.6419815678566937, -0.7095086027805739, -0.8847278920004681, -0.8169890066662915]",[1],J1958.0-3847,fsrq,J1958.0-3845,fsrq,fsrq,J1958.0-3845,fsrq,J1958.0-3845,fsrq
1551,J1958.3-3010,"[1.84933602809906, 1.8219013214111328, 1.766952395439148, 38.114315032958984, -33.08556454392645, -32.86978085175658, -27.847946035661327, -32.98492880118462, -23.423176954785017, 0.024354878813028336, 0.38442352414131165, 0.8984163999557495, 24.4793701171875, 0.9979261676860902, -0.6521560888686485, -0.5037013287377743, -0.2831448763301736, -0.48547805962485957, -0.33411019894430594]",[1],J1958.2-3011,bll,J1958.3-3010,bll,bll,J1958.3-3010,bll,J1958.3-3010,bll
1552,J1958.7+2846,"[2.340195655822754, 2.2136237621307373, 1.1956199407577515, 7.113306999206543, -29.62565801814167, -29.18856473866452, -26.59036944270064, -29.179444964432168, -21.974814848101364, 0.3974193334579468, 0.0, 24.529481887817383, 84.42182922363281, 0.9996106160388756, -0.15638274676241246, -0.5008245820855137, -0.7301225939758459, -0.8948991141364158, -0.9456649185960023]",[0],J1958.6+2845,PSR,J1958.7+2846,PSR,PSR,J1958.7+2846,PSR,J1958.7+2846,PSR
1553,J1959.1-4247,"[2.456132411956787, 2.2696964740753174, 1.9725210666656494, 381.5050048828125, -29.402000658217535, -29.13314153699965, -28.011301725492004, -29.20341724075401, -23.555688800063063, 0.16417613625526428, 1.168512225151062, 3.638720989227295, 22.393911361694336, -0.08335731598621428, -0.44224861817767674, -0.6771116133413488, -0.6824253974282973, -0.9789433583661981, -0.999171918147646]",[1],J1959.1-4245,fsrq,J1959.1-4247,fsrq,fsrq,J1959.1-4247,fsrq,J1959.1-4247,fsrq
1554,J1959.5+2048,"[2.3799092769622803, 2.32613468170166, 1.0562149286270142, 11.52054500579834, -30.422305600100323, -29.99544575267898, -27.750364597468952, -30.063343120736008, -22.93618768299761, 0.43947359919548035, 0.07815269380807877, 10.728776931762695, 30.155487060546875, 0.9999911743327707, -0.10468070325128362, -0.5727889598809771, -0.7276634480431572, -0.9742539395365396, -0.9999999595936558]",[0],J1959.5+2047,PSR,J1959.5+2048,PSR,PSR,J1959.5+2048,MSP,J1959.5+2048,MSP
1555,J1959.7-4725,"[1.7930052280426025, 1.5925331115722656, 1.3952687978744507, 10.761323928833008, -32.318157886121945, -32.007680152169414, -27.76073567000504, -32.10860989407004, -23.435125159556826, 0.1284589171409607, 0.07069570571184158, 5.016359806060791, 35.53779220581055, -0.43349092567286507, 0.984952998951855, -0.32487482564233583, -0.2646320819687496, -0.485505638354028, -0.6089551853933504]",[1],J1959.8-4725,bcu,J1959.7-4725,bll,bll,J1959.7-4725,bll,J1959.7-4725,bll
1556,J2000.0+4214,"[2.477653980255127, 2.502619504928589, 2.4833037853240967, 60.275516510009766, -30.945805110412202, -30.850368867036373, -27.659512575607028, -30.76828214290058, -23.577751480387224, -0.03144925832748413, 1.118202567100525, 0.438204288482666, 5.388913154602051, -0.6512822056956374, -0.7494829593924077, -0.7592511288913727, -0.6305322969684317, -0.7045634726224227, -0.984285223467151]",[1],J2000.1+4212,bcu,J2000.0+4214,bcu,bcu,J2000.0+4214,bcu,J2000.0+4214,bcu
1557,J2000.0+6508,"[1.8159197568893433, 1.7613604068756104, 1.7606396675109863, 1468.3485107421875, -30.74333888792177, -30.621435331193982, -26.910156412853844, -30.708010073506617, -22.652382011950916, 0.027038833126425743, 0.58065265417099, 2.9786338806152344, 151.0264129638672, 0.008576934538696178, -0.3073820583069934, -0.41821627164542496, -0.39773539075416103, -0.501060382345789, -0.3026955000408172]",[1],J2000.0+6509,bll,J2000.0+6508,bll,bll,J2000.0+6508,bll,J2000.0+6508,bll
1558,J2000.3-2930,"[2.466053009033203, 2.4409468173980713, 2.4082672595977783, 4.597172737121582, -30.0552565155343, -29.80866126314703, -27.99211159292208, -29.937699799816055, -23.616395232983937, 0.051988016813993454, 0.0, 1.2719497680664062, 15.516831398010254, -0.4051424764346465, -0.5437912506111848, -0.7083363785247137, -0.7026798556699406, -0.7810954937004463, -0.46931202500641955]",[1],J2000.4-2926,fsrq,J2000.3-2930,fsrq,fsrq,J2000.3-2930,fsrq,J2000.3-2930,fsrq
1559,J2000.9-1748,"[2.2684531211853027, 2.2549829483032227, 2.233811855316162, 115.84589385986328, -30.681114362234542, -30.520189595537744, -27.795745987709424, -30.618137880851137, -23.295999279461164, 0.02904265560209751, 0.5010638236999512, 1.4635703563690186, 32.99485778808594, 0.9859689768366606, -0.5264708734486021, -0.6867856211420357, -0.5376161050092124, -0.7647953709051746, -0.3584093180551725]",[1],J2001.0-1750,fsrq,J2000.9-1748,fsrq,fsrq,J2000.9-1748,fsrq,J2000.9-1748,fsrq
1560,J2001.2+4353,"[1.9549142122268677, 1.8110084533691406, 1.6984777450561523, 1267.259765625, -31.24080069922409, -30.999753196839535, -27.218450446248717, -31.101775137035442, -22.787962421104524, 0.09674550592899323, 1.1824040412902832, 5.1678571701049805, 57.689395904541016, -0.4683360213581267, -0.41125970013613244, -0.34680245753604205, -0.42392227851453074, -0.5659864556829466, -0.5613522172874235]",[1],J2001.1+4352,bll,J2001.2+4353,bll,bll,J2001.2+4353,bll,J2001.2+4353,bll
1561,J2001.7+7040,"[2.155094861984253, 2.1186585426330566, 1.9692116975784302, 15.73596477508545, -32.39960168498958, -32.143092151292436, -28.30399397147721, -32.211542249448684, -23.83980704808979, 0.06228478625416756, 0.30791956186294556, 1.3925224542617798, 13.808978080749512, 0.37090159284250457, -0.18791307141360103, -0.5380261449322694, -0.5646216952416878, -0.5342257349029126, -0.7358678087262586]",[1],J2001.8+7041,bll,J2001.7+7040,bll,bll,J2001.7+7040,bll,J2001.7+7040,bll
1562,J2002.6+6302,"[1.609818696975708, 1.4776073694229126, 0.7510986328125, 4.439294815063477, -35.80712920474202, -35.26933828496632, -28.830789871209582, -35.18720103937396, -24.479183520664904, 0.2553139925003052, 0.0, 2.155189037322998, 6.595734119415283, -0.9126304562964108, -0.9999895682267488, 0.9999999851929691, -0.1843115340962355, -0.43585317793170114, -0.0037915598162984723]",[1],J2002.7+6303,bcu,J2002.6+6302,bcu,bll,J2002.6+6302,bll,J2002.6+6302,bll
1563,J2005.1+7003,"[1.8526204824447632, 1.6395102739334106, 1.336263656616211, 37.232852935791016, -33.27198407381558, -32.91488566117278, -28.140400687019007, -33.015706369859686, -23.621143189796417, 0.16937901079654694, 0.5998530983924866, 3.600464344024658, 19.655399322509766, -0.6046076868930108, -0.15619736700057787, -0.27748528276067524, -0.2535824980769183, -0.48871146811287963, -0.6447847407019134]",[1],J2004.8+7003,bll,J2005.1+7003,bll,bll,J2005.1+7003,bll,J2005.1+7003,bll
1564,J2005.5+7752,"[2.207298517227173, 2.1416385173797607, 2.0923969745635986, 378.8447265625, -29.973160818499814, -29.8051710626231, -27.730062589818022, -29.893160008420722, -23.288906019976242, 0.05082211643457413, 0.5167762637138367, 3.7340195178985596, 61.49691390991211, -0.16644403681875888, -0.5159887466314188, -0.6167354563463775, -0.5463524630131357, -0.7115274961599006, -0.664247583446886]",[1],J2005.2+7752,bll,J2005.5+7752,bll,bll,J2005.5+7752,bll,J2005.5+7752,bll
1565,J2005.9-2309,"[2.4980504512786865, 2.3990347385406494, 2.2718725204467773, 269.4373779296875, -28.78526720029151, -28.547385932656155, -27.869076642463398, -28.631952323857185, -23.442212900042882, 0.09770406782627106, 0.9504265785217285, 2.6547441482543945, 23.83711051940918, -0.34017609122700126, -0.5369394122750332, -0.7174031413995935, -0.7436742356575534, -0.7008936421874803, -0.9999983228509413]",[1],J2006.0-2311,fsrq,J2005.9-2309,fsrq,fsrq,J2005.9-2309,fsrq,J2005.9-2309,fsrq
1566,J2007.2+6607,"[2.580991268157959, 2.5456042289733887, 2.1003687381744385, 60.71936798095703, -30.399965332215228, -30.093239983036, -27.942989042645667, -29.624606446174788, -23.851419179584155, 0.15402910113334656, 0.6723496317863464, 2.3216183185577393, 10.732344627380371, 0.07107566853287377, -0.7222837886367777, -0.7762153722056491, -0.7568243365931284, -0.9999999594621902, 0.9999991772920358]",[1],J2007.3+6605,fsrq,J2007.2+6607,fsrq,fsrq,J2007.2+6607,fsrq,J2007.2+6607,fsrq
1567,J2007.3-7728,"[2.474438190460205, 2.1591949462890625, 1.4226020574569702, 64.37133026123047, -30.282154354276074, -29.849299194117307, -28.27987171342583, -29.919484655668004, -23.682467000867984, 0.36124831438064575, 0.7917026877403259, 3.9117465019226074, 11.785051345825195, 0.9920910167839437, -0.39846015661056944, -0.5664039859763212, -0.776600829484264, -0.9998639635865174, 0.061289452723891386]",[1],J2007.7-7728,bcu,J2007.3-7728,bcu,bcu,J2007.3-7728,bcu,J2007.3-7728,bcu
1568,J2007.9-4432,"[2.6198129653930664, 2.4676856994628906, 2.250155210494995, 77.25089263916016, -28.5083193428487, -28.269276273127616, -28.064463079513207, -28.2839938276286, -23.728854009380512, 0.13155139982700348, 0.45934462547302246, 2.875030755996704, 21.091707229614258, -0.3935045134351329, -0.6124469551988453, -0.7471687037427599, -0.8455489041569533, -0.7043878324514141, -0.9999739861721139]",[1],J2007.8-4429,nlsy1,J2007.9-4432,nlsy1,nlsy1,J2007.9-4432,nlsy1,J2007.9-4432,nlsy1
1569,J2009.4-4849,"[1.830159306526184, 1.749234676361084, 1.7347935438156128, 154.4743194580078, -31.097809252234946, -30.954333449270425, -27.40310409201642, -31.04579869990667, -23.115419432757392, 0.04019445553421974, 0.4167669117450714, 2.8638415336608887, 64.60096740722656, 0.37072570957458667, -0.35157801732504096, -0.4190247948831201, -0.3754525553779084, -0.5536475072427057, -0.2582934455814256]",[1],J2009.3-4849,BLL,J2009.4-4849,BLL,BLL,J2009.4-4849,BLL,J2009.4-4849,BLL
1570,J2010.0+7229,"[2.2968783378601074, 2.1980044841766357, 1.9976983070373535, 75.79976654052734, -30.21269671197816, -29.97003973056447, -27.815418409593207, -30.03252115938364, -23.379234742617903, 0.10362787544727325, 0.2993897497653961, 4.954293727874756, 41.054649353027344, -0.15401174644398635, -0.5867606333046295, -0.601077951028497, -0.6297611837941987, -0.7386561759161102, -0.8871906153675972]",[1],J2010.3+7228,bll,J2010.0+7229,bll,bll,J2010.0+7229,bll,J2010.0+7229,bll
1571,J2012.0+4629,"[2.05991792678833, 1.9249881505966187, 1.7940224409103394, 479.27099609375, -30.79232021655614, -30.55731296411657, -27.168060082569873, -30.640781029927297, -22.7186884089254, 0.09870336949825287, 0.6529148817062378, 5.528384208679199, 56.873172760009766, 0.9529813682232948, -0.3951132989416651, -0.4553876571411433, -0.467222881904082, -0.6623878726441309, -0.563126506663222]",[1],J2012.0+4629,bll,J2012.0+4629,bll,bll,J2012.0+4629,bll,J2012.0+4629,bll
1572,J2012.2-1646,"[2.6923835277557373, 2.7109062671661377, 1.5872046947479248, 90.86455535888672, -29.25008886613696, -28.851224464715223, -27.779366328731758, -28.84917071687725, -23.54314031039074, 0.388695627450943, 0.7547391653060913, 6.01630973815918, 14.915637016296387, -0.18461052973196881, -0.5439123607863736, -0.7845262719612945, -0.8772333757721399, -0.9999328629890667, -0.9804900276816153]",[1],J2012.1-1643,bll,J2012.2-1646,bll,bll,J2012.2-1646,bll,J2012.2-1646,bll
1573,J2014.3-0047,"[1.9816912412643433, 1.9601720571517944, 1.945152759552002, 25.938020706176758, -32.94270716177721, -32.758574408038406, -28.11103328168979, -32.87117123782581, -23.605146732552026, 0.025104844942688942, 0.5504015684127808, 0.6059356927871704, 13.164347648620605, 0.9910579370068062, -0.5326722812966906, -0.5067444993325614, -0.4092877087799326, -0.700844114299474, -0.31490912531242843]",[1],J2014.3-0047,bll,J2014.3-0047,bll,bll,J2014.3-0047,bll,J2014.3-0047,bll
1574,J2014.5+0648,"[1.8464395999908447, 1.8063524961471558, 1.6617196798324585, 6.056320667266846, -33.86336822479034, -33.63638456506587, -28.122281918707813, -33.71828093827257, -23.614558824669693, 0.04198445752263069, 0.0, 0.9067400693893433, 13.558062553405762, 0.650970778411778, 0.006937034360390216, -0.3329078287975875, -0.42983626547437065, -0.37867875106247023, -0.445752463113536]",[1],J2014.5+0648,bcu,J2014.5+0648,bll,bll,J2014.5+0648,bll,J2014.5+0648,bll
1575,J2015.0+1621,"[2.255441665649414, 2.26650333404541, 2.2963061332702637, 9.737942695617676, -31.811156322652973, -31.709241924260123, -28.060930600658132, -31.692745807591002, -23.670367338683267, -0.024284016340970993, 0.11204937845468521, 0.61331707239151, 9.551700592041016, 0.9999913844726203, -0.7009858008612669, -0.669189736193253, -0.6689252389381489, -0.4820891189244296, -0.11148403053052242]",[1],J2014.9+1623,bcu,J2015.0+1621,bcu,bcu,J2015.0+1621,bcu,J2015.0+1621,bcu
1576,J2015.2-0137,"[2.2309651374816895, 2.2001419067382812, 2.0021393299102783, 12.193885803222656, -30.925651353434716, -30.65738637790284, -27.72403178326818, -30.71240184233287, -23.269471661716068, 0.09855753928422928, 0.09079734981060028, 3.561440944671631, 25.6165771484375, 0.9996469941887373, -0.40464180268387384, -0.6063804047614217, -0.6453988804592624, -0.6217632065720621, -0.885880201784258]",[1],J2015.2-0138,bll,J2015.2-0137,bll,bll,J2015.2-0137,bll,J2015.2-0137,bll
