,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
169,J0159.7-2740,"[2.059190511703491, 2.00666880607605, 1.8724467754364014, 13.433637619018555, -31.99809893384403, -31.71603115112345, -28.507045990768088, -31.819305793389574, -24.008696909672704, 0.06782933324575424, 0.21916703879833221, 1.4868249893188477, 17.315322875976562, 0.9989715876683304, -0.4119353292053942, -0.5236658973007957, -0.5236873410038211, -0.5782493774182026, -0.7130530651287881]",[1],J0159.8-2741,bll,J0159.7-2740,bll,bll,J0159.7-2740,bll,J0159.7-2740,bll
170,J0200.6-6637,"[2.577631950378418, 2.5702216625213623, 2.5130083560943604, 50.89372634887695, -30.01096419418964, -29.834876836348606, -28.52035549560003, -29.908251866294226, -24.168354637271875, 0.016984667629003525, 0.5109813809394836, 0.39709192514419556, 14.925360679626465, -0.5445563997129126, -0.6297686006839033, -0.7493090048429794, -0.635496008020847, -0.8050161226632628, -0.9992921847333058]",[1],J0200.9-6635,bcu,J0200.6-6637,bcu,fsrq,J0200.6-6637,fsrq,J0200.6-6637,fsrq
171,J0202.4+0849,"[1.8334898948669434, 1.660416841506958, 1.1138403415679932, 13.445932388305664, -33.997592475123504, -33.50881014401272, -28.45674629763679, -33.57505272231574, -24.006883106575753, 0.2243821918964386, 0.2199336290359497, 2.2530672550201416, 7.845700263977051, 0.8014237658820711, -0.8400988525055463, -0.10407419404918429, -0.21083604510351428, -0.47178243807736886, -0.7278728382618279]",[1],J0202.3+0851,fsrq,J0202.4+0849,fsrq,fsrq,J0202.4+0849,fsrq,J0202.4+0849,bll
172,J0202.7+4204,"[2.1732776165008545, 2.083270311355591, 1.8261077404022217, 30.347606658935547, -32.45130942115809, -32.16055796429442, -28.542153547922027, -32.22084297307393, -24.079406216438358, 0.09325147420167923, 0.7262512445449829, 1.1315447092056274, 7.363531589508057, -0.8094269208295468, 0.9550626919308853, -0.6998176453806553, -0.38833011246000093, -0.6768575535502351, -0.9998581379195868]",[1],J0202.5+4206,bll,J0202.7+4204,bll,bll,J0202.7+4204,bll,J0202.7+4204,bll
173,J0202.9-0225,"[1.9096691608428955, 1.9093701839447021, 1.8765329122543335, 6.702517986297607, -33.84193778072891, -33.67564867018083, -28.484953207200885, -33.76366572260414, -23.968075234412286, 0.000518948829267174, 0.0, 0.0, 7.800440788269043, -0.9980365885421186, 0.9962308576989659, -0.5155308589420361, -0.42536549979779686, -0.8309985560410559, 0.3958012833396783]",[1],J0203.1-0227,bcu,J0202.9-0225,bcu,bcu,J0202.9-0225,bcu,J0202.9-0225,bcu
174,J0203.6+7233,"[2.261866331100464, 2.220001697540283, 2.0726354122161865, 29.92287254333496, -32.39480882227976, -32.20739978586578, -27.861277213159934, -32.245206572767074, -23.575980893806122, 0.05542663112282753, 0.5574617981910706, 1.0597050189971924, 11.099800109863281, 0.9189619805287703, -0.38360361282301936, -0.6162615034925298, -0.6167438687910312, -0.5476009317672054, -0.7601200756519374]",[1],J0204.0+7234,bll,J0203.6+7233,bll,bll,J0203.6+7233,bll,J0203.6+7233,bll
175,J0203.7+3042,"[2.2386670112609863, 2.14070463180542, 1.96812903881073, 773.127685546875, -29.83426009710342, -29.599111563641262, -27.688189342653278, -29.672402705688175, -23.200193644328028, 0.09852984547615051, 1.0111382007598877, 5.430673122406006, 50.34390640258789, -0.20818256523765294, -0.4642678767469155, -0.6169179597163269, -0.5900898928593336, -0.7960246652761023, -0.7717453508336299]",[1],J0203.6+3043,bll,J0203.7+3042,bll,bll,J0203.7+3042,bll,J0203.7+3042,bll
176,J0204.3+2417,"[1.8871272802352905, 1.5726168155670166, 0.7081232070922852, 19.299636840820312, -34.11227129277489, -33.64114251052558, -28.65116801557027, -33.626542461654104, -24.15555515600333, 0.31315097212791443, 0.7667527794837952, 1.9417763948440552, 5.917534351348877, 0.9939209130059072, -0.29449796497622965, -0.7038804548646717, -0.08915201304568018, -0.2755212398359171, -0.9999609875860859]",[1],J0204.2+2420,bcu,J0204.3+2417,bcu,bll,J0204.3+2417,bll,J0204.3+2417,bll
177,J0204.8+1513,"[2.3146562576293945, 2.2639966011047363, 2.0587751865386963, 115.0282974243164, -30.37275464428096, -30.108930607178422, -28.18925133625378, -30.163384184394058, -23.630323781016706, 0.08296462148427963, 0.6217306852340698, 2.6116390228271484, 24.622331619262695, 0.00751029502936443, -0.6292277555373832, -0.5975535917505567, -0.6257870107372185, -0.8256856035324919, -0.9996116571937881]",[1],J0205.0+1510,bcu,J0204.8+1513,bcu,bcu,J0204.8+1513,bcu,J0204.8+1513,bcu
178,J0205.0-1700,"[2.6324944496154785, 2.5640385150909424, 2.378610849380493, 234.40447998046875, -28.04993127585939, -27.820836632688742, -28.11433157322213, -27.884759716685767, -23.664175117926266, 0.08165045082569122, 0.5595391392707825, 3.043198823928833, 34.747920989990234, -0.3699027773709191, -0.647497922893731, -0.7636812893024141, -0.798163902437404, -0.9997496753725972, -0.8931816465122855]",[1],J0205.2-1700,fsrq,J0205.0-1700,fsrq,fsrq,J0205.0-1700,fsrq,J0205.0-1700,fsrq
179,J0205.2+3212,"[2.6567859649658203, 2.6310651302337646, 2.450671434402466, 259.621826171875, -28.967800774775036, -28.72248178673147, -28.052517529513683, -28.769245315513718, -23.721478842467945, 0.07094847410917282, 0.7456364631652832, 2.1658403873443604, 24.970970153808594, -0.2074419602105555, -0.6858623803993392, -0.7602938690506142, -0.7599718812815709, -0.8810861765819697, -0.543403233773194]",[1],J0204.8+3212,fsrq,J0205.2+3212,fsrq,fsrq,J0205.2+3212,fsrq,J0205.2+3212,fsrq
180,J0205.7+6449,"[2.4730215072631836, 2.425586223602295, 2.024282217025757, 46.20780563354492, -29.318158975411365, -28.97371625526278, -27.162816864868766, -29.042520505002432, -22.728225637011423, 0.15354369580745697, 0.11081027239561081, 10.282159805297852, 74.15370178222656, -0.058169752507644515, -0.500428324260753, -0.6938423355981377, -0.7583803089494021, -0.8591803557713342, -0.5843210434399798]",[0],J0205.5+6448,PSR,J0205.7+6449,PSR,PSR,J0205.7+6449,PSR,J0205.6+6449e,PWN
181,J0205.7+6449,"[2.4730215072631836, 2.425586223602295, 2.024282217025757, 46.20780563354492, -29.318158975411365, -28.97371625526278, -27.162816864868766, -29.042520505002432, -22.728225637011423, 0.15354369580745697, 0.11081027239561081, 10.282159805297852, 74.15370178222656, -0.058169752507644515, -0.500428324260753, -0.6938423355981377, -0.7583803089494021, -0.8591803557713342, -0.5843210434399798]",[0],J0205.5+6448,PSR,J0205.7+6449,PSR,PSR,J0205.7+6449,PSR,J0205.7+6449,PSR
182,J0206.4-1151,"[2.399110794067383, 2.3790664672851562, 2.2586829662323, 206.08566284179688, -29.67842224026286, -29.45746321342106, -28.156964298578263, -29.51997896740192, -23.56525365310448, 0.04408115893602371, 0.6048023104667664, 1.8334907293319702, 34.139854431152344, -0.2943895773622304, -0.606983185908736, -0.6834694079845355, -0.6035540167313928, -0.7887551600149405, -0.9999027451188961]",[1],J0206.4-1150,fsrq,J0206.4-1151,fsrq,fsrq,J0206.4-1151,fsrq,J0206.4-1151,fsrq
183,J0207.4-3855,"[2.391672134399414, 2.3185973167419434, 2.1808152198791504, 6.10534143447876, -30.70156411087512, -30.354745087666863, -28.704994669079426, -30.42299404196263, -24.189364654758204, 0.11876264214515686, 0.0, 1.287834882736206, 9.54191780090332, -0.65042475762472, -0.4286351435122824, -0.6805866042940232, -0.8694610736235839, 0.0027922963976883147, -0.9999951392796598]",[1],J0207.9-3846,bcu,J0207.4-3855,bcu,bcu,J0207.4-3855,bll,J0207.4-3855,bll
184,J0208.3-6838,"[2.2752323150634766, 2.307269811630249, 2.293657064437866, 19.431503295898438, -31.840334206373363, -31.765368394487865, -28.638805464863093, -31.81859803784519, -24.194870608693847, -0.037576884031295776, 0.2379453480243683, 0.9672082662582397, 12.395785331726074, 0.9746589409894288, -0.6971325428041301, -0.733916637121464, -0.648609126141532, -0.22688831561962533, -0.7811714284346436]",[1],J0208.0-6838,bll,J0208.3-6838,bll,bll,J0208.3-6838,bll,J0208.3-6838,bll
185,J0208.6+3523,"[1.879762887954712, 1.805711030960083, 1.5752391815185547, 9.749581336975098, -33.75551773886118, -33.43998662966949, -28.488016222101656, -33.50186940309551, -24.017972320241324, 0.09318947046995163, 0.06382600963115692, 1.4020897150039673, 10.11933708190918, 0.2782715527610916, -0.4894887279204187, -0.4798278547094024, -0.2662120386719134, -0.5564383437536414, -0.38607805985307764]",[1],J0208.6+3522,bll,J0208.6+3523,bll,bll,J0208.6+3523,bll,J0208.6+3523,bll
186,J0209.3+4449,"[1.9211660623550415, 1.7812962532043457, 1.5746766328811646, 17.91905975341797, -33.485792077956646, -33.12804390329646, -28.487818590557026, -33.25322649871484, -24.00734701141879, 0.10598290711641312, 0.3977696895599365, 1.378523826599121, 11.67598819732666, -0.18799188984559811, -0.7406623216091673, -0.2875103690391344, -0.494602178148209, -0.518193975480928, -0.26836095186332315]",[1],J0209.5+4449,bll,J0209.3+4449,bll,bll,J0209.3+4449,bll,J0209.3+4449,bll
187,J0209.3-5228,"[1.85092031955719, 1.8072454929351807, 1.7398229837417603, 72.38396453857422, -32.236184882035175, -32.00525461082532, -27.728846855687436, -32.118102382295305, -23.442629673101465, 0.029567604884505272, 0.3155651092529297, 1.5608415603637695, 53.667537689208984, 0.47204104874295943, -0.2548801765946776, -0.5635267312688509, -0.30746241867268415, -0.5172476374661679, -0.34809119234281755]",[1],J0209.4-5229,bll,J0209.3-5228,bll,bll,J0209.3-5228,bll,J0209.3-5228,bll
188,J0210.7-5101,"[2.3416082859039307, 2.2391324043273926, 2.0824453830718994, 1486.398681640625, -28.174083983910464, -27.963394431312622, -27.578549141592816, -28.038948417005933, -22.941361286341472, 0.08525082468986511, 0.5129043459892273, 8.997589111328125, 120.41035461425781, -0.24664574007985546, -0.561892520847546, -0.6472577742728366, -0.6843374160457636, -0.8385180794504127, -0.9999735817217862]",[1],J0210.7-5101,BCU,J0210.7-5101,FSRQ,FSRQ,J0210.7-5101,FSRQ,J0210.7-5101,FSRQ
189,J0211.1-0646,"[2.127960443496704, 2.09915828704834, 1.978188395500183, 17.365585327148438, -32.36636312407292, -32.16751311940533, -28.612339033812233, -32.22270540383114, -24.111074161101836, 0.029274282976984978, 0.39535295963287354, 0.46505317091941833, 9.537800788879395, -0.5699301227841767, -0.7225222751200953, -0.2508697318028023, -0.5609649904777032, -0.579740338261994, -0.48931256824942193]",[1],J0211.2-0649,bcu,J0211.1-0646,bcu,bll,J0211.1-0646,bll,J0211.1-0646,bll
190,J0211.2+1051,"[2.1190030574798584, 2.050916910171509, 1.9998645782470703, 306.7500915527344, -29.406118618093778, -29.217959975297042, -27.276369032492273, -29.319378614616667, -22.782171537188272, 0.0523817241191864, 0.34674736857414246, 5.186367988586426, 85.5306167602539, 0.1329456846045649, -0.46629589377227554, -0.5936814051205344, -0.5305541802098437, -0.648470092507009, -0.6257546501010599]",[1],J0211.2+1051,BLL,J0211.2+1051,BLL,BLL,J0211.2+1051,BLL,J0211.2+1051,BLL
191,J0212.4-3502,"[2.0368030071258545, 2.0250637531280518, 1.9636868238449097, 14.717059135437012, -32.37249353776079, -32.195937567654795, -28.561213051654452, -32.28819050380462, -24.07493365815648, 0.00932170171290636, 0.28583160042762756, 0.20186318457126617, 14.220840454101562, 0.26984133602240523, -0.709928972393736, -0.3964847809031739, -0.4701084514116458, -0.6781246934698475, -0.20340350077348335]",[1],J0212.8-3504,bll,J0212.4-3502,bll,bll,J0212.4-3502,bll,J0212.4-3502,bll
192,J0212.8-2721,"[2.3103413581848145, 2.2828757762908936, 2.2060611248016357, 12.394905090332031, -31.28329637815673, -31.05941727924861, -28.718483603835033, -31.16642103142455, -24.21250558343345, 0.04739993065595627, 0.2636653184890747, 0.6503986120223999, 8.218281745910645, 0.9909470946627941, -0.36644542557602977, -0.5969670560262818, -0.8036192550380988, -0.22061596005405598, -0.999999934236603]",[1],J0213.1-2720,bcu,J0212.8-2721,bcu,bcu,J0212.8-2721,bcu,J0212.8-2721,bcu
193,J0212.9+2244,"[2.0544984340667725, 1.9931715726852417, 1.827086091041565, 37.33781814575195, -32.19901458404834, -31.871558031507693, -28.237144834713465, -31.942026195473037, -23.738825368924083, 0.1199854388833046, 0.5194059610366821, 2.881438732147217, 17.194091796875, -0.9631130122136616, 0.9968430352037861, -0.5247844344593623, -0.5201644873674037, -0.6323826125518881, -0.6552141167515065]",[1],J0213.0+2245,bll,J0212.9+2244,bll,bll,J0212.9+2244,bll,J0212.9+2244,bll
194,J0214.3+5145,"[1.903795838356018, 2.0116913318634033, 2.0139925479888916, 13.49371337890625, -33.46078850732162, -33.45338646208994, -28.262607137083346, -33.4592574601217, -23.76717339377966, -0.07872440665960312, 0.2145499885082245, 2.625593662261963, 15.668813705444336, 0.9964797360975777, -0.6905027680024419, -0.614681726466034, -0.32333037474823106, -0.575674636539612, -0.2466070468966667]",[1],J0214.4+5143,bll,J0214.3+5145,bll,bll,J0214.3+5145,bll,J0214.3+5145,bll
195,J0214.4-5822,"[2.1882545948028564, 1.9364246129989624, 1.2908685207366943, 29.067352294921875, -32.716021080396224, -32.2388819787099, -28.94920663942671, -32.317224225829435, -24.48680247532662, 0.3217993676662445, 1.1037640571594238, 1.869956374168396, 4.991796970367432, -0.9787244054690798, 0.9958622572035482, -0.4452876944207621, -0.5876543560033842, -0.6978980574127549, -0.9999982854567698]",[1],J0214.7-5823,bcu,J0214.4-5822,bcu,bcu,J0214.4-5822,bcu,J0214.4-5822,bcu
196,J0216.6-1015,"[2.163386344909668, 2.102538585662842, 1.9620122909545898, 121.09208679199219, -31.195183262708678, -30.927170057840147, -28.328050657247573, -31.02562887737013, -23.775325173078947, 0.08637353032827377, 0.8214026689529419, 2.431093454360962, 21.196260452270508, 0.9951193670276373, -0.5423903496478296, -0.567431167778866, -0.5280397296262392, -0.6970835145741767, -0.8135242732752049]",[1],J0216.6-1019,bcu,J0216.6-1015,bcu,bcu,J0216.6-1015,bcu,J0216.6-1015,bcu
197,J0216.8-6635,"[1.987937569618225, 1.7877908945083618, 1.6059930324554443, 30.387344360351562, -31.751559667360315, -31.457279432411603, -28.25458558016775, -31.557611547528168, -23.74123863901385, 0.1447991281747818, 0.28299251198768616, 4.048001766204834, 25.858726501464844, 0.9010559687347945, 0.15807783509339648, -0.4668589446317346, -0.4439198489702221, -0.5817963974528125, -0.7380967467150894]",[1],J0217.0-6635,bll,J0216.8-6635,bll,bll,J0216.8-6635,bll,J0216.8-6635,bll
198,J0217.0-0821,"[2.3432469367980957, 2.2712948322296143, 1.9727287292480469, 6.754493236541748, -30.70755874639372, -30.40022840963589, -28.456054422996523, -30.462880291195855, -23.944426650086207, 0.1295730173587799, 0.0, 2.287114143371582, 13.112980842590332, 0.9956299114168994, -0.6057147779211492, -0.6622209001714187, -0.6581376754906462, -0.7361313846305341, -0.9981172108562345]",[1],J0217.1-0833,fsrq,J0217.0-0821,fsrq,fsrq,J0217.0-0821,fsrq,J0217.0-0821,fsrq
199,J0217.2+0837,"[2.26912784576416, 2.240583896636963, 2.1310653686523438, 66.39126586914062, -30.213875974996203, -30.01048096070564, -27.911094585283927, -30.07422186463989, -23.32530900969245, 0.041729725897312164, 0.28900301456451416, 1.9820889234542847, 37.269989013671875, -0.29277988896584295, -0.6061978090476511, -0.6166468223369083, -0.5912748671136314, -0.6819500707396102, -0.7903985550527524]",[1],J0217.2+0837,bll,J0217.2+0837,bll,bll,J0217.2+0837,bll,J0217.2+0837,bll
200,J0217.4+7352,"[2.939821720123291, 2.8761990070343018, 2.606826066970825, 41.124752044677734, -27.402861294535988, -27.096488533435824, -27.65947275173118, -27.13999694774639, -23.67902218115662, 0.10476738959550858, 0.3184102773666382, 2.126887559890747, 14.487590789794922, -0.005240291264721586, -0.7167773255872392, -0.8565266984919995, -0.8698018305386688, -0.9994977165979543, -0.9316325735877568]",[1],J0217.5+7349,fsrq,J0217.4+7352,fsrq,fsrq,J0217.4+7352,fsrq,J0217.4+7352,fsrq
201,J0217.8+0144,"[2.2363600730895996, 2.1595938205718994, 2.05130934715271, 458.6964416503906, -29.039192309314906, -28.842182791217432, -27.67423303337227, -28.92421411000551, -23.099119000221048, 0.0638452097773552, 0.5778344869613647, 4.696218013763428, 63.78323745727539, -0.11695979967571783, -0.5416523123723724, -0.6138858954271852, -0.5798755793729036, -0.7029284587716549, -0.9038996405483071]",[1],J0217.8+0143,fsrq,J0217.8+0144,fsrq,fsrq,J0217.8+0144,fsrq,J0217.8+0144,fsrq
202,J0218.1+4232,"[2.360416889190674, 2.244493246078491, 1.8072412014007568, 17.460573196411133, -29.18849558004218, -28.856112489201095, -27.380011760384594, -28.901638930241585, -22.807654453853164, 0.17976129055023193, 0.05150463432073593, 12.886889457702637, 80.66122436523438, -0.2811983544652138, -0.4871579489816153, -0.6320243319673011, -0.7213551254770865, -0.9107282408397448, -0.9999540502856268]",[0],J0218.1+4233,PSR,J0218.1+4232,PSR,PSR,J0218.1+4232,MSP,J0218.1+4232,MSP
203,J0218.9+3643,"[2.556640863418579, 2.473886728286743, 2.029435396194458, 126.99111938476562, -30.256604554675853, -29.970664969557372, -27.59402516892196, -29.98532303784883, -23.565328626417585, 0.1847003996372223, 0.7959833741188049, 3.3000426292419434, 17.913450241088867, -0.131816610457504, -0.6385441956499317, -0.6638150390387394, -0.744308771409804, -0.907012094610469, -0.9999999896025918]",[1],J0218.9+3642,bcu,J0218.9+3643,bcu,bcu,J0218.9+3643,bcu,J0218.9+3643,bcu
204,J0219.0+2443,"[1.909364104270935, 1.8911160230636597, 1.7921818494796753, 12.647994995117188, -33.44441892949244, -33.238879448652625, -28.36597041055529, -33.301762783567334, -23.88929567290268, 0.027820643037557602, 0.23302079737186432, 0.6665241718292236, 12.553268432617188, -0.9794349375561889, 0.9999505239709088, -0.6349608755368685, -0.5035873782137334, -0.4420589347121566, -0.13892936015305335]",[1],J0219.0+2440,bcu,J0219.0+2443,bll,bll,J0219.0+2443,bll,J0219.0+2443,bll
205,J0221.1+3556,"[2.287543773651123, 2.2542874813079834, 2.1849935054779053, 3494.66162109375, -28.987811223028064, -28.766240328667884, -27.162139605192863, -28.863503284461167, -22.696426440481343, 0.04833374544978142, 0.9729627370834351, 5.7895402908325195, 120.7076644897461, -0.2201859044614636, -0.5279700782445733, -0.6689434457447625, -0.593463498668905, -0.7591863681081791, -0.6021748313519696]",[1],J0221.1+3556,FSRQ,J0221.1+3556,FSRQ,FSRQ,J0221.1+3556,FSRQ,J0221.1+3556,FSRQ
206,J0222.0-1616,"[2.4044077396392822, 2.409696340560913, 2.436784029006958, 39.583465576171875, -31.353749624601765, -31.24446697794174, -28.22006099675518, -31.337308820535796, -23.964537634971226, -0.016067063435912132, 0.6184409260749817, 0.3646494150161743, 11.983515739440918, 0.934993587597128, -0.6671909344360273, -0.7294186596132924, -0.5781494551907949, -0.6869340462713656, -0.19614782415800525]",[1],J0222.1-1616,fsrq,J0222.0-1616,fsrq,fsrq,J0222.0-1616,fsrq,J0222.0-1616,fsrq
207,J0222.6+4302,"[1.9705734252929688, 1.8946027755737305, 1.8611218929290771, 1169.675537109375, -29.741334492016573, -29.593535548129125, -26.68975360678309, -29.678943708403338, -22.329251910874227, 0.043735578656196594, 0.4125227630138397, 5.077541828155518, 176.65257263183594, -0.10459120737151419, -0.37550757348516095, -0.5142593942412594, -0.4497319450108756, -0.5689554782741927, -0.4915318008888334]",[1],J0222.6+4301,BLL,J0222.6+4302,BLL,BLL,J0222.6+4302,BLL,J0222.6+4302,BLL
208,J0223.0+6821,"[2.0269737243652344, 1.9242690801620483, 1.691894769668579, 11.12309741973877, -33.29780914959513, -33.030177288954505, -28.081210922765898, -33.14449882579239, -23.561507038271163, 0.09873058646917343, 0.1522371619939804, 1.7423772811889648, 12.454391479492188, -0.5469667310416313, 0.05583775157674402, -0.5951151554662698, -0.3153328678784351, -0.5930304095542661, -0.5378515335124526]",[1],J0223.3+6820,bcu,J0223.0+6821,bll,bll,J0223.0+6821,bll,J0223.0+6821,bll
209,J0223.1-1117,"[1.877339482307434, 1.6978727579116821, 1.2273616790771484, 21.011627197265625, -33.516601310631636, -33.137634726504366, -28.489393767112386, -33.173637167334704, -24.057690230458284, 0.14583870768547058, 0.47191059589385986, 1.8048983812332153, 11.632894515991211, 0.9464403029788248, -0.47789578752078204, -0.6783971642968378, -0.03316843681236611, -0.534356829390404, -0.6995521532018625]",[1],J0222.9-1117,bll,J0223.1-1117,bll,bll,J0223.1-1117,bll,J0223.1-1117,bll
210,J0224.0-7941,"[2.2416696548461914, 2.2632558345794678, 2.2179079055786133, 14.332768440246582, -32.14029751948195, -32.03789670781053, -28.485518976889768, -32.08812074435829, -24.074807867756796, -0.02460111305117607, 0.2748582065105438, 0.5281346440315247, 11.092917442321777, 0.9243002812298464, -0.6260573160573533, -0.6574881125664186, -0.6762796424769139, -0.3124007115781353, -0.7435952576978376]",[1],J0224.1-7941,bcu,J0224.0-7941,bll,bll,J0224.0-7941,bll,J0224.0-7941,bll
211,J0225.1-2604,"[2.5179429054260254, 2.4818544387817383, 2.314744710922241, 155.0655517578125, -29.323272449826, -29.075685222885806, -28.434742433939334, -29.147045090525626, -23.855715119438734, 0.06458530575037003, 0.6363651752471924, 1.8052842617034912, 25.138530731201172, -0.2885004821600771, -0.6125018716065127, -0.7180536476093897, -0.7061345163445477, -0.905249679226711, -0.9998523432306743]",[1],J0225.2-2602,bcu,J0225.1-2604,bcu,bcu,J0225.1-2604,bcu,J0225.1-2604,bcu
212,J0226.5+0938,"[2.15078067779541, 2.0439345836639404, 1.7307559251785278, 79.7972640991211, -32.0579087405976, -31.769734443245007, -28.37950073644988, -31.8109030716793, -23.88455058508074, 0.12038083374500275, 1.1781775951385498, 1.6794997453689575, 8.813234329223633, -0.7452351915418178, 0.7752285808314717, -0.7377518691214291, -0.20447023904871975, -0.764277189528693, -0.6400609601865503]",[1],J0226.3+0941,fsrq,J0226.5+0938,fsrq,fsrq,J0226.5+0938,fsrq,J0226.5+0938,fsrq
213,J0226.5-4441,"[1.948947548866272, 1.799941062927246, 1.621531367301941, 29.99696159362793, -33.39590097150868, -33.049915901678276, -28.458370202612997, -33.18889591320616, -23.96013722433874, 0.13429632782936096, 0.6215558052062988, 1.813766598701477, 13.46694564819336, 0.3026910012314311, -0.8379676776730063, -0.15216182968704842, -0.49392595145485507, -0.5067308270215597, -0.6516666046813597]",[1],J0226.5-4442,bcu,J0226.5-4441,bll,bll,J0226.5-4441,bll,J0226.5-4441,bll
214,J0227.3+0201,"[1.9567204713821411, 1.923884391784668, 1.8601514101028442, 11.028792381286621, -32.30906105782351, -32.10322228188519, -28.17323372898331, -32.203551804373475, -23.746893734184912, 0.02856254018843174, 0.12257333844900131, 0.8951349854469299, 21.95205307006836, -0.5510385537138766, -0.5237966301518074, -0.5195073309328883, -0.37963349459761964, -0.5478339824409836, -0.47466860553344964]",[1],J0227.2+0201,bll,J0227.3+0201,bll,bll,J0227.3+0201,bll,J0227.3+0201,bll
215,J0227.8+2246,"[2.1436517238616943, 1.955365538597107, 1.3546228408813477, 50.78746032714844, -32.39018523989555, -32.08048906312917, -28.326895858018496, -32.09354893302309, -23.851593464785534, 0.21181055903434753, 1.5433381795883179, 2.052462577819824, 7.33702278137207, -0.7670819843065114, -0.34968177820540125, -0.5483355302898274, -0.4975874833556733, -0.7130984070294312, -0.9998756778239638]",[1],J0228.0+2248,bcu,J0227.8+2246,bcu,bcu,J0227.8+2246,bcu,J0227.8+2246,bcu
216,J0228.2-3102,"[2.063112735748291, 1.935805320739746, 1.5640285015106201, 6.80548095703125, -33.13934785448369, -32.808413621207634, -28.82619795644944, -32.86570303778631, -24.326433532323826, 0.17383986711502075, 0.0, 1.4752442836761475, 6.03058385848999, -0.9928803037467996, 0.8684420329935999, -0.31311326675203127, -0.8133933860029308, 0.08592857593203115, -0.9989792230895935]",[1],J0228.7-3106,bcu,J0228.2-3102,bcu,bcu,J0228.2-3102,bcu,J0228.2-3102,bcu
217,J0228.3-5547,"[2.2321527004241943, 2.2259409427642822, 1.886777400970459, 1596.330322265625, -30.38997622833909, -30.093080298221214, -27.389230841409756, -30.088469593977276, -23.074779097941402, 0.11282452195882797, 0.9853242635726929, 8.846177101135254, 66.44271087646484, 0.8652396865656505, -0.4227667494065792, -0.6047380602929895, -0.6291177495561024, -0.784569699622864, -0.9999367688644948]",[1],J0228.3-5545,fsrq,J0228.3-5547,fsrq,fsrq,J0228.3-5547,fsrq,J0228.3-5547,fsrq
218,J0229.5-3644,"[2.603184700012207, 2.46319317817688, 2.2538819313049316, 267.6014099121094, -27.9297446529352, -27.684980583327683, -28.32935924925174, -27.753558335438484, -23.778512552969662, 0.12860074639320374, 0.6361141800880432, 4.216533184051514, 33.02204132080078, -0.3637613094335234, -0.6165138224796153, -0.7631049205277115, -0.82014195251209, -0.9999953575325158, 0.9998763778803021]",[1],J0229.3-3643,fsrq,J0229.5-3644,fsrq,fsrq,J0229.5-3644,fsrq,J0229.5-3644,fsrq
219,J0230.8+4032,"[2.450244665145874, 2.3057734966278076, 2.1114342212677, 291.9322814941406, -29.621204957342727, -29.368242258926866, -27.958750634748647, -29.436859038374493, -23.602505409950204, 0.14060582220554352, 0.9246656894683838, 3.728649377822876, 27.825790405273438, 0.9171300618680004, -0.5607994451035314, -0.6889253815507582, -0.7231808082530103, -0.8383210987964521, -0.5557889731805533]",[1],J0230.8+4032,fsrq,J0230.8+4032,fsrq,fsrq,J0230.8+4032,fsrq,J0230.8+4032,fsrq
220,J0231.2-5754,"[1.9460886716842651, 1.939306616783142, 1.8986645936965942, 14.246625900268555, -33.24574982422856, -33.077102547611545, -28.60861399571074, -33.17227355080168, -24.14500612634423, 0.005640939809381962, 0.29137933254241943, 0.13411539793014526, 12.640182495117188, -0.7529531542953359, -0.325443323258598, -0.5562054166877471, -0.41182898933661954, -0.5312989210924334, -0.3918025647093999]",[1],J0230.6-5757,bll,J0231.2-5754,bll,bll,J0231.2-5754,bll,J0231.2-5754,bll
221,J0232.8+2018,"[1.7880126237869263, 1.7811421155929565, 1.7136852741241455, 6.79880952835083, -34.17311482174797, -33.96365458010167, -28.28501116946997, -34.0711762453337, -23.829230857366323, 0.00889652594923973, 0.0, 0.20093216001987457, 12.463111877441406, 0.4708406028614587, 0.08560382124534946, -0.5019246458612121, -0.3223856948660004, -0.41471736725504754, -0.22354109139472542]",[1],J0232.8+2016,bll,J0232.8+2018,bll,bll,J0232.8+2018,bll,J0232.8+2018,bll
222,J0232.9+2608,"[1.9583499431610107, 1.8704535961151123, 1.6789586544036865, 8.629801750183105, -33.796106898361735, -33.491093575240434, -28.569722897408287, -33.57292298202234, -24.045832892232763, 0.09020854532718658, 0.0, 0.9666796326637268, 7.122897148132324, 0.9446593592776472, -0.020674857821191904, 0.1399533289523192, -0.5191034454561468, -0.48454032412148007, -0.5440474196089745]",[1],J0232.9+2606,bcu,J0232.9+2608,bll,bll,J0232.9+2608,bll,J0232.9+2608,bll
223,J0236.8-6136,"[2.352952480316162, 2.327390432357788, 2.2666103839874268, 792.431640625, -30.15942022353478, -29.94840951656989, -28.362180866987202, -30.054369256937836, -23.749943175976878, 0.0359496995806694, 1.3313369750976562, 1.2842687368392944, 36.320682525634766, -0.4137725302499899, -0.5057058937265501, -0.7335365681467009, -0.550895915323433, -0.754577566961063, -0.7473956500094036]",[1],J0236.7-6136,fsrq,J0236.8-6136,fsrq,fsrq,J0236.8-6136,fsrq,J0236.8-6136,fsrq
