,3fgl,signif,ra,decl,lr_p,rf_p,blr,4fgldr1,4fgldr1-cls1,4fgldr1-3fgl,4fgldr2,4fgldr2-cls1,4fgldr2-3fgl,4fgldr3,4fgldr3-cls1,4fgldr3-3fgl,4fgldr4,4fgldr4-cls1,4fgldr4-3fgl,4fgldr3_features,4fgldr3_labels,predict_lr_dr3,predict_nn_dr3,predict_dnn_dr3,predict_rf_dr3
84,J0318.1+0252,12.76,49.536,2.8695,0.88,0.82,MSP/MSP,J0318.2+0254,PSR,J0318.1+0252,J0318.2+0254,PSR,J0318.1+0252,J0318.2+0254,MSP,J0318.1+0252,J0318.2+0254,MSP,J0318.1+0252,"[2.2091991901397705, 1.7846534252166748, 1.711447834968567, 10.849127769470215, -31.0586290190431, -30.501893906715434, -28.356071750904984, -30.565315848498326, -23.36172600380459, 0.5474545955657959, 0.0, 8.199241638183594, 26.141681671142578, -0.6310805620810289, 0.01981591673177889, -0.3485144880328476, -0.6077007701010303, -0.9999999832536772, 0.9541123571510886, 0.9108022633284693]",[0],PSR,PSR,PSR,PSR
85,J1740.5-2726,12.75,265.134,−27.4500,1.0,0.7,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
86,J2233.1+6542,12.69,338.279,65.7148,0.98,0.32,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
87,J1857.2+0059,12.39,284.31,0.9863,0.99,0.79,YNG/YNG,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,,,NA,NA,NA,NA
88,J2103.7-1113,12.33,315.942,−11.2291,0.3,0.42,MSP/MSP,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,"[2.1480677127838135, 1.8199480772018433, 1.7405039072036743, 22.1992244720459, -31.109803504608497, -30.54365335624563, -28.475271536117233, -30.606845480812286, -23.408579992733024, 0.4820381999015808, 0.19397233426570892, 8.709420204162598, 25.320423126220703, -0.7219548816802609, 0.056744728761888644, -0.2614577727073709, -0.670010695482322, -0.8825144512169111, -0.9997997304363544, -0.9207516068852513]",[1],PSR,PSR,PSR,AGN
89,J0802.3-5610,12.31,120.583,−56.1688,0.87,0.41,MSP/MSP,J0802.1-5612,,J0802.3-5610,J0802.1-5612,,J0802.3-5610,J0802.1-5612,PSR,J0802.3-5610,J0802.1-5612,PSR,J0802.3-5610,"[2.374779224395752, 1.9941343069076538, 1.9048579931259155, 5.604758262634277, -30.648543925765782, -30.038017048122853, -28.14022477422511, -30.06567467794415, -23.358558142191743, 0.7162171602249146, 0.0, 9.8180513381958, 23.784170150756836, 0.6808839155227883, 0.255817750779307, -0.3694018786997921, -0.824595463946481, -0.9999987550384862, -0.23093559691611837, 0.7696325871904971]",[0],PSR,PSR,PSR,PSR
90,J1350.4-6224,12.31,207.622,−62.4120,0.98,0.79,YNG/YNG,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,"[2.442125082015991, 2.2232673168182373, 2.161142349243164, 6.708247184753418, -30.933905358151595, -30.46623358841365, -26.213828775565165, -30.503599250605127, -21.878580131871654, 0.4792588949203491, 0.0, 10.186077117919922, 30.44658851623535, 0.9770876656370836, -0.4292961628709331, -0.2732277799694925, -0.6025900777341594, -0.9197092661445383, -0.9998099569945011, -0.7845408908771808]",[0],PSR,PSR,PSR,PSR
91,J1139.0-6244,12.23,174.751,−62.7368,0.98,0.54,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
92,J0847.4-4327,12.2,131.863,−43.4587,0.47,0.61,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
93,J0758.6-1451,12.06,119.656,−14.8661,0.95,0.54,MSP/MSP,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,,,NA,NA,NA,NA
94,J0039.3+6256,11.99,9.834,62.9415,0.92,0.89,MSP/MSP,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,,,NA,NA,NA,NA
95,J2035.0+3634,11.92,308.758,36.5814,0.94,0.77,MSP/MSP,J2035.0+3632,,J2035.0+3634,J2035.0+3632,psr,J2035.0+3634,J2035.0+3632,MSP,J2035.0+3634,J2035.0+3632,MSP,J2035.0+3634,"[2.1723601818084717, 1.7582111358642578, 1.6347867250442505, 12.77185344696045, -31.631778262353176, -30.94154086118945, -27.886194924029805, -30.976351971751583, -22.709111355748334, 0.8299819827079773, 0.06445809453725815, 13.478242874145508, 28.970842361450195, -0.9876801313860584, 0.9999640095020703, 0.0705239337101879, -0.42485790582865074, -0.9270923653096662, -0.9999862144270595, -0.9822499749915511]",[0],PSR,PSR,PSR,PSR
96,J2048.8+4436,11.89,312.224,44.6082,0.99,0.48,YNG/YNG,,,,,,,J2049.3+4440c,,J2048.8+4436,J2049.3+4440c,,J2048.8+4436,,,NA,NA,NA,NA
97,J1329.8-6109,11.85,202.468,−61.1620,0.94,0.55,MSP/MSP,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,,,NA,NA,NA,NA
98,J1813.6-1148,11.84,273.423,−11.8084,1.0,0.68,YNG/YNG,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,,,NA,NA,NA,NA
99,J2038.4+4212,11.76,309.625,42.2085,0.96,0.73,YNG/YNG,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,,,NA,NA,NA,NA
100,J1749.2-2911,11.72,267.315,−29.1929,1.0,0.87,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
101,J2023.5+4126,11.63,305.876,41.4337,0.98,0.53,YNG/YNG,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,"[2.2167980670928955, 2.196409225463867, 2.155820608139038, 15.03455924987793, -32.78075994874685, -32.59039123707539, -26.87229212667026, -32.660675107545714, -22.58744139233886, 0.06898012012243271, 0.20956914126873016, 1.3576213121414185, 10.109816551208496, -0.9999534421985937, 0.9971794767025091, -0.36308592358874975, -0.6341744364588602, -0.7127670249159943, -0.2493813027191869, -0.9999282188987332]",[1],AGN,AGN,AGN,AGN
102,J1528.3-5836,11.53,232.078,−58.6077,0.59,0.65,MSP/MSP,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,"[2.4271957874298096, 2.09191632270813, 2.0160396099090576, 6.859774589538574, -30.680793019172306, -30.167876239509134, -27.142952031853675, -30.20770486898544, -22.59353305375724, 0.5626794099807739, 0.0, 10.1477689743042, 27.518585205078125, 0.9553686867645745, 0.2534654672287389, -0.3447889040220449, -0.6399491619552017, -0.9468856170550186, -0.9998949506928755, 0.4283358067516264]",[0],PSR,PSR,PSR,PSR
103,J1650.0-4438c,11.5,252.507,−44.6387,0.92,0.56,YNG/YNG,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,,,NA,NA,NA,NA
104,J1557.0-4225,11.46,239.264,−42.4218,0.98,0.32,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
105,J1016.5-6034,11.34,154.135,−60.5764,0.49,0.33,MSP/MSP,J1015.5-6030,,J1016.5-6034,J1015.5-6030,,J1016.5-6034,J1015.5-6030,psr,J1016.5-6034,J1015.5-6030,psr,J1016.5-6034,"[2.7923471927642822, 2.880058526992798, 2.8020169734954834, 6.690898895263672, -29.882143126556638, -29.62048202880548, -26.89157823581863, -29.535098853313123, -23.24573859799687, 0.14128543436527252, 0.0, 2.853879451751709, 15.175023078918457, -0.17339114056684118, -0.594718408582259, -0.820649029026297, -0.8376596443864494, -0.722687806393126, -0.6393452200478275, -0.7122074378444484]",[0],AGN,AGN,PSR,AGN
106,J2032.5+3921,11.31,308.139,39.3589,0.91,0.72,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
107,J1033.0-5945,11.3,158.266,−59.7513,0.93,0.44,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
108,J1552.8-5330,11.2,238.212,−53.5131,1.0,0.85,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
109,J1753.6-4447,11.12,268.404,−44.7930,0.75,0.68,MSP/MSP,,,,,,,,,,,,,,,NA,NA,NA,NA
110,J1037.9-5843,11.11,159.488,−58.7300,0.92,0.62,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
111,J0541.1+3553,10.94,85.277,35.8975,0.99,0.69,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
112,J0312.1-0921,10.92,48.041,−9.3593,0.74,0.52,MSP/MSP,J0312.1-0921,,J0312.1-0921,J0312.1-0921,psr,J0312.1-0921,J0312.1-0921,MSP,J0312.1-0921,J0312.1-0921,MSP,J0312.1-0921,"[2.222136974334717, 1.7834593057632446, 1.7085689306259155, 9.727065086364746, -30.787631973338208, -30.17103429142136, -28.476014698921492, -30.2238535788075, -23.41711947540234, 0.6453341841697693, 0.0, 9.208873748779297, 24.225976943969727, 0.9930409537433916, 0.548545155493994, -0.36706496041312, -0.7312728917941541, -0.973161083861737, -0.9999999858606394, 0.9986624630324222]",[0],PSR,PSR,PSR,PSR
113,J0855.4-4818,10.88,133.855,−48.3163,0.99,0.68,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
114,J1919.9+1407,10.88,289.981,14.1179,0.52,0.68,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
115,J1544.6-1125,10.85,236.17,−11.4275,0.64,0.29,MSP/MSP,J1544.5-1126,bcu,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,,,NA,NA,NA,NA
116,J2042.4+4209,10.74,310.614,42.1532,0.62,0.52,YNG/YNG,,,,,,,J2042.1+4209,bcu,J2042.4+4209,J2042.1+4209,bcu,J2042.4+4209,"[2.536137342453003, 2.729804515838623, 2.55387806892395, 12.07117748260498, -30.149683275065588, -29.69119456551611, -26.503932834070753, -29.667761663664127, -22.373045055922123, 0.4959232211112976, 0.11455313116312027, 5.76641845703125, 10.827678680419922, -0.9918221786061937, 0.8472516836512649, -0.4621227440479514, -0.8464578754516535, -0.9684956543279241, -0.6956508909092723, -0.017302728362371712]",[1],PSR,PSR,PSR,PSR
117,J1737.9-2511,10.73,264.476,−25.1858,0.97,0.54,YNG/YNG,,,,,,,J1738.2-2510,,J1737.9-2511,J1738.2-2510,,J1737.9-2511,,,NA,NA,NA,NA
118,J2333.0-5525,10.72,353.264,−55.4265,0.1,0.18,MSP/MSP,J2333.1-5527,,J2333.0-5525,J2333.1-5527,bin,J2333.0-5525,J2333.1-5527,msp,J2333.0-5525,J2333.1-5527,MSP,J2333.0-5525,"[2.2580971717834473, 1.9410004615783691, 1.930008888244629, 5.608833312988281, -30.667599344636155, -30.314948081930137, -28.502987908334106, -30.38940291561306, -23.83305358477709, 0.26005882024765015, 0.0, 4.834445476531982, 24.092409133911133, -0.4205383635121063, -0.28735939090841467, -0.4627196801366648, -0.6483943839968543, -0.8582184085913718, -0.9999993280442429, 0.5312912209897341]",[0],AGN,PSR,PSR,AGN
119,J2039.4+4111,10.72,309.854,41.1982,0.94,0.7,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
120,J1616.8-5343,10.63,244.205,−53.7243,0.88,0.43,MSP/YNG,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,,,NA,NA,NA,NA
121,J0857.6-4258,10.62,134.409,−42.9824,0.76,0.5,YNG/YNG,,,,,,,J0857.7-4256c,,J0857.6-4258,J0857.7-4256c,,J0857.6-4258,,,NA,NA,NA,NA
122,J1518.2-5232,10.36,229.571,−52.5349,0.36,0.35,MSP/MSP,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,,,NA,NA,NA,NA
123,J2034.6+4302,10.34,308.67,43.0390,0.99,0.74,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
124,J0641.1+1004,10.22,100.286,10.0833,0.61,0.24,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
125,J1652.8-4351,10.2,253.203,−43.8566,0.96,0.67,YNG/YNG,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,,,NA,NA,NA,NA
126,J1627.8+3217,10.17,246.968,32.2988,0.39,0.38,MSP/MSP,J1627.7+3219,,J1627.8+3217,J1627.7+3219,psr,J1627.8+3217,J1627.7+3219,msp,J1627.8+3217,J1627.7+3219,MSP,J1627.8+3217,"[2.1159374713897705, 1.722108006477356, 1.6484465599060059, 7.475212574005127, -31.606929483475657, -31.01666240813351, -28.78457411473508, -31.081278690574244, -23.699599597845868, 0.5535398721694946, 0.0, 7.930502891540527, 22.502016067504883, -0.751103502415259, -0.31796372301646886, -0.09820464423557937, -0.6245019709910414, -0.9803769583435299, -0.20430021095658762, 0.23558887588499403]",[0],PSR,PSR,PSR,PSR
127,J2133.0-6433,10.13,323.259,−64.5535,0.12,0.53,MSP/MSP,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,,,NA,NA,NA,NA
128,J0915.8-5110,10.1,138.964,−51.1799,0.68,0.22,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
129,J1900.8+0337,10.1,285.205,3.6230,1.0,0.69,YNG/YNG,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,,,NA,NA,NA,NA
130,J1844.3-0344,10.06,281.1,−3.7468,1.0,0.84,YNG/YNG,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,"[2.5027201175689697, 2.4299657344818115, 2.312021017074585, 16.352018356323242, -30.341343963383224, -29.808876399867184, -25.955557264839122, -29.82971299402798, -21.51774161132727, 0.6447991728782654, 0.07892485707998276, 11.009419441223145, 24.47878646850586, -0.4171161272522047, 0.9397209185548175, -0.3707032120834151, -0.7098140261592026, -0.9504809831309409, -0.9989521411568983, 0.9948869602339403]",[0],PSR,PSR,PSR,PSR
131,J0940.6-7609,10.06,145.164,−76.1608,0.43,0.39,MSP/MSP,J0940.3-7610,,J0940.6-7609,J0940.3-7610,,J0940.6-7609,J0940.3-7610,lmb,J0940.6-7609,J0940.3-7610,lmb,J0940.6-7609,,,NA,NA,NA,NA
132,J1744.7-2252,10.05,266.181,−22.8695,0.95,0.47,YNG/YNG,,,,J1745.5-2249,,J1744.7-2252,J1745.5-2249,,J1744.7-2252,J1745.5-2249,,J1744.7-2252,,,NA,NA,NA,NA
133,J1727.7-2637,10.04,261.946,−26.6251,1.0,0.53,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
