,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL
716,J0325.9-1843,bcu,J0326.0-1842
717,J0326.2+0225,bll,J0326.2+0225
718,J0326.7-3404,bcu,
719,J0327.5-1805,bcu,
720,J0327.6+2620,,
721,J0328.4-4736,,
722,J0328.5+6114,,J0332.4+6110
723,J0328.6-1129,,
724,J0328.6+5330,unk,
725,J0328.8-5715,bll,
726,J0330.1+5038,,
727,J0330.6+4659,bcu,
728,J0330.6+0438,bcu,J0330.6+0437
729,J0330.7+5845,,
730,J0330.7-2408,bcu,
731,J0331.1-5243,bcu,
732,J0331.3-6156,bll,J0331.3-6155
733,J0331.8-7040,bcu,
734,J0331.9+6307,bll,J0332.0+6308
735,J0332.1-1123,fsrq,J0332.5-1118
736,J0332.8+1557,bcu,
737,J0333.0-3044,,
738,J0333.1+8227,bcu,
739,J0333.3+0233,bcu,J0333.6+0233
740,J0333.4-2705,,
741,J0333.7+7851,bll,J0333.4+7853
742,J0333.7+2916,bll,J0333.6+2916
743,J0333.8+4007,bcu,J0333.4+4003
744,J0333.9+6537,bll,J0333.9+6538
745,J0334.2-3725,bll,J0334.3-3726
746,J0334.2-4008,bll,J0334.3-4008
747,J0334.3+3920,rdg,J0334.2+3915
748,J0335.1-4459,bll,J0335.3-4459
749,J0336.0+7502,,J0336.1+7500
750,J0336.4+3224,fsrq,J0336.5+3210
751,J0336.5-0348,bll,
752,J0336.8-3612,fsrq,J0336.9-3622
753,J0337.5+2423c,,
754,J0337.8-1157,fsrq,
755,J0338.1-2443,bll,J0338.1-2443
756,J0338.5+1302,bll,J0338.5+1303
757,J0338.7-5706,bcu,
758,J0338.9-2848,bcu,
759,J0339.2-1736,bll,J0339.2-1738
760,J0339.5-0146,fsrq,J0339.5-0146
761,J0340.3+4130,PSR,J0340.3+4130
762,J0340.4+5302,,J0340.4+5302
763,J0340.4-2422,fsrq,J0340.4-2423
764,J0340.5-2118,bll,J0340.5-2119
765,J0340.5-0256,bcu,
766,J0341.9+3153c,,J0342.3+3148c
767,J0342.2+3858,fsrq,J0342.2+3857
768,J0342.4+3125c,,
769,J0342.8-3007,bcu,J0342.6-3006
770,J0343.2-2529,fsrq,J0343.2-2534
771,J0343.2-6444,bll,J0343.3-6443
772,J0343.3-6303,,
773,J0343.4+3621,fsrq,J0343.3+3622
774,J0344.2+3203c,bcu,
775,J0344.4+3432,bcu,
776,J0345.2-2353,bll,J0345.1-2353
777,J0345.5-3301,bcu,
778,J0346.2+3235c,,
779,J0347.0+4844,fsrq,
780,J0347.0-6400,,
781,J0347.5+0722,,
782,J0347.7-3616,bcu,
783,J0348.2+6035,bcu,J0348.4+6039
784,J0348.5-2749,fsrq,J0348.6-2748
785,J0348.6-1609,bll,J0348.7-1606
786,J0348.8-0828,bcu,
787,J0348.8+4610,bcu,
788,J0348.9-4859,bcu,
789,J0349.4-1159,bll,J0349.2-1158
790,J0349.6+4026,,
791,J0349.6+2410,bcu,
792,J0349.8-2103,fsrq,J0349.9-2102
793,J0350.0+0640,bcu,
794,J0350.4-5144,bcu,
795,J0350.6-3226,bcu,
796,J0350.8-2814,bll,J0351.0-2816
797,J0352.0-2516,bcu,
798,J0352.9-3623,bll,J0353.0-3622
799,J0353.0+5654,bll,J0352.9+5655
800,J0353.0-6831,bll,J0353.0-6831
801,J0353.7+8257,bll,
802,J0354.4+4643,bcu,J0354.1+4643
803,J0354.7-1617,fsrq,
804,J0354.7+8009,bll,J0354.6+8011
805,J0355.1-1841,bcu,
806,J0355.3+3909,bcu,
807,J0356.1-1329,bcu,
808,J0357.0-4955,bll,J0357.1-4957
809,J0357.2+2320,bcu,J0357.1+2325
810,J0357.2-0319,bcu,
811,J0357.6-4625,bcu,
812,J0357.7-6808,,
813,J0357.8+3204,PSR,J0357.9+3206
814,J0358.0-6946,bcu,J0356.3-6948
815,J0358.1+2850,,
816,J0358.1-5954,bll,
817,J0358.6+0634,bcu,J0358.7+0633
818,J0358.7+7649,bcu,J0359.7+7649
819,J0358.7-7403,,
820,J0358.9+6004,fsrq,J0358.8+6002
821,J0359.0-3053,bll,
822,J0359.3+3626,,
823,J0359.4-0236,bcu,
824,J0359.4+5414,PSR,J0359.5+5413
825,J0359.4-2616,bll,J0359.3-2612
826,J0359.6+5057,fsrq,
827,J0359.7+4445,unk,
828,J0400.7+3920,bcu,
829,J0401.0-5353,bcu,J0401.0-5359
830,J0401.3+0412,bcu,
831,J0401.7+2112,fsrq,J0401.4+2109
832,J0401.9-2034,bcu,
833,J0402.0-2616,bll,J0402.1-2618
834,J0402.0+2737,bcu,
835,J0402.1-3147,fsrq,J0401.8-3144
836,J0402.5+5402,unk,
837,J0402.9+6433,bcu,
838,J0403.3+1249,,
839,J0403.3+2601,fsrq,
840,J0403.5-2437,bll,J0403.7-2442
841,J0403.9-3605,FSRQ,J0403.9-3604
842,J0404.1-1715,bcu,
843,J0404.3-1559,bcu,
844,J0405.4-6929,,
845,J0405.6-1308,fsrq,J0405.5-1307
846,J0405.9+3041c,,
847,J0406.0-5407,bcu,
848,J0406.2+0639,,
849,J0407.0-3826,fsrq,J0407.1-3825
850,J0407.5+0741,bll,J0407.5+0740
851,J0407.7-5702,,
852,J0409.2+2542,,
853,J0409.4-3822,,
854,J0409.4+3201,bcu,J0409.4+3158
855,J0409.7+4006c,,
856,J0409.8-0359,bll,J0409.8-0358
857,J0410.9+4216,bcu,
858,J0411.7+3041,bcu,
859,J0412.3+0239,bcu,
860,J0412.5+6519c,,
861,J0413.1-5332,fsrq,J0413.6-5334
862,J0413.1-0304,,
863,J0413.4-8609,,
864,J0414.3+4522,,
865,J0414.6-0842,bcu,J0414.9-0840
866,J0414.6+5711,,
867,J0414.7-4300,,
868,J0414.8-5338,bcu,
869,J0415.2-5741,bcu,
870,J0416.0-4743,bcu,
871,J0416.0-6628,bcu,
872,J0416.2-4353,fsrq,J0415.7-4351
873,J0416.5-1852,fsrq,J0416.6-1850
874,J0416.9+0105,bll,J0416.8+0104
875,J0418.1-0252,bcu,J0418.0-0251
876,J0418.2+3807,rdg,J0418.5+3813c
877,J0418.4+3414,bcu,J0418.2+3412
878,J0418.4-4342,,
879,J0418.9+6636,,J0419.1+6636
880,J0420.0+0805,bcu,
881,J0420.2+4012,bll,
882,J0420.3-6016,bll,J0420.4-6013
883,J0420.3-3745,bcu,J0420.6-3742
884,J0421.0-0752,bcu,
885,J0422.1-0644,fsrq,J0422.1-0642
886,J0422.3+1951,bll,
887,J0422.8+0225,fsrq,J0422.1+0211
888,J0423.0-0943,,
889,J0423.1+2106,bcu,
890,J0423.3-0120,FSRQ,J0423.2-0119
891,J0423.9+4150,bll,J0423.8+4150
892,J0424.7+0036,bll,J0424.7+0035
893,J0424.9-5331,bll,J0425.0-5331
894,J0425.3+6319,bcu,J0425.2+6319
895,J0426.5+5434,,J0426.7+5437
896,J0426.7+6826,bcu,J0426.3+6827
897,J0427.2+5533e,SNR,J0425.8+5600
898,J0427.3-3900,bcu,J0427.3-3900
899,J0427.3+0504,,J0426.6+0459
900,J0427.4+6433c,,
901,J0427.8-6704,LMB,J0427.9-6704
902,J0427.9+3632c,,
903,J0428.6-3756,bll,J0428.6-3756
904,J0428.7-5003,bcu,
905,J0429.0-0006,bcu,
906,J0429.3-3238,bll,
907,J0429.3-4326,fsrq,
908,J0429.8+2843,bcu,J0429.8+2843
909,J0429.9-3101,bcu,J0430.1-3103
910,J0430.2-0356,bcu,
911,J0430.3-2507,bll,J0430.2-2508
912,J0430.3+1654,bcu,J0430.5+1655
913,J0431.8+7403,bll,J0431.6+7403
914,J0432.0+1732,bcu,
915,J0433.0+0522,RDG,
916,J0433.0+1327,,
917,J0433.1+3227,bll,J0433.1+3228
918,J0433.5-1039,bcu,
919,J0433.6-6030,fsrq,J0433.7-6028
920,J0433.6+2905,bll,J0433.6+2905
921,J0433.7-5725,bcu,J0434.0-5726
922,J0434.1-2014,bll,J0434.0-2010
923,J0434.4-2342,bll,J0434.4-2341
924,J0434.7+0922,bll,J0434.6+0921
925,J0435.4-2623,bcu,
926,J0435.5+3232,,
927,J0436.2-0038,bcu,
928,J0436.7-7148,bcu,
929,J0436.8-5223,bcu,
930,J0436.9+2915,,
931,J0437.2-4715,PSR,J0437.2-4713
932,J0437.2-5846,bcu,
933,J0437.4-6155,bcu,
934,J0438.0-7329,,J0437.7-7330
935,J0438.2-4243,,
936,J0438.4-1254,fsrq,J0438.3-1258
937,J0438.7-3441,bcu,
938,J0438.9-4521,bll,J0438.8-4519
939,J0439.2+2151,bcu,
940,J0439.4-3202,bcu,J0439.6-3159
941,J0439.6-8322,,
942,J0439.8-1859,bll,J0439.9-1859
943,J0440.2-2458,bll,J0440.3-2500
944,J0440.3-4333,fsrq,
945,J0440.4+1440,bcu,J0440.3+1444
946,J0440.8+2749,bll,J0440.8+2751
947,J0441.3-2617,bcu,
948,J0441.5+1505,bll,
949,J0442.0-5432,,
950,J0442.6-0017,fsrq,J0442.6-0017
951,J0442.7+6142,bll,
952,J0442.8+3609,,
953,J0443.3-6652,bcu,
954,J0443.4-4152,bll,
955,J0444.5+0719,bcu,
956,J0444.6+3425,bcu,J0444.5+3425
957,J0444.8-3514,,
958,J0445.1-6012,fsrq,J0444.6-6012
959,J0445.7+1535,,
960,J0447.2+2446,,
961,J0447.2-2539,bcu,J0447.1-2540
962,J0447.4-2747,bcu,
963,J0448.3+2743,,
964,J0448.6-1632,bll,J0448.6-1632
965,J0448.7-2116,,J0447.8-2119
966,J0449.1+1121,fsrq,J0449.0+1121
967,J0449.2+6329,fsrq,
968,J0449.4-4350,bll,J0449.4-4350
969,J0449.6-8100,fsrq,
970,J0449.6+3027,bcu,
971,J0450.3-4419,bcu,
972,J0450.4+7230,bcu,J0451.6+7231
973,J0450.7-4938,bcu,
974,J0451.8-4651,fsrq,
975,J0451.8+5721,bcu,J0451.7+5722
976,J0452.0+2100,bcu,
977,J0452.9+5117,spp,
978,J0453.1-2806,fsrq,J0453.2-2808
979,J0453.1+6322,bll,J0453.2+6321
980,J0453.3+2843,,
981,J0455.7-4617,fsrq,J0455.7-4617
982,J0455.9+6757,,
983,J0456.2+2702,bcu,J0456.3+2702
984,J0456.3-1634,bcu,
985,J0456.4-4043,bcu,
986,J0456.6-3136,fsrq,J0456.3-3131
987,J0457.0+0646,fsrq,J0457.0+0643
988,J0457.0-2324,FSRQ,J0457.0-2324
989,J0458.0+1152,bcu,
990,J0459.4+1921,bcu,
991,J0459.7-5413,,
992,J0500.1+5447,bcu,
993,J0500.2+5237,bcu,J0500.3+5237
994,J0500.3+4639e,SNR,J0503.2+4643
995,J0500.6-4911,bll,
996,J0500.9-6945e,,J0456.2-6924
997,J0501.0+2424,bcu,
998,J0501.2-0158,fsrq,J0501.2-0157
999,J0501.7+3048,bcu,J0501.8+3046
1000,J0502.2+3016,,
1001,J0502.4+0609,fsrq,J0502.5+0612
1002,J0502.5+1340,bll,
1003,J0502.5+3438,bcu,J0502.7+3438
1004,J0502.9+6533,bll,J0503.5+6538
1005,J0503.1-6045,fsrq,
1006,J0503.5-1116,bll,
1007,J0503.6+4518,bcu,J0503.4+4522
1008,J0503.8-7508,,
1009,J0505.3+0459,fsrq,J0505.3+0459
1010,J0505.6+0415,bll,J0505.5+0416
1011,J0505.6-1558,bll,J0505.5-1558
1012,J0505.6+6405,bcu,
1013,J0505.8+3322,bcu,
1014,J0505.8-0419,fsrq,J0505.3-0422
1015,J0505.8-3817,bll,
1016,J0506.0+6113,bll,J0505.9+6114
1017,J0506.0-0357c,bcu,J0506.3-0357
1018,J0506.1+5028,psr,
1019,J0506.3-0620c,,
1020,J0506.6-4629,,
1021,J0506.6+4545,,
1022,J0506.7-0857,bll,J0506.5-0901
1023,J0506.9+0323,bll,J0506.9+0321
1024,J0506.9-5435,bll,J0506.9-5435
1025,J0507.4-3346,bcu,
1026,J0507.7-6104,fsrq,J0507.1-6102
1027,J0507.9+4647,bcu,
1028,J0507.9+6737,bll,J0508.0+6736
1029,J0508.2-1937,fsrq,J0508.2-1936
1030,J0508.2+5211,bcu,
1031,J0509.1+1943,bcu,
1032,J0509.2+5550,bcu,
1033,J0509.3-2917,bcu,
1034,J0509.4+1012,fsrq,J0509.3+1012
1035,J0509.4+0542,bll,J0509.4+0541
1036,J0509.6+8425,bll,
1037,J0509.6-0402,bll,J0509.7-0400
1038,J0509.9-6417,bcu,J0509.7-6418
1039,J0510.0+1800,fsrq,J0510.0+1802
1040,J0510.4-1809,bcu,
1041,J0511.4-6804,bcu,
1042,J0512.3+3329,,
1043,J0512.5-2201,,
1044,J0512.8+4041,bcu,J0512.9+4038
1045,J0513.9-3746,bll,
1046,J0514.5+6247,bcu,
1047,J0514.6-4408,PSR,J0514.6-4406
1048,J0515.5-0125,bcu,J0515.5-0123
1049,J0515.6-4556,fsrq,J0515.3-4557
1050,J0515.8+1527,bll,J0515.8+1526
1051,J0515.9+0537,bcu,
1052,J0516.1-7240,bcu,
1053,J0516.4+7350,bll,J0516.3+7351
1054,J0516.7-6207,bll,J0516.7-6207
1055,J0516.8-0509,bcu,
1056,J0517.5+0858,fsrq,J0517.5+0902
1057,J0517.7-1758,bcu,
1058,J0517.9+5030,spp,
1059,J0519.0+0851,bcu,J0519.5+0852
1060,J0519.6+2744,bcu,J0519.3+2746
1061,J0519.6-4544,rdg,J0519.2-4542
1062,J0519.9-6845e,GAL,J0526.6-6825e
1063,J0521.2+1637,css,
1064,J0521.3-1734,fsrq,J0521.4-1740
1065,J0521.6+0103,bll,J0521.7+0103
1066,J0521.7+2112,bll,J0521.7+2113
1067,J0521.8-3848,bcu,J0521.9-3847
1068,J0522.9-3628,AGN,J0522.9-3628
1069,J0523.3-2527,bin,J0523.3-2528
1070,J0524.4-2413,glc,
1071,J0524.5+2839,bcu,J0524.4+2839
1072,J0524.6-2819,bcu,
1073,J0524.7+4824,spp,
1074,J0524.7-8304,,
1075,J0524.8-6938,snr,J0524.5-6937
1076,J0525.4-4600,fsrq,J0525.3-4558
1077,J0525.6-2008,bcu,J0525.8-2014
1078,J0525.6-6013,bcu,J0525.6-6013
1079,J0525.8-0052,bll,
1080,J0526.1+6318,bcu,J0526.6+6321
1081,J0526.2-4830,fsrq,J0526.2-4829
1082,J0526.3+2246,bcu,J0526.4+2247
1083,J0526.7-1519,bcu,
1084,J0526.7+4254,snr,J0526.0+4253
1085,J0527.1+1152,,
1086,J0527.3-6223,bcu,
1087,J0527.4+6647,,J0527.3+6647
1088,J0528.3+1817,unk,J0528.3+1815
1089,J0528.7-5920,bll,J0529.2-5917
1090,J0529.1-2449c,,
1091,J0529.1-0101,bcu,
1092,J0529.1+0935,bcu,J0529.1+0933
1093,J0529.3-7243,bcu,J0529.8-7242
1094,J0529.4-0521,fsrq,
1095,J0529.9-0224,,
1096,J0530.0-6900e,,J0524.5-6937
1097,J0530.9+1332,FSRQ,J0530.8+1330
1098,J0531.5-7823,,
1099,J0531.7+1241c,,
1100,J0531.8-6639e,,J0525.2-6614
1101,J0532.0-4827,BLL,J0532.0-4827
1102,J0532.6+3358,,
1103,J0532.6+0732,FSRQ,J0532.7+0732
1104,J0532.8-3941,bcu,J0533.0-3939
1105,J0532.9-8325,fsrq,J0533.6-8323
1106,J0533.0-8446,bcu,
1107,J0533.1-6119,bcu,
1108,J0533.3-5549,bcu,
1109,J0533.3+4823,fsrq,J0533.2+4822
1110,J0533.5+1449,unk,
1111,J0533.6+5945,,J0533.2+5944
1112,J0533.8+6800,PSR,J0534.0+6759
1113,J0533.8-3749,fsrq,J0533.8-3754
1114,J0533.9+2838,,
1115,J0534.0+3746c,,
1116,J0534.2+2751,,
1117,J0534.5+2201i,PWN,J0534.5+2201i
1118,J0534.5+2201s,PWN,J0534.5+2201s
1119,J0534.5+2200,PSR,J0534.5+2201
1120,J0535.1-5422,,
1121,J0535.2-6736,HMB,
1122,J0535.3+0934,,
1123,J0536.0-2754,bcu,J0535.6-2749
1124,J0536.1-1205,,
1125,J0536.2+1733,bll,
1126,J0536.4-3401,fsrq,
1127,J0536.4-3343,bll,
1128,J0536.5-2548,bcu,
1129,J0537.5+0959,,J0537.0+0957
1130,J0537.7-5717,bll,J0537.4-5717
1131,J0537.8-6909,pwn,J0538.4-6856
1132,J0538.2-3910,bll,J0538.4-3909
1133,J0538.6+0443,bcu,
1134,J0538.8-4405,BLL,J0538.8-4405
1135,J0538.9+3549c,,
1136,J0539.0+1644,bcu,J0538.9+1646
1137,J0539.2-6333,,
1138,J0539.6+1432,FSRQ,J0539.8+1434
1139,J0539.7-0521c,bcu,J0539.2-0536
1140,J0539.9-2839,fsrq,J0540.0-2837
1141,J0540.0-7552,,J0539.9-7553
1142,J0540.0+1209,bcu,J0540.0+1208
1143,J0540.2+0655,,
1144,J0540.3-6920,PSR,
1145,J0540.3+2756e,SNR,J0540.3+2756e
1146,J0540.5+5823,bll,J0540.4+5823
1147,J0540.6+5540,,
1148,J0540.7+3611c,,
1149,J0540.8-5415,fsrq,J0540.5-5416
1150,J0541.1-4854,bcu,
1151,J0541.4-7334,bcu,
1152,J0541.6-0541,fsrq,J0540.9-0547
1153,J0542.4+3547c,bcu,
1154,J0542.8-3458,bcu,
1155,J0542.9-0913,bcu,J0542.5-0907c
1156,J0543.5-8741,,J0542.2-8737
1157,J0543.9-0418,,
1158,J0543.9-5531,bll,J0543.9-5531
1159,J0544.4+2238,,J0544.7+2239
1160,J0544.8+5209c,,
1161,J0545.0+0613c,bcu,
1162,J0545.7+6016,,J0545.6+6019
1163,J0545.8-0905,,
1164,J0546.5-1100,,
1165,J0546.9-2206,bll,
1166,J0548.5-5218,bcu,
1167,J0548.6+1200,,
1168,J0549.0+3258c,bcu,
1169,J0550.3-5733,fsrq,
1170,J0550.5-3216,bll,J0550.6-3217
1171,J0550.5-4356,,J0550.8-4400
1172,J0550.9+2552c,bcu,
1173,J0551.0-1622,bcu,
1174,J0551.7+0446,,J0551.6+0449c
1175,J0551.8-2130,,
1176,J0551.8-3517,bcu,
1177,J0552.0+2656c,,
1178,J0552.4+3755,bcu,
1179,J0552.8+0313,bcu,
1180,J0553.5-2034,bll,J0553.5-2036
1181,J0553.5+4810,,
1182,J0553.6+0100,,
1183,J0553.9-5048,,
1184,J0554.0-0839,,
1185,J0554.1+3107,PSR,J0554.1+3104
1186,J0554.2-0259,,
1187,J0554.3-1009c,bcu,
1188,J0555.1+0150c,,
1189,J0555.1+0304,bcu,
1190,J0555.6+3947,fsrq,
1191,J0556.2-4352,bll,J0556.0-4353
1192,J0557.3-0615,bcu,
1193,J0557.5-4452,,
1194,J0557.6-0721,bcu,J0557.7-0720
1195,J0558.0-3837,bll,J0558.1-3838
1196,J0558.1-2113,,
1197,J0558.1-2859,bcu,
1198,J0558.2+0132c,,
1199,J0558.8-7459,bll,J0558.6-7459
1200,J0559.3+0352,,
1201,J0559.6+3044,bcu,J0559.8+3042
1202,J0559.9+6409,bcu,
1203,J0600.3+1244,bcu,
1204,J0600.4+4949,,
1205,J0600.6-3939,fsrq,J0600.9-3943
1206,J0601.0-1016c,,
1207,J0601.0+3838,bll,J0601.0+3837
1208,J0601.1-7035,fsrq,J0601.2-7036
1209,J0601.3-7238,bll,
1210,J0601.3+5444,bcu,
1211,J0601.4-6057,,
1212,J0601.4+2320,fsrq,J0601.5+2309
1213,J0601.8-2003,fsrq,
1214,J0602.0+5315,bll,J0602.2+5314
1215,J0602.7-0007,bll,
1216,J0602.8-4019,bll,J0602.8-4016
1217,J0602.8+6041,bcu,
1218,J0603.9+2159,bcu,J0603.8+2155
1219,J0604.1-4816,bll,J0604.1-4817
1220,J0604.5-4851,bcu,J0604.7-4849
1221,J0604.8+4411,bcu,
1222,J0604.9-0000,bcu,J0605.0-0000
1223,J0605.1+3757,PSR,J0605.0+3756
1224,J0606.5-4730,bcu,J0606.4-4729
1225,J0606.9+4402,bcu,
1226,J0607.2-2518,bll,
1227,J0607.4+4739,bll,J0607.4+4739
1228,J0607.9-1904,,
1229,J0608.0+6721,fsrq,
1230,J0608.0-0835,fsrq,J0608.0-0835
1231,J0608.1-6028,fsrq,
1232,J0608.1-1521,fsrq,J0608.1-1522
1233,J0608.6-2305,,J0608.2-2306
1234,J0608.6+1149,unk,
1235,J0608.8+2034c,unk,J0608.3+2037
1236,J0608.9-5456,bcu,
1237,J0609.0+2136c,,J0609.3+2131
1238,J0609.0+2006,,
1239,J0609.0-2219,fsrq,
1240,J0609.2-0247,bll,J0609.4-0248
1241,J0609.5+1402,bcu,
1242,J0610.1-1848,bll,J0609.6-1847
1243,J0610.2-2100,PSR,J0610.2-2059
1244,J0610.7+1656,bcu,
1245,J0610.8-4911,,
1246,J0610.9-6054,fsrq,J0611.1-6100
1247,J0611.1+4325,bcu,J0611.2+4323
1248,J0611.4-4722,,
1249,J0611.5-2918,,
1250,J0611.6-2712,bcu,
1251,J0611.6+2803,bll,J0611.7+2759
1252,J0612.5-3138,fsrq,
1253,J0612.5-3934,bcu,
1254,J0612.6+1520c,,
1255,J0612.8+4122,bll,J0612.8+4122
1256,J0613.1+1749c,,
1257,J0613.7-0201,PSR,J0613.8-0201
1258,J0614.1-3329,PSR,J0614.1-3329
1259,J0614.8+6136,bcu,
1260,J0614.9+2426,bcu,
1261,J0615.3-3117,bll,J0615.4-3116
1262,J0615.9+1416,,
1263,J0616.1-1732,bll,
1264,J0616.5+2235,,
1265,J0616.7-1049,bcu,
1266,J0616.9+4340,bcu,
1267,J0617.2+2234e,SNR,J0617.2+2234e
1268,J0617.2+5701,bll,J0617.2+5701
1269,J0617.6-4028,,
1270,J0617.7-1715,bll,J0617.6-1717
1271,J0618.1+7819,sbg,J0618.0+7819
1272,J0618.1-2428,fsrq,J0618.2-2429
1273,J0618.7+1211,,
1274,J0618.9+2240c,,
1275,J0618.9-1138,bcu,J0618.9-1138
1276,J0620.1+2246,,
1277,J0620.3+3804,bcu,
1278,J0620.4+1445,,
1279,J0620.5-2512,bcu,
1280,J0620.7+2643,bcu,J0620.4+2644
1281,J0620.7-5034,,
1282,J0620.9+2201,,
1283,J0621.2-4648,bcu,
1284,J0621.2+2512,PSR,J0621.0+2514
1285,J0621.2-2213,bcu,
1286,J0621.7-3411,bll,
1287,J0621.8+1746,bll,
1288,J0622.2+3749,PSR,J0622.2+3747
1289,J0622.3-2605,bll,J0622.4-2606
1290,J0622.4-6433,fsrq,
1291,J0622.5+3120,,
1292,J0622.7-4141,bcu,J0623.1-4143
1293,J0622.9+3326,BCU,J0622.9+3326
1294,J0623.0-3010,bcu,
1295,J0623.2+3044,bll,J0623.3+3043
1296,J0623.7-3348,bcu,
1297,J0623.9-5259,bll,
1298,J0624.2-2943,bcu,
1299,J0624.7-4903,,
1300,J0625.3+4439,bll,J0625.2+4440
1301,J0625.5+7029,,
1302,J0625.8-5441,fsrq,J0626.0-5436
1303,J0626.4-4259,bll,J0626.6-4259
1304,J0626.4-1712,bll,
1305,J0627.0-3529,rdg,J0627.0-3529
1306,J0628.6+6900,bcu,J0630.3+6906
1307,J0628.8-6250,bll,J0629.0-6248
1308,J0629.3-1959,bll,J0629.4-1959
1309,J0629.6+2435,bcu,
1310,J0630.2+3228,bcu,
1311,J0630.9-2406,bll,J0630.9-2406
1312,J0631.0+5626,,
1313,J0631.1+2020,bcu,J0631.2+2019
1314,J0631.5+1036,PSR,J0631.5+1036
1315,J0631.8+0645,PSR,
1316,J0632.0-1032,bcu,
1317,J0632.7+1215,,
1318,J0632.8+0550,hmb,
1319,J0633.4-2222,fsrq,
1320,J0633.7+0632,PSR,J0633.7+0632
1321,J0633.9+5840,,
1322,J0633.9+1746,PSR,J0633.9+1746
1323,J0634.2+0436e,snr,J0634.1+0424
1324,J0634.6-3046c,,
1325,J0634.9-2335,fsrq,J0634.7-2334
1326,J0635.6-7518,fsrq,J0635.7-7517
1327,J0636.5+7138,bcu,J0633.8+7132
1328,J0637.4-3537,bcu,
1329,J0638.2+6020,bcu,
1330,J0638.6+7320,fsrq,J0638.6+7324
1331,J0638.7+2753,bcu,
1332,J0638.7+5658,bcu,J0638.4+5704
1333,J0639.4+0655e,SNR,J0640.9+0752
1334,J0639.6+3503,bcu,
1335,J0640.0-1253,bll,J0640.0-1252
1336,J0640.8+2432,bcu,
1337,J0640.9-5204,,
1338,J0641.7-0320,FSRQ,J0641.8-0319
1339,J0642.4+1048,,
1340,J0642.9-6501,,
1341,J0643.2-5356,bcu,J0643.4-5358
1342,J0643.3+0857,fsrq,J0643.2+0859
1343,J0644.4-6712,fsrq,J0644.3-6713
1344,J0644.6+6039,bll,J0644.6+6035
1345,J0644.6-2853,bcu,J0644.6-2853
1346,J0646.4-5455,psr,J0646.4-5452
1347,J0646.7-3913,fsrq,J0645.9-3914
1348,J0647.0-5138,bcu,J0647.0-5134
1349,J0647.7-4418,bcu,J0647.1-4415
1350,J0647.7-6058,bll,J0647.6-6058
1351,J0647.7+0031,spp,J0647.6+0032
1352,J0647.8+4527,bcu,
1353,J0648.0-3045,fsrq,J0648.1-3045
1354,J0648.1+1605,bcu,J0648.1+1606
1355,J0648.2+1745,bcu,J0647.8+1751
1356,J0648.4-1743,fsrq,J0648.8-1740
1357,J0648.4-6941,bcu,
1358,J0648.6-3623,,
1359,J0648.7+1516,bll,J0648.8+1516
1360,J0649.3+2230,bcu,
1361,J0649.5-3139,bll,J0649.6-3138
1362,J0650.2-5144,,
1363,J0650.2-1636,bcu,J0650.4-1636
1364,J0650.5-2851,bcu,
1365,J0650.6+2055,unk,J0650.5+2055
1366,J0650.7+2503,bll,J0650.7+2503
1367,J0651.0+4013,bcu,J0651.3+4014
1368,J0651.4+6525,bcu,J0650.9+6524
1369,J0651.5+7956,bcu,
1370,J0651.9-4330,,
1371,J0652.1-4813,bcu,J0652.0-4808
1372,J0652.5+1932,bcu,
1373,J0652.8-1855,,
1374,J0652.9+4707,PSR,
1375,J0653.6+1636,bcu,
1376,J0653.7+2815,bll,J0653.6+2817
1377,J0654.0-4658,,
1378,J0654.0-4152,bcu,
1379,J0654.3+0923,bcu,J0654.5+0926
1380,J0654.3+5042,fsrq,J0654.4+5042
1381,J0654.4+4514,FSRQ,J0654.4+4514
1382,J0654.6-4952,bcu,
1383,J0654.7+4246,bll,
1384,J0655.4-2631,bcu,
1385,J0656.3-0322,fsrq,J0656.2-0323
1386,J0656.3+4235,bll,J0656.4+4232
1387,J0656.3-2404,bll,
1388,J0656.5+4218,,
1389,J0657.4-4658,,J0657.6-4701
1390,J0658.1-5840,bcu,J0658.3-5832
1391,J0658.2+2709,bcu,
1392,J0658.6+0636,bcu,J0658.6+0636
1393,J0658.7+2318,,J0658.8+2318
1394,J0659.6-2742,fsrq,
1395,J0659.6-6742,bcu,
1396,J0659.7+1416,PSR,J0659.5+1414
1397,J0659.9+1709,fsrq,J0700.0+1709
1398,J0700.1-6311,bcu,J0700.3-6310
1399,J0700.2-5118,,
1400,J0700.2+1304,bll,J0700.2+1304
1401,J0700.4-4308,,
1402,J0700.5-6610,bll,J0700.6-6610
1403,J0700.6+3558,,J0700.6+3557
1404,J0700.8+1551,,
1405,J0701.3-0403,,
1406,J0701.5+2511,bcu,
1407,J0701.5-2842,,
1408,J0701.5-4634,fsrq,J0701.4-4634
1409,J0702.7-1951,bll,J0702.7-1952
1410,J0703.2+6809,bcu,
1411,J0703.2-3914,bll,J0703.4-3914
1412,J0703.3-1042,bcu,J0704.1-1043
1413,J0703.3-0050,bcu,
1414,J0704.3-4829,,J0704.3-4828
1415,J0704.7+4508,bcu,
1416,J0704.8+4907,bcu,
1417,J0705.7-4848,bcu,J0706.1-4849
1418,J0705.8-0004,,J0705.7-0006
1419,J0705.9+5309,bcu,
1420,J0706.1+0246,bcu,
1421,J0706.5+3744,bll,J0706.5+3744
