,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL
214,J0058.0-3233,bll,J0058.0-3233
215,J0058.1+6915,,
216,J0058.3+1723,bll,
217,J0058.3-4603,,
218,J0058.4+3315,fsrq,J0058.3+3315
219,J0058.6-1140,bcu,
220,J0059.2+0006,fsrq,J0059.6+0003
221,J0059.3-0152,bll,J0059.2-0152
222,J0059.4-5654,,J0059.1-5701
223,J0059.5-3512,bll,
224,J0059.5-3338,fsrq,
225,J0059.7-7210,sfr,
226,J0100.3+0745,bll,J0100.2+0745
227,J0101.0-0059,bll,
228,J0101.1-6422,PSR,J0101.0-6422
229,J0101.7-5455,bcu,
230,J0101.8-7543,fsrq,
231,J0102.0-6240,,
232,J0102.0+1639,bcu,
233,J0102.1+4458,,J0102.1+4458
234,J0102.3+1000,,
235,J0102.4+4214,fsrq,J0102.3+4217
236,J0102.4+0942,bll,J0102.1+0943
237,J0102.6-5639,bcu,
238,J0102.7-2001,bcu,
239,J0102.8+5824,fsrq,J0102.8+5825
240,J0102.8+4839,PSR,J0102.8+4840
241,J0102.9-7051,glc,
242,J0103.1+4954,bcu,
243,J0103.5+1526,bll,
244,J0103.5+5337,bll,J0103.4+5336
245,J0103.8+1321,bll,J0103.7+1323
246,J0104.6-0818,,
247,J0104.8-2416,fsrq,J0105.1-2415
248,J0105.1+3929,bll,J0105.3+3928
249,J0106.1+1131,,
250,J0106.4+4855,PSR,J0106.5+4855
251,J0106.9-4832,bcu,
252,J0107.3-1210,bcu,J0107.0-1208
253,J0107.4+0334,bll,
254,J0108.1-0039,fsrq,J0108.5-0035
255,J0108.6+0134,fsrq,J0108.7+0134
256,J0109.1+1815,bll,J0109.1+1816
257,J0109.3+2401,bcu,
258,J0109.7+6133,fsrq,J0109.8+6132
259,J0110.0-4019,bll,J0109.9-4020
260,J0110.1+6805,bll,J0110.2+6806
261,J0110.2+4151,bll,
262,J0110.7-1254,bll,J0110.9-1254
263,J0110.9+4344,bcu,
264,J0111.4+0534,bll,J0111.5+0535
265,J0111.5-2546,bcu,
266,J0112.0+3442,,
267,J0112.0-6634,fsrq,
268,J0112.1+2245,BLL,J0112.1+2245
269,J0112.1-0321,fsrq,
270,J0112.6-3158,bll,
271,J0112.8-7506,bll,J0112.9-7506
272,J0112.8+3208,fsrq,J0112.8+3207
273,J0113.1-3553,fsrq,J0113.0-3554
274,J0113.4+4948,fsrq,J0113.4+4948
275,J0113.7+0225,bll,
276,J0114.0+6418,bcu,
277,J0114.8+1326,bll,J0114.8+1326
278,J0114.9-3400,bll,
279,J0115.1+2622,bcu,
280,J0115.1-0129,fsrq,
281,J0115.4-2917,,
282,J0115.6+0356,bll,J0115.7+0356
283,J0115.8+2519,bll,J0115.8+2519
284,J0116.0-1136,fsrq,J0116.0-1134
285,J0116.0-2745,bll,J0116.2-2744
286,J0116.2-6153,bll,J0116.3-6153
287,J0116.5-2812,bll,
288,J0116.5-3046,fsrq,
289,J0116.8+6914,,J0116.8+6913
290,J0117.5-2442,bll,
291,J0117.8-2109,fsrq,J0117.8-2113
292,J0118.3-6008,,
293,J0118.7-0848,bcu,
294,J0118.9-2141,fsrq,J0118.8-2142
295,J0119.0-1458,bll,J0118.9-1457
296,J0119.4-5354,bcu,
297,J0119.6+4158,bll,
298,J0119.9+4053,bcu,
299,J0120.1+0505,,
300,J0120.2-7944,,
301,J0120.4-2701,bll,J0120.4-2700
302,J0121.7+5153,bcu,J0121.7+5154
303,J0121.8-3916,bll,J0121.8-3917
304,J0122.1-3004,bcu,
305,J0122.4+1034,,
306,J0123.1+3421,bll,J0122.8+3423
307,J0123.7-2311,bll,J0123.7-2312
308,J0124.8-0625,bll,J0125.2-0627
309,J0125.3+6820,,
310,J0125.3-2548,bll,J0125.4-2548
311,J0125.4+3200,bcu,
312,J0125.7-0015,fsrq,
313,J0125.9-6303,,
314,J0126.0-2221,fsrq,J0126.1-2227
315,J0126.3-6746,,
316,J0126.5-1553,bcu,
317,J0126.8+2412,,
318,J0127.1+3310,bll,
319,J0127.2-0819,bll,J0127.1-0818
320,J0127.2+0324,bll,J0127.2+0325
321,J0127.4-4813,bcu,
322,J0127.9+4857,bll,J0127.6+4851
323,J0128.1+7542,,
324,J0128.2+4400,bcu,
325,J0128.3+5710,bcu,
326,J0128.5+4440,fsrq,J0128.5+4430
327,J0129.0+6312,bcu,J0128.4+6257
328,J0129.7+3436,bcu,
329,J0129.8+1440,fsrq,J0130.8+1441
330,J0130.4-2129,bcu,
331,J0130.6+1844,bcu,
332,J0131.1+6120,bll,J0131.2+6120
333,J0131.2+5547,bcu,J0131.3+5548
334,J0131.7-5346,,J0132.1-5340
335,J0132.1-0956,,
336,J0132.7-1654,fsrq,J0132.6-1655
337,J0132.7-0804,bcu,J0132.5-0802
338,J0132.8-4413,bll,J0133.0-4413
339,J0132.8+4324,bcu,J0133.3+4324
340,J0133.0+5931,,J0133.3+5930
341,J0133.1-5201,fsrq,J0133.2-5159
342,J0133.2-4533,bcu,
343,J0134.3-3842,fsrq,J0134.3-3842
344,J0134.5+2637,fsrq,J0134.5+2638
345,J0135.0+5338,bcu,
346,J0135.1+0255,bcu,
347,J0136.5+3906,bll,J0136.5+3905
348,J0137.0+4751,fsrq,J0137.0+4752
349,J0137.3-3239,,
350,J0137.6-2430,fsrq,J0137.6-2430
351,J0137.9+5814,bll,J0137.8+5813
352,J0138.0+2247,bll,
353,J0138.5+0300,,
354,J0138.5-4613,bcu,J0138.5-4612
355,J0138.6+6821,unk,
356,J0139.0+2601,bll,
357,J0139.5-2228,,
358,J0140.3+7054,,
359,J0140.5-4730,,
360,J0140.6-0758,bll,
361,J0140.6+8736,bcu,J0139.9+8735
362,J0141.4-0928,bll,J0141.4-0929
363,J0142.5+6650,,
364,J0142.7-0543,bll,
365,J0143.1-3622,bcu,
366,J0143.5-3156,bcu,
367,J0143.7-5846,bll,J0143.7-5845
368,J0144.3+5959,,
369,J0144.6+2705,bll,J0144.6+2705
370,J0145.0-2732,fsrq,J0145.1-2732
371,J0145.9+2319,bcu,
372,J0146.0-6746,bcu,J0146.4-6746
373,J0146.3+4606,bcu,
374,J0146.9-5202,bll,J0147.0-5204
375,J0147.7-1321,bcu,
376,J0148.2+5201,bll,J0148.3+5200
377,J0148.6+0127,bll,J0148.6+0128
378,J0149.6-0734,bcu,
379,J0150.4+4848,,J0149.6+4846
380,J0150.6-5448,bcu,J0150.5-5447
381,J0150.9+1230,,
382,J0151.0+0539,bcu,J0151.0+0537
383,J0151.3+8601,bll,J0145.6+8600
384,J0151.4-3607,bcu,J0151.0-3609
385,J0151.7+5455,bcu,
386,J0152.2+3714,bcu,J0152.2+3707
387,J0152.2+2206,fsrq,J0151.6+2205
388,J0152.6+0147,bll,J0152.6+0148
389,J0153.0+7517,bll,J0152.8+7517
390,J0153.3+5416,,
391,J0153.4+7114,rdg,J0153.4+7114
392,J0153.5-5107,fsrq,
393,J0153.9+0823,bll,J0154.0+0824
394,J0154.3-0236,bcu,
395,J0154.6+0051,,
396,J0155.0+4433,bll,J0154.9+4433
397,J0155.4-0625,bcu,
398,J0156.1+1502,bcu,
399,J0156.3-2420,,J0156.5-2423
400,J0156.5+3914,bcu,J0156.3+3913
401,J0156.6-1758,bcu,
402,J0156.8-4744,bll,J0156.9-4742
403,J0156.9-5301,bll,J0157.0-5301
404,J0156.9+4648,bcu,
405,J0157.7-4614,fsrq,J0157.9-4615
406,J0158.4+1230,,
407,J0158.5-3932,bll,J0158.6-3931
408,J0158.8+0101,fsrq,J0158.6+0102
409,J0159.0+3313,,
410,J0159.3-4523,bcu,
411,J0159.5+1046,bll,J0159.4+1046
412,J0159.7-2740,bll,J0159.8-2741
413,J0159.8-2234,,
414,J0200.3-4109,bll,J0200.3-4108
415,J0200.6-6637,fsrq,J0200.9-6635
416,J0201.1+0036,bll,
417,J0201.1-4347,bcu,
418,J0202.4+0849,fsrq,J0202.3+0851
419,J0202.4+2943,,
420,J0202.6-0258,fsrq,
421,J0202.7+4204,bll,J0202.5+4206
422,J0202.9-0225,bcu,J0203.1-0227
423,J0203.6+7233,bll,J0204.0+7234
424,J0203.7+3042,bll,J0203.6+3043
425,J0203.9+8120,,
426,J0204.0-3334,bll,
427,J0204.1-2919,bcu,
428,J0204.3-3140,bcu,
429,J0204.3+2417,bll,J0204.2+2420
430,J0204.7+6656,,
431,J0204.8+1513,bcu,J0205.0+1510
432,J0205.0-1700,fsrq,J0205.2-1700
433,J0205.2+3212,fsrq,J0204.8+3212
434,J0205.7+6449,PSR,J0205.5+6448
435,J0206.0-0958,fsrq,
436,J0206.4-1151,fsrq,J0206.4-1150
437,J0206.8-5744,bcu,
438,J0207.2-1832,,
439,J0207.4-3855,bcu,J0207.9-3846
440,J0207.5-1049,bcu,
441,J0207.5-2402,bcu,
442,J0207.9+2203,bcu,
443,J0207.9+0953,bcu,
444,J0208.3-6838,bll,J0208.0-6838
445,J0208.5-0046,bll,
446,J0208.6+3523,bll,J0208.6+3522
447,J0209.3+4449,bll,J0209.5+4449
448,J0209.3-5228,bll,J0209.4-5229
449,J0209.8+2626,,
450,J0209.9+7229,bll,
451,J0210.1+2518,bcu,
452,J0210.5-1445,bcu,
453,J0210.7-5101,FSRQ,J0210.7-5101
454,J0211.1-0646,bll,J0211.2-0649
455,J0211.2+1051,BLL,J0211.2+1051
456,J0211.5+6219,,
457,J0212.1+5321,bin,J0212.1+5320
458,J0212.2-2559,bcu,
459,J0212.2-0219,bcu,
460,J0212.4-3502,bll,J0212.8-3504
461,J0212.8-2721,bcu,J0213.1-2720
462,J0212.9+2244,bll,J0213.0+2245
463,J0213.8-6949,bcu,
464,J0214.1-4733,bcu,
465,J0214.2-7025,bcu,
466,J0214.3+5145,bll,J0214.4+5143
467,J0214.4-5822,bcu,J0214.7-5823
468,J0214.6-4333,bcu,
469,J0214.8-6150,bcu,
470,J0214.9-3722,bcu,
471,J0215.0-5330,,
472,J0215.3+7555,bcu,
473,J0215.9+0300,bcu,J0216.0+0300
474,J0216.5+2313,bll,
475,J0216.6-1015,bcu,J0216.6-1019
476,J0216.8-6635,bll,J0217.0-6635
477,J0216.8+0510,bcu,J0216.4+0507
478,J0217.0-0821,fsrq,J0217.1-0833
479,J0217.2+0837,bll,J0217.2+0837
480,J0217.4+7352,fsrq,J0217.5+7349
481,J0217.8+0144,fsrq,J0217.8+0143
482,J0218.1+4232,PSR,J0218.1+4233
483,J0218.9-2305,bcu,
484,J0218.9+3643,bcu,J0218.9+3642
485,J0219.0+2443,bll,J0219.0+2440
486,J0219.1-1724,bll,J0219.1-1725
487,J0219.5+0724,bll,
488,J0220.1+1155,,
489,J0220.2+3246,fsrq,
490,J0220.8-0841,bll,
491,J0221.1+3556,FSRQ,J0221.1+3556
492,J0221.2-1312,bcu,
493,J0221.4+6241e,SNR,J0224.0+6235
494,J0221.5+2513,fsrq,J0221.2+2518
495,J0221.8+3730,bcu,
496,J0222.0-1616,fsrq,J0222.1-1616
497,J0222.4+6156e,snr,J0223.6+6204
498,J0222.6+4302,BLL,J0222.6+4301
499,J0222.7+5016,,
500,J0223.0-3447,fsrq,
501,J0223.0+6821,bll,J0223.3+6820
502,J0223.1-1117,bll,J0222.9-1117
503,J0223.2-1653,fsrq,
504,J0223.5+5415,bcu,
505,J0223.5+3912,bcu,
506,J0223.5-0928,bcu,
507,J0224.0-7941,bll,J0224.1-7941
508,J0224.0-1850,bcu,J0224.1-1846
509,J0224.2+0700,fsrq,
510,J0224.2+1616,bcu,J0224.4+1615
511,J0224.8+2937,,
512,J0224.9+1843,fsrq,
513,J0225.1-2604,bcu,J0225.2-2602
514,J0225.5-5530,,
515,J0225.6-4502,bcu,
516,J0225.8+1310,bcu,
517,J0226.3-1845,bcu,
518,J0226.5+0938,fsrq,J0226.3+0941
519,J0226.5-4441,bll,J0226.5-4442
520,J0226.6-0553,bcu,
521,J0226.7+2312,bcu,
522,J0226.9+7744,,
523,J0227.2+3928,fsrq,J0226.0+3922
524,J0227.3+0201,bll,J0227.2+0201
525,J0227.8+2246,bcu,J0228.0+2248
526,J0228.0-3026,fsrq,
527,J0228.1+8208,bcu,J0228.5+8213
528,J0228.2-3102,bcu,J0228.7-3106
529,J0228.3-5547,fsrq,J0228.3-5545
530,J0228.5-2234,bcu,
531,J0228.7+6718,fsrq,
532,J0229.5-3644,fsrq,J0229.3-3643
533,J0230.3+1713,,
534,J0230.4-1140,,
535,J0230.8+4032,fsrq,J0230.8+4032
536,J0231.0+3505,,
537,J0231.2-5754,bll,J0230.6-5757
538,J0231.2-4745,fsrq,
539,J0231.8+1322,fsrq,
540,J0232.5-1118,bcu,
541,J0232.8+2018,bll,J0232.8+2016
542,J0232.9+2608,bll,J0232.9+2606
543,J0233.0+3740,bcu,
544,J0233.5+0654,bcu,J0232.6+0646
545,J0233.9+8041,bcu,
546,J0234.3-0628,bll,J0234.2-0629
547,J0235.3+5650,,J0235.7+5647
548,J0235.6-2939,bll,
549,J0236.8-6136,fsrq,J0236.7-6136
550,J0237.1-0714,bcu,
551,J0237.3+2000,bll,
552,J0237.6-3602,bll,J0237.5-3603
553,J0237.6+0923,bcu,
554,J0237.7+0206,rdg,
555,J0237.8+5238,,J0238.0+5237
556,J0237.8+2848,FSRQ,J0237.9+2848
557,J0238.1-3905,bll,J0238.3-3904
558,J0238.1-2621,,
559,J0238.2+1531,bcu,
560,J0238.4-3116,bll,J0238.4-3117
561,J0238.6+1637,BLL,J0238.6+1636
562,J0238.7+2555,bll,J0239.0+2555
563,J0239.1+6634,,
564,J0239.5+1326,bcu,J0239.4+1326
565,J0239.5-1353,bcu,
566,J0239.7+0415,fsrq,
567,J0240.2-0248,,J0240.0-0253
568,J0240.5+6113,HMB,J0240.5+6113
569,J0240.8-3401,bcu,
570,J0241.0-0505,bll,
571,J0241.3+6543,bll,J0241.3+6542
572,J0241.9-1603,bcu,
573,J0242.3+1102,fsrq,J0242.3+1059
574,J0242.3+5216,bcu,
575,J0242.6+1735,bcu,
576,J0242.6-0000,sbg,J0242.7-0001
577,J0242.9+0045,bll,
578,J0243.2-0550,fsrq,
579,J0243.4+7119,bll,J0243.5+7119
580,J0243.7+0321,bcu,
581,J0244.6-5819,bll,J0244.8-5818
582,J0244.7+1316,bcu,
583,J0245.0+4755,,J0244.4+4745
584,J0245.1-0257,bll,
585,J0245.4-5950,bcu,
586,J0245.4+2408,fsrq,J0245.4+2410
587,J0245.5-4502,fsrq,
588,J0245.9-4650,fsrq,J0245.9-4651
589,J0246.0-4838,,
590,J0246.6-3348,bcu,
591,J0248.0+2232,bcu,
592,J0248.4+6021,PSR,J0248.5+6022
593,J0248.6+4230,PSR,J0248.5+4232
594,J0248.6+5131,bcu,J0248.4+5130
595,J0250.2-8224,bcu,J0244.4-8224
596,J0250.6+1712,bll,J0250.6+1713
597,J0250.6+8435,bcu,J0249.1+8438
598,J0250.7+5630,bcu,J0250.6+5630
599,J0251.0+2605,PSR,J0251.1+2603
600,J0251.1-1830,,J0251.1-1829
601,J0251.5-5958,fsrq,J0251.5-5959
602,J0251.6+0628,,
603,J0252.0-3657,,
604,J0252.3-2707,,
605,J0252.8-2219,fsrq,J0252.8-2218
606,J0252.9+3834,fsrq,J0252.3+3830
607,J0253.2-5441,fsrq,J0253.1-5438
608,J0253.2-0124,bll,J0253.0-0125
609,J0253.5+3216,fsrq,J0253.5+3216
610,J0253.9+5103,fsrq,J0253.8+5104
611,J0255.8+0534,bll,J0255.8+0532
612,J0256.2-0408,,
613,J0256.3+0334,bll,J0256.3+0335
614,J0257.0+3358,bcu,
615,J0257.8+7044,,
616,J0257.9-1215,fsrq,J0257.8-1216
617,J0258.1+2030,bll,J0258.0+2030
618,J0259.0+0552,,J0258.9+0552
619,J0259.3+5453,bcu,
620,J0259.4+0308,bcu,
621,J0259.4+0746,fsrq,J0259.5+0746
622,J0259.5+1924,fsrq,
623,J0259.5-1705,bcu,
624,J0300.0-5908,,
625,J0300.4+3450,,
626,J0301.0-1652,bll,J0301.4-1652
627,J0301.2+2546,bcu,
628,J0301.4-3124,bcu,
629,J0301.6-7155,fsrq,J0301.8-7157
630,J0301.6-5617,,
631,J0301.9-2731,bcu,J0301.8-2721
632,J0302.5+3354,,
633,J0302.7+5717,,
634,J0303.2+3149,bcu,J0303.0+3150
635,J0303.3-7913,fsrq,J0302.5-7915
636,J0303.3+0555,bll,
637,J0303.4-2407,BLL,J0303.4-2407
638,J0303.4-5232,bcu,
639,J0303.6+4716,bll,J0303.6+4716
640,J0303.6-6211,fsrq,J0303.7-6211
641,J0304.4-2833,bll,J0304.3-2836
642,J0304.5+3349,bcu,
643,J0304.5+6821,bcu,J0304.9+6817
644,J0304.5-0054,bll,
645,J0304.6+6554,,
646,J0304.9-0606,bll,J0305.0-0601
647,J0305.1-1608,bll,J0305.2-1607
648,J0307.4+4915,bll,J0307.3+4916
649,J0307.8-0419,bcu,
650,J0307.8+7443,PSR,J0308.0+7442
651,J0308.1-2852,bcu,J0308.4-2852
652,J0308.4+0407,rdg,J0308.6+0408
653,J0308.9-4702,,
654,J0309.0+1029,fsrq,J0309.0+1029
655,J0309.4-4000,bcu,
656,J0309.7-0745,bll,J0309.5-0749
657,J0309.9-6941,,
658,J0309.9-6058,fsrq,J0309.9-6057
659,J0310.6-5017,bll,J0310.4-5015
660,J0310.8-1041,bcu,
661,J0310.9-3458,bcu,
662,J0310.9+3815,fsrq,J0310.8+3814
663,J0311.2+6856,bcu,
664,J0311.3+2940,,
665,J0311.5-4402,bcu,
666,J0311.6+4134,bcu,
667,J0312.1-0921,psr,J0312.1-0921
668,J0312.4-3221,bcu,
669,J0312.5-2221,bll,J0312.7-2222
670,J0312.7+2012,,J0312.7+2011
671,J0312.8+0134,fsrq,J0312.7+0133
672,J0312.9+3614,bll,J0312.7+3613
673,J0312.9+4119,rdg,
674,J0313.0+0229,bcu,
675,J0313.6-7508,,
676,J0314.1+2827,,
677,J0314.1+5033,,
678,J0314.3+0620,bll,
679,J0314.3-5103,bll,J0314.3-5103
680,J0314.4-4805,,
681,J0314.6-6549,fsrq,
682,J0315.4-2643,bcu,
683,J0315.5+4231,bcu,
684,J0315.9-1033,fsrq,J0315.5-1026
685,J0316.0-5626,bcu,
686,J0316.2-6437,bll,J0316.2-6436
687,J0316.2+0905,bll,J0316.1+0904
688,J0316.2-2608,bll,J0316.1-2611
689,J0316.8+4120,RDG,J0316.6+4119
690,J0316.9-0625,bcu,
691,J0317.7-2804,fsrq,
692,J0317.8-4414,bcu,
693,J0318.2+0254,PSR,J0318.1+0252
694,J0318.7+2135,bll,J0318.7+2134
695,J0318.8+2848,,
696,J0319.4-7045,bcu,
697,J0319.8+4130,RDG,J0319.8+4130
698,J0319.8+1845,bll,J0319.8+1847
699,J0319.9-3821,bcu,
700,J0320.6+1125,bcu,
701,J0321.3+0425,bcu,
702,J0321.3-1612,bll,
703,J0322.0+2335,bll,J0322.0+2335
704,J0322.4+6606,bcu,
705,J0322.6-3712e,RDG,J0322.5-3721
706,J0322.9+0940,bcu,
707,J0323.7-0111,bll,J0323.6-0109
708,J0324.3-1313,bcu,J0324.5-1315
709,J0324.8+3412,nlsy1,J0325.2+3410
710,J0324.8-2043,bcu,
711,J0325.0-2416,fsrq,
712,J0325.3+3332,bll,
713,J0325.5-5635,bll,J0325.2-5634
714,J0325.6-1646,bll,J0325.6-1648
715,J0325.7+2225,fsrq,J0325.5+2223
