,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL
1670,J0713.0+5738,bcu,
1671,J0713.5+2537,bcu,
1672,J0713.5-2555,,
1673,J0713.8-4820c,,
1674,J0713.8+1935,fsrq,J0713.9+1933
1675,J0714.4+1110,bcu,
1676,J0715.3-6828,bcu,
1677,J0715.6-4528,bll,J0716.0-4525
1678,J0715.7-1128,,
1679,J0716.0-0826,,
1680,J0716.9-2219,,
1681,J0717.3+2437,,
1682,J0717.7-5519,bcu,
1683,J0718.0+4536,fsrq,
1684,J0718.6-4319,bll,J0718.7-4319
1685,J0718.8-5004,,J0718.9-5004
1686,J0719.1-7055,bll,
1687,J0719.3+3307,fsrq,J0719.3+3307
1688,J0719.7-4012,bll,J0720.0-4010
1689,J0720.0-3507,bcu,
1690,J0720.0-6237,bcu,
1691,J0721.3-0222,bll,J0721.5-0221
1692,J0721.3+0405,fsrq,J0721.4+0404
1693,J0721.9+7120,BLL,J0721.9+7120
1694,J0722.4-2650,,J0722.2-2648
1695,J0722.7+3606,bcu,
1696,J0722.7-2309c,,
1697,J0723.0-0732,bll,J0723.2-0728
1698,J0723.1-3048,,
1699,J0723.4+5841,bll,
1700,J0723.5+2900,fsrq,J0724.1+2857
1701,J0723.7+2050,bll,J0723.7+2050
1702,J0723.9+5702,,
1703,J0724.8+3016,,
1704,J0725.2+1425,FSRQ,J0725.2+1425
1705,J0725.3-2550c,,
1706,J0725.5+0216,bcu,
1707,J0725.5-0504,bcu,
1708,J0725.6-5008,,J0725.4-5007
1709,J0725.6-3530,bcu,J0725.8-3532
1710,J0725.7-0549,,J0725.7-0550
1711,J0725.8-0054,bcu,J0725.8-0054
1712,J0726.1+8114,bcu,
1713,J0726.4-4727,fsrq,J0726.6-4727
1714,J0727.1+3734,bll,
1715,J0727.3+2152,,
1716,J0727.4+5325,bcu,
1717,J0728.0-4740,fsrq,
1718,J0728.0+6735,bcu,
1719,J0728.2+4827,bll,J0728.0+4828
1720,J0728.5+6128,bcu,
1721,J0729.1-3131,bcu,J0729.5-3127
1722,J0729.1+5703,fsrq,
1723,J0729.3-1445,PSR,J0729.7-1448
1724,J0730.1+6852,bcu,
1725,J0730.3-1141,fsrq,J0730.2-1141
1726,J0730.4+3308,bll,J0730.5+3307
1727,J0730.5-0535,bll,J0730.5-0537
1728,J0730.7-6602,bll,J0730.5-6606
1729,J0731.0+6607,,
1730,J0731.2-1403,bll,
1731,J0731.5-1910c,,J0731.7-1914c
1732,J0731.8-3009,bcu,J0731.8-3010
1733,J0731.9+2805,bll,
1734,J0732.7-4638,bcu,J0732.2-4638
1735,J0733.0+4915,bcu,
1736,J0733.1+5910,bcu,J0733.3+5904
1737,J0733.3-7615,,
1738,J0733.4+5152,bcu,J0733.5+5153
1739,J0733.5+3517,bll,
1740,J0733.5-5445,bcu,
1741,J0733.6+3649,bcu,
1742,J0733.7+0205c,bcu,
1743,J0733.7+4110,bll,J0733.8+4108
1744,J0733.8+0455,fsrq,
1745,J0734.0+5021,fsrq,J0733.8+5021
1746,J0734.3-4448,,
1747,J0734.4-7711,bcu,J0734.3-7709
1748,J0734.7-1559,PSR,J0734.7-1558
1749,J0735.0-7255,,
1750,J0736.9-3231,,J0737.2-3233
1751,J0737.3-8247,bll,J0737.8-8245
1752,J0737.4+6535,,
1753,J0737.7-8047,,
1754,J0738.1+1742,bll,J0738.1+1741
1755,J0738.4+1539,bcu,
1756,J0738.6+1311,,J0739.8+1312
1757,J0738.9-6736,fsrq,
1758,J0739.2+0137,fsrq,J0739.4+0137
1759,J0739.6-4530,,
1760,J0739.7+1743,bcu,
1761,J0739.8-6722,bcu,
1762,J0740.0-0753,bcu,
1763,J0740.4+7300,bcu,
1764,J0740.9+3203,bll,
1765,J0741.0+6618,MSP,J0740.8+6621
1766,J0741.0+3226,bll,
1767,J0741.0-5226,,J0740.6-5230
1768,J0741.2-5140,bcu,
1769,J0741.4-4709,fsrq,
1770,J0741.9-4157,,
1771,J0742.1+4902,fsrq,
1772,J0742.6+5443,fsrq,J0742.6+5444
1773,J0742.8-2822,PSR,J0742.7-2824
1774,J0742.9-5242,bcu,
1775,J0743.0-5622,fsrq,J0742.6-5623
1776,J0743.1+1713,bll,
1777,J0743.2+4034,,
1778,J0743.3-4912c,bcu,J0742.1-4849c
1779,J0743.6-3805,bcu,J0744.1-3804
1780,J0744.0-2525,PSR,J0744.1-2523
1781,J0744.0+5033,,
1782,J0744.1-6211,bcu,
1783,J0744.1+7434,bll,J0744.3+7434
1784,J0744.2-6918,bll,
1785,J0744.4-1403,,
1786,J0744.9-4028,,J0744.8-4028
1787,J0745.4-2447,bcu,
1788,J0746.0-0039,fsrq,
1789,J0746.3-0225,bll,J0746.4-0225
1790,J0746.4+2546,fsrq,J0746.4+2540
1791,J0746.5+2730,fsrq,
1792,J0746.5-0710,bcu,J0746.6-0706
1793,J0746.5-4113,,
1794,J0746.6-4754,bll,J0746.6-4756
1795,J0747.2-0736,,J0747.4-0734
1796,J0747.2+4529,bcu,
1797,J0747.3-3310,bll,J0747.2-3311
1798,J0747.5+0905,bll,J0747.4+0904
1799,J0747.5-4927,bll,J0747.5-4927
1800,J0747.6+7209,bcu,
1801,J0747.8+7410,,
1802,J0748.0-1638,bcu,J0748.0-1639
1803,J0748.3+8511,bcu,J0746.9+8511
1804,J0748.3+4928,bll,J0748.8+4929
1805,J0748.6+2400,fsrq,J0748.3+2401
1806,J0749.0-3904,bcu,
1807,J0749.0-2956,bcu,
1808,J0749.2+2314,bll,
1809,J0749.3+4453,bcu,J0749.0+4459
1810,J0749.4+1058,bll,J0749.4+1059
1811,J0749.5+1026,fsrq,
1812,J0749.6+1324,bcu,J0749.5+1320
1813,J0749.7+7450,bll,
1814,J0749.8-4420,,
1815,J0749.9+1823,fsrq,
1816,J0750.0+8238,bcu,
1817,J0750.5-7519,,
1818,J0750.8+1229,fsrq,J0750.6+1232
1819,J0751.0+7908,bcu,J0748.5+7910
1820,J0751.0-5131,bcu,
1821,J0751.2+1808,MSP,J0751.2+1806
1822,J0751.2-0029,,
1823,J0751.4-0421,bcu,
1824,J0751.4+2655,bcu,
1825,J0751.6-5029c,,
1826,J0751.9+3314,fsrq,
1827,J0752.0-2931,,
1828,J0752.3-1631,bcu,J0752.6-1629
1829,J0753.0+5353,bll,J0753.1+5353
1830,J0753.1-2624c,,
1831,J0753.2+4319,,
1832,J0753.4+4650,,J0753.1+4649
1833,J0753.7-4545,unk,
1834,J0753.9+0923,bcu,
1835,J0754.0+0451,bcu,
1836,J0754.4-1148,bll,J0754.4-1148
1837,J0754.7+4823,bll,J0754.8+4824
1838,J0754.9-3953,,
1839,J0755.6+1855,,
1840,J0755.9-0515,,
1841,J0756.3-6431,bll,J0756.3-6433
1842,J0756.6-7723,bcu,
1843,J0757.1-3729,bll,
1844,J0757.1+0956,bll,J0757.0+0956
1845,J0757.9+7304,,
1846,J0757.9-1514,,
1847,J0758.1+1134,fsrq,J0758.1+1130
1848,J0758.7+3746,rdg,J0758.7+3747
1849,J0758.8-1450,,J0758.6-1451
1850,J0758.9+2703,bll,J0758.9+2705
1851,J0759.6+1321,bll,
1852,J0759.9+0005,,
1853,J0800.1-5531,,
1854,J0800.3+5611,bcu,
1855,J0800.4-2257,bcu,
1856,J0800.5+3715,,
1857,J0800.7-1059,,
1858,J0800.9+0733,,
1859,J0800.9+4401,bll,J0800.9+4401
1860,J0801.0-0618,,
1861,J0801.1+1335,bll,
1862,J0801.1+6444,bll,
1863,J0801.3+6631,bcu,
1864,J0802.0+1006,bll,J0802.0+1005
1865,J0802.1-5612,PSR,J0802.3-5610
1866,J0802.3-0942,bcu,J0802.3-0941
1867,J0803.0+2439,bll,
1868,J0803.2-2522,,
1869,J0803.2-0337,fsrq,J0803.3-0339
1870,J0803.5-5145c,,
1871,J0803.5+2046,bcu,
1872,J0804.0-3629,bll,J0804.0-3629
1873,J0804.5+0414,bcu,J0804.4+0418
1874,J0804.9-0624,bcu,J0805.0-0622
1875,J0805.0+6746,bcu,
1876,J0805.1+7744,bcu,J0807.1+7744
1877,J0805.2-0110,fsrq,J0805.2-0112
1878,J0805.3-7425,,
1879,J0805.4+6147,fsrq,J0805.4+6144
1880,J0805.4+7534,bll,J0805.4+7534
1881,J0805.8-2331,bcu,
1882,J0805.9+3834,bll,
1883,J0806.1-0458,bcu,
1884,J0806.5+4503,fsrq,
1885,J0806.5+5930,bll,J0806.6+5933
1886,J0806.8+5659,,
1887,J0806.9-2151,bcu,
1888,J0807.0-6102,bcu,
1889,J0807.1-0541,bll,J0807.1-0541
1890,J0807.2+3312,,
1891,J0807.2-7630,bcu,
1892,J0807.3-1954,bcu,
1893,J0807.7-1206,bcu,
1894,J0808.2-0751,fsrq,J0808.2-0751
1895,J0808.3-5121,,
1896,J0808.5+4950,fsrq,J0807.9+4946
1897,J0809.3+4053,fsrq,J0809.5+4045
1898,J0809.3+3121,bll,
1899,J0809.5-4714,bin,
1900,J0809.5+5341,fsrq,J0809.5+5342
1901,J0809.6+3455,bll,J0809.6+3456
1902,J0809.8+0507,,
1903,J0809.8+5218,BLL,J0809.8+5218
1904,J0809.9-7028,bcu,
1905,J0810.0-0505,,
1906,J0810.9-4926,bcu,
1907,J0811.0-7529,bll,J0811.2-7529
1908,J0811.0-5636,,
1909,J0811.4+0146,bll,J0811.3+0146
1910,J0811.9+7847,bcu,
1911,J0812.0+0237,bll,J0812.0+0237
1912,J0812.3+1143,bll,
1913,J0812.5+0711,bcu,
1914,J0812.6+2821,bcu,
1915,J0812.8+6507,bll,J0813.3+6509
1916,J0812.9+5555,bll,J0812.9+5555
1917,J0813.1-5049,,
1918,J0813.7-0356,bcu,J0813.5-0356
1919,J0813.9+0124,,
1920,J0814.2-1013,bll,J0814.1-1012
1921,J0814.4+6926,bcu,
1922,J0814.4+2941,bll,J0814.5+2943
1923,J0814.5-2642,bcu,
1924,J0814.6+6430,bll,J0814.7+6428
1925,J0815.5+6554,,
1926,J0815.6+3641,fsrq,
1927,J0815.9+2951,bcu,
1928,J0816.0-2342,unk,
1929,J0816.1+4909,bll,
1930,J0816.3+5739,bll,J0816.7+5739
1931,J0816.4-1311,bll,J0816.4-1311
1932,J0816.4-0007,bcu,
1933,J0816.7-2420,bcu,J0816.7-2421
1934,J0816.9+2050,bll,J0816.5+2049
1935,J0817.1+1955,bcu,
1936,J0817.7-5258c,,
1937,J0817.8+3243,bll,J0817.9+3238
1938,J0817.8-0934,bll,J0817.8-0935
1939,J0818.2+4222,bll,J0818.2+4223
1940,J0818.4+2816,bll,
1941,J0818.7+3153,bll,
1942,J0818.8+3229,fsrq,
1943,J0819.0+2746,bll,J0818.8+2751
1944,J0819.4-0756,bll,J0819.6-0803
1945,J0819.4+4035,bll,
1946,J0819.5-3439,unk,
1947,J0820.1-2801,bcu,
1948,J0820.3+3639,bll,J0820.4+3640
1949,J0820.7-5758,bcu,
1950,J0820.9+2353,bll,
1951,J0820.9-1258,bll,J0820.9-1258
1952,J0821.0-0651,,
1953,J0821.1+1007,bcu,
1954,J0821.5-1436,,
1955,J0822.1-4253e,SNR,J0822.6-4250e
1956,J0822.4-2630,bcu,
1957,J0822.8-4207,,J0823.3-4205c
1958,J0822.9+0538,bcu,
1959,J0823.1-6330,bll,
1960,J0823.1+4042,fsrq,J0822.9+4041
1961,J0823.3+2224,bll,
1962,J0823.7-4838,bcu,J0823.6-4838
1963,J0824.1-6004,,
1964,J0824.4+2440,fsrq,J0824.1+2434
1965,J0824.7-1035,bcu,
1966,J0824.7+5552,fsrq,J0824.9+5551
1967,J0824.9+3915,fsrq,J0824.9+3916
1968,J0825.6-5216c,,
1969,J0825.8+0309,bll,J0826.0+0307
1970,J0825.9-3218,bcu,J0825.8-3217
1971,J0825.9-2230,bll,J0825.9-2230
1972,J0826.0-0157,,J0825.4-0213
1973,J0826.1-5053,,J0826.3-5056
1974,J0826.4-6404,bll,J0826.3-6400
1975,J0827.0-0708,bll,J0827.2-0711
1976,J0827.0-4111c,,
1977,J0827.6-0059,,
1978,J0827.6-3735,bcu,J0827.9-3738
1979,J0827.8+5221,fsrq,J0828.5+5217
1980,J0828.0+5659,,
1981,J0828.0+2307,bll,
1982,J0828.3+4152,bll,
1983,J0828.4-4444,,
1984,J0828.6-0747,bcu,
1985,J0828.7-2422,bll,J0828.8-2420
1986,J0829.0+1755,bll,
1987,J0829.3+3729,,
1988,J0829.4+0857,fsrq,J0829.3+0901
1989,J0829.4+4019,bcu,
1990,J0829.6-1140,bcu,J0829.6-1137
1991,J0829.7+5105,bll,
1992,J0829.7-5856,bcu,J0830.3-5855
1993,J0830.0+5231,bll,
1994,J0830.1-5454c,,
1995,J0830.1-0946,bcu,
1996,J0830.5-4451,spp,J0830.5-4452
1997,J0830.8+2410,FSRQ,J0830.7+2408
1998,J0831.4+2631,bcu,J0830.8+2629
1999,J0831.5+1747,bll,
2000,J0831.8+0429,bll,J0831.9+0430
2001,J0832.2-4322c,,J0832.8-4321
2002,J0832.2+2753,bcu,
2003,J0832.4+4912,bll,J0832.6+4914
2004,J0833.0+3300,bll,
2005,J0833.3-4342c,,
2006,J0833.4-0458,fsrq,
2007,J0833.8-4400,spp,
2008,J0833.9+4223,fsrq,J0834.1+4223
2009,J0834.3-4542e,PWN,J0833.1-4511e
2010,J0834.6+4402,bll,J0834.7+4403
2011,J0835.0+6243,bcu,
2012,J0835.2-2243,fsrq,
2013,J0835.3-4510,PSR,J0835.3-4510
2014,J0835.7+0936,bll,J0835.4+0930
2015,J0835.8+1517,bll,
2016,J0835.9-2120,bcu,
2017,J0836.0-8015,bcu,
2018,J0836.0-5458,,
2019,J0836.2+2141,bcu,J0836.3+2143
2020,J0836.5-2026,fsrq,J0836.5-2020
2021,J0836.6-6036,,
2022,J0836.9+5833,bll,
2023,J0837.3+1458,bll,
2024,J0837.4+2454,fsrq,
2025,J0837.8-4048c,,J0838.9-4056c
2026,J0838.4-3952,,
2027,J0838.5+4013,,
2028,J0838.7-3359,,
2029,J0838.7-2827,bin,J0838.8-2829
2030,J0838.9-2502,,
2031,J0839.4+1803,bll,J0839.6+1803
2032,J0839.7+3540,bll,J0839.6+3538
2033,J0839.8+0105,fsrq,J0839.5+0102
2034,J0840.5-4122c,,J0839.6-4133
2035,J0840.6-3130,,
2036,J0840.8+1317,ssrq,J0840.8+1315
2037,J0840.9-7044,bcu,
2038,J0841.0-2744,bcu,
2039,J0841.3-3554,bll,J0841.3-3554
2040,J0841.3+7053,FSRQ,J0841.4+7053
2041,J0842.3-6053,bcu,J0842.0-6055
2042,J0842.5+0251,bll,J0842.2+0251
2043,J0842.7+6656,bll,
2044,J0843.0-0853,bcu,
2045,J0843.1+5034,bll,
2046,J0843.3+6712,msp,J0843.4+6713
2047,J0843.7-6933,,
2048,J0843.9-4224c,,
2049,J0844.1-4330,,J0845.5-4327c
2050,J0844.2+5312,bll,J0843.9+5311
2051,J0844.5+3035,,
2052,J0844.9-4117,,
2053,J0844.9-5458,bll,J0845.1-5458
2054,J0845.4+0442,bcu,
2055,J0845.7-5556,fsrq,
2056,J0846.5-2609,bcu,
2057,J0846.6-4747,,
2058,J0846.9+4608,fsrq,
2059,J0847.0-2336,bll,J0846.9-2336
2060,J0847.1-5954,,
2061,J0847.2+1134,bll,J0847.1+1134
2062,J0847.8-4138,,
2063,J0847.9-0702,bll,J0846.7-0651
2064,J0848.0-0524,fsrq,
2065,J0848.2-4527,,J0848.2-4524
2066,J0848.7+0508,bll,J0848.6+0504
2067,J0848.7-6942,bcu,
2068,J0848.7+7017,bll,J0848.5+7018
2069,J0848.8-4328,,J0848.7-4324
2070,J0848.9+0205,bll,
2071,J0849.0-2702,,
2072,J0849.1+6607,bll,J0849.1+6607
2073,J0849.2-4410c,,
2074,J0849.4-2911,bcu,J0849.5-2912
2075,J0849.5+0456,bll,J0849.3+0458
2076,J0849.5+2710,,
2077,J0849.6-5836,,
2078,J0849.8-3541,bcu,J0849.9-3540
2079,J0850.0+4855,bll,J0850.0+4855
2080,J0850.0+5108,NLSY1,J0849.9+5108
2081,J0850.1-1212,fsrq,J0850.2-1214
2082,J0850.4-2558,,
2083,J0850.5+3455,bll,J0850.2+3500
2084,J0850.8-4239,,J0851.4-4244
2085,J0851.1-1806,,
2086,J0851.5+5528,bll,J0851.8+5531
2087,J0851.9-4620e,SNR,J0852.7-4631e
2088,J0851.9-5229,bcu,
2089,J0851.9+4845,bcu,
2090,J0852.2-7208,,
2091,J0852.2+2834,fsrq,
2092,J0852.5-5755,bcu,J0852.6-5756
2093,J0852.5-2515,,
2094,J0852.5-3123,unk,
2095,J0852.9-3824,bcu,
2096,J0853.1-3657,bcu,J0853.0-3654
2097,J0853.1-4407,,J0854.4-4404
2098,J0853.2-4218c,,
2099,J0853.6-4306,,
2100,J0853.9-5501,,
2101,J0854.0+2753,bll,
2102,J0854.3+4408,bll,J0854.2+4408
2103,J0854.8-4504,,J0854.8-4503
2104,J0854.8+2006,BLL,J0854.8+2006
2105,J0854.9-4426,,
2106,J0855.0+0720,,
2107,J0855.0-6026,,
2108,J0855.4-0714,bcu,J0855.2-0718
2109,J0855.9+7144,fsrq,J0855.4+7142
2110,J0856.0-4724c,,
2111,J0856.4-5309,bcu,
2112,J0856.6-1105,bll,J0856.7-1105
2113,J0856.8+2056,bll,J0856.5+2057
2114,J0856.8+8559,bcu,
2115,J0857.0-4353c,,J0857.7-4345
2116,J0857.7+0137,bll,
2117,J0857.7-4256c,,J0857.6-4258
2118,J0857.9-1949,fsrq,J0858.1-1951
2119,J0858.0-3130,bll,J0858.1-3130
2120,J0858.1+1405,ssrq,
2121,J0858.4-4615c,,
2122,J0859.2-4729,,J0859.3-4732
2123,J0859.2+0047,bll,
2124,J0859.3-4342,,
2125,J0859.4+6218,bll,J0859.1+6219
2126,J0859.4+8345,bll,
2127,J0859.8+0053,,
2128,J0859.8-4530c,,
2129,J0900.2-4608,,
2130,J0900.2-2549,,
2131,J0900.5-4434c,,J0900.5-4441c
2132,J0900.6-7408,bcu,
2133,J0900.7-1243,bcu,
2134,J0901.1-4456c,,
2135,J0901.2+6742,bll,J0900.0+6754
2136,J0901.4+4542,bll,
2137,J0901.5+6711,bcu,
2138,J0902.4+6440,bcu,
2139,J0902.4+2051,bll,J0902.4+2050
2140,J0902.5-4727,,J0902.5-4731c
2141,J0902.5-4801,bcu,
2142,J0902.8-4633,,
2143,J0903.1+4652,fsrq,J0903.1+4649
2144,J0903.5+2847,bll,
2145,J0903.5+4057,,
2146,J0904.0+2724,fsrq,
2147,J0904.5-3513,bcu,J0904.8-3516
2148,J0904.6+5200,,
2149,J0904.6+4238,fsrq,J0904.3+4240
2150,J0904.7-4908c,unk,J0905.6-4917
2151,J0904.9-5734,bcu,J0904.8-5734
2152,J0905.6+1358,bll,J0905.5+1358
2153,J0906.1-1011,,
2154,J0906.2-5337,,
2155,J0906.2-1707,bcu,
2156,J0906.3-0905,bll,J0906.3-0906
2157,J0906.7+4950,fsrq,
2158,J0906.8-2122,,
2159,J0907.1+0856,bll,
2160,J0907.6-0606,,
2161,J0908.7-4911,PSR,J0908.4-4916
2162,J0908.9+2311,bll,J0909.0+2310
2163,J0909.1+6647,bcu,
2164,J0909.1+0121,fsrq,J0909.1+0121
2165,J0909.6+0159,bll,J0909.6+0157
2166,J0909.7-0230,fsrq,J0909.8-0229
2167,J0909.7+3104,bll,
2168,J0910.0+4257,css,
2169,J0910.1-1816,,
2170,J0910.3-4816c,,
2171,J0910.6+3329,bll,J0910.5+3329
2172,J0910.6+2247,fsrq,J0910.9+2248
2173,J0910.8+3859,bll,J0910.7+3858
2174,J0910.9+6055,,
2175,J0911.0-5047,bcu,J0910.4-5050
2176,J0911.6-4738c,,
2177,J0911.7+3349,bll,J0911.8+3351
2178,J0912.0-1539,,
2179,J0912.1-6449,glc,J0912.2-6452
2180,J0912.2+4127,fsrq,J0912.2+4126
2181,J0912.2-2751,bcu,J0912.6-2757
2182,J0912.2+2800,bll,J0912.4+2800
2183,J0912.5+1556,bll,J0912.7+1556
2184,J0912.9-2102,bll,J0912.9-2104
2185,J0913.3+8133,bll,
2186,J0914.1-0202,bcu,
2187,J0914.4+0249,fsrq,
2188,J0914.5+6845,,
2189,J0914.8+5846,bll,J0915.0+5844
2190,J0915.4-3027,bcu,
2191,J0915.9+2933,bll,J0915.8+2933
2192,J0916.7+3856,fsrq,J0916.3+3857
2193,J0916.7+5238,bll,
2194,J0916.9+7756,,
2195,J0917.1-2131,fsrq,
2196,J0917.3-0342,bll,J0917.3-0344
2197,J0917.9-4755,,
2198,J0918.5+3516,,
2199,J0918.9-0625,bcu,
2200,J0918.9-4904c,,J0918.2-4859
2201,J0919.3+6607,,J0919.4+6604
2202,J0919.3-2202,bcu,J0919.5-2200
2203,J0919.5-6203,,
2204,J0920.2-3835,bcu,
2205,J0920.3-0443,bcu,
2206,J0920.9+4441,fsrq,J0920.9+4442
2207,J0920.9-2256,bll,J0921.0-2258
2208,J0921.2-8211,bcu,
2209,J0921.6+6216,fsrq,J0921.8+6215
2210,J0921.7-6317,lmb,
2211,J0921.7+2336,bll,J0921.9+2335
2212,J0922.3+0644,PSR,
2213,J0922.4-0528,fsrq,J0922.4-0529
2214,J0922.6+4454,bcu,
2215,J0922.6+0434,bcu,J0922.7+0435
2216,J0922.6-2116,bcu,
2217,J0922.7-3959,fsrq,J0922.8-3959
2218,J0923.5+3852,bcu,J0923.1+3853
2219,J0923.5+4125,fsrq,J0923.3+4127
2220,J0924.0+2816,fsrq,J0924.0+2816
2221,J0924.0+0534,bll,J0924.2+0534
2222,J0924.1-5202c,,J0923.8-5154
2223,J0925.7+5959,bll,J0925.6+5959
2224,J0925.7+3126,bll,J0925.7+3129
2225,J0926.1-5336,,
2226,J0926.4+5412,bll,J0926.3+5409
2227,J0927.2+2454,bll,
2228,J0928.1-2035,fsrq,J0927.9-2037
2229,J0928.2-3048,bcu,
2230,J0928.3+7444,bcu,
2231,J0928.3-2713,,
2232,J0928.4-5256,,J0928.3-5255
2233,J0928.4-0415,bcu,
2234,J0928.5+3916,,
2235,J0928.5+4048,bll,J0928.5+4048
2236,J0928.7-3529,bll,J0928.9-3530
2237,J0929.3+5014,bll,J0929.4+5013
2238,J0929.3-4110,,
2239,J0929.3-2414,bll,
2240,J0929.6+4621,bll,
2241,J0930.3+8612,bll,J0930.2+8612
2242,J0930.5+4951,bll,J0930.0+4951
2243,J0930.5+5132,bll,J0930.7+5133
2244,J0930.7+3502,bll,
2245,J0930.9-3030,,
2246,J0930.9-1015,bcu,
2247,J0930.9+0033,fsrq,
2248,J0931.2-8533,bcu,
2249,J0931.2-1906,MSP,J0930.9-1904
2250,J0931.4-3559,,
2251,J0931.9+6737,rdg,J0931.8+6739
2252,J0932.6+5306,fsrq,
2253,J0932.7+1041,bll,
2254,J0933.5-5240,bcu,
2255,J0933.8-6232,,J0933.9-6232
2256,J0934.3+3926,bll,J0934.1+3933
2257,J0934.5-1720,bll,
2258,J0934.5+7223,,
2259,J0935.3-1736,bll,J0935.1-1736
2260,J0935.3+0901,bin,J0935.2+0903
2261,J0935.4-6911,bcu,
2262,J0935.5+1152,,
2263,J0936.3-2111,bll,J0936.3-2114
2264,J0936.5+1847,bll,
2265,J0937.0-2044,bcu,
2266,J0937.1+5008,fsrq,J0937.7+5008
2267,J0937.6-3358,,
2268,J0937.9-1434,bll,J0937.9-1435
2269,J0938.8+5155,,
2270,J0938.9-6403,bcu,J0937.8-6407
2271,J0939.3-1732,bcu,J0939.2-1732
2272,J0940.0-2828,bcu,J0939.9-2831
2273,J0940.3-7610,lmb,J0940.6-7609
2274,J0940.4+6148,bll,J0941.4+6148
2275,J0940.7-6105,bcu,J0940.7-6102
2276,J0940.9-1335,fsrq,J0940.9-1337
2277,J0941.1-5429,PSR,
2278,J0941.7+4125,bcu,
2279,J0941.9+2724,bll,J0941.6+2727
2280,J0942.1-5215,,
2281,J0942.3+2842,bll,
2282,J0942.3-3530,,
2283,J0942.3-0800,bll,J0942.1-0756
2284,J0942.5+7620,,
2285,J0942.7-2028,bcu,
2286,J0943.6+4207,,
2287,J0943.7+6137,bcu,
2288,J0944.2+5557,bll,
2289,J0944.3-0911,,
2290,J0944.6+5729,,
2291,J0944.7-5124,,
2292,J0945.2-3658,,
2293,J0945.2+5200,fsrq,J0946.2+5209
2294,J0945.5+4635,fsrq,
2295,J0945.7+5759,bll,J0945.9+5756
2296,J0946.0+4735,bll,
2297,J0946.2+0104,bll,J0946.2+0103
2298,J0946.6+1016,fsrq,J0946.5+1017
2299,J0946.7+0548,,
2300,J0947.0-3548,,
2301,J0947.1-2541,bll,J0947.1-2542
2302,J0947.6+2215,bll,
2303,J0947.8-4234,,
2304,J0947.9+1121,bll,
2305,J0948.0-3859,,
2306,J0948.6-0338,bcu,
2307,J0948.9+0022,NLSY1,J0948.8+0021
2308,J0949.0+4038,fsrq,J0948.6+4041
2309,J0949.2+1749,fsrq,J0949.8+1757
2310,J0949.7+5819,bcu,
2311,J0949.8+7551,,J0950.4+7550
2312,J0950.2-1623,bcu,
2313,J0950.2+0615,bll,
2314,J0950.2+4553,bll,J0950.1+4554
2315,J0951.4+2019,,
2316,J0951.5-3433,,
2317,J0951.8-3711,,J0952.7-3717
2318,J0951.8-5944,,
2319,J0952.1+3932,bll,J0952.2+3926
2320,J0952.1-0607,MSP,
2321,J0952.2+7503,bll,
2322,J0952.3-4342,bcu,
2323,J0952.5-3902,,
2324,J0952.6-5048,bcu,
2325,J0952.8+0712,bll,J0952.8+0711
2326,J0953.0-0840,bll,J0953.0-0839
2327,J0953.1-3005,bcu,
2328,J0953.4-7659,bll,J0953.1-7657c
2329,J0953.6-1509,,J0953.7-1510
2330,J0953.8-3200,,
2331,J0954.2+4913,bll,J0954.2+4913
2332,J0954.2-2520,bcu,
2333,J0955.1+3551,bll,
2334,J0955.2+0835,bll,
2335,J0955.3-3949,msp,J0955.0-3949
2336,J0955.4-6151,MSP,J0955.6-6148
2337,J0955.7+6940,sbg,J0955.4+6940
2338,J0955.8-4106,,
2339,J0956.0+3936,fsrq,
2340,J0956.5-0958,bll,
2341,J0956.7+2516,fsrq,J0956.6+2515
2342,J0957.3-3851,,
2343,J0957.3-1348,fsrq,J0957.5-1351
2344,J0957.6+5523,fsrq,J0957.6+5523
2345,J0957.6-3051,,
2346,J0957.7-3510,,
2347,J0957.8+3423,bcu,
2348,J0958.0+4728,fsrq,J0957.4+4728
2349,J0958.0-0319,bll,J0958.3-0318
2350,J0958.0+3222,fsrq,
2351,J0958.1-6753,bcu,J0958.4-6752
2352,J0958.3-2656,rdg,
2353,J0958.4+5042,fsrq,
2354,J0958.4-2441,bcu,J0958.6-2447
2355,J0958.6-0522,,
2356,J0958.7+6534,BLL,J0958.6+6534
2357,J0958.8+7039,bcu,
2358,J0959.1-6441,,
2359,J0959.1+5719,,
2360,J0959.2-7535,,
2361,J0959.4+2120,bll,J0959.7+2124
2362,J0959.6+4606,bll,
2363,J1000.0-5312e,spp,
2364,J1000.7-4248,,
2365,J1001.1+2911,bll,J1001.0+2913
2366,J1001.3-2040,,
2367,J1001.8+7628,,
2368,J1002.3-2810,,J1002.0-2837
2369,J1002.3-1200,bcu,
2370,J1002.5+2215,bll,J1002.3+2220
2371,J1002.7+1218,fsrq,
2372,J1002.8+2140,bcu,
2373,J1002.9-2937,,
2374,J1003.2-5737c,,
2375,J1003.4+0205,bcu,
2376,J1003.6-2137,bcu,
2377,J1003.6+2605,bll,J1003.6+2608
2378,J1003.7+7049,,
2379,J1005.5-5708c,,
2380,J1006.5+6440,bll,
2381,J1006.5-5626c,,
2382,J1006.7-2159,fsrq,J1006.7-2159
2383,J1006.9-2806,,
