,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL
3277,J1322.2+0842,fsrq,J1322.3+0839
3278,J1322.3-0606,bcu,
3279,J1322.6-0936,fsrq,J1322.8-0938
3280,J1322.6-1418,bcu,
3281,J1322.6-1617,bcu,J1322.6-1619
3282,J1322.9+0437,bll,J1322.9+0435
3283,J1323.0+2941,bcu,J1323.0+2942
3284,J1323.9+1405,bll,J1323.9+1405
3285,J1324.0-4330e,RDG,J1324.0-4330e
3286,J1324.5-2338,,
3287,J1324.6-2525,,
3288,J1324.9+4748,fsrq,
3289,J1325.3+6621,bll,
3290,J1325.3-5413,,J1325.2-5411
3291,J1325.5-4300,RDG,J1325.4-4301
3292,J1325.6-0227,bll,
3293,J1326.0+3507,,
3294,J1326.1-6800,bcu,
3295,J1326.1+2933,bll,J1326.1+2931
3296,J1326.1+1232,bll,
3297,J1326.2+4115,bll,
3298,J1326.6+0152,bcu,
3299,J1326.6-4729,glc,J1326.7-4727
3300,J1326.7-0503,fsrq,
3301,J1326.8-5256,bll,J1326.6-5256
3302,J1326.9+2210,fsrq,J1326.8+2211
3303,J1327.0+3154,bcu,
3304,J1327.8+2522,bll,J1327.9+2524
3305,J1328.4-6231,,
3306,J1328.5-4727,bll,J1328.5-4728
3307,J1328.6+1145,bll,
3308,J1329.0-5607,bll,J1328.9-5607
3309,J1329.4-0530,bcu,J1329.1-0536
3310,J1329.9-6108,,J1329.8-6109
3311,J1330.2-7003,bcu,J1330.1-7002
3312,J1330.2+7002,bll,J1330.6+7002
3313,J1330.3+4441,bll,J1330.0+4437
3314,J1330.4+3157,bll,
3315,J1330.7+5200,bcu,J1330.9+5201
3316,J1330.7+2933,bcu,
3317,J1331.0+3032,css,J1330.5+3023
3318,J1331.0+5653,bll,J1330.4+5641
3319,J1331.2-1325,bll,J1331.1-1328
3320,J1331.3-3818,,J1330.0-3818
3321,J1331.6+1711,bll,J1331.5+1711
3322,J1331.7-0343,fsrq,
3323,J1331.7-0647,bcu,
3324,J1332.0-0509,fsrq,J1332.0-0508
3325,J1332.2+4722,fsrq,J1331.8+4718
3326,J1332.6-1256,fsrq,J1332.6-1256
3327,J1333.0-6626,bcu,
3328,J1333.2-4707,,
3329,J1333.2+2725,fsrq,J1332.8+2723
3330,J1333.7+5056,fsrq,J1333.7+5057
3331,J1334.1-4154,,J1334.3-4152
3332,J1334.1-3521,bcu,
3333,J1334.5+5634,fsrq,
3334,J1334.6-4435,,
3335,J1334.8-3856,,
3336,J1335.0-5656,MSP,J1335.1-5655
3337,J1335.3-2949,bll,J1335.4-2949
3338,J1335.5-4546,,
3339,J1335.6+4759,,
3340,J1335.6-4052,,J1335.2-4056
3341,J1336.2+2107,bll,
3342,J1336.2+2320,bll,
3343,J1336.2+2053,bcu,
3344,J1336.5-4655,,
3345,J1336.9-4611,,
3346,J1337.4+5502,fsrq,
3347,J1337.5-7802,bcu,
3348,J1337.6-1257,fsrq,J1337.6-1257
3349,J1337.9-1956,bcu,
3350,J1338.0+6534,fsrq,J1338.9+6532
3351,J1338.0-4159,,
3352,J1338.4-5923,,
3353,J1338.8-4509,,
3354,J1338.9+1153,bll,J1339.0+1153
3355,J1339.0-2400,bcu,J1338.6-2403
3356,J1339.1-2620,fsrq,
3357,J1339.9-0138,fsrq,J1339.8-0133
3358,J1340.0-1501,bcu,
3359,J1340.1+3857,bcu,
3360,J1340.4+6926,bcu,
3361,J1340.5+4409,bll,J1340.6+4412
3362,J1340.8-0409,bll,J1340.6-0408
3363,J1341.1+7433,bcu,
3364,J1341.2+3958,bll,J1341.0+3955
3365,J1341.6+5515,bll,J1341.5+5517
3366,J1341.7-3907,bcu,
3367,J1341.7-6216,PSR,
3368,J1341.8-2053,fsrq,J1341.9-2053
3369,J1342.0+1043,,
3370,J1342.6-5730,,
3371,J1342.6+0944,fsrq,J1342.7+0945
3372,J1342.7+0505,bll,
3373,J1343.5-6827,,
3374,J1343.6+5755,fsrq,J1343.6+5753
3375,J1343.8-6208,spp,
3376,J1344.0+6605,fsrq,
3377,J1344.1-7700,bcu,
3378,J1344.2-1723,fsrq,J1344.2-1724
3379,J1344.2-6517,,
3380,J1344.4-3656,bcu,J1344.5-3655
3381,J1344.9-6228,spp,J1345.1-6224
3382,J1345.3-6253,spp,
3383,J1345.5+4453,fsrq,J1345.6+4453
3384,J1345.6-3356,bll,J1345.9-3357
3385,J1345.7-4703,,
3386,J1345.8+0706,fsrq,J1345.8+0704
3387,J1345.9-2612,,J1346.2-2608
3388,J1346.1-5121,glc,
3389,J1346.3-6026,rdg,J1346.6-6027
3390,J1346.3+7227,bcu,
3391,J1346.5+5330,,
3392,J1347.1-2959,bll,J1346.9-2958
3393,J1347.4+7309,bcu,
3394,J1347.6-3751,fsrq,J1347.6-3754
3395,J1348.5-8700,,
3396,J1348.9+0756,bll,
3397,J1349.1-5829,,J1348.5-5833
3398,J1349.5-7153,bcu,J1348.5-7150
3399,J1349.5-1131,fsrq,J1349.6-1133
3400,J1349.5-6206c,spp,
3401,J1350.6-6224,PSR,J1350.4-6224
3402,J1350.8+3033,fsrq,J1350.8+3035
3403,J1350.9-2757,,J1351.1-2743
3404,J1351.0+0029,fsrq,J1351.1+0030
3405,J1351.2-6115c,,
3406,J1351.3+1115,bll,J1351.4+1115
3407,J1351.4-1529,bll,
3408,J1351.6-6142,,
3409,J1351.7-2912,bcu,J1351.7-2913
3410,J1351.7+5542,bll,
3411,J1351.9+2847,bll,
3412,J1352.7-2742,bcu,
3413,J1353.0-4413,bll,J1353.1-4414
3414,J1353.2+3740,bll,
3415,J1353.3+1434,bll,J1353.2+1435
3416,J1353.3-5910,NOV,
3417,J1353.4+5600,bll,
3418,J1353.5-6128,,
3419,J1353.6-6640,bll,J1353.5-6640
3420,J1353.7-3936,bll,
3421,J1354.2+0353,,
3422,J1354.2+6934,bcu,
3423,J1354.3-0206,fsrq,
3424,J1354.4+3707,bll,J1354.5+3705
3425,J1354.7+0623,bll,
3426,J1354.8-1041,fsrq,J1355.0-1044
3427,J1355.2-6420e,PWN,J1356.6-6428
3428,J1355.8-6155,,
3429,J1356.0-6747,,
3430,J1356.2-2454,bcu,
3431,J1356.2-1726,agn,
3432,J1356.6+0234,,
3433,J1356.9-6432,PSR,J1356.6-6428
3434,J1357.1+1921,fsrq,
3435,J1357.3+3730,gal,
3436,J1357.3-6123,,
3437,J1357.5+0127,bll,J1357.5+0125
3438,J1357.8-5724,,
3439,J1357.9-4907,,
3440,J1358.0-7749,,
3441,J1358.1+7642,fsrq,J1357.6+7643
3442,J1358.2-6210,spp,
3443,J1358.3-6026,PSR,J1358.5-6025
3444,J1358.9-0703,bcu,
3445,J1359.1+5544,fsrq,J1359.0+5544
3446,J1359.1-1152,bcu,
3447,J1359.4+0202,fsrq,J1359.2+0204
3448,J1359.5-6615,,
3449,J1359.7+4012,fsrq,
3450,J1359.8-3746,bll,J1359.9-3746
3451,J1359.9+3616,,
3452,J1400.0-2415,,J1400.2-2413
3453,J1400.2-4010,bll,
3454,J1400.4-6050,,
3455,J1400.5-6147c,,
3456,J1400.6-5605,bcu,J1400.7-5605
3457,J1400.6-1432,MSP,J1400.5-1437
3458,J1401.1-3717,bcu,
3459,J1401.2-0915,fsrq,
3460,J1401.2-6116,,
3461,J1401.3-5012,,
3462,J1401.6-4645,,
3463,J1401.7-3217,,
3464,J1401.9-6130c,,
3465,J1402.5-1827,bcu,
3466,J1402.6+1600,bll,
3467,J1402.6-3330,fsrq,
3468,J1402.7+1306,msp,J1403.1+1304
3469,J1403.2-5758,,
3470,J1403.4+4319,bll,
3471,J1403.5-6236,,
3472,J1403.7+2429,,
3473,J1403.7+1513,,
3474,J1404.4-6159,spp,
3475,J1404.8-5237,,J1404.3-5241
3476,J1404.8+6554,bll,J1404.8+6554
3477,J1404.8+0402,bll,J1404.8+0401
3478,J1405.0-1544,,
3479,J1405.1-6119,HMB,J1405.4-6119
3480,J1405.3-0640,bcu,
3481,J1405.3-6008,,
3482,J1405.9-1853,,
3483,J1406.1-2508,bll,J1406.0-2508
3484,J1406.2-7500,,
3485,J1406.4-1654,bcu,
3486,J1406.5-0054,bll,
3487,J1406.6-6523,unk,
3488,J1406.6-3934,bll,
3489,J1406.9+1643,bll,J1406.6+1644
3490,J1407.4-0820,,
3491,J1407.5-2706,bll,
3492,J1407.6-4301,bll,J1407.7-4256
3493,J1407.7-3017,,
3494,J1408.0+3834,,
3495,J1408.1-6010,,
3496,J1408.6-2917,,J1408.0-2924
3497,J1408.7+3617,bcu,
3498,J1408.7-3747,,J1409.2-3743
3499,J1408.9-0751,fsrq,J1408.8-0751
3500,J1408.9-5845c,,
3501,J1409.1-6121e,,J1405.4-6119
3502,J1409.7+5940,bll,
3503,J1409.8+7921,,
3504,J1410.1+0202,bll,
3505,J1410.3+1438,bll,
3506,J1410.3+6058,bll,
3507,J1410.4+2820,bll,J1410.4+2821
3508,J1410.5+6215,bcu,
3509,J1410.7+7405,,J1410.9+7406
3510,J1410.7-5945,,
3511,J1411.5-0723,bll,J1411.4-0724
3512,J1411.5-6133,PSR,J1409.7-6132
3513,J1411.8+5249,bll,J1412.0+5249
3514,J1412.0+3836,bcu,
3515,J1412.1-6631,,J1412.3-6635
3516,J1412.1+7427,bll,
3517,J1412.2+2132,bcu,
3518,J1412.2-6018,,
3519,J1412.9+5018,bcu,
3520,J1413.1-6519,sey,J1413.2-6518
3521,J1413.5-6205,PSR,J1413.4-6205
3522,J1413.5-2820,,
3523,J1413.9-6705,,
3524,J1415.2-5550,,
3525,J1415.3-6110c,,
3526,J1415.4-6458,,
3527,J1415.5+4830,bll,J1415.2+4832
3528,J1415.9-1002,fsrq,J1415.0-1001
3529,J1415.9-1504,,
3530,J1416.1+1320,bcu,J1416.0+1325
3531,J1416.1-2417,bll,J1416.1-2417
3532,J1416.4-6123c,,
3533,J1416.7-5023,,J1417.7-5028
3534,J1417.3+6059,,
3535,J1417.6-4403,msp,J1417.5-4402
3536,J1417.7-6057,,
3537,J1417.9+4613,fsrq,
3538,J1417.9+2543,bll,J1417.8+2540
3539,J1418.2-5400,,
3540,J1418.4-0233,bll,J1418.4-0233
3541,J1418.4+3543,FSRQ,J1418.5+3543
3542,J1418.7-3504,fsrq,
3543,J1418.7-6057,PSR,J1418.6-6058
3544,J1418.7-6110,,
3545,J1418.9+7731,bll,J1418.9+7731
3546,J1419.2-6029,,
3547,J1419.3+0444,bll,J1419.5+0449
3548,J1419.4-0838,fsrq,J1419.5-0836
3549,J1419.5+2527,,
3550,J1419.5+3821,fsrq,J1419.8+3819
3551,J1419.6-5153,bcu,J1419.1-5156
3552,J1419.8+5423,bll,J1419.9+5425
3553,J1420.0-6048,PSR,J1420.0-6048
3554,J1420.3-6046e,PWN,J1420.0-6048
3555,J1420.3+0612,bll,
3556,J1420.7-6701,,
3557,J1420.8-3729,,
3558,J1420.9-7920,bcu,J1421.8-7920
3559,J1420.9-6127c,,
3560,J1420.9-2431,,J1421.0-2431
3561,J1421.1-4614,bcu,J1420.9-4615
3562,J1421.1-1120,bcu,J1421.0-1122
3563,J1421.1+3859,fsrq,
3564,J1421.4-1655,,
3565,J1421.6-4819,bcu,
3566,J1422.3-6059,,
3567,J1422.5-6137,PSR,J1422.4-6137
3568,J1422.5+3223,fsrq,J1422.4+3227
3569,J1422.6+5801,bll,J1422.8+5801
3570,J1422.6+8150,bcu,
3571,J1423.1+3738,bll,J1422.7+3743
3572,J1423.3-5655,spp,
3573,J1423.5+4524,bcu,
3574,J1423.5-7829,fsrq,J1422.8-7828
3575,J1423.7-4458,,
3576,J1424.1-1750,bll,J1424.3-1753
3577,J1424.1+2917,bll,
3578,J1424.2+0433,bll,J1424.3+0434
3579,J1424.2-6111c,,
3580,J1424.5+3433,bll,
3581,J1424.5+3705,bll,
3582,J1424.6+1447,bll,
3583,J1424.8+4910,,
3584,J1424.8-6536,,
3585,J1424.8-8012,,
3586,J1424.8-6808,bcu,J1424.6-6807
3587,J1425.0+3615,bll,J1424.9+3615
3588,J1425.4-0119,bll,
3589,J1425.8+1423,fsrq,
3590,J1426.1+3403,bll,J1426.2+3402
3591,J1426.4+3625,fsrq,
3592,J1427.0+2348,BLL,J1427.0+2347
3593,J1427.4-1823,bcu,
3594,J1427.6-3305,bll,J1427.6-3305
3595,J1427.7-3215,bll,J1427.8-3215
3596,J1427.8-6051,,J1427.6-6048c
3597,J1427.9-4206,FSRQ,J1427.9-4206
3598,J1428.0-6026c,,
3599,J1428.1+1629,bcu,J1427.2+1610
3600,J1428.3+5635,fsrq,
3601,J1428.4+0538,,
3602,J1428.5+4240,bll,J1428.5+4240
3603,J1428.6+0705,,
3604,J1428.7-1017,bcu,
3605,J1428.8+7429,bcu,
3606,J1428.9+5406,fsrq,
3607,J1429.8-3058,bcu,
3608,J1429.8-0739,,
3609,J1429.9-5911,PSR,J1429.8-5910
3610,J1430.5+3647,fsrq,
3611,J1430.6+1543,,
3612,J1430.9-6024c,,
3613,J1431.0-4432,,J1430.8-4434
3614,J1431.0-4458,bll,
3615,J1431.1-3120,bll,
3616,J1431.4-4711,MSP,
3617,J1431.5-6627,,
3618,J1432.1+5020,,
3619,J1432.2+5051,bcu,
3620,J1432.8+7648,bcu,
3621,J1433.0-1801,fsrq,
3622,J1433.5-5457,unk,
3623,J1433.7-7304,bll,
3624,J1433.8-6357,,
3625,J1434.2+4204,fsrq,J1434.1+4203
3626,J1434.7+1950,fsrq,J1434.6+1951
3627,J1434.8+6640,bll,J1434.6+6640
3628,J1435.3+7120,bcu,
3629,J1435.5+2021,bll,J1435.2+2023
3630,J1435.7+6148,bcu,
3631,J1435.8-6018,spp,
3632,J1435.9-8348,bcu,
3633,J1436.4+3900,,
3634,J1436.9+2321,fsrq,J1436.8+2322
3635,J1436.9+5638,bll,J1436.8+5639
3636,J1437.3-3239,bcu,
3637,J1437.6-5616,,
3638,J1438.0+0219,,
3639,J1438.0-3128,fsrq,
3640,J1438.1-2201,fsrq,
3641,J1438.5-4207,bcu,J1438.6-4209
3642,J1438.6+1205,bll,
3643,J1438.7+4849,,
3644,J1438.9+3710,fsrq,J1438.7+3710
3645,J1439.1+2217,,
3646,J1439.2-5142,,
3647,J1439.3+3932,bll,J1439.2+3931
3648,J1439.5-2525,bll,
3649,J1439.7+4958,bll,J1440.1+4955
3650,J1439.9-3953,bll,J1440.0-3955
3651,J1440.0-2343,bll,
3652,J1440.0-1530,bll,J1440.2-1538
3653,J1440.2-5505,msp,
3654,J1440.6-3846,bll,J1440.4-3845
3655,J1440.9+0609,bll,J1440.9+0610
3656,J1441.4-1934,,
3657,J1441.6-5951c,spp,J1441.5-5955c
3658,J1441.6-1522,fsrq,J1441.7-1538
3659,J1441.7+1836,bcu,
3660,J1442.0+4348,bll,J1442.0+4348
3661,J1442.0+0732,,
3662,J1442.1-2800,,
3663,J1442.1-3707,,
3664,J1442.2+0622,bcu,
3665,J1442.2-6005,spp,J1441.6-5956
3666,J1442.6-4623,bll,
3667,J1442.7+1200,bll,J1442.8+1200
3668,J1443.0-6227e,SNR,
3669,J1443.1+5201,rdg,J1442.6+5156
3670,J1443.1+4728,nlsy1,
3671,J1443.6+2515,bll,
3672,J1443.7-0954,bcu,
3673,J1443.7-7037,,J1444.0-7033
3674,J1443.9-3908,bll,J1444.0-3907
3675,J1443.9+2501,fsrq,J1443.9+2502
3676,J1444.1+7601,,
3677,J1444.5+1922,,
3678,J1444.8+3645,,
3679,J1444.9-5939,,
3680,J1445.0-0326,bll,J1445.0-0328
3681,J1445.1-5958c,,
3682,J1445.2-1954,bcu,
3683,J1445.9-1626,bll,J1446.1-1628
3684,J1446.0-3039,bcu,
3685,J1446.3+3111,bcu,
3686,J1446.6-4701,MSP,J1446.6-4701
3687,J1446.7+1719,fsrq,
3688,J1446.8-1830,bcu,J1446.8-1831
3689,J1447.0-2657,bcu,
3690,J1447.4-5757,PSR,J1447.3-5800
3691,J1448.0+3608,bll,J1448.0+3608
3692,J1449.3-4300,,
3693,J1449.4-6026,unk,
3694,J1449.5+2746,rdg,
3695,J1449.6-2137,fsrq,
3696,J1449.7-0910,agn,
3697,J1449.8-5923c,,
3698,J1450.2-5937c,spp,
3699,J1450.4+0910,fsrq,J1450.4+0911
3700,J1450.8-1424,,
3701,J1450.8+5201,bll,J1450.9+5200
3702,J1451.4-5422,,
3703,J1451.4+6355,bll,J1451.2+6355
3704,J1451.4-5142,,
3705,J1451.5+1415,bcu,
3706,J1451.6-3726,,
3707,J1451.8-3851,bcu,
3708,J1452.0-4148,,
3709,J1453.0-1318,bcu,
3710,J1453.4-5858,spp,
3711,J1453.5+3505,fsrq,
3712,J1454.0-5319,,
3713,J1454.0+4927,bcu,
3714,J1454.1+1622,fsrq,J1454.0+1622
3715,J1454.1+2647,bcu,
3716,J1454.3-5551,,
3717,J1454.3-3946,,
3718,J1454.4-3744,fsrq,J1454.2-3751
3719,J1454.4+5124,bll,J1454.5+5124
3720,J1454.7+5237,bll,
3721,J1454.8-2456,fsrq,
3722,J1455.0+0247,bll,
3723,J1455.4-3654,bcu,
3724,J1455.8-7601,bll,
3725,J1455.9-3331,MSP,
3726,J1456.0+5051,bll,
3727,J1456.3-5419,,
3728,J1456.4-7129,,
3729,J1456.4-5923c,unk,
3730,J1456.7-6050c,,J1456.7-6046
3731,J1456.8-6122,,
3732,J1457.3-4246,bcu,
3733,J1457.4-3539,FSRQ,J1457.4-3539
3734,J1457.8-4642,bll,
3735,J1458.6+3722,bll,J1458.7+3719
3736,J1458.8-2120,,J1458.7-2120
3737,J1459.0+7140,css,
3738,J1459.0+6129,bcu,
3739,J1459.0-5819,unk,
3740,J1459.0-5353,bcu,
3741,J1459.5-6053,PSR,J1459.4-6053
3742,J1459.5+1527,fsrq,
3743,J1459.9-2322,,
3744,J1500.1-5846,,
3745,J1500.2+2640,,
3746,J1500.7+4752,bll,J1500.6+4750
3747,J1500.9+5528,bll,
3748,J1501.0-6310e,,J1457.6-6249
3749,J1501.0+2238,bll,J1500.9+2238
3750,J1501.2-6624,unk,
3751,J1501.6-5236,,
3752,J1502.2-5933,,
3753,J1502.5+5552,bcu,J1502.2+5553
3754,J1502.6+0207,,
3755,J1503.3+1651,bll,
3756,J1503.5+4759,bll,J1503.7+4759
3757,J1503.6-6427,bcu,J1503.7-6426
3758,J1503.6-4146,spp,J1501.6-4204
3759,J1503.7-1540,bll,J1503.7-1540
3760,J1503.7-5801,bcu,J1503.5-5801
3761,J1503.9-4247,bcu,
3762,J1504.4+1029,FSRQ,J1504.4+1029
3763,J1504.6+4343,,
3764,J1504.9+2027,bcu,
3765,J1505.0-3433,bll,J1505.0-3432
3766,J1505.0+0326,NLSY1,J1505.1+0326
3767,J1505.1-5145,,
3768,J1505.3-5852,,
3769,J1505.5-8241,bcu,J1504.5-8242
3770,J1506.1+3731,fsrq,J1506.1+3728
3771,J1506.4-0540,bll,
3772,J1506.4+4331,bll,J1506.3+4332
3773,J1506.5-5708,,
3774,J1506.6+0813,bll,J1506.6+0811
3775,J1506.9-7003,,
3776,J1507.1-1901,,
3777,J1507.2-1651,fsrq,
3778,J1507.2+1721,bll,J1507.4+1725
3779,J1507.3-3710,bcu,J1507.6-3710
3780,J1507.3+3341,bll,
3781,J1507.4-6450c,,
3782,J1507.7-5403,,
3783,J1507.9-6228e,,J1506.6-6219
3784,J1508.4+7717,bcu,
3785,J1508.4-4817,,
3786,J1508.5-4951,bcu,J1508.7-4956
3787,J1508.8+2708,bll,J1508.6+2709
3788,J1508.9-4110,spp,
3789,J1509.4-5850,PSR,J1509.4-5850
3790,J1509.6-4334,fsrq,J1508.9-4342
3791,J1509.7+5556,bll,J1509.7+5556
3792,J1509.8-2906,bcu,
3793,J1510.1+5702,fsrq,
3794,J1510.1-5750,,J1510.2-5754
3795,J1510.4-3017,bcu,
3796,J1510.8+7959,bcu,J1512.3+8005
3797,J1510.8-0542,fsrq,J1510.9-0542
3798,J1510.9+0551,,
3799,J1511.2-5803,,J1510.9-5808c
3800,J1511.4-0430,,
3801,J1511.8-0513,bll,J1511.8-0513
3802,J1512.1-2255,bll,J1512.2-2255
3803,J1512.2+4704,bcu,
3804,J1512.2+0202,fsrq,J1512.2+0202
3805,J1512.8-0906,FSRQ,J1512.8-0906
3806,J1512.9-5639,bcu,J1512.8-5639
3807,J1513.0-3118,,
3808,J1513.2-7131,bcu,
3809,J1513.4-3721,bcu,J1513.3-3719
3810,J1513.4-0753,bll,
3811,J1513.4-3231,fsrq,J1513.5-3233
3812,J1513.4-2549,MSP,J1513.4-2549
3813,J1513.7-1519,,
3814,J1514.0-6240,,J1513.8-6250c
3815,J1514.1-5805c,,
3816,J1514.2-5909e,PWN,J1514.0-5915e
3817,J1514.3-4946,MSP,J1514.2-4947
3818,J1514.4-7719,bcu,
3819,J1514.6-2044,bcu,
3820,J1514.7-3617,bcu,J1514.8-3623
3821,J1514.8-4748,fsrq,J1514.5-4750
3822,J1514.8-0949,bll,
3823,J1514.8+4448,,J1514.8+4446
3824,J1515.5-4242,,
3825,J1515.6-5817c,,
3826,J1516.0+2424,bll,
3827,J1516.1-6429,,
3828,J1516.1+4351,bll,
3829,J1516.4-2640,,
3830,J1516.4-1523,bll,
3831,J1516.5+0015,rdg,
3832,J1516.8+2918,bll,
3833,J1516.8+3651,bll,J1516.7+3648
3834,J1516.9+1934,bll,J1516.9+1926
3835,J1517.0-4600,,
3836,J1517.0+2639,bcu,J1517.0+2637
3837,J1517.3+6630,bcu,
3838,J1517.7-2422,bll,J1517.6-2422
3839,J1517.7-4446,,J1517.6-4442
3840,J1517.7+6525,bll,J1517.6+6524
3841,J1517.9-5233,,J1518.2-5232
3842,J1518.0-2731,bll,J1518.0-2732
3843,J1518.4+0750,bcu,
3844,J1518.6+0614,rdg,
3845,J1518.6+4044,bll,
3846,J1518.8+0203,glc,
3847,J1518.9-5903c,spp,
3848,J1519.7-6013c,,
3849,J1519.7+6727,,
3850,J1520.0-0905,bcu,
3851,J1520.4+5546,bll,J1521.1+5543
3852,J1520.5+4209,fsrq,J1520.3+4209
3853,J1520.8-0348,bll,J1520.8-0348
3854,J1520.9-3805,,
3855,J1521.1+0421,rdg,
3856,J1521.5-8057c,,
3857,J1521.8+4338,fsrq,J1521.8+4340
3858,J1521.9-5735,PSR,J1521.9-5736
3859,J1522.1+3144,fsrq,J1522.1+3144
3860,J1522.5+0844,,
3861,J1522.6-2730,bll,J1522.6-2730
3862,J1523.2-3941,bcu,
3863,J1523.2+0533,bll,
3864,J1523.2+2818,bcu,
3865,J1524.6-6245,,
3866,J1524.8-5904,bcu,J1525.2-5905
3867,J1525.2-3316c,,
3868,J1525.7-4334,bcu,
3869,J1525.7+1503,,
3870,J1526.1-0831,bll,J1525.8-0834
3871,J1526.3-4501,,J1526.3-4505
3872,J1526.6-3810,,J1527.0-3804
3873,J1526.6-2743,msp,
3874,J1526.7-1529,bcu,
3875,J1526.9+7358,,
3876,J1527.3-3103,,
3877,J1527.3+3117,fsrq,
3878,J1527.8+1013,,
3879,J1527.9-4943,,
3880,J1528.2-2448,,
3881,J1528.2-2905,bcu,J1528.1-2904
3882,J1528.4-5838,PSR,J1528.3-5836
3883,J1528.4+2004,,
3884,J1528.4-6729,unk,
3885,J1528.5-2240,bcu,J1528.7-2247
3886,J1529.2+3812,bll,
3887,J1529.4-6027,,
3888,J1529.7+6733,bcu,J1529.5+6733
3889,J1530.0-1522,,
3890,J1530.3+2709,rdg,
3891,J1530.5+5850,,
3892,J1530.5-3026,bcu,
3893,J1530.9+5736,bll,J1531.0+5737
3894,J1531.5-5612,PSR,
3895,J1531.6+0406,,
3896,J1531.7+4710,bll,J1531.8+4704
3897,J1532.0+3016,bll,J1532.0+3018
3898,J1532.3-3857,,
3899,J1532.7+2342,bcu,
3900,J1532.7-1319,bcu,J1532.7-1319
3901,J1532.9-0313,,
3902,J1533.0-6239,,
3903,J1533.2+1855,bll,J1533.2+1852
3904,J1533.2+3416,bll,J1533.5+3416
3905,J1533.9-5712e,SNR,
3906,J1534.0-5232,,J1533.8-5231
3907,J1534.3-3312,,
3908,J1534.4-6719,,
3909,J1534.7-5842,,
3910,J1534.7+2331,sbg,
3911,J1534.8+3716,bll,J1535.0+3721
3912,J1534.8+0131,fsrq,J1534.5+0128
3913,J1535.0+5320,bll,J1534.4+5323
3914,J1535.3-3135,bcu,
3915,J1535.4+3919,bll,J1535.7+3920
3916,J1535.8-4730,bcu,
3917,J1535.9+3743,,
3918,J1536.0-2729,,
3919,J1536.2-6023,,
3920,J1536.4-4948,MSP,J1536.3-4949
3921,J1536.5-6855,,
3922,J1536.8-3155,bll,
3923,J1536.8-4327,,
3924,J1536.9-3731,bcu,
3925,J1537.3-6110,,
3926,J1537.7-7957,bcu,J1537.8-8000
3927,J1537.8+2528,,
3928,J1537.9-1344,bcu,
3929,J1538.0-4638,,J1538.4-4656
3930,J1538.2-6201,,
3931,J1538.9+0425,,
3932,J1539.1+1008,,
3933,J1539.4-3323,,J1539.2-3324
3934,J1539.6+2743,fsrq,J1539.5+2746
3935,J1539.7-1127,bll,J1539.8-1128
3936,J1539.9+4220,bll,
3937,J1540.1+4142,bll,
3938,J1540.1+8155,bll,J1540.1+8155
3939,J1540.4+6606,bcu,
3940,J1540.7+1449,bll,J1540.8+1449
3941,J1541.2-5201,,
3942,J1541.7+1413,bll,J1541.6+1414
3943,J1541.9-2915,bll,
3944,J1542.1-5901,,J1542.4-5911
3945,J1542.3+1801,fsrq,
3946,J1543.0+6130,bll,J1542.9+6129
3947,J1543.1+4209,,
3948,J1543.3+1026,bcu,
3949,J1543.4-5925,,
3950,J1543.6+0452,agn,J1543.5+0451
3951,J1543.6-0244,,J1543.5-0244
3952,J1543.6-5148,MSP,J1542.9-5141
3953,J1544.0+4939,MSP,J1544.0+4938
3954,J1544.2-2554,,J1544.1-2555
3955,J1544.3-0649,bcu,
3956,J1544.5-1126,lmb,J1544.6-1125
3957,J1544.7+5017,bll,
3958,J1544.9+3218,,
3959,J1545.0-6642,bll,J1545.0-6641
3960,J1545.2-4553,,
3961,J1545.5+2839,,
3962,J1545.8-2336,bll,
3963,J1546.0+0819,bll,J1546.0+0818
3964,J1546.1-1003,bll,
3965,J1546.4-2903,bcu,
3966,J1546.5+1816,bll,J1546.6+1812
3967,J1546.8-3244,,
3968,J1547.0-0442,,
3969,J1547.3-1531,bcu,
3970,J1547.3-2802,bll,J1547.1-2801
3971,J1547.4-4802,,
3972,J1547.5-5130,,
3973,J1547.6-6601,unk,
3974,J1547.9+0445,,
3975,J1547.9-6403,bcu,
3976,J1548.1-4416,,
3977,J1548.3-2411,,
3978,J1548.3+6615,bcu,
3979,J1548.3+1456,bll,J1548.4+1455
3980,J1548.4-5344c,spp,
3981,J1548.8-2250,bll,J1548.8-2250
3982,J1549.0+4821,bll,
3983,J1549.0+7846,bcu,
3984,J1549.3+6310,bll,J1549.0+6309
3985,J1549.3+4234,bcu,
3986,J1549.4+7409,bcu,J1550.3+7409
3987,J1549.5+0236,fsrq,J1549.4+0237
3988,J1549.6+1710,bll,J1549.5+1709
3989,J1549.8-3044,bll,J1549.9-3044
3990,J1549.8-0659,bll,J1549.7-0658
3991,J1550.4-5354c,,
3992,J1550.6+6027,,J1550.4+6027
3993,J1550.7+7006,bcu,
3994,J1550.7+0528,fsrq,J1550.5+0526
3995,J1550.8-5424c,spp,
3996,J1550.8-0822,bll,
3997,J1550.8-1750,bcu,
3998,J1551.3-4920,,
3999,J1551.7-4257,,
4000,J1551.9-6015,,
4001,J1552.0+0850,bll,J1552.1+0852
4002,J1552.4-5612e,PWN,J1552.4-5609
4003,J1552.6-4603c,,
4004,J1552.9-5607e,SNR,J1552.9-5610
