,4fgldr1,4fgldr1-cls1_x,4fgldr1-3fgl,4fgldr1_features,4fgldr1_labels,3fgl,3fgl-cls1,4fgldr1-cls1_y,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
100,J0108.6+0134,fsrq,J0108.7+0134,"[2.3532791137695312, 2.2754883766174316, 2.090500593185425, 4121.47509765625, -27.786967223061414, -27.50096084125614, -27.10680310977742, -27.589704348563906, -22.434137011527906, 0.09750407189130783, 0.8121191263198853, 12.683086395263672, 143.10995483398438, -0.20424173610285146, -0.5563631997595341, -0.6836645454546204, -0.6836800699652663, -0.8141801170150698, -0.9594541674556292]",[1],J0108.7+0134,fsrq,fsrq,J0108.6+0134,fsrq,J0108.6+0134,fsrq,J0108.6+0134,fsrq,AGN,AGN,AGN,AGN
101,J0109.1+1815,bll,J0109.1+1816,"[2.067446708679199, 2.0043067932128906, 1.8356343507766724, 4.681580066680908, -31.695090435289902, -31.432235442370676, -28.12192873417692, -31.507206248438667, -23.619009441592052, 0.06390506029129028, 0.0, 1.5655268430709839, 18.37801170349121, -0.3562032068431793, -0.5178001484365035, -0.4044337727007561, -0.5840473462444485, -0.44570621850377823, -0.8884546678194893]",[1],J0109.1+1816,bll,bll,J0109.1+1815,bll,J0109.1+1815,bll,J0109.1+1815,bll,AGN,AGN,AGN,AGN
102,J0109.7+6133,fsrq,J0109.8+6132,"[2.607088088989258, 2.5576207637786865, 2.11299204826355, 865.7294311523438, -28.912848313215616, -28.588373118834365, -26.987146429594514, -28.601610289347214, -22.88749861402054, 0.16205322742462158, 1.075520396232605, 6.549904823303223, 34.74128723144531, -0.1469917570983996, -0.5762243051756635, -0.732427599880335, -0.8048197086293793, -0.9085705476394236, -0.9999748802025051]",[1],J0109.8+6132,fsrq,fsrq,J0109.7+6133,fsrq,J0109.7+6133,fsrq,J0109.7+6133,fsrq,AGN,AGN,AGN,AGN
103,J0110.0-4019,bll,J0109.9-4020,"[1.7946929931640625, 1.6804084777832031, 1.526289463043213, 15.402684211730957, -33.776188958880006, -33.43457356540997, -28.48498230303387, -33.568181300377326, -24.144340093964413, 0.0978868156671524, 0.45781248807907104, 1.2299937009811401, 9.370814323425293, -0.9999900444331974, 0.9990482259784704, -0.07983150946207833, -0.43336976193684457, -0.7795892211285866, 0.37413261245781915]",[1],J0109.9-4020,bll,bll,J0110.0-4019,bll,J0110.0-4019,bll,J0110.0-4019,bll,AGN,AGN,AGN,AGN
104,J0110.1+6805,bll,J0110.2+6806,"[1.9960838556289673, 1.9882677793502808, 1.9448319673538208, 7.24593448638916, -32.23729959838379, -32.08224297998038, -27.517179858414014, -32.16568366659344, -23.012153822532955, 0.007811922580003738, 0.0, 0.4288831353187561, 38.452022552490234, 0.9466754262998407, -0.47187096560024583, -0.5952302478049363, -0.4809092348592019, -0.4500342599298633, -0.4960768696165536]",[1],J0110.2+6806,bll,bll,J0110.1+6805,bll,J0110.1+6805,bll,J0110.1+6805,bll,AGN,AGN,AGN,AGN
105,J0110.7-1254,bll,J0110.9-1254,"[1.9825665950775146, 1.991798996925354, 2.0255661010742188, 6.73499870300293, -33.13548567259498, -33.049739421885924, -28.41205787248219, -33.11302294637151, -23.913702003063456, -0.023275237530469894, 0.0, 0.4765404462814331, 8.351399421691895, 0.7544695607725965, 0.9674235141803791, -0.7003671330468073, -0.7405406874096736, -0.3923074689449916, 0.33757451485448203]",[1],J0110.9-1254,bll,bll,J0110.7-1254,bll,J0110.7-1254,bll,J0110.7-1254,bll,AGN,AGN,AGN,AGN
106,J0111.4+0534,bll,J0111.5+0535,"[1.9516994953155518, 1.8612596988677979, 1.659438967704773, 9.341590881347656, -33.67078596043379, -33.33843726053036, -28.566436145019882, -33.420466078977974, -24.051297964245318, 0.09627693146467209, 0.0629526823759079, 0.6276153922080994, 5.805865287780762, -0.9261195358885393, 0.9910094266200808, -0.7807472975986668, 0.024172843598635765, -0.7937231656716416, -0.2182656185953889]",[1],J0111.5+0535,bll,bll,J0111.4+0534,bll,J0111.4+0534,bll,J0111.4+0534,bll,AGN,AGN,AGN,AGN
107,J0112.1+2245,BLL,J0112.1+2245,"[2.071075439453125, 1.9900836944580078, 1.9163841009140015, 313.15142822265625, -29.044441225427697, -28.855883018807514, -27.03416471314072, -28.94744912420221, -22.538039156533703, 0.05689514800906181, 0.2932418882846832, 6.279885768890381, 111.41477966308594, 0.0349063437925627, -0.44206320161884294, -0.5570099633369614, -0.5297444565319026, -0.5961474052856865, -0.7548149131424589]",[1],J0112.1+2245,BLL,BLL,J0112.1+2245,BLL,J0112.1+2245,BLL,J0112.1+2245,BLL,AGN,AGN,AGN,AGN
108,J0112.8+3208,fsrq,J0112.8+3207,"[2.3686182498931885, 2.3040432929992676, 2.2163541316986084, 889.4927368164062, -28.301741252018683, -28.13950024958548, -27.675241885405953, -28.21569930209206, -23.106521247520078, 0.049941811710596085, 0.8327615261077881, 3.286616563796997, 58.18073654174805, -0.3048279406608845, -0.5861550668854629, -0.6731261152249541, -0.6340714311177309, -0.8457726737722749, -0.6634657428047087]",[1],J0112.8+3207,fsrq,fsrq,J0112.8+3208,fsrq,J0112.8+3208,fsrq,J0112.8+3208,fsrq,AGN,AGN,AGN,AGN
109,J0113.1-3553,fsrq,J0113.0-3554,"[2.3993542194366455, 2.3199641704559326, 2.0992894172668457, 33.30788803100586, -30.428954193994, -30.11929078588313, -28.55545189201943, -30.20137496999241, -24.039414875996172, 0.11294880509376526, 0.6945571303367615, 1.6049118041992188, 11.141371726989746, 0.9989877550897799, -0.5308030399555207, -0.5839015663001967, -0.8467398050553209, -0.6350985716444424, -0.9995692548168504]",[1],J0113.0-3554,fsrq,fsrq,J0113.1-3553,fsrq,J0113.1-3553,fsrq,J0113.1-3553,fsrq,AGN,AGN,AGN,AGN
110,J0113.4+4948,fsrq,J0113.4+4948,"[2.2328646183013916, 2.191521644592285, 2.0565567016601562, 37.58824920654297, -31.02324353266305, -30.785078008035818, -27.963751476882663, -30.85122632806337, -23.45953104788074, 0.06798969209194183, 0.36297693848609924, 2.2549352645874023, 24.470909118652344, 0.9996642622196419, -0.41815321722267446, -0.6297657427241143, -0.5954952875040506, -0.6598823515772853, -0.7915265457045902]",[1],J0113.4+4948,fsrq,fsrq,J0113.4+4948,fsrq,J0113.4+4948,fsrq,J0113.4+4948,fsrq,AGN,AGN,AGN,AGN
111,J0114.8+1326,bll,J0114.8+1326,"[2.066885232925415, 2.0528833866119385, 1.9755780696868896, 40.42911911010742, -31.254885618052498, -31.069202966905486, -27.908059540297927, -31.152994888048585, -23.404177684942933, 0.013717886060476303, 0.334987610578537, 0.5662057399749756, 28.73478126525879, -0.4301668872793124, -0.5360174273769802, -0.5863588116191931, -0.4584752364751728, -0.5912542084435544, -0.5344949827700606]",[1],J0114.8+1326,bll,bll,J0114.8+1326,bll,J0114.8+1326,bll,J0114.8+1326,bll,AGN,AGN,AGN,AGN
112,J0115.6+0356,bll,J0115.7+0356,"[2.0838780403137207, 1.9961202144622803, 1.8289625644683838, 17.95960235595703, -31.12276225094723, -30.81943096614936, -27.873424007421242, -30.92187716851651, -23.356537108216713, 0.08741509169340134, 0.18828627467155457, 2.511444568634033, 29.6135196685791, -0.7200597648569684, -0.33007911344783986, -0.5480492038488858, -0.5046445699142587, -0.6963765264091529, -0.7553224563391523]",[1],J0115.7+0356,bll,bll,J0115.6+0356,bll,J0115.6+0356,bll,J0115.6+0356,bll,AGN,AGN,AGN,AGN
113,J0115.8+2519,bll,J0115.8+2519,"[1.9745302200317383, 1.992364525794983, 1.9347100257873535, 42.22669219970703, -32.09939325401346, -31.96374382092488, -27.84336559807309, -32.03276948335561, -23.39027486009207, -0.01447861734777689, 0.4152788817882538, 0.6033501029014587, 26.748720169067383, -0.16898420405916095, -0.6593600376042216, -0.5748231344776819, -0.40853968321642986, -0.43782474177548, -0.4969434944608011]",[1],J0115.8+2519,bll,bll,J0115.8+2519,bll,J0115.8+2519,bll,J0115.8+2519,bll,AGN,AGN,AGN,AGN
114,J0116.0-1136,fsrq,J0116.0-1134,"[2.3908016681671143, 2.3675663471221924, 2.2831881046295166, 259.4283142089844, -29.512722913104366, -29.28031815944492, -28.09887634846237, -29.37644386853277, -23.47921827120066, 0.04215657711029053, 0.9204558730125427, 1.493166208267212, 28.428150177001953, -0.30538432985795655, -0.5770041157570914, -0.7081294178436714, -0.6102652267701316, -0.7564079439461052, -0.9997696201047007]",[1],J0116.0-1134,fsrq,fsrq,J0116.0-1136,fsrq,J0116.0-1136,fsrq,J0116.0-1136,fsrq,AGN,AGN,AGN,AGN
115,J0116.0-2745,bll,J0116.2-2744,"[1.7768272161483765, 1.6287590265274048, 1.2026737928390503, 9.572112083435059, -34.7346597111558, -34.337608187744, -28.552775898480334, -34.38182835363549, -24.050837104191075, 0.1416609138250351, 0.09905330836772919, 1.1122238636016846, 6.958048343658447, -0.9745738290105729, 0.9926886468740269, 0.25474276471650253, -0.45295865062104756, -0.43871023306513146, -0.14858303070030598]",[1],J0116.2-2744,bcu,bll,J0116.0-2745,bll,J0116.0-2745,bll,J0116.0-2745,bll,AGN,AGN,AGN,AGN
116,J0116.2-6153,bll,J0116.3-6153,"[1.8996840715408325, 1.847549319267273, 1.7125104665756226, 5.751179218292236, -33.28426901362396, -33.012562842041, -28.496612151285635, -33.10254657223141, -24.06760927016728, 0.0591643862426281, 0.0, 1.1796318292617798, 12.710594177246094, -0.9999858612852965, 0.9998033852444997, -0.360756992601181, -0.6146898180958259, -0.17237755943248764, -0.6353847731457607]",[1],J0116.3-6153,bll,bll,J0116.2-6153,bll,J0116.2-6153,bll,J0116.2-6153,bll,AGN,AGN,AGN,AGN
117,J0117.8-2109,fsrq,J0117.8-2113,"[2.3806893825531006, 2.3357958793640137, 2.0566766262054443, 93.3094711303711, -30.62630871197331, -30.373889071129778, -27.721604751646357, -30.418301161793543, -23.377581483763848, 0.11058332771062851, 0.7263376712799072, 2.583256483078003, 18.926124572753906, 0.9997739092220589, -0.3170719597596917, -0.6926087439169734, -0.6688959250925149, -0.6786594527896312, -0.9999912459690029]",[1],J0117.8-2113,fsrq,fsrq,J0117.8-2109,fsrq,J0117.8-2109,fsrq,J0117.8-2109,fsrq,AGN,AGN,AGN,AGN
118,J0118.9-2141,fsrq,J0118.8-2142,"[2.26943302154541, 2.246764659881592, 1.9876571893692017, 169.98922729492188, -29.83577669713084, -29.60112653773188, -27.34541647521875, -29.62376483082446, -22.896243925016424, 0.10583017766475677, 0.40601134300231934, 6.940942764282227, 53.63689422607422, -0.2326044726770627, -0.5853087034017913, -0.6355407449763224, -0.6071092810443731, -0.7792839145840854, -0.7692861163242941]",[1],J0118.8-2142,fsrq,fsrq,J0118.9-2141,fsrq,J0118.9-2141,fsrq,J0118.9-2141,fsrq,AGN,AGN,AGN,AGN
119,J0119.0-1458,bll,J0118.9-1457,"[1.7987903356552124, 1.6799206733703613, 1.4302418231964111, 6.431129455566406, -33.50076837820132, -33.15794163448248, -28.290165648452433, -33.24994076028741, -23.960148263295793, 0.10195356607437134, 0.0, 1.4522695541381836, 11.886982917785645, 0.9066270087618745, -0.2391997400172708, -0.5128155464386707, -0.27794511439181724, -0.46634866229765903, -0.5366392277790974]",[1],J0118.9-1457,bll,bll,J0119.0-1458,bll,J0119.0-1458,bll,J0119.0-1458,bll,AGN,AGN,AGN,AGN
120,J0120.4-2701,bll,J0120.4-2700,"[1.9018555879592896, 1.8053127527236938, 1.75491201877594, 26.235111236572266, -30.338356558746906, -30.171428407021097, -27.20504062755692, -30.25559972329019, -22.880017678610216, 0.05379296839237213, 0.12877124547958374, 4.079737663269043, 71.15261840820312, 0.9990419094414791, -0.36567920037375407, -0.46880190347220185, -0.4121987991226013, -0.5675559984509747, -0.44579894723765845]",[1],J0120.4-2700,bll,bll,J0120.4-2701,bll,J0120.4-2701,bll,J0120.4-2701,bll,AGN,AGN,AGN,AGN
121,J0121.7+5153,bcu,J0121.7+5154,"[1.7898269891738892, 1.7988559007644653, 1.467830777168274, 10.586156845092773, -34.81360758627559, -34.38221712675977, -28.40105466889937, -34.49527890282697, -23.905453901785112, 0.1620577573776245, 0.378307968378067, 1.5664993524551392, 4.5787739753723145, -0.9998956944190808, -0.9999598987673712, 0.9999996536488385, -0.20123913581278716, -0.9210487594031166, 0.5183318874965944]",[1],J0121.7+5154,bcu,bcu,J0121.7+5153,bcu,J0121.7+5153,bcu,J0121.7+5153,bcu,AGN,AGN,AGN,AGN
122,J0123.7-2311,bll,J0123.7-2312,"[1.8529654741287231, 1.8243615627288818, 1.7948174476623535, 20.807144165039062, -32.88838821195779, -32.6585816909962, -28.04496365826675, -32.79262938242601, -23.68431681841759, 0.027249827980995178, 0.3969684839248657, 0.7870944738388062, 18.81922149658203, -0.999993030403378, 0.9999032110766146, -0.40631889121621156, -0.4734200035866626, -0.5066589967574409, -0.16689282273335104]",[1],J0123.7-2312,bll,bll,J0123.7-2311,bll,J0123.7-2311,bll,J0123.7-2311,bll,AGN,AGN,AGN,AGN
123,J0124.8-0625,bll,J0125.2-0627,"[2.198047399520874, 1.993789553642273, 1.383360743522644, 37.6791877746582, -31.548944324143832, -31.08623080500703, -28.438692525657693, -31.081505357071766, -23.9206014292156, 0.28020548820495605, 1.0600781440734863, 2.3071835041046143, 8.531303405761719, -0.7824865865310761, -0.5770398163625458, -0.5719331523855397, -0.5536615438175958, -0.644753165618988, -0.999655553413663]",[1],J0125.2-0627,bll,bll,J0124.8-0625,bll,J0124.8-0625,bll,J0124.8-0625,bll,AGN,AGN,AGN,AGN
124,J0125.3-2548,bll,J0125.4-2548,"[2.2092559337615967, 2.1167123317718506, 1.7951371669769287, 18.367624282836914, -31.08146841215972, -30.80835470315593, -28.30533878640795, -30.83229590940712, -23.740599233960044, 0.09129135310649872, 0.2892974615097046, 1.71356999874115, 18.928665161132812, 0.999050634673393, -0.6278247647560378, -0.501919922250295, -0.5464687772386481, -0.8094363326049973, -0.9999478695306817]",[1],J0125.4-2548,bll,bll,J0125.3-2548,bll,J0125.3-2548,bll,J0125.3-2548,bll,AGN,AGN,AGN,AGN
125,J0126.0-2221,fsrq,J0126.1-2227,"[2.583914041519165, 2.53279709815979, 2.2600674629211426, 73.78884887695312, -29.505781148886683, -29.228381484677392, -28.17522441900801, -29.27132953491456, -23.819698156919063, 0.11903104186058044, 0.7767544984817505, 2.142432928085327, 15.167452812194824, 0.9995756970342825, -0.6322986688528677, -0.7090815249615182, -0.8571031144854793, -0.6420071694390155, -0.9996736820348465]",[1],J0126.1-2227,fsrq,fsrq,J0126.0-2221,fsrq,J0126.0-2221,fsrq,J0126.0-2221,fsrq,AGN,AGN,AGN,AGN
126,J0127.2-0819,bll,J0127.1-0818,"[2.212139368057251, 2.1416046619415283, 1.9196680784225464, 6.241169452667236, -30.858632335353242, -30.579285019559535, -28.166816577765804, -30.645506706004, -23.604672769788603, 0.10026155412197113, 0.0, 2.372568130493164, 19.727304458618164, 0.9957207221309318, -0.5414784998371913, -0.5557762793919162, -0.653209421153871, -0.6521465614160977, -0.9997417181013536]",[1],J0127.1-0818,bll,bll,J0127.2-0819,bll,J0127.2-0819,bll,J0127.2-0819,bll,AGN,AGN,AGN,AGN
127,J0127.2+0324,bll,J0127.2+0325,"[1.960916519165039, 1.8900649547576904, 1.7680280208587646, 42.021728515625, -32.17748013101423, -31.897650192580105, -28.063224648899848, -32.008719998889106, -23.633436860776666, 0.060210101306438446, 0.5979841947555542, 1.409725308418274, 18.056785583496094, -0.8317262067660806, 0.1790788167512575, -0.5544427885020472, -0.34663186850799166, -0.5405161206991094, -0.5582597028069147]",[1],J0127.2+0325,bcu,bll,J0127.2+0324,bll,J0127.2+0324,bll,J0127.2+0324,bll,AGN,AGN,AGN,AGN
128,J0128.5+4440,fsrq,J0128.5+4430,"[2.0685956478118896, 1.9619317054748535, 1.2351093292236328, 26.176773071289062, -33.175186107018106, -32.761355202475315, -28.5674632749023, -32.78606213267836, -24.069515066857395, 0.2460348755121231, 1.2539281845092773, 1.9234631061553955, 4.88075065612793, -0.9999999664075, 0.9999993691134426, -0.6583596554149381, -0.4780307360996428, -0.4385484491633019, -0.9999516595725432]",[1],J0128.5+4430,fsrq,fsrq,J0128.5+4440,fsrq,J0128.5+4440,fsrq,J0128.5+4440,fsrq,AGN,AGN,AGN,AGN
129,J0129.8+1440,fsrq,J0130.8+1441,"[2.7672476768493652, 2.716346263885498, 2.457139730453491, 9.293111801147461, -28.385344947098915, -28.055124738456417, -28.242664722186838, -28.13035510575101, -23.9728891606131, 0.09985987842082977, 0.2013540267944336, 1.1386698484420776, 8.911643028259277, -0.14830304737618724, -0.657019612502696, -0.8679737162676922, -0.6826603610059592, -0.9997795776461378, 0.9974191526388221]",[1],J0130.8+1441,fsrq,fsrq,J0129.8+1440,fsrq,J0129.8+1440,fsrq,J0129.8+1440,fsrq,AGN,AGN,AGN,AGN
130,J0131.1+6120,bll,J0131.2+6120,"[1.776171326637268, 1.635728120803833, 1.5376982688903809, 70.88094329833984, -32.823411310498805, -32.57781461399209, -27.482056406729072, -32.69521602379766, -23.05825558008878, 0.08837849646806717, 0.5611518621444702, 3.434678554534912, 32.377044677734375, -0.8217726793367411, -0.46100937094053435, -0.16060305929590732, -0.3217518541333388, -0.42687747327054154, -0.3252589065323212]",[1],J0131.2+6120,bll,bll,J0131.1+6120,bll,J0131.1+6120,bll,J0131.1+6120,bll,AGN,AGN,AGN,AGN
131,J0131.2+5547,bcu,J0131.3+5548,"[2.0960071086883545, 2.0754382610321045, 1.9400732517242432, 2.945758581161499, -32.577813660416325, -32.383910985526796, -28.01355053943059, -32.41089159046357, -23.53067215185297, 0.03377634659409523, 0.0, 0.6778711676597595, 11.358929634094238, 0.9985133648818516, -0.3854506638097039, -0.6657930639269188, -0.4908733379836109, -0.5597017774741966, -0.7056565481124555]",[1],J0131.3+5548,bcu,bcu,J0131.2+5547,bcu,J0131.2+5547,bcu,J0131.2+5547,bcu,AGN,AGN,AGN,AGN
132,J0132.7-1654,fsrq,J0132.6-1655,"[2.397991895675659, 2.316694498062134, 2.235429525375366, 176.92715454101562, -28.03554287513489, -27.86384479375483, -27.89934023554929, -27.950033960971712, -23.250300109474626, 0.062042754143476486, 0.4148433208465576, 3.2593133449554443, 50.2573127746582, -0.2300857589548498, -0.5839295097650155, -0.6870421812611558, -0.7058511127700431, -0.6503272534700408, -0.999982581602807]",[1],J0132.6-1655,fsrq,fsrq,J0132.7-1654,fsrq,J0132.7-1654,fsrq,J0132.7-1654,fsrq,AGN,AGN,AGN,AGN
133,J0132.7-0804,bcu,J0132.5-0802,"[1.8205769062042236, 1.6927472352981567, 1.4107979536056519, 1.2284388542175293, -33.36793655087013, -32.95932920021955, -28.278321643354033, -33.1004504327189, -23.922732770694, 0.15802104771137238, 0.0, 1.9683265686035156, 9.047406196594238, -0.9972375852875559, 0.9815305572613425, 0.057230265953233134, -0.5003842151758288, -0.5246952630809154, -0.49551296047687465]",[1],J0132.5-0802,bcu,bcu,J0132.7-0804,bcu,J0132.7-0804,fsrq,J0132.7-0804,fsrq,AGN,AGN,AGN,AGN
134,J0132.8-4413,bll,J0133.0-4413,"[2.2169113159179688, 2.2323784828186035, 2.215203285217285, 3.972212553024292, -31.503683482894125, -31.356174154040023, -28.546810276603583, -31.46602806410085, -24.012394988398437, -0.015465127304196358, 0.0, 0.32838425040245056, 12.897944450378418, 0.9996173096270448, -0.6738488243421459, -0.5004630785205807, -0.6247706843514592, -0.7790293113049149, 0.29686131506404995]",[1],J0133.0-4413,bll,bll,J0132.8-4413,bll,J0132.8-4413,bll,J0132.8-4413,bll,AGN,AGN,AGN,AGN
135,J0132.8+4324,bcu,J0133.3+4324,"[2.320540189743042, 2.315493583679199, 2.036231517791748, 15.236700057983398, -31.301014364831968, -30.722394194399254, -28.364476122358862, -30.814587536727974, -23.944913080479385, 0.24477162957191467, 0.5640379786491394, 2.0536129474639893, 7.334001064300537, -0.5864018788734322, 0.9892241328262125, -0.7532833981707897, -0.760613709505505, -0.603512449332938, -0.3552128951766859]",[1],J0133.3+4324,bcu,bcu,J0132.8+4324,bcu,J0132.8+4324,bcu,J0132.8+4324,bcu,AGN,AGN,AGN,AGN
136,J0133.1-5201,bcu,J0133.2-5159,"[2.5423996448516846, 2.4447550773620605, 2.2893080711364746, 357.7136535644531, -28.507321482475657, -28.28116939608279, -28.187796581654695, -28.363625822756443, -23.720441456759087, 0.09593915939331055, 0.9980195760726929, 2.7623932361602783, 27.691978454589844, -0.19146309755168775, -0.6101955562791344, -0.74297802594511, -0.7315999071581034, -0.8435612828239473, -0.9998479975260685]",[1],J0133.2-5159,bcu,bcu,J0133.1-5201,fsrq,J0133.1-5201,fsrq,J0133.1-5201,fsrq,AGN,AGN,AGN,AGN
137,J0134.3-3842,fsrq,J0134.3-3842,"[2.390967607498169, 2.283186435699463, 1.9498443603515625, 29.185087203979492, -30.750627325344606, -30.41343496092625, -28.676658998082683, -30.497896755252935, -24.19126240401485, 0.15829750895500183, 0.8278878927230835, 1.5470075607299805, 7.776139736175537, -0.49603300862331834, -0.03657490510410533, -0.6982996311642896, -0.6285993440581464, -0.9999107811058849, 0.15380677294958175]",[1],J0134.3-3842,fsrq,fsrq,J0134.3-3842,fsrq,J0134.3-3842,fsrq,J0134.3-3842,fsrq,AGN,AGN,AGN,AGN
138,J0134.5+2637,fsrq,J0134.5+2638,"[1.9554048776626587, 1.907666802406311, 1.7982659339904785, 11.420003890991211, -32.417063907733834, -32.183258142412235, -27.93451640394702, -32.279637028207624, -23.479295471922196, 0.0349612832069397, 0.1693541705608368, 0.9203711152076721, 21.996349334716797, -0.3779965185373703, -0.762169744142366, -0.5545603553515481, -0.2439841777891058, -0.5874458131560368, -0.5431973153867881]",[1],J0134.5+2638,bcu,fsrq,J0134.5+2637,fsrq,J0134.5+2637,fsrq,J0134.5+2637,bll,AGN,AGN,AGN,AGN
139,J0136.5+3906,bll,J0136.5+3905,"[1.7116307020187378, 1.5599591732025146, 1.447741150856018, 51.08218002319336, -31.237509437752514, -31.002625394671245, -26.96991821388617, -31.092317003220824, -22.78794765257901, 0.07951834052801132, 0.18838132917881012, 6.3246684074401855, 84.75225067138672, 0.9997871571352633, -0.2903692198764855, -0.3400438688324623, -0.28954825440964554, -0.34733017568353447, -0.537247771052588]",[1],J0136.5+3905,bll,bll,J0136.5+3906,bll,J0136.5+3906,bll,J0136.5+3906,bll,AGN,AGN,AGN,AGN
140,J0137.0+4751,fsrq,J0137.0+4752,"[2.290243625640869, 2.1907215118408203, 2.0153186321258545, 748.4690551757812, -28.875790276964896, -28.627910273729917, -27.426905929549708, -28.706992204769687, -22.84623390882, 0.09805931150913239, 0.5986430048942566, 7.695229530334473, 74.63551330566406, -0.21283592786161978, -0.5071600396528548, -0.6478579491019094, -0.6190596570087583, -0.7934226792199713, -0.8495014060184952]",[1],J0137.0+4752,fsrq,fsrq,J0137.0+4751,fsrq,J0137.0+4751,fsrq,J0137.0+4751,fsrq,AGN,AGN,AGN,AGN
141,J0137.6-2430,fsrq,J0137.6-2430,"[2.5145246982574463, 2.3856191635131836, 2.2167723178863525, 155.1201171875, -27.88711031734795, -27.65834462143073, -28.100798826958783, -27.74456543725996, -23.45082912485109, 0.11303188651800156, 0.44832494854927063, 4.006453037261963, 41.4567756652832, -0.2571612346970006, -0.5725176004239242, -0.7321020638748091, -0.7688166981236918, -0.8550276361314015, -0.999972538078397]",[1],J0137.6-2430,fsrq,fsrq,J0137.6-2430,fsrq,J0137.6-2430,fsrq,J0137.6-2430,fsrq,AGN,AGN,AGN,AGN
142,J0137.9+5814,bll,J0137.8+5813,"[1.958192229270935, 1.9363347291946411, 1.8858251571655273, 14.438074111938477, -32.485986284939855, -32.29457350772292, -27.716498522623063, -32.39721198406809, -23.2288763666275, 0.019354959949851036, 0.15780901908874512, 0.7923309803009033, 28.4631404876709, -0.5942228723666365, -0.5306020030161182, -0.4912125389692503, -0.49484744115985435, -0.43057777720676643, -0.46540015388448663]",[1],J0137.8+5813,bcu,bll,J0137.9+5814,bll,J0137.9+5814,bll,J0137.9+5814,bll,AGN,AGN,AGN,AGN
143,J0140.6+8736,bcu,J0139.9+8735,"[2.1156158447265625, 2.006763458251953, 1.6659393310546875, 24.346046447753906, -32.63848694555661, -32.24112209147369, -28.3801793302691, -32.27961668160232, -23.895444258893733, 0.17676930129528046, 0.6828529238700867, 1.9448953866958618, 7.157844066619873, 0.9941102687841251, 0.7057373473781242, -0.42125582728444716, -0.5736225579755824, -0.6826991567756977, -0.5168975452207122]",[1],J0139.9+8735,bcu,bcu,J0140.6+8736,bcu,J0140.6+8736,bcu,J0140.6+8736,bcu,AGN,AGN,AGN,AGN
144,J0141.4-0928,bll,J0141.4-0929,"[2.1664366722106934, 2.1497371196746826, 2.114215850830078, 48.19811248779297, -30.21027175261644, -30.023569118306607, -27.815094285675706, -30.13217070711227, -23.22468243127312, 0.019733065739274025, 0.25973275303840637, 1.0681768655776978, 44.51384735107422, -0.04486318789573779, -0.5080818454840705, -0.6079860179391297, -0.5557714274841946, -0.6366223757251717, -0.5598512261779691]",[1],J0141.4-0929,bll,bll,J0141.4-0928,bll,J0141.4-0928,bll,J0141.4-0928,bll,AGN,AGN,AGN,AGN
145,J0143.7-5846,bll,J0143.7-5845,"[1.8074455261230469, 1.750138521194458, 1.6471502780914307, 49.33107376098633, -32.352552245543215, -32.08465890345683, -27.78100762271597, -32.19466718466566, -23.55453424256373, 0.048178572207689285, 0.3515177071094513, 2.187407970428467, 38.193939208984375, 0.999793168366608, -0.40918129284186866, -0.3882286118928155, -0.45926039608580577, -0.46150880192591703, -0.25291508043512867]",[1],J0143.7-5845,bll,bll,J0143.7-5846,bll,J0143.7-5846,bll,J0143.7-5846,bll,AGN,AGN,AGN,AGN
146,J0144.6+2705,bll,J0144.6+2705,"[2.1350390911102295, 2.0370633602142334, 1.9274165630340576, 218.37362670898438, -29.148410636625446, -28.917530398132964, -27.25775326005075, -29.015395144032915, -22.67931597214318, 0.08026474714279175, 0.2841038405895233, 7.354279518127441, 88.00514221191406, 0.09581167219667305, -0.44692772441975215, -0.5628647604606126, -0.5743109982847195, -0.6881698454483114, -0.717983081258148]",[1],J0144.6+2705,bll,bll,J0144.6+2705,bll,J0144.6+2705,bll,J0144.6+2705,bll,AGN,AGN,AGN,AGN
147,J0145.0-2732,fsrq,J0145.1-2732,"[2.5887558460235596, 2.4715757369995117, 2.3170711994171143, 651.527099609375, -27.56644646162593, -27.370498825577542, -28.20537178451011, -27.44887724351133, -23.615487118252208, 0.09351441264152527, 1.2094841003417969, 2.8384487628936768, 30.785457611083984, -0.37372529178235253, -0.6357989442482285, -0.7416358481490166, -0.8391103554710261, -0.8991408712480559, -0.8447580992714168]",[1],J0145.1-2732,fsrq,fsrq,J0145.0-2732,fsrq,J0145.0-2732,fsrq,J0145.0-2732,fsrq,AGN,AGN,AGN,AGN
148,J0146.0-6746,bcu,J0146.4-6746,"[2.09230637550354, 1.9852324724197388, 1.8638232946395874, 37.91286849975586, -31.93039268674894, -31.589900918941595, -28.45484964259925, -31.717798478887186, -23.94147991433515, 0.1430530697107315, 0.6266748309135437, 2.73779559135437, 16.049442291259766, 0.9608125112882475, 0.14430516736855964, -0.4812798887341165, -0.5235871437708842, -0.782156984526838, -0.6879576079576006]",[1],J0146.4-6746,bcu,bcu,J0146.0-6746,bcu,J0146.0-6746,bll,J0146.0-6746,bll,AGN,AGN,AGN,AGN
