,4fgldr1,4fgldr1-cls1_x,4fgldr1-3fgl,4fgldr1_features,4fgldr1_labels,3fgl,3fgl-cls1,4fgldr1-cls1_y,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
1442,J1813.6+0614,bll,J1813.6+0614,"[2.0584311485290527, 1.9079983234405518, 1.7129226922988892, 17.952056884765625, -31.37445867762816, -31.077896121784047, -27.679372159379305, -31.180129114298875, -23.138910639361093, 0.1362244188785553, 0.2449789196252823, 3.341794490814209, 20.805084228515625, -0.5050500839943809, -0.14620228873391525, -0.35993615009471536, -0.4893796107879988, -0.6261566248051378, -0.6817757229593795]",[1],J1813.6+0614,bll,bll,J1813.6+0614,bll,J1813.6+0614,bll,J1813.6+0614,bll,AGN,AGN,AGN,AGN
1443,J1816.5+4510,PSR,J1816.5+4512,"[2.140028476715088, 1.8077491521835327, 1.0524702072143555, 4.361276149749756, -30.446768436083673, -29.998751493074852, -28.176224291139842, -30.057187735360767, -23.217364031594904, 0.3410337269306183, 0.0, 9.015100479125977, 36.45845031738281, 0.9353231141117806, -0.2801385876055134, -0.35602470478753695, -0.6624457447450133, -0.8843361547886246, -0.7007587761774854]",[0],J1816.5+4512,PSR,PSR,J1816.5+4510,PSR,J1816.5+4510,MSP,J1816.5+4510,MSP,PSR,PSR,PSR,PSR
1444,J1816.9-4942,bcu,J1816.9-4944,"[2.3867604732513428, 2.23922061920166, 1.7134456634521484, 86.92977142333984, -30.253673713291384, -29.921372217307923, -27.880183099746287, -29.95681873857417, -23.376054055580244, 0.22166065871715546, 0.7333996295928955, 3.8861234188079834, 16.82436180114746, 0.9938595751794799, -0.5565592396674001, -0.562899628376721, -0.7613516001009851, -0.7704019311823732, -0.9995194292940377]",[1],J1816.9-4944,bcu,bcu,J1816.9-4942,fsrq,J1816.9-4942,fsrq,J1816.9-4942,fsrq,AGN,AGN,AGN,AGN
1445,J1817.1-1742,PSR,J1817.2-1739,"[2.5123307704925537, 2.472721815109253, 1.4551922082901, 2.46238112449646, -30.61938372825815, -30.27471755780683, -26.441320022630816, -30.354406589366576, -21.893887156433816, 0.3495602607727051, 0.0, 5.7446136474609375, 15.215993881225586, 0.7774180318756998, -0.4262863983508338, -0.5466081926978679, -0.6933573925243761, -0.8177102443449805, -0.9999569479461883]",[0],J1817.2-1739,spp,PSR,J1817.1-1742,PSR,J1817.1-1742,PSR,J1817.1-1742,PSR,PSR,PSR,PSR,PSR
1446,J1818.6+0903,fsrq,J1818.6+0903,"[2.3957343101501465, 2.3305797576904297, 2.1167263984680176, 93.20785522460938, -30.34090548671846, -30.034011249037764, -27.698798433777462, -30.097029977167445, -23.330575376467916, 0.11474087834358215, 0.7477346658706665, 2.4704298973083496, 14.904618263244629, 0.87656711899116, -0.4552367634867096, -0.6851293674416976, -0.613633065281879, -0.7603865114232565, -0.9999997331102964]",[1],J1818.6+0903,fsrq,fsrq,J1818.6+0903,fsrq,J1818.6+0903,fsrq,J1818.6+0903,fsrq,AGN,AGN,AGN,AGN
1447,J1819.1+2133,bll,J1819.1+2134,"[2.188746452331543, 2.2009849548339844, 2.030998468399048, 4.847815036773682, -32.21929285705079, -32.08122982547091, -28.148494567932982, -32.10236079954126, -23.723638895298365, -0.008862392976880074, 0.0, 0.13947153091430664, 8.276901245117188, -0.13704332357813107, -0.5895180065400484, -0.7372523448031963, -0.32801821313789714, -0.4457594547866831, -0.9022813396063267]",[1],J1819.1+2134,bcu,bll,J1819.1+2133,bll,J1819.1+2133,bll,J1819.1+2133,bll,AGN,AGN,AGN,AGN
1448,J1820.3+3624,bll,J1820.3+3625,"[1.7909417152404785, 1.512895107269287, 1.0708023309707642, 7.731949806213379, -34.08326450024049, -33.682003710469665, -28.410177037006388, -33.72550617481708, -23.99442115729905, 0.1812162846326828, 0.19716836512088776, 1.6413744688034058, 10.871772766113281, 0.9737710142154706, -0.8434667687492762, -0.5404085240406649, -0.11537199443162091, -0.2116660036096574, -0.626633864916904]",[1],J1820.3+3625,bcu,bll,J1820.3+3624,bll,J1820.3+3624,bll,J1820.3+3624,bll,AGN,AGN,AGN,AGN
1449,J1823.5+6858,bll,J1823.4+6857,"[2.1824443340301514, 1.979540228843689, 1.4935369491577148, 4.586192607879639, -31.734321309555106, -31.386414582248563, -28.3055891718171, -31.439012441661816, -23.640059854412677, 0.24018114805221558, 0.0, 4.204314231872559, 19.56140899658203, -0.9499122691017582, 0.12920699346850287, -0.49006941955019745, -0.4728962125093484, -0.8539863191852864, -0.9999991153795839]",[1],J1823.4+6857,bll,bll,J1823.5+6858,bll,J1823.5+6858,bll,J1823.5+6858,bll,AGN,AGN,AGN,AGN
1450,J1823.5-3020,PSR,J1823.7-3019,"[2.203030586242676, 2.1432418823242188, 1.294839859008789, 3.2132821083068848, -31.26809905691027, -30.901615749945716, -27.83038737746499, -30.899168708934965, -22.878019696776484, 0.29001668095588684, 0.0, 7.219018459320068, 26.851701736450195, 0.7066629593669232, -0.4509786921354295, -0.4615233159138367, -0.5176912946243403, -0.9387681873450114, -0.4134099926392152]",[0],J1823.7-3019,PSR,PSR,J1823.5-3020,PSR,J1823.5-3020,MSP,J1823.5-3020,MSP,PSR,PSR,PSR,AGN
1451,J1823.6-3453,bcu,J1823.6-3453,"[1.8410115242004395, 1.7287962436676025, 1.6580452919006348, 16.706119537353516, -31.946961603109195, -31.724088677507257, -27.44705729802626, -31.842985678098565, -23.065809409102204, 0.07375743985176086, 0.1912192702293396, 3.092676877975464, 30.82217788696289, 0.9990602383187388, 0.5533345460196779, -0.42520740232862486, -0.22731874590125126, -0.600075799717687, -0.3253957982472878]",[1],J1823.6-3453,bcu,bcu,J1823.6-3453,bcu,J1823.6-3453,bcu,J1823.6-3453,bcu,AGN,AGN,AGN,AGN
1452,J1824.1+5651,bll,J1824.2+5649,"[2.388579845428467, 2.311992883682251, 2.2291219234466553, 163.84194946289062, -28.987591763145844, -28.800887949080035, -27.777194709065704, -28.887382680032747, -23.30234638898465, 0.0695805624127388, 0.3999263346195221, 3.6746749877929688, 49.73027801513672, 0.1787103483970826, -0.6003014934317179, -0.6765188827654821, -0.6994538124592622, -0.717266144447078, -0.6180407348017443]",[1],J1824.2+5649,bll,bll,J1824.1+5651,bll,J1824.1+5651,bll,J1824.1+5651,bll,AGN,AGN,AGN,AGN
1453,J1824.1+1013,PSR,J1824.0+1017,"[2.2143564224243164, 2.138340473175049, 1.0075229406356812, 4.016489028930664, -31.6294768364362, -31.207095166720176, -28.105202350682593, -31.26870122001722, -23.17518493625501, 0.3787168264389038, 0.0, 5.278453350067139, 16.06319808959961, -0.5565651572258081, -0.5156484887316795, -0.46188854052575207, -0.501381465091165, -0.9999997754341978, 0.8685044164049242]",[0],J1824.0+1017,psr,PSR,J1824.1+1013,PSR,J1824.1+1013,MSP,J1824.1+1013,MSP,PSR,PSR,PSR,AGN
1454,J1824.5+4311,bcu,J1824.4+4310,"[1.9246877431869507, 1.9288609027862549, 1.7531052827835083, 6.257277488708496, -34.19819731995574, -34.04347611852021, -28.4981410605524, -34.05015388216631, -23.936495929248473, -0.0037024880293756723, 0.0, 0.04769618809223175, 8.440251350402832, -0.9674798834867708, 0.7278176773057351, -0.7037825339767724, -0.7126020961172608, 0.11780902985939733, -0.688296968950909]",[1],J1824.4+4310,bcu,bcu,J1824.5+4311,bcu,J1824.5+4311,bcu,J1824.5+4311,bcu,AGN,AGN,AGN,AGN
1455,J1824.6-2452,PSR,J1824.6-2451,"[2.3653528690338135, 2.3694708347320557, 1.3768590688705444, 3.3097355365753174, -30.571739565500405, -30.2217292372503, -27.464823496298088, -30.20942560059901, -22.63233643546472, 0.32013481855392456, 0.0, 8.851877212524414, 27.957117080688477, -0.2670419520767483, 0.23296887118185655, -0.6149169736583566, -0.6396050604446807, -0.9443645983018569, -0.42920236969131614]",[0],J1824.6-2451,PSR,PSR,J1824.6-2452,PSR,J1824.6-2452,MSP,J1824.6-2452,MSP,PSR,PSR,PSR,PSR
1456,J1825.1-5231,bcu,J1825.2-5230,"[2.341775894165039, 2.232556104660034, 1.9375996589660645, 338.3923034667969, -30.007948940311252, -29.711649916975315, -27.76666571640765, -29.776429793410465, -23.29818579359991, 0.1483026146888733, 1.1062157154083252, 4.205544948577881, 24.880638122558594, -0.19946169509510142, -0.4167138190349557, -0.6855557781510241, -0.6338137120117822, -0.7905058361067807, -0.9999799237750463]",[1],J1825.2-5230,bcu,bcu,J1825.1-5231,bcu,J1825.1-5231,bcu,J1825.1-5231,bcu,AGN,AGN,AGN,AGN
1457,J1826.1-1256,PSR,J1826.1-1256,"[2.4356484413146973, 2.4990837574005127, 1.4453508853912354, 7.7440104484558105, -29.204547608835895, -28.680546046819536, -25.187029053785402, -28.695996035985335, -20.890481949603096, 0.34998857975006104, 0.008941460400819778, 31.358341217041016, 103.2519760131836, 0.16487915406188303, -0.35406846799113284, -0.5688729794530534, -0.7160357524187315, -0.9371343054382276, -0.999969937244725]",[0],J1826.1-1256,PSR,PSR,J1826.1-1256,PSR,J1826.1-1256,PSR,J1826.1-1256,PSR,PSR,PSR,PSR,PSR
1458,J1829.0-2417,bcu,J1828.9-2417,"[2.139575958251953, 2.1255362033843994, 2.128848075866699, 13.348995208740234, -32.01310773988275, -31.83706808084583, -27.597116456593263, -31.95437375348795, -23.140107076407432, 0.01758572831749916, 0.2896888256072998, 0.44099539518356323, 12.634881019592285, -0.7247801800630127, -0.605669048276197, -0.5762658560767149, -0.48147212106137827, -0.7918574458582188, -0.04729590498031804]",[1],J1828.9-2417,bcu,bcu,J1829.0-2417,bll,J1829.0-2417,bll,J1829.0-2417,bll,AGN,AGN,AGN,AGN
1459,J1829.3+5402,bll,J1829.4+5402,"[1.8701344728469849, 1.7729662656784058, 1.592590570449829, 22.703895568847656, -33.24182607269805, -32.902668835278064, -28.280888294492936, -33.03775152031134, -23.872033497793424, 0.09550093859434128, 0.379032701253891, 2.175191640853882, 18.8535213470459, -0.8761280735303196, 0.2448586973045298, -0.45187253384357023, -0.3392353387310577, -0.4685596224513298, -0.5567492463188556]",[1],J1829.4+5402,bll,bll,J1829.3+5402,bll,J1829.3+5402,bll,J1829.3+5402,bll,AGN,AGN,AGN,AGN
1460,J1830.0+1324,bll,J1829.8+1328,"[2.032740831375122, 1.975034236907959, 1.7680004835128784, 28.331350326538086, -32.838715572420526, -32.608991764434805, -27.938268845493866, -32.661659231756936, -23.426431508281723, 0.05824394151568413, 0.5886334180831909, 1.0311428308486938, 11.23105525970459, -0.407320496403479, -0.8679216224022108, -0.45932955782368, -0.48812707734964844, -0.39297718569052, -0.7897204598408075]",[1],J1829.8+1328,bll,bll,J1830.0+1324,bll,J1830.0+1324,bll,J1830.0+1324,bll,AGN,AGN,AGN,AGN
1461,J1830.1+0617,fsrq,J1830.1+0617,"[2.3689417839050293, 2.3083198070526123, 2.1121034622192383, 221.19894409179688, -30.541940009736475, -30.280689198942135, -27.469321331578065, -30.312314943781978, -23.13903931008008, 0.08363179862499237, 1.5214078426361084, 1.6327579021453857, 13.898099899291992, 0.9557753664197508, -0.5069890102935538, -0.6747378218710318, -0.5446888615180553, -0.7945243028142623, -0.7784787718711448]",[1],J1830.1+0617,fsrq,fsrq,J1830.1+0617,fsrq,J1830.1+0617,fsrq,J1830.1+0617,fsrq,AGN,AGN,AGN,AGN
1462,J1830.2-4443,bcu,J1830.0-4439,"[2.597635507583618, 2.4246785640716553, 1.9193065166473389, 367.9743957519531, -28.548913090249144, -28.21486959585992, -27.783865620346255, -28.280721976052956, -23.411839774587087, 0.233409583568573, 1.0776885747909546, 4.78595495223999, 22.400890350341797, -0.3156595233171523, -0.5460173035834993, -0.7596740623738241, -0.7949924101038297, -0.9946263095933888, -0.9985523193061107]",[1],J1830.0-4439,bcu,bcu,J1830.2-4443,bcu,J1830.2-4443,bcu,J1830.2-4443,bcu,AGN,AGN,AGN,AGN
1463,J1830.7-2713,bcu,J1831.0-2714,"[2.263122320175171, 2.1970784664154053, 1.716086745262146, 5.9279866218566895, -31.539372815237325, -31.216086329435, -27.654820941023864, -31.23789191894535, -23.287906711541492, 0.16558316349983215, 0.0, 2.6500027179718018, 10.510316848754883, 0.8821595936393151, -0.28717530420127657, -0.5787709433791781, -0.5025160849153885, -0.759452960536414, -0.9999573211468288]",[1],J1831.0-2714,bcu,bcu,J1830.7-2713,bcu,J1830.7-2713,bcu,J1830.7-2713,bcu,AGN,AGN,AGN,AGN
1464,J1832.6-5658,bll,J1832.4-5659,"[2.0883004665374756, 2.0134856700897217, 1.8906409740447998, 11.479938507080078, -31.965722203737023, -31.709149011656464, -28.00494271824193, -31.80185032450078, -23.502997119629605, 0.0804588794708252, 0.1612977385520935, 2.104217052459717, 22.095163345336914, 0.8457437330006322, -0.38770923721322476, -0.5010124284534236, -0.4623218843839923, -0.6858075144110104, -0.6239878208073882]",[1],J1832.4-5659,bll,bll,J1832.6-5658,bll,J1832.6-5658,bll,J1832.6-5658,bll,AGN,AGN,AGN,AGN
1465,J1833.5-1033,PSR,J1833.5-1033,"[2.5046744346618652, 2.4283645153045654, 1.9038225412368774, 1.9306086301803589, -29.417341060150342, -29.068312364252822, -25.719945732766686, -29.07986420255576, -21.714627752215844, 0.1882695108652115, 0.0, 6.695518493652344, 29.72075843811035, -0.3762673926888178, -0.30659894136686366, -0.6367353923218131, -0.7101952624074461, -0.8576398481418376, -0.6982610250805155]",[0],J1833.5-1033,PSR,PSR,J1833.5-1033,PSR,J1833.5-1033,PSR,J1833.5-1033,PSR,PSR,PSR,PSR,AGN
1466,J1833.6-2103,FSRQ,J1833.6-2103,"[2.5245914459228516, 2.457263708114624, 2.270476818084717, 1960.8140869140625, -27.7603524105344, -27.50979553093653, -26.39065505438151, -27.586196517885035, -22.10444222777691, 0.09370595216751099, 0.465261846780777, 10.92501163482666, 122.36367797851562, -0.2612631186191301, -0.6118893069976455, -0.7289595619026402, -0.7154280905415867, -0.8242014589270722, -0.9541031349376221]",[1],J1833.6-2103,fsrq,FSRQ,J1833.6-2103,FSRQ,J1833.6-2103,FSRQ,J1833.6-2103,FSRQ,AGN,AGN,AGN,AGN
1467,J1835.5+1349,bll,J1835.4+1349,"[2.1692094802856445, 2.0305445194244385, 1.3962972164154053, 10.07894515991211, -32.7441209844115, -32.44083877884007, -27.91962200587992, -32.42140520022977, -23.511423691200196, 0.1531161665916443, 0.20657183229923248, 1.50802743434906, 6.726939678192139, -0.9997903328085895, 0.9991786969805352, -0.6488152553730784, -0.3251940771332604, -0.6445889396214883, -0.9999746036542602]",[1],J1835.4+1349,bcu,bll,J1835.5+1349,bll,J1835.5+1349,bll,J1835.5+1349,bll,AGN,AGN,AGN,AGN
1468,J1836.2+5925,PSR,J1836.2+5925,"[2.0583624839782715, 2.1083109378814697, 1.0100253820419312, 11.09591293334961, -29.13730198817722, -28.300110681901295, -26.43666853254256, -28.412804421857807, -21.225616698280607, 0.3883940279483795, 0.008323201909661293, 111.2263412475586, 466.0802917480469, 0.11439725314493962, -0.12766033881137162, -0.4360958870524174, -0.6867674452682444, -0.9562082567227191, -0.9999994537128286]",[0],J1836.2+5925,PSR,PSR,J1836.2+5925,PSR,J1836.2+5925,PSR,J1836.2+5925,PSR,PSR,PSR,PSR,PSR
1469,J1836.4+3137,bll,J1836.3+3137,"[2.335970640182495, 2.3345658779144287, 2.2660410404205322, 20.770851135253906, -31.525432104264954, -31.335093416229114, -27.822714584760696, -31.37776308380465, -23.536184046448742, 0.04733484238386154, 0.5032996535301208, 0.9097743630409241, 9.612101554870605, 0.3309209345423596, 0.9992063169620944, -0.597189302436586, -0.7858843988707492, -0.5173364436856875, -0.37974720879081014]",[1],J1836.3+3137,bll,bll,J1836.4+3137,bll,J1836.4+3137,bll,J1836.4+3137,bll,AGN,AGN,AGN,AGN
1470,J1837.8-0604,PSR,J1837.9-0607,"[2.4583213329315186, 2.748473644256592, 1.800262451171875, 2.5719079971313477, -31.35514992299455, -31.159760249528503, -25.547892615058032, -31.083039775862783, -21.361446731946188, 0.21866793930530548, 0.0, 4.814268589019775, 13.256303787231445, -0.25014845728396146, 0.8692598305796261, -0.6712183225147088, -0.731601201388961, -0.7936222401000477, -0.9945709596164185]",[0],J1837.9-0607,PSR,PSR,J1837.8-0604,PSR,J1837.8-0604,PSR,J1837.8-0604,PSR,AGN,PSR,PSR,PSR
1471,J1838.8+4802,bll,J1838.8+4802,"[1.852419137954712, 1.8171095848083496, 1.7219223976135254, 191.0902557373047, -32.04473753000921, -31.82471547029781, -27.55396157784849, -31.914673655969622, -23.256598163643606, 0.030290696769952774, 0.5355244278907776, 1.8512849807739258, 52.80746841430664, -0.3276481324201738, -0.36535848325980735, -0.5451615211615777, -0.33958997716957984, -0.4596183480034066, -0.37631885275080373]",[1],J1838.8+4802,bll,bll,J1838.8+4802,bll,J1838.8+4802,bll,J1838.8+4802,bll,AGN,AGN,AGN,AGN
1472,J1838.9-0537,PSR,J1838.9-0537,"[2.387162208557129, 2.620828628540039, 1.3881129026412964, 2.0418460369110107, -30.88404988842236, -30.598172960574296, -25.103336909656893, -30.480720219447758, -20.782704237569998, 0.323794960975647, 0.0, 11.02004337310791, 28.620960235595703, 0.8406095465895267, -0.43405063242533076, -0.6037878881385992, -0.5967019979393027, -0.8858928313019435, -0.928812869324425]",[0],J1838.9-0537,PSR,PSR,J1838.9-0537,PSR,J1838.9-0537,PSR,J1838.9-0537,PSR,PSR,PSR,PSR,PSR
1473,J1841.3+2909,bll,J1841.2+2910,"[1.7137938737869263, 1.589151382446289, 1.2298574447631836, 8.75417423248291, -34.37226108324111, -33.95661909951253, -28.049488965505716, -34.01995231185703, -23.63754283351856, 0.1343754529953003, 0.15206776559352875, 2.1325466632843018, 12.2780122756958, 0.999989083967993, -0.9667611398413002, 0.6043379210685456, -0.38062216780447716, -0.11712758441360052, -0.5892794050666854]",[1],J1841.2+2910,bcu,bll,J1841.3+2909,bll,J1841.3+2909,bll,J1841.3+2909,bll,AGN,AGN,AGN,AGN
1474,J1841.8+3218,bll,J1841.7+3218,"[1.9324082136154175, 1.7550601959228516, 1.3114829063415527, 34.75558090209961, -33.02994149858988, -32.67646260036341, -28.03736842579001, -32.713477766143086, -23.547592192478294, 0.16074536740779877, 0.5198774337768555, 2.8255531787872314, 17.193857192993164, 0.9576233239343942, -0.5885753712920214, -0.6168021379237525, -0.22028879810675467, -0.4252577021951925, -0.7920308439961224]",[1],J1841.7+3218,bll,bll,J1841.8+3218,bll,J1841.8+3218,bll,J1841.8+3218,bll,AGN,AGN,AGN,AGN
1475,J1842.3+6810,fsrq,J1842.8+6810,"[2.700453996658325, 2.66434383392334, 2.5388600826263428, 7.467065811157227, -30.096135101181638, -29.889073231582604, -28.0265332102938, -29.905826548188454, -24.055260149011428, 0.05862940102815628, 0.0, 0.6469014883041382, 8.099016189575195, 0.6994547762812129, -0.6089564488784251, -0.7846296399336395, -0.7934994416650988, -0.8080886430093632, -0.9995657997553503]",[1],J1842.8+6810,fsrq,fsrq,J1842.3+6810,fsrq,J1842.3+6810,fsrq,J1842.3+6810,fsrq,AGN,AGN,AGN,AGN
1476,J1842.4-5840,bcu,J1842.3-5841,"[1.663913607597351, 1.5853396654129028, 1.4527629613876343, 45.869873046875, -34.736532457000465, -34.38397995150472, -28.271986685666867, -34.54549438433758, -23.915371353720342, 0.07147752493619919, 0.9138824939727783, 1.1106188297271729, 11.902176856994629, 0.9620681619479285, -0.21603258825186955, -0.284311814150269, -0.13281029809188996, -0.6024885043528312, -0.05020741005050654]",[1],J1842.3-5841,bcu,bcu,J1842.4-5840,bll,J1842.4-5840,bll,J1842.4-5840,bll,AGN,AGN,AGN,AGN
1477,J1843.7-1114,PSR,J1843.6-1114,"[2.5996429920196533, 2.5299880504608154, 1.4395650625228882, 9.95967960357666, -29.57932998646881, -29.361596955905775, -26.910514184761407, -29.180972092167533, -22.650467294111223, 0.3741219639778137, 0.10883510112762451, 6.140744686126709, 17.97353744506836, 0.8865752894188128, -0.4055726530471069, -0.7290631878226085, -0.7852619422135667, -0.9787654583410076, -0.9989033867427617]",[0],J1843.6-1114,PSR,PSR,J1843.7-1114,PSR,J1843.7-1114,MSP,J1843.7-1114,MSP,PSR,PSR,PSR,PSR
1478,J1844.4+1547,bll,J1844.3+1547,"[2.0571987628936768, 1.942021131515503, 1.8141663074493408, 56.91636276245117, -31.493308793960797, -31.26171668683305, -27.286488029603504, -31.343535624012922, -22.834901672520946, 0.10351026058197021, 0.44355905055999756, 3.628264904022217, 28.904621124267578, 0.939295601467805, -0.6659687332520345, -0.3231118789223358, -0.4643880121092966, -0.6280702882843336, -0.6519697659115538]",[1],J1844.3+1547,bcu,bll,J1844.4+1547,bll,J1844.4+1547,bll,J1844.4+1547,bll,AGN,AGN,AGN,AGN
1479,J1844.9+5709,bll,J1844.1+5709,"[2.229905366897583, 2.173830986022949, 1.9545093774795532, 2.7804737091064453, -31.741106666566967, -31.453510791267643, -28.320016953927396, -31.516006789549085, -23.859830266780204, 0.09057789295911789, 0.0, 1.7341182231903076, 15.428884506225586, -0.5998883586431887, -0.5340469586073906, -0.65154930378487, -0.46608911406692477, -0.7394557725986397, -0.8000544064856726]",[1],J1844.1+5709,bll,bll,J1844.9+5709,bll,J1844.9+5709,bll,J1844.9+5709,bll,AGN,AGN,AGN,AGN
1480,J1846.3+0919,PSR,J1846.3+0919,"[2.1910650730133057, 2.0645384788513184, 0.6139412522315979, 11.665485382080078, -30.661135032007667, -30.153382736786476, -27.561026167251555, -30.22307179730014, -22.411507381675744, 0.5030670762062073, 0.06711907684803009, 16.901844024658203, 54.20257568359375, -0.2072904181267969, -0.133021436615454, -0.34502248433110055, -0.5994500312860009, -0.9455786211267171, -0.9999976266958894]",[0],J1846.3+0919,PSR,PSR,J1846.3+0919,PSR,J1846.3+0919,PSR,J1846.3+0919,PSR,PSR,PSR,PSR,PSR
1481,J1848.1-4230,bcu,J1848.1-4230,"[2.3098490238189697, 2.3138301372528076, 2.2919254302978516, 9.330794334411621, -31.907802740247313, -31.719213482203998, -28.030594230237902, -31.83894129787898, -23.725628283861983, 0.03604930266737938, 0.3233278691768646, 0.6214276552200317, 7.639854907989502, -0.3488351662178076, 0.9608777448341183, -0.8006428988144737, -0.47475424237871644, -0.797652921010526, -0.05829099306574877]",[1],J1848.1-4230,bcu,bcu,J1848.1-4230,bcu,J1848.1-4230,bcu,J1848.1-4230,bcu,AGN,AGN,AGN,AGN
1482,J1848.4+3217,FSRQ,J1848.4+3216,"[2.39152455329895, 2.232509136199951, 1.8381234407424927, 463.7294921875, -29.93375287556978, -29.587073468355708, -27.09555758174153, -29.6304108800336, -22.771366396204133, 0.22822052240371704, 0.9872022867202759, 6.524632453918457, 33.85905456542969, -0.6070017699138852, -0.30535494960437976, -0.5696172818852691, -0.708830161386086, -0.8184195645136706, -0.9998485675086638]",[1],J1848.4+3216,FSRQ,FSRQ,J1848.4+3217,FSRQ,J1848.4+3217,FSRQ,J1848.4+3217,FSRQ,AGN,AGN,AGN,AGN
1483,J1848.9+4247,bll,J1848.9+4247,"[2.011111259460449, 2.005147933959961, 1.9658900499343872, 13.812965393066406, -33.1717680436567, -32.981669029171044, -28.39628594142185, -33.080273062516895, -23.889144633792807, 0.01849312335252762, 0.4622756838798523, 0.40739062428474426, 9.33615779876709, -0.7545044161767643, 0.9432814355974644, -0.4895229573473374, -0.6369373629157824, -0.48553625881978607, -0.1213142067298135]",[1],J1848.9+4247,bll,bll,J1848.9+4247,bll,J1848.9+4247,bll,J1848.9+4247,bll,AGN,AGN,AGN,AGN
1484,J1849.2-1647,bcu,J1849.3-1645,"[1.9454814195632935, 1.965860366821289, 1.937035083770752, 0.4179973900318146, -33.42442277008935, -33.332259100046166, -27.808306725942714, -33.366960550361036, -23.251867407101116, -0.023532701656222343, 0.0, 0.6105290055274963, 12.191207885742188, 0.9984667422531999, -0.17311087541978293, -0.7248043512558301, -0.5319344706441326, -0.26428306010353314, -0.25167036732230197]",[1],J1849.3-1645,bcu,bcu,J1849.2-1647,bcu,J1849.2-1647,bll,J1849.2-1647,bll,AGN,AGN,AGN,AGN
1485,J1849.2+6705,FSRQ,J1849.2+6705,"[2.286266326904297, 2.2319834232330322, 2.0428383350372314, 1598.577880859375, -29.517436935079022, -29.23822584867166, -27.345215066399234, -29.304567506835728, -22.888790694792267, 0.09628409147262573, 0.7745887637138367, 8.572474479675293, 78.45771026611328, -0.13546101782970463, -0.495103258912469, -0.6349066045340495, -0.651356856068211, -0.7521499501783242, -0.7707162140149922]",[1],J1849.2+6705,FSRQ,FSRQ,J1849.2+6705,FSRQ,J1849.2+6705,FSRQ,J1849.2+6705,FSRQ,AGN,AGN,AGN,AGN
1486,J1849.4+2745,bll,J1849.5+2751,"[2.3294730186462402, 2.2105371952056885, 1.9552891254425049, 25.022859573364258, -30.90307960034364, -30.535787023334837, -28.025638341317492, -30.629420914213963, -23.606165497263508, 0.16700929403305054, 0.4947908818721771, 2.3948609828948975, 10.980937957763672, -0.5777825323144983, -0.3340533761658325, -0.5841621990920849, -0.7638436195579504, -0.6571868292165283, -0.7896784263518999]",[1],J1849.5+2751,bll,bll,J1849.4+2745,bll,J1849.4+2745,bll,J1849.4+2745,bll,AGN,AGN,AGN,AGN
1487,J1849.4-4313,bll,J1849.4-4312,"[2.237483263015747, 2.1709954738616943, 1.7241275310516357, 27.826723098754883, -30.762745682472236, -30.41867080344509, -27.796247226047107, -30.32366415027125, -23.26217105284565, 0.17399939894676208, 0.2799515724182129, 4.570457935333252, 22.20975112915039, 0.9979159937886842, -0.4527753298327126, -0.5638714003231258, -0.6151347750716092, -0.879886109057244, -0.3275653998085685]",[1],J1849.4-4312,bll,bll,J1849.4-4313,bll,J1849.4-4313,bll,J1849.4-4313,bll,AGN,AGN,AGN,AGN
1488,J1852.4+4856,fsrq,J1852.4+4856,"[2.2551136016845703, 2.1629178524017334, 2.0557422637939453, 382.8961486816406, -29.641710786702387, -29.434885464989296, -27.84233104906535, -29.52539393555428, -23.340262750996043, 0.07689014077186584, 0.8859342932701111, 3.5186188220977783, 38.049930572509766, -0.09769223507619568, -0.5212788974910496, -0.6552359782378037, -0.5461437592547499, -0.7105033080585603, -0.8808626570628156]",[1],J1852.4+4856,fsrq,fsrq,J1852.4+4856,fsrq,J1852.4+4856,fsrq,J1852.4+4856,fsrq,AGN,AGN,AGN,AGN
1489,J1854.6-6007,bll,J1855.1-6008,"[1.8751544952392578, 1.8166006803512573, 1.1576858758926392, 5.54608154296875, -34.16964823202283, -33.68740331518052, -28.62612078955311, -33.750764717678024, -24.119128440684992, 0.2509627044200897, 0.0, 1.2670425176620483, 5.67341423034668, 0.9714533327799, -0.9999452595208066, 0.9989684849532268, -0.6223599011666902, -0.24309706770625375, -0.9767291699496656]",[1],J1855.1-6008,bcu,bll,J1854.6-6007,bll,J1854.6-6007,bll,J1854.6-6007,bll,AGN,AGN,AGN,AGN
1490,J1858.3-2511,bcu,J1858.4-2509,"[2.3722383975982666, 2.2304677963256836, 1.8043441772460938, 59.04538345336914, -29.82159708439418, -29.465740759783714, -27.538089173996003, -29.544602437124126, -23.042169774783922, 0.21851392090320587, 0.43282148241996765, 5.267370223999023, 22.151111602783203, 0.937967568627279, -0.47162312718469385, -0.657054610013406, -0.6364267902576062, -0.8014088546451289, -0.9999991928094281]",[1],J1858.4-2509,bcu,bcu,J1858.3-2511,bcu,J1858.3-2511,bcu,J1858.3-2511,bcu,AGN,AGN,AGN,AGN
