,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL
697,J0347.0+4844,fsrq,
698,J0347.0-6400,,
699,J0348.2+6035,bcu,J0348.4+6039
700,J0348.5-2749,fsrq,J0348.6-2748
701,J0348.6-1609,bll,J0348.7-1606
702,J0348.8-0828,bcu,
703,J0348.8+4610,bcu,
704,J0349.4-1159,bll,J0349.2-1158
705,J0349.8-2103,fsrq,J0349.9-2102
706,J0350.0+0640,bcu,
707,J0350.4-5144,bcu,
708,J0350.8-2814,bcu,J0351.0-2816
709,J0352.0-2516,bcu,
710,J0352.9-3623,bll,J0353.0-3622
711,J0353.0+5654,bll,J0352.9+5655
712,J0353.0-6831,bll,J0353.0-6831
713,J0353.7+8257,bll,
714,J0354.4+4643,bcu,J0354.1+4643
715,J0354.7+8009,bll,J0354.6+8011
716,J0355.1-1841,bcu,
717,J0355.3+3909,bcu,
718,J0356.1-1329,bcu,
719,J0357.0-4955,bll,J0357.1-4957
720,J0357.2+2320,bcu,J0357.1+2325
721,J0357.2-0319,bcu,
722,J0357.6-4625,bcu,
723,J0357.8+3204,PSR,J0357.9+3206
724,J0358.0-6946,bcu,J0356.3-6948
725,J0358.1+2850,,
726,J0358.1-5954,bll,
727,J0358.6+0634,bcu,J0358.7+0633
728,J0358.7+7649,bcu,J0359.7+7649
729,J0358.9+6004,fsrq,J0358.8+6002
730,J0359.0-3053,bll,
731,J0359.3+3626,,
732,J0359.4-0236,bcu,
733,J0359.4+5414,PSR,J0359.5+5413
734,J0359.4-2616,bll,J0359.3-2612
735,J0359.6+5057,fsrq,
736,J0359.7+4445,unk,
737,J0400.7+3920,bcu,
738,J0401.0-5353,bcu,J0401.0-5359
739,J0401.3+0412,bcu,
740,J0401.7+2112,fsrq,J0401.4+2109
741,J0401.9-2034,bcu,
742,J0402.0-2616,bll,J0402.1-2618
743,J0402.0+2737,bcu,
744,J0402.1-3147,fsrq,J0401.8-3144
745,J0402.5+5402,unk,
746,J0402.9+6433,bcu,
747,J0403.3+2601,fsrq,
748,J0403.5-2437,bll,J0403.7-2442
749,J0403.9-3605,FSRQ,J0403.9-3604
750,J0404.1-1715,bcu,
751,J0404.3-1559,bcu,
752,J0405.6-1308,fsrq,J0405.5-1307
753,J0405.9+3041,,
754,J0406.0-5407,bcu,
755,J0406.2+0639,,
756,J0407.0-3826,fsrq,J0407.1-3825
757,J0407.5+0741,bll,J0407.5+0740
758,J0407.7-5702,,
759,J0409.2+2542,,
760,J0409.4-3822,,
761,J0409.4+3201,bcu,J0409.4+3158
762,J0409.7+4006c,,
763,J0409.8-0359,bll,J0409.8-0358
764,J0410.9+4216,bcu,
765,J0412.3+0239,bcu,
766,J0413.1-5332,fsrq,J0413.6-5334
767,J0413.1-0304,,
768,J0414.3+4522,,
769,J0414.6+5711,,
770,J0414.7-4300,,
771,J0414.8-5338,bcu,
772,J0416.0-6628,bcu,
773,J0416.2-4353,fsrq,J0415.7-4351
774,J0416.5-1852,fsrq,J0416.6-1850
775,J0416.9+0105,bll,J0416.8+0104
776,J0418.1-0252,bcu,J0418.0-0251
777,J0418.2+3807,rdg,J0418.5+3813c
778,J0418.4+3414,bcu,J0418.2+3412
779,J0418.9+6636,,J0419.1+6636
780,J0420.2+4012,bll,
781,J0420.3-6016,bcu,J0420.4-6013
782,J0420.3-3745,bcu,J0420.6-3742
783,J0421.0-0752,bcu,
784,J0422.1-0644,fsrq,J0422.1-0642
785,J0422.3+1951,bll,
786,J0422.8+0225,fsrq,J0422.1+0211
787,J0423.0-0943,,
788,J0423.1+2106,bcu,
789,J0423.3-0120,FSRQ,J0423.2-0119
790,J0423.9+4150,bll,J0423.8+4150
791,J0424.7+0036,bll,J0424.7+0035
792,J0424.9-5331,bll,J0425.0-5331
793,J0425.3+6319,bcu,J0425.2+6319
794,J0426.5+5434,,J0426.7+5437
795,J0426.7+6826,bcu,J0426.3+6827
796,J0427.2+5533e,SNR,J0425.8+5600
797,J0427.3-3900,bcu,J0427.3-3900
798,J0427.3+0504,,J0426.6+0459
799,J0427.4+6433,,
800,J0427.8-6704,,J0427.9-6704
801,J0427.9+3632c,,
802,J0428.6-3756,bll,J0428.6-3756
803,J0429.0-0006,bcu,
804,J0429.3-3238,bll,
805,J0429.3-4326,fsrq,
806,J0429.8+2843,bcu,J0429.8+2843
807,J0429.9-3101,bcu,J0430.1-3103
808,J0430.3-2507,bll,J0430.2-2508
809,J0430.3+1654,bcu,J0430.5+1655
810,J0431.8+7403,bll,J0431.6+7403
811,J0432.0+1732,bcu,
812,J0433.0+0522,RDG,
813,J0433.1+3227,bll,J0433.1+3228
814,J0433.6-6030,fsrq,J0433.7-6028
815,J0433.6+2905,bll,J0433.6+2905
816,J0433.7-5725,bcu,J0434.0-5726
817,J0434.1-2014,bll,J0434.0-2010
818,J0434.4-2342,bll,J0434.4-2341
819,J0434.7+0922,bll,J0434.6+0921
820,J0435.4-2623,bcu,
821,J0435.5+3232,,
822,J0436.2-0038,bcu,
823,J0436.7-7148,bcu,
824,J0436.9+2915,,
825,J0437.2-4715,PSR,J0437.2-4713
826,J0437.4-6155,bcu,
827,J0438.0-7329,,J0437.7-7330
828,J0438.2-4243,,
829,J0438.4-1254,fsrq,J0438.3-1258
830,J0438.7-3441,bcu,
831,J0438.9-4521,bll,J0438.8-4519
832,J0439.2+2151,bcu,
833,J0439.4-3202,bcu,J0439.6-3159
834,J0439.6-8322,,
835,J0439.8-1859,bll,J0439.9-1859
836,J0440.2-2458,bll,J0440.3-2500
837,J0440.3-4333,fsrq,
838,J0440.4+1440,bcu,J0440.3+1444
839,J0440.8+2749,bll,J0440.8+2751
840,J0441.5+1505,bll,
841,J0442.0-5432,,
842,J0442.6-0017,fsrq,J0442.6-0017
843,J0442.7+6142,bcu,
844,J0442.8+3609,,
845,J0443.3-6652,bcu,
846,J0443.4-4152,bll,
847,J0444.5+0719,bcu,
848,J0444.6+3425,bcu,J0444.5+3425
849,J0444.8-3514,,
850,J0445.1-6012,fsrq,J0444.6-6012
851,J0445.7+1535,,
852,J0447.2+2446,,
853,J0447.2-2539,bcu,J0447.1-2540
854,J0447.4-2747,bcu,
855,J0448.6-1632,bll,J0448.6-1632
856,J0448.7-2116,,J0447.8-2119
857,J0449.1+1121,fsrq,J0449.0+1121
858,J0449.2+6329,fsrq,
859,J0449.4-4350,bll,J0449.4-4350
860,J0449.6-8100,fsrq,
861,J0449.6+3027,bcu,
862,J0450.3-4419,bcu,
863,J0450.4+7230,bcu,J0451.6+7231
864,J0450.7-4938,bcu,
865,J0451.8-4651,fsrq,
866,J0451.8+5721,bcu,J0451.7+5722
867,J0452.9+5117,,
868,J0453.1-2806,fsrq,J0453.2-2808
869,J0453.1+6322,bll,J0453.2+6321
870,J0453.3+2843,,
871,J0455.7-4617,fsrq,J0455.7-4617
872,J0455.9+6757,,
873,J0456.2+2702,bcu,J0456.3+2702
874,J0456.3-1634,bcu,
875,J0456.6-3136,fsrq,J0456.3-3131
876,J0457.0+0646,fsrq,J0457.0+0643
877,J0457.0-2324,FSRQ,J0457.0-2324
878,J0458.0+1152,bcu,
879,J0459.4+1921,bcu,
880,J0459.7-5413,,
881,J0500.1+5447,bcu,
882,J0500.2+5237,bcu,J0500.3+5237
883,J0500.3+4639e,SNR,J0503.2+4643
884,J0500.6-4911,bll,
885,J0500.9-6945e,,J0456.2-6924
886,J0501.0+2424,bcu,
887,J0501.2-0158,fsrq,J0501.2-0157
888,J0501.7+3048,bcu,J0501.8+3046
889,J0502.2+3016,,
890,J0502.4+0609,fsrq,J0502.5+0612
891,J0502.5+1340,bll,
892,J0502.5+3438,bcu,J0502.7+3438
893,J0502.9+6533,bll,J0503.5+6538
894,J0503.1-6045,fsrq,
895,J0503.5-1116,bll,
896,J0503.6+4518,bcu,J0503.4+4522
897,J0505.3+0459,fsrq,J0505.3+0459
898,J0505.6+0415,bll,J0505.5+0416
899,J0505.6-1558,bll,J0505.5-1558
900,J0505.6+6405,bcu,
901,J0505.8+3322,bcu,
902,J0505.8-0419,fsrq,J0505.3-0422
903,J0505.8-3817,bll,
904,J0506.0+6113,bll,J0505.9+6114
905,J0506.0-0357c,bcu,J0506.3-0357
906,J0506.1+5028,,
907,J0506.3-0620c,,
908,J0506.7-0857,bll,J0506.5-0901
909,J0506.9+0323,bcu,J0506.9+0321
910,J0506.9-5435,bll,J0506.9-5435
911,J0507.4-3346,bcu,
912,J0507.7-6104,fsrq,J0507.1-6102
913,J0507.9+4647,bcu,
914,J0507.9+6737,bll,J0508.0+6736
915,J0508.2-1937,fsrq,J0508.2-1936
916,J0508.2+5211,bcu,
917,J0509.1+1943,bcu,
918,J0509.2+5550,bcu,
919,J0509.3-2917,bcu,
920,J0509.4+1012,fsrq,J0509.3+1012
921,J0509.4+0542,bll,J0509.4+0541
922,J0509.6+8425,bll,
923,J0509.6-0402,bll,J0509.7-0400
924,J0509.9-6417,bcu,J0509.7-6418
925,J0510.0+1800,fsrq,J0510.0+1802
926,J0510.4-1809,bcu,
927,J0511.4-6804,bcu,
928,J0512.3+3329,,
929,J0512.5-2201,,
930,J0512.8+4041,bcu,J0512.9+4038
931,J0514.5+6247,bcu,
932,J0514.6-4408,PSR,J0514.6-4406
933,J0515.5-0125,bcu,J0515.5-0123
934,J0515.6-4556,fsrq,J0515.3-4557
935,J0515.8+1527,bll,J0515.8+1526
936,J0516.1-7240,bcu,
937,J0516.4+7350,bll,J0516.3+7351
938,J0516.7-6207,bll,J0516.7-6207
939,J0517.5+0858,fsrq,J0517.5+0902
940,J0517.7-1758,bcu,
941,J0519.0+0851,bcu,J0519.5+0852
942,J0519.6+2744,bcu,J0519.3+2746
943,J0519.6-4544,rdg,J0519.2-4542
944,J0519.9-6845e,GAL,J0526.6-6825e
945,J0521.2+1637,css,
946,J0521.3-1734,fsrq,J0521.4-1740
947,J0521.6+0103,bll,J0521.7+0103
948,J0521.7+2112,bll,J0521.7+2113
949,J0521.8-3848,bcu,J0521.9-3847
950,J0522.9-3628,AGN,J0522.9-3628
951,J0523.3-2527,,J0523.3-2528
952,J0524.4-2413,glc,
953,J0524.5+2839,bcu,J0524.4+2839
954,J0524.7-8304,,
955,J0524.8-6938,snr,J0524.5-6937
956,J0525.4-4600,fsrq,J0525.3-4558
957,J0525.6-2008,bcu,J0525.8-2014
958,J0525.6-6013,bcu,J0525.6-6013
959,J0525.8-0052,bll,
960,J0526.1+6318,bcu,J0526.6+6321
961,J0526.2-4830,fsrq,J0526.2-4829
962,J0526.3+2246,bcu,J0526.4+2247
963,J0526.7-1519,bcu,
964,J0526.7+4254,snr,J0526.0+4253
965,J0527.1+1152,,
966,J0527.4+6647,,J0527.3+6647
967,J0528.7-5920,bll,J0529.2-5917
968,J0529.1-2449c,,
969,J0529.1-0101,bcu,
970,J0529.1+0935,bcu,J0529.1+0933
971,J0529.3-7243,bcu,J0529.8-7242
972,J0529.4-0521,fsrq,
973,J0529.9-0224,,
974,J0530.0-6900e,,J0524.5-6937
975,J0530.9+1332,FSRQ,J0530.8+1330
976,J0531.7+1241c,,
977,J0531.8-6639e,,J0525.2-6614
978,J0532.0-4827,BLL,J0532.0-4827
979,J0532.6+3358,,
980,J0532.6+0732,FSRQ,J0532.7+0732
981,J0532.8-3941,bcu,J0533.0-3939
982,J0532.9-8325,fsrq,J0533.6-8323
983,J0533.0-8446,bcu,
984,J0533.1-6119,bcu,
985,J0533.3-5549,bcu,
986,J0533.3+4823,fsrq,J0533.2+4822
987,J0533.6+5945,,J0533.2+5944
988,J0533.8+6800,PSR,J0534.0+6759
989,J0533.8-3749,fsrq,J0533.8-3754
990,J0533.9+2838,,
991,J0534.0+3746c,,
992,J0534.2+2751,,
993,J0534.5+2201i,PWN,J0534.5+2201i
994,J0534.5+2201s,PWN,J0534.5+2201s
995,J0534.5+2200,PSR,J0534.5+2201
996,J0535.1-5422,,
997,J0535.2-6736,HMB,
998,J0535.3+0934,,
999,J0536.0-2754,bcu,J0535.6-2749
1000,J0536.1-1205,,
1001,J0536.2+1733,bll,
1002,J0536.4-3401,fsrq,
1003,J0536.4-3343,bll,
1004,J0536.5-2548,bcu,
1005,J0537.5+0959,,J0537.0+0957
1006,J0537.7-5717,bll,J0537.4-5717
1007,J0537.8-6909,pwn,J0538.4-6856
1008,J0538.2-3910,bcu,J0538.4-3909
1009,J0538.8-4405,BLL,J0538.8-4405
1010,J0538.9+3549c,,
1011,J0539.0+1644,bcu,J0538.9+1646
1012,J0539.2-6333,,
1013,J0539.6+1432,FSRQ,J0539.8+1434
1014,J0539.9-2839,fsrq,J0540.0-2837
1015,J0540.0-7552,,J0539.9-7553
1016,J0540.0+1209,bcu,J0540.0+1208
1017,J0540.2+0655,,
1018,J0540.3-6920,PSR,
1019,J0540.3+2756e,SNR,J0540.3+2756e
1020,J0540.5+5823,bll,J0540.4+5823
1021,J0540.6+5540,,
1022,J0540.7+3611,,
1023,J0540.8-5415,fsrq,J0540.5-5416
1024,J0541.1-4854,bcu,
1025,J0541.4-7334,bcu,
1026,J0541.6-0541,fsrq,J0540.9-0547
1027,J0542.4+3547,bcu,
1028,J0542.9-0913,bcu,J0542.5-0907c
1029,J0543.5-8741,,J0542.2-8737
1030,J0543.9-0418,,
1031,J0543.9-5531,bll,J0543.9-5531
1032,J0544.4+2238,,J0544.7+2239
1033,J0544.8+5209,,
1034,J0545.0+0613,bcu,
1035,J0545.7+6016,,J0545.6+6019
1036,J0545.8-0905,,
1037,J0546.5-1100,,
1038,J0546.9-2206,bll,
1039,J0549.0+3258c,bcu,
1040,J0550.3-5733,fsrq,
1041,J0550.5-3216,bll,J0550.6-3217
1042,J0550.5-4356,,J0550.8-4400
1043,J0550.9+2552,,
1044,J0551.7+0446,,J0551.6+0449c
1045,J0551.8-3517,bcu,
1046,J0552.4+3755,bcu,
1047,J0552.8+0313,bcu,
1048,J0553.5-2034,bll,J0553.5-2036
1049,J0553.5+4810,,
1050,J0553.6+0100,,
1051,J0553.9-5048,,
1052,J0554.0-0839,,
1053,J0554.1+3107,PSR,J0554.1+3104
1054,J0554.2-0259,,
1055,J0554.3-1009,bcu,
1056,J0555.1+0150c,,
1057,J0555.1+0304,bcu,
1058,J0555.6+3947,fsrq,
1059,J0556.2-4352,bll,J0556.0-4353
1060,J0557.3-0615,bcu,
1061,J0557.5-4452,,
1062,J0557.6-0721,bcu,J0557.7-0720
1063,J0558.0-3837,bll,J0558.1-3838
1064,J0558.1-2113,,
1065,J0558.1-2859,bcu,
1066,J0558.8-7459,bll,J0558.6-7459
1067,J0559.6+3044,bcu,J0559.8+3042
1068,J0559.9+6409,bcu,
1069,J0600.3+1244,bcu,
1070,J0600.6-3939,fsrq,J0600.9-3943
1071,J0601.0-1016,,
1072,J0601.0+3838,bll,J0601.0+3837
1073,J0601.1-7035,fsrq,J0601.2-7036
1074,J0601.3-7238,bll,
1075,J0601.3+5444,bcu,
1076,J0601.4-6057,,
1077,J0601.4+2320,fsrq,J0601.5+2309
1078,J0601.8-2003,fsrq,
1079,J0602.0+5315,bcu,J0602.2+5314
1080,J0602.7-0007,bcu,
1081,J0602.8-4019,bll,J0602.8-4016
1082,J0602.8+6041,bcu,
1083,J0603.9+2159,bcu,J0603.8+2155
1084,J0604.1-4816,bll,J0604.1-4817
1085,J0604.5-4851,bcu,J0604.7-4849
1086,J0604.8+4411,bcu,
1087,J0604.9-0000,bcu,J0605.0-0000
1088,J0605.1+3757,PSR,J0605.0+3756
1089,J0606.5-4730,bcu,J0606.4-4729
1090,J0606.9+4402,bcu,
1091,J0607.2-2518,bll,
1092,J0607.4+4739,bll,J0607.4+4739
1093,J0608.0+6721,fsrq,
1094,J0608.0-0835,fsrq,J0608.0-0835
1095,J0608.1-6028,fsrq,
1096,J0608.1-1521,fsrq,J0608.1-1522
1097,J0608.6+1149,unk,
1098,J0608.8+2034c,unk,J0608.3+2037
1099,J0608.9-5456,bcu,
1100,J0609.0+2136,,J0609.3+2131
1101,J0609.0+2006,,
1102,J0609.0-2219,fsrq,
1103,J0609.2-0247,bll,J0609.4-0248
1104,J0609.5+1402,bcu,
1105,J0610.1-1848,bll,J0609.6-1847
1106,J0610.2-2100,PSR,J0610.2-2059
1107,J0610.7+1656,bcu,
1108,J0610.8-4911,,
1109,J0610.9-6054,fsrq,J0611.1-6100
1110,J0611.1+4325,bcu,J0611.2+4323
1111,J0611.4-4722,,
1112,J0611.5-2918,,
1113,J0611.6-2712,bcu,
1114,J0611.6+2803,bll,J0611.7+2759
1115,J0612.5-3138,fsrq,
1116,J0612.5-3934,bcu,
1117,J0612.6+1520c,,
1118,J0612.8+4122,bll,J0612.8+4122
1119,J0613.1+1749,,
1120,J0613.7-0201,PSR,J0613.8-0201
1121,J0614.1-3329,PSR,J0614.1-3329
1122,J0614.8+6136,bcu,
1123,J0614.9+2426,bcu,
1124,J0615.3-3117,bll,J0615.4-3116
1125,J0616.5+2235,,
1126,J0616.7-1049,bcu,
1127,J0616.9+4340,bcu,
1128,J0617.2+2234e,SNR,J0617.2+2234e
1129,J0617.2+5701,bll,J0617.2+5701
1130,J0617.6-4028,,
1131,J0617.7-1715,bll,J0617.6-1717
1132,J0618.1+7819,sbg,J0618.0+7819
1133,J0618.1-2428,fsrq,J0618.2-2429
1134,J0618.7+1211,,
1135,J0618.9+2240c,,
1136,J0620.1+2246,,
1137,J0620.3+3804,bcu,
1138,J0620.4+1445,,
1139,J0620.5-2512,bcu,
1140,J0620.7+2643,bcu,J0620.4+2644
1141,J0620.7-5034,,
1142,J0621.2+2512,PSR,J0621.0+2514
1143,J0621.2-2213,bcu,
1144,J0621.7-3411,bll,
1145,J0621.8+1746,bll,
1146,J0622.2+3749,PSR,J0622.2+3747
1147,J0622.3-2605,bll,J0622.4-2606
1148,J0622.4-6433,fsrq,
1149,J0622.5+3120,,
1150,J0622.7-4141,bcu,J0623.1-4143
1151,J0622.9+3326,BCU,J0622.9+3326
1152,J0623.0-3010,bcu,
1153,J0623.2+3044,bll,J0623.3+3043
1154,J0623.7-3348,bcu,
1155,J0623.9-5259,bll,
1156,J0624.7-4903,,
1157,J0625.3+4439,bll,J0625.2+4440
1158,J0625.5+7029,,
1159,J0625.8-5441,fsrq,J0626.0-5436
1160,J0626.4-4259,bll,J0626.6-4259
1161,J0626.4-1712,bll,
1162,J0627.0-3529,rdg,J0627.0-3529
1163,J0628.6+6900,bcu,J0630.3+6906
1164,J0628.8-6250,bll,J0629.0-6248
1165,J0629.3-1959,bll,J0629.4-1959
1166,J0629.6+2435,bcu,
1167,J0630.9-2406,bll,J0630.9-2406
1168,J0631.0+5626,,
1169,J0631.1+2020,bcu,J0631.2+2019
1170,J0631.5+1036,PSR,J0631.5+1036
1171,J0631.8+0645,PSR,
1172,J0632.0-1032,bcu,
1173,J0632.8+0550,hmb,
1174,J0633.4-2222,fsrq,
1175,J0633.7+0632,PSR,J0633.7+0632
1176,J0633.9+5840,,
1177,J0633.9+1746,PSR,J0633.9+1746
1178,J0634.2+0436e,snr,J0634.1+0424
1179,J0634.6-3046,,
1180,J0634.9-2335,fsrq,J0634.7-2334
1181,J0635.6-7518,fsrq,J0635.7-7517
1182,J0636.5+7138,bcu,J0633.8+7132
1183,J0637.4-3537,bcu,
1184,J0638.2+6020,bcu,
1185,J0638.6+7320,fsrq,J0638.6+7324
1186,J0638.7+2753,bcu,
1187,J0638.7+5658,bcu,J0638.4+5704
1188,J0639.4+0655e,SNR,J0640.9+0752
1189,J0639.6+3503,bcu,
1190,J0640.0-1253,bll,J0640.0-1252
1191,J0640.8+2432,bcu,
1192,J0640.9-5204,,
1193,J0641.7-0320,FSRQ,J0641.8-0319
1194,J0642.4+1048,,
1195,J0642.9-6501,,
1196,J0643.2-5356,bcu,J0643.4-5358
1197,J0643.3+0857,fsrq,J0643.2+0859
1198,J0644.4-6712,bcu,J0644.3-6713
1199,J0644.6+6039,bll,J0644.6+6035
1200,J0644.6-2853,bcu,J0644.6-2853
1201,J0646.4-5455,bcu,J0646.4-5452
1202,J0646.7-3913,fsrq,J0645.9-3914
1203,J0647.0-5138,bcu,J0647.0-5134
1204,J0647.7-4418,hmb,J0647.1-4415
1205,J0647.7-6058,bcu,J0647.6-6058
1206,J0647.7+0031,spp,J0647.6+0032
1207,J0647.8+4527,bcu,
1208,J0648.0-3045,fsrq,J0648.1-3045
1209,J0648.1+1605,bcu,J0648.1+1606
1210,J0648.2+1745,bcu,J0647.8+1751
1211,J0648.4-1743,fsrq,J0648.8-1740
1212,J0648.6-3623,,
1213,J0648.7+1516,bll,J0648.8+1516
1214,J0649.3+2230,bcu,
1215,J0649.5-3139,bll,J0649.6-3138
1216,J0650.2-5144,,
1217,J0650.2-1636,bcu,J0650.4-1636
1218,J0650.6+2055,unk,J0650.5+2055
1219,J0650.7+2503,bll,J0650.7+2503
1220,J0651.0+4013,bcu,J0651.3+4014
1221,J0651.4+6525,bcu,J0650.9+6524
1222,J0651.9-4330,,
1223,J0652.1-4813,bcu,J0652.0-4808
1224,J0652.5+1932,bcu,
1225,J0652.9+4707,,
1226,J0653.6+1636,bcu,
1227,J0653.7+2815,bll,J0653.6+2817
1228,J0654.0-4152,bcu,
1229,J0654.3+0923,bcu,J0654.5+0926
1230,J0654.3+5042,fsrq,J0654.4+5042
1231,J0654.4+4514,FSRQ,J0654.4+4514
1232,J0654.6-4952,bcu,
1233,J0654.7+4246,bll,
1234,J0655.4-2631,bcu,
1235,J0656.3-0322,fsrq,J0656.2-0323
1236,J0656.3+4235,bll,J0656.4+4232
1237,J0656.3-2404,bll,
1238,J0656.5+4218,,
1239,J0657.4-4658,,J0657.6-4701
1240,J0658.1-5840,bcu,J0658.3-5832
1241,J0658.2+2709,bcu,
1242,J0658.6+0636,bcu,J0658.6+0636
1243,J0658.7+2318,,J0658.8+2318
1244,J0659.6-2742,fsrq,
1245,J0659.6-6742,bcu,
1246,J0659.7+1416,PSR,J0659.5+1414
1247,J0659.9+1709,fsrq,J0700.0+1709
1248,J0700.1-6311,bcu,J0700.3-6310
1249,J0700.2-5118,,
1250,J0700.2+1304,bll,J0700.2+1304
1251,J0700.4-4308,,
1252,J0700.5-6610,bll,J0700.6-6610
1253,J0700.6+3558,,J0700.6+3557
1254,J0700.8+1551,,
1255,J0701.5+2511,bcu,
1256,J0701.5-2842,,
1257,J0701.5-4634,fsrq,J0701.4-4634
1258,J0702.7-1951,bll,J0702.7-1952
1259,J0703.2+6809,bcu,
1260,J0703.2-3914,bll,J0703.4-3914
1261,J0703.3-1042,bcu,J0704.1-1043
1262,J0703.3-0050,bcu,
1263,J0704.3-4829,,J0704.3-4828
1264,J0704.7+4508,bcu,
1265,J0704.8+4907,bcu,
1266,J0705.7-4848,bcu,J0706.1-4849
1267,J0705.8-0004,,J0705.7-0006
1268,J0705.9+5309,bcu,
1269,J0706.1+0246,bcu,
1270,J0706.5+3744,bll,J0706.5+3744
1271,J0706.8+7742,bll,J0707.0+7741
1272,J0706.9+6109,bll,J0707.2+6101
1273,J0708.6+1747,,J0708.7+1747
1274,J0708.9+4839,rdg,
1275,J0709.0+4304,bcu,
1276,J0709.1+2241,bll,J0708.9+2239
1277,J0709.1-1034,,
1278,J0709.2-1527,bcu,
1279,J0709.3+0540,bcu,
1280,J0709.7-3009,unk,
1281,J0709.7-0255,fsrq,J0709.7-0256
1282,J0710.4+5908,bll,J0710.3+5908
1283,J0710.8-3851,fsrq,
1284,J0710.9+4733,bll,J0710.5+4732
1285,J0712.0-6431,,J0712.2-6436
1286,J0712.4+5724,bll,
1287,J0712.5+3311,bcu,
1288,J0712.7+5033,bll,J0712.6+5033
1289,J0712.8-5637,,
1290,J0713.5+2537,bcu,
1291,J0713.5-2555,,
1292,J0713.8+1935,fsrq,J0713.9+1933
1293,J0714.4+1110,bcu,
1294,J0715.3-6828,bcu,
1295,J0715.6-4528,bll,J0716.0-4525
1296,J0715.7-1128,,
1297,J0717.7-5519,bcu,
1298,J0718.0+4536,fsrq,
1299,J0718.6-4319,bll,J0718.7-4319
1300,J0718.8-5004,,J0718.9-5004
1301,J0719.1-7055,bcu,
1302,J0719.3+3307,fsrq,J0719.3+3307
1303,J0719.7-4012,bll,J0720.0-4010
1304,J0720.0-3507,bcu,
1305,J0720.0-6237,bcu,
1306,J0721.3-0222,bll,J0721.5-0221
1307,J0721.3+0405,fsrq,J0721.4+0404
1308,J0721.9+7120,BLL,J0721.9+7120
1309,J0722.4-2650,,J0722.2-2648
1310,J0722.7+3606,bcu,
1311,J0722.7-2309,,
1312,J0723.0-0732,bll,J0723.2-0728
1313,J0723.1-3048,,
1314,J0723.4+5841,bll,
1315,J0723.5+2900,fsrq,J0724.1+2857
1316,J0723.7+2050,bcu,J0723.7+2050
1317,J0724.8+3016,,
1318,J0725.2+1425,FSRQ,J0725.2+1425
1319,J0725.5+0216,bcu,
1320,J0725.5-0504,bcu,
1321,J0725.6-5008,,J0725.4-5007
1322,J0725.6-3530,bcu,J0725.8-3532
1323,J0725.7-0549,,J0725.7-0550
1324,J0725.8-0054,bcu,J0725.8-0054
1325,J0726.1+8114,bcu,
1326,J0726.4-4727,fsrq,J0726.6-4727
1327,J0727.1+3734,bll,
1328,J0727.4+5325,bcu,
1329,J0728.0+6735,bcu,
1330,J0728.2+4827,bll,J0728.0+4828
1331,J0728.5+6128,bcu,
1332,J0729.1-3131,bcu,J0729.5-3127
1333,J0729.1+5703,fsrq,
1334,J0729.3-1445,PSR,J0729.7-1448
1335,J0730.1+6852,bcu,
1336,J0730.3-1141,fsrq,J0730.2-1141
1337,J0730.4+3308,bll,J0730.5+3307
1338,J0730.5-0535,bll,J0730.5-0537
1339,J0730.7-6602,bll,J0730.5-6606
1340,J0731.0+6607,,
1341,J0731.2-1403,bcu,
1342,J0731.5-1910c,,J0731.7-1914c
1343,J0731.8-3009,bcu,J0731.8-3010
1344,J0731.9+2805,bll,
1345,J0732.7-4638,bcu,J0732.2-4638
1346,J0733.1+5910,bcu,J0733.3+5904
1347,J0733.4+5152,bcu,J0733.5+5153
1348,J0733.5-5445,bcu,
1349,J0733.6+3649,bcu,
1350,J0733.7+0205,bcu,
1351,J0733.7+4110,bll,J0733.8+4108
1352,J0733.8+0455,fsrq,
1353,J0734.0+5021,fsrq,J0733.8+5021
1354,J0734.3-4448,,
1355,J0734.4-7711,fsrq,J0734.3-7709
1356,J0734.7-1559,PSR,J0734.7-1558
1357,J0736.9-3231,,J0737.2-3233
1358,J0737.3-8247,bcu,J0737.8-8245
1359,J0737.4+6535,,
1360,J0738.1+1742,bll,J0738.1+1741
1361,J0738.6+1311,,J0739.8+1312
1362,J0739.2+0137,fsrq,J0739.4+0137
1363,J0739.7+1743,bcu,
1364,J0739.8-6722,bcu,
1365,J0740.0-0753,bcu,
1366,J0740.4+7300,bcu,
1367,J0740.9+3203,bll,
1368,J0741.0+6618,PSR,J0740.8+6621
1369,J0741.0+3226,bll,
1370,J0741.0-5226,,J0740.6-5230
1371,J0741.2-5140,bcu,
1372,J0741.4-4709,fsrq,
1373,J0742.1+4902,fsrq,
1374,J0742.6+5443,fsrq,J0742.6+5444
1375,J0742.8-2822,PSR,J0742.7-2824
1376,J0742.9-5242,bcu,
1377,J0743.0-5622,fsrq,J0742.6-5623
1378,J0743.1+1713,bll,
1379,J0743.3-4912c,bcu,J0742.1-4849c
1380,J0744.0-2525,,J0744.1-2523
1381,J0744.1+7434,bll,J0744.3+7434
1382,J0744.2-6918,bcu,
1383,J0744.4-1403,,
1384,J0744.9-4028,,J0744.8-4028
1385,J0746.0-0039,fsrq,
1386,J0746.3-0225,bcu,J0746.4-0225
1387,J0746.4+2546,fsrq,J0746.4+2540
1388,J0746.5+2730,fsrq,
1389,J0746.5-0710,bcu,J0746.6-0706
1390,J0746.5-4113,,
