,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL
142,J0043.6+2223,bcu,
143,J0043.7-1116,bll,J0043.7-1117
144,J0043.8+3425,fsrq,J0043.8+3425
145,J0044.2-8424,fsrq,J0046.7-8419
146,J0044.8+6802,bcu,
147,J0045.1-3706,bcu,J0045.2-3704
148,J0045.3+2128,bll,J0045.3+2126
149,J0045.7+1217,bll,J0045.7+1217
150,J0045.9-2021,,
151,J0046.7-7048,,
152,J0047.0+5657,bll,J0047.0+5658
153,J0047.1-6203,bcu,
154,J0047.3+6943,unk,
155,J0047.5-2517,sbg,J0047.5-2516
156,J0047.9+3947,bll,J0048.0+3950
157,J0047.9+5448,bcu,J0047.9+5447
158,J0047.9+2233,fsrq,J0048.0+2236
159,J0048.6-6347,,J0048.1-6343
160,J0048.6-2427,bcu,
161,J0049.0+2252,bll,
162,J0049.1+4223,bcu,J0049.0+4224
163,J0049.4-5402,bcu,J0049.4-5401
164,J0049.5-4150,bcu,J0049.4-4149
165,J0049.6-4500,bcu,J0050.0-4458
166,J0049.7+0237,bll,J0049.7+0237
167,J0050.0-5736,fsrq,J0049.8-5737
168,J0050.4-0452,fsrq,J0050.4-0449
169,J0050.7-0929,BLL,J0050.6-0929
170,J0051.1-0648,fsrq,J0051.0-0649
171,J0051.2-6242,bll,J0051.2-6241
172,J0051.5-4220,fsrq,
173,J0052.1+6444,,J0051.6+6445
174,J0052.9-6644,bcu,
175,J0054.4+8627,bcu,
176,J0054.7-2455,bll,J0054.8-2455
177,J0054.8-1954,bcu,
178,J0055.1-1219,bcu,J0055.2-1213
179,J0055.7+4507,,
180,J0056.3-0935,bll,J0056.3-0935
181,J0056.4-2118,bll,J0056.3-2116
182,J0056.6-4452,bcu,
183,J0056.6-5317,bcu,
184,J0056.8+1626,bll,
185,J0057.5+6814,,
186,J0057.7+3023,rdg,
187,J0057.9+6326,,
188,J0058.0-7245e,GAL,J0059.0-7242e
189,J0058.0-0539,fsrq,J0057.9-0542
190,J0058.0-3233,bll,J0058.0-3233
191,J0058.1+6915,,
192,J0058.3-4603,,
193,J0058.4+3315,fsrq,J0058.3+3315
194,J0058.6-1140,bcu,
195,J0059.2+0006,fsrq,J0059.6+0003
196,J0059.3-0152,bll,J0059.2-0152
197,J0059.4-5654,,J0059.1-5701
198,J0059.5-3512,bll,
199,J0100.3+0745,bll,J0100.2+0745
200,J0101.0-0059,bll,
201,J0101.1-6422,PSR,J0101.0-6422
202,J0101.7-5455,bcu,
203,J0101.8-7543,fsrq,
204,J0102.0-6240,,
205,J0102.0+1639,bcu,
206,J0102.1+4458,,J0102.1+4458
207,J0102.3+1000,,
208,J0102.4+4214,fsrq,J0102.3+4217
209,J0102.4+0942,bcu,J0102.1+0943
210,J0102.6-5639,bcu,
211,J0102.7-2001,bcu,
212,J0102.8+5824,fsrq,J0102.8+5825
213,J0102.8+4839,PSR,J0102.8+4840
214,J0103.1+4954,bcu,
215,J0103.5+1526,bll,
216,J0103.5+5337,bll,J0103.4+5336
217,J0103.8+1321,bll,J0103.7+1323
218,J0104.6-0818,,
219,J0104.8-2416,fsrq,J0105.1-2415
220,J0105.1+3929,bll,J0105.3+3928
221,J0106.4+4855,PSR,J0106.5+4855
222,J0106.9-4832,bcu,
223,J0107.3-1210,bcu,J0107.0-1208
224,J0108.1-0039,fsrq,J0108.5-0035
225,J0108.6+0134,fsrq,J0108.7+0134
226,J0109.1+1815,bll,J0109.1+1816
227,J0109.3+2401,bcu,
228,J0109.7+6133,fsrq,J0109.8+6132
229,J0110.0-4019,bll,J0109.9-4020
230,J0110.1+6805,bll,J0110.2+6806
231,J0110.7-1254,bll,J0110.9-1254
232,J0110.9+4344,bcu,
233,J0111.4+0534,bll,J0111.5+0535
234,J0111.5-2546,bcu,
235,J0112.0+3442,,
236,J0112.0-6634,fsrq,
237,J0112.1+2245,BLL,J0112.1+2245
238,J0112.1-0321,fsrq,
239,J0112.8-7506,bll,J0112.9-7506
240,J0112.8+3208,fsrq,J0112.8+3207
241,J0113.1-3553,fsrq,J0113.0-3554
242,J0113.4+4948,fsrq,J0113.4+4948
243,J0113.7+0225,bll,
244,J0114.0+6418,bcu,
245,J0114.8+1326,bll,J0114.8+1326
246,J0114.9-3400,bll,
247,J0115.1+2622,bcu,
248,J0115.1-0129,fsrq,
249,J0115.4-2917,,
250,J0115.6+0356,bll,J0115.7+0356
251,J0115.8+2519,bll,J0115.8+2519
252,J0116.0-1136,fsrq,J0116.0-1134
253,J0116.0-2745,bll,J0116.2-2744
254,J0116.2-6153,bll,J0116.3-6153
255,J0116.5-2812,bll,
256,J0116.5-3046,fsrq,
257,J0116.8+6914,,J0116.8+6913
258,J0117.5-2442,bll,
259,J0117.8-2109,fsrq,J0117.8-2113
260,J0118.3-6008,,
261,J0118.9-2141,fsrq,J0118.8-2142
262,J0119.0-1458,bll,J0118.9-1457
263,J0119.4-5354,bcu,
264,J0119.6+4158,bcu,
265,J0119.9+4053,bcu,
266,J0120.1+0505,,
267,J0120.2-7944,,
268,J0120.4-2701,bll,J0120.4-2700
269,J0121.7+5153,bcu,J0121.7+5154
270,J0121.8-3916,bcu,J0121.8-3917
271,J0123.1+3421,bll,J0122.8+3423
272,J0123.7-2311,bll,J0123.7-2312
273,J0124.8-0625,bll,J0125.2-0627
274,J0125.3-2548,bll,J0125.4-2548
275,J0125.7-0015,fsrq,
276,J0125.9-6303,,
277,J0126.0-2221,fsrq,J0126.1-2227
278,J0126.3-6746,,
279,J0126.8+2412,,
280,J0127.1+3310,bll,
281,J0127.2-0819,bll,J0127.1-0818
282,J0127.2+0324,bll,J0127.2+0325
283,J0127.4-4813,bcu,
284,J0127.9+4857,bll,J0127.6+4851
285,J0128.2+4400,bcu,
286,J0128.3+5710,bcu,
287,J0128.5+4440,fsrq,J0128.5+4430
288,J0129.0+6312,spp,J0128.4+6257
289,J0129.7+3436,bcu,
290,J0129.8+1440,fsrq,J0130.8+1441
291,J0130.4-2129,bcu,
292,J0130.6+1844,bcu,
293,J0131.1+6120,bll,J0131.2+6120
294,J0131.2+5547,bcu,J0131.3+5548
295,J0131.7-5346,,J0132.1-5340
296,J0132.1-0956,,
297,J0132.7-1654,fsrq,J0132.6-1655
298,J0132.7-0804,bcu,J0132.5-0802
299,J0132.8-4413,bll,J0133.0-4413
300,J0132.8+4324,bcu,J0133.3+4324
301,J0133.1-5201,bcu,J0133.2-5159
302,J0133.2-4533,bcu,
303,J0134.3-3842,fsrq,J0134.3-3842
304,J0134.5+2637,fsrq,J0134.5+2638
305,J0135.0+5338,bcu,
306,J0135.1+0255,bcu,
307,J0136.5+3906,bll,J0136.5+3905
308,J0137.0+4751,fsrq,J0137.0+4752
309,J0137.3-3239,,
310,J0137.6-2430,fsrq,J0137.6-2430
311,J0137.9+5814,bll,J0137.8+5813
312,J0138.0+2247,bll,
313,J0138.5-4613,bcu,J0138.5-4612
314,J0138.6+6821,unk,
315,J0139.0+2601,bll,
316,J0139.5-2228,,
317,J0140.3+7054,,
318,J0140.5-4730,,
319,J0140.6-0758,bll,
320,J0140.6+8736,bcu,J0139.9+8735
321,J0141.4-0928,bll,J0141.4-0929
322,J0142.5+6650,,
323,J0142.7-0543,bll,
324,J0143.1-3622,bcu,
325,J0143.5-3156,bcu,
326,J0143.7-5846,bll,J0143.7-5845
327,J0144.3+5959,,
328,J0144.6+2705,bll,J0144.6+2705
329,J0145.0-2732,fsrq,J0145.1-2732
330,J0146.0-6746,bcu,J0146.4-6746
331,J0146.3+4606,bcu,
332,J0146.9-5202,bll,J0147.0-5204
333,J0147.7-1321,bcu,
334,J0148.2+5201,bll,J0148.3+5200
335,J0148.6+0127,bll,J0148.6+0128
336,J0149.6-0734,bcu,
337,J0150.4+4848,,J0149.6+4846
338,J0150.6-5448,bcu,J0150.5-5447
339,J0151.0+0539,bcu,J0151.0+0537
340,J0151.3+8601,bll,J0145.6+8600
341,J0151.4-3607,bcu,J0151.0-3609
342,J0151.7+5455,bcu,
343,J0152.2+3714,bcu,J0152.2+3707
344,J0152.2+2206,fsrq,J0151.6+2205
345,J0152.6+0147,bll,J0152.6+0148
346,J0153.0+7517,bll,J0152.8+7517
347,J0153.3+5416,,
348,J0153.4+7114,rdg,J0153.4+7114
349,J0153.9+0823,bll,J0154.0+0824
350,J0154.3-0236,bcu,
351,J0154.6+0051,,
352,J0155.0+4433,bll,J0154.9+4433
353,J0156.3-2420,,J0156.5-2423
354,J0156.5+3914,bcu,J0156.3+3913
355,J0156.8-4744,bll,J0156.9-4742
356,J0156.9-5301,bll,J0157.0-5301
357,J0156.9+4648,bcu,
358,J0157.7-4614,fsrq,J0157.9-4615
359,J0158.4+1230,,
360,J0158.5-3932,bll,J0158.6-3931
361,J0158.8+0101,fsrq,J0158.6+0102
362,J0159.0+3313,,
363,J0159.3-4523,bcu,
364,J0159.5+1046,bll,J0159.4+1046
365,J0159.7-2740,bll,J0159.8-2741
366,J0200.3-4109,bcu,J0200.3-4108
367,J0200.6-6637,bcu,J0200.9-6635
368,J0201.1+0036,bll,
369,J0201.1-4347,bcu,
370,J0202.4+0849,fsrq,J0202.3+0851
371,J0202.4+2943,,
372,J0202.6-0258,fsrq,
373,J0202.7+4204,bll,J0202.5+4206
374,J0202.9-0225,bcu,J0203.1-0227
375,J0203.6+7233,bll,J0204.0+7234
376,J0203.7+3042,bll,J0203.6+3043
377,J0204.0-3334,bll,
378,J0204.3-3140,bcu,
379,J0204.3+2417,bcu,J0204.2+2420
380,J0204.7+6656,,
381,J0204.8+1513,bcu,J0205.0+1510
382,J0205.0-1700,fsrq,J0205.2-1700
383,J0205.2+3212,fsrq,J0204.8+3212
384,J0205.7+6449,PSR,J0205.5+6448
385,J0206.0-0958,fsrq,
386,J0206.4-1151,fsrq,J0206.4-1150
387,J0206.8-5744,bcu,
388,J0207.4-3855,bcu,J0207.9-3846
389,J0207.5-1049,bcu,
390,J0207.5-2402,bcu,
391,J0207.9+2203,bcu,
392,J0207.9+0953,bcu,
393,J0208.3-6838,bll,J0208.0-6838
394,J0208.5-0046,bll,
395,J0208.6+3523,bll,J0208.6+3522
396,J0209.3+4449,bll,J0209.5+4449
397,J0209.3-5228,bll,J0209.4-5229
398,J0209.8+2626,,
399,J0209.9+7229,bll,
400,J0210.1+2518,bcu,
401,J0210.5-1445,bcu,
402,J0210.7-5101,FSRQ,J0210.7-5101
403,J0211.1-0646,bcu,J0211.2-0649
404,J0211.2+1051,BLL,J0211.2+1051
405,J0211.5+6219,,
406,J0212.1+5321,,J0212.1+5320
407,J0212.2-2559,bcu,
408,J0212.2-0219,bcu,
409,J0212.4-3502,bll,J0212.8-3504
410,J0212.8-2721,bcu,J0213.1-2720
411,J0212.9+2244,bll,J0213.0+2245
412,J0213.8-6949,bcu,
413,J0214.2-7025,bcu,
414,J0214.3+5145,bll,J0214.4+5143
415,J0214.4-5822,bcu,J0214.7-5823
416,J0214.8-6150,bcu,
417,J0214.9-3722,bcu,
418,J0215.0-5330,,
419,J0215.3+7555,bcu,
420,J0215.9+0300,bcu,J0216.0+0300
421,J0216.5+2313,bll,
422,J0216.6-1015,bcu,J0216.6-1019
423,J0216.8-6635,bll,J0217.0-6635
424,J0216.8+0510,bcu,J0216.4+0507
425,J0217.0-0821,fsrq,J0217.1-0833
426,J0217.2+0837,bll,J0217.2+0837
427,J0217.4+7352,fsrq,J0217.5+7349
428,J0217.8+0144,fsrq,J0217.8+0143
429,J0218.1+4232,PSR,J0218.1+4233
430,J0218.9+3643,bcu,J0218.9+3642
431,J0219.0+2443,bll,J0219.0+2440
432,J0219.1-1724,bll,J0219.1-1725
433,J0219.5+0724,bll,
434,J0220.2+3246,fsrq,
435,J0220.8-0841,bll,
436,J0221.1+3556,FSRQ,J0221.1+3556
437,J0221.4+6241e,SNR,J0224.0+6235
438,J0221.5+2513,bcu,J0221.2+2518
439,J0222.0-1616,fsrq,J0222.1-1616
440,J0222.4+6156e,snr,J0223.6+6204
441,J0222.6+4302,BLL,J0222.6+4301
442,J0222.7+5016,,
443,J0223.0-3447,fsrq,
444,J0223.0+6821,bll,J0223.3+6820
445,J0223.1-1117,bll,J0222.9-1117
446,J0223.5+5415,bcu,
447,J0223.5+3912,bcu,
448,J0223.5-0928,bcu,
449,J0224.0-7941,bll,J0224.1-7941
450,J0224.0-1850,bcu,J0224.1-1846
451,J0224.2+0700,fsrq,
452,J0224.2+1616,bcu,J0224.4+1615
453,J0224.8+2937,,
454,J0224.9+1843,fsrq,
455,J0225.1-2604,bcu,J0225.2-2602
456,J0225.5-5530,,
457,J0225.6-4502,bcu,
458,J0225.8+1310,bcu,
459,J0226.3-1845,bcu,
460,J0226.5+0938,fsrq,J0226.3+0941
461,J0226.5-4441,bll,J0226.5-4442
462,J0226.6-0553,bcu,
463,J0226.7+2312,bcu,
464,J0226.9+7744,,
465,J0227.2+3928,fsrq,J0226.0+3922
466,J0227.3+0201,bll,J0227.2+0201
467,J0227.8+2246,bcu,J0228.0+2248
468,J0228.0-3026,fsrq,
469,J0228.1+8208,bcu,J0228.5+8213
470,J0228.2-3102,bcu,J0228.7-3106
471,J0228.3-5547,fsrq,J0228.3-5545
472,J0228.7+6718,fsrq,
473,J0229.5-3644,fsrq,J0229.3-3643
474,J0230.3+1713,,
475,J0230.8+4032,fsrq,J0230.8+4032
476,J0231.0+3505,,
477,J0231.2-5754,bll,J0230.6-5757
478,J0231.2-4745,fsrq,
479,J0231.8+1322,fsrq,
480,J0232.5-1118,bcu,
481,J0232.8+2018,bll,J0232.8+2016
482,J0232.9+2608,bll,J0232.9+2606
483,J0233.0+3740,bcu,
484,J0233.5+0654,bcu,J0232.6+0646
485,J0233.9+8041,bcu,
486,J0234.3-0628,bll,J0234.2-0629
487,J0235.3+5650,,J0235.7+5647
488,J0235.6-2939,bll,
489,J0236.8-6136,fsrq,J0236.7-6136
490,J0237.1-0714,bcu,
491,J0237.3+2000,bll,
492,J0237.6-3602,bll,J0237.5-3603
493,J0237.6+0923,bcu,
494,J0237.7+0206,rdg,
495,J0237.8+5238,,J0238.0+5237
496,J0237.8+2848,FSRQ,J0237.9+2848
497,J0238.1-3905,bll,J0238.3-3904
498,J0238.2+1531,bcu,
499,J0238.4-3116,bll,J0238.4-3117
500,J0238.6+1637,BLL,J0238.6+1636
501,J0238.7+2555,bcu,J0239.0+2555
502,J0239.1+6634,,
503,J0239.5+1326,bcu,J0239.4+1326
504,J0239.5-1353,bcu,
505,J0239.7+0415,fsrq,
506,J0240.2-0248,,J0240.0-0253
507,J0240.5+6113,HMB,J0240.5+6113
508,J0240.8-3401,bcu,
509,J0241.0-0505,bll,
510,J0241.3+6543,bll,J0241.3+6542
511,J0241.9-1603,bcu,
512,J0242.3+1102,fsrq,J0242.3+1059
513,J0242.3+5216,bcu,
514,J0242.6+1735,bcu,
515,J0242.6-0000,sbg,J0242.7-0001
516,J0243.2-0550,fsrq,
517,J0243.4+7119,bll,J0243.5+7119
518,J0244.6-5819,bll,J0244.8-5818
519,J0244.7+1316,bcu,
520,J0245.0+4755,,J0244.4+4745
521,J0245.1-0257,bll,
522,J0245.4-5950,bcu,
523,J0245.4+2408,fsrq,J0245.4+2410
524,J0245.9-4650,fsrq,J0245.9-4651
525,J0246.0-4838,,
526,J0246.6-3348,bcu,
527,J0248.0+2232,bcu,
528,J0248.4+6021,PSR,J0248.5+6022
529,J0248.6+4230,PSR,J0248.5+4232
530,J0248.6+5131,bcu,J0248.4+5130
531,J0250.2-8224,bcu,J0244.4-8224
532,J0250.6+1712,bll,J0250.6+1713
533,J0250.6+8435,bcu,J0249.1+8438
534,J0250.7+5630,bcu,J0250.6+5630
535,J0251.0+2605,PSR,J0251.1+2603
536,J0251.1-1830,,J0251.1-1829
537,J0251.5-5958,fsrq,J0251.5-5959
538,J0252.0-3657,,
539,J0252.3-2707,,
540,J0252.8-2219,fsrq,J0252.8-2218
541,J0252.9+3834,fsrq,J0252.3+3830
542,J0253.2-5441,fsrq,J0253.1-5438
543,J0253.2-0124,bll,J0253.0-0125
544,J0253.5+3216,fsrq,J0253.5+3216
545,J0253.9+5103,fsrq,J0253.8+5104
546,J0255.8+0534,bll,J0255.8+0532
547,J0256.3+0334,bll,J0256.3+0335
548,J0257.0+3358,bcu,
549,J0257.8+7044,,
550,J0257.9-1215,fsrq,J0257.8-1216
551,J0258.1+2030,bll,J0258.0+2030
552,J0259.0+0552,,J0258.9+0552
553,J0259.3+5453,bcu,
554,J0259.4+0746,fsrq,J0259.5+0746
555,J0259.5+1924,fsrq,
556,J0259.5-1705,bcu,
557,J0301.0-1652,bcu,J0301.4-1652
558,J0301.2+2546,bcu,
559,J0301.4-3124,bcu,
560,J0301.6-7155,fsrq,J0301.8-7157
561,J0301.6-5617,,
562,J0301.9-2731,bcu,J0301.8-2721
563,J0302.5+3354,,
564,J0302.7+5717,,
565,J0303.2+3149,bcu,J0303.0+3150
566,J0303.3-7913,fsrq,J0302.5-7915
567,J0303.3+0555,bll,
568,J0303.4-2407,BLL,J0303.4-2407
569,J0303.4-5232,bcu,
570,J0303.6+4716,bll,J0303.6+4716
571,J0303.6-6211,fsrq,J0303.7-6211
572,J0304.4-2833,bll,J0304.3-2836
573,J0304.5+6821,bcu,J0304.9+6817
574,J0304.5-0054,bll,
575,J0304.6+6554,,
576,J0304.9-0606,bll,J0305.0-0601
577,J0305.1-1608,bll,J0305.2-1607
578,J0307.4+4915,bll,J0307.3+4916
579,J0307.8-0419,bcu,
580,J0307.8+7443,PSR,J0308.0+7442
581,J0308.1-2852,bcu,J0308.4-2852
582,J0308.4+0407,rdg,J0308.6+0408
583,J0308.9-4702,,
584,J0309.0+1029,fsrq,J0309.0+1029
585,J0309.4-4000,bcu,
586,J0309.7-0745,bll,J0309.5-0749
587,J0309.9-6058,fsrq,J0309.9-6057
588,J0310.6-5017,bll,J0310.4-5015
589,J0310.8-1041,bcu,
590,J0310.9-3458,bcu,
591,J0310.9+3815,fsrq,J0310.8+3814
592,J0311.2+6856,bcu,
593,J0311.5-4402,bcu,
594,J0312.1-0921,,J0312.1-0921
595,J0312.4-3221,bcu,
596,J0312.5-2221,bll,J0312.7-2222
597,J0312.7+2012,,J0312.7+2011
598,J0312.8+0134,fsrq,J0312.7+0133
599,J0312.9+3614,bll,J0312.7+3613
600,J0312.9+4119,rdg,
601,J0313.6-7508,,
602,J0314.1+2827,,
603,J0314.1+5033,,
604,J0314.3+0620,bll,
605,J0314.3-5103,bll,J0314.3-5103
606,J0314.4-4805,,
607,J0314.6-6549,fsrq,
608,J0315.4-2643,bcu,
609,J0315.5+4231,bcu,
610,J0315.9-1033,fsrq,J0315.5-1026
611,J0316.0-5626,bcu,
612,J0316.2-6437,bll,J0316.2-6436
613,J0316.2+0905,bll,J0316.1+0904
614,J0316.2-2608,bll,J0316.1-2611
615,J0316.8+4120,RDG,J0316.6+4119
616,J0316.9-0625,bcu,
617,J0317.7-2804,fsrq,
618,J0317.8-4414,bcu,
619,J0318.2+0254,PSR,J0318.1+0252
620,J0318.7+2135,bll,J0318.7+2134
621,J0319.4-7045,bcu,
622,J0319.8+4130,RDG,J0319.8+4130
623,J0319.8+1845,bll,J0319.8+1847
624,J0319.9-3821,bcu,
625,J0322.0+2335,bll,J0322.0+2335
626,J0322.4+6606,bcu,
627,J0322.6-3712e,RDG,J0322.5-3721
628,J0322.9+0940,bcu,
629,J0323.7-0111,bll,J0323.6-0109
630,J0324.3-1313,bcu,J0324.5-1315
631,J0324.8+3412,nlsy1,J0325.2+3410
632,J0324.8-2043,bcu,
633,J0325.0-2416,fsrq,
634,J0325.3+3332,bcu,
635,J0325.5-5635,bll,J0325.2-5634
636,J0325.6-1646,bll,J0325.6-1648
637,J0325.7+2225,fsrq,J0325.5+2223
638,J0325.9-1843,bcu,J0326.0-1842
639,J0326.2+0225,bll,J0326.2+0225
640,J0326.7-3404,bcu,
641,J0327.5-1805,bcu,
642,J0327.6+2620,,
643,J0328.4-4736,,
644,J0328.5+6114,,J0332.4+6110
645,J0328.6-1129,,
646,J0328.8-5715,bll,
647,J0330.1+5038,,
648,J0330.6+4659,bcu,
649,J0330.6+0438,bcu,J0330.6+0437
650,J0330.7+5845,,
651,J0330.7-2408,bcu,
652,J0331.1-5243,bcu,
653,J0331.3-6156,bll,J0331.3-6155
654,J0331.9+6307,bll,J0332.0+6308
655,J0332.1-1123,fsrq,J0332.5-1118
656,J0333.0-3044,,
657,J0333.1+8227,bcu,
658,J0333.3+0233,bcu,J0333.6+0233
659,J0333.4-2705,,
660,J0333.7+7851,bll,J0333.4+7853
661,J0333.7+2916,bll,J0333.6+2916
662,J0333.8+4007,bcu,J0333.4+4003
663,J0333.9+6537,bll,J0333.9+6538
664,J0334.2-3725,bll,J0334.3-3726
665,J0334.2-4008,bll,J0334.3-4008
666,J0334.3+3920,rdg,J0334.2+3915
667,J0335.1-4459,bll,J0335.3-4459
668,J0336.0+7502,,J0336.1+7500
669,J0336.4+3224,fsrq,J0336.5+3210
670,J0336.5-0348,bll,
671,J0336.8-3612,fsrq,J0336.9-3622
672,J0337.5+2423c,,
673,J0337.8-1157,fsrq,
674,J0338.1-2443,bll,J0338.1-2443
675,J0338.5+1302,bll,J0338.5+1303
676,J0338.7-5706,bcu,
677,J0338.9-2848,bcu,
678,J0339.2-1736,bll,J0339.2-1738
679,J0339.5-0146,fsrq,J0339.5-0146
680,J0340.3+4130,PSR,J0340.3+4130
681,J0340.4+5302,,J0340.4+5302
682,J0340.4-2422,bcu,J0340.4-2423
683,J0340.5-2118,bll,J0340.5-2119
684,J0340.5-0256,bcu,
685,J0341.9+3153c,,J0342.3+3148c
686,J0342.2+3858,fsrq,J0342.2+3857
687,J0342.8-3007,bcu,J0342.6-3006
688,J0343.2-2529,fsrq,J0343.2-2534
689,J0343.2-6444,bll,J0343.3-6443
690,J0343.3-6303,,
691,J0343.4+3621,fsrq,J0343.3+3622
692,J0344.2+3203c,bcu,
693,J0344.4+3432,bcu,
694,J0345.2-2353,bll,J0345.1-2353
695,J0345.5-3301,bcu,
696,J0346.2+3235,,
